timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.13801735  1.96102711 -0.15144126 -0.40274298  0.66031013  0.51892351
 -0.75482877 -0.32121123  0.75691293 -0.54503618  0.        ]","[[-0.02839075  0.06943476  0.07803461  0.05813912]
 [-0.0022997   0.00228403  0.          0.        ]]",[ 0.4379709   0.56673397],-1.29536,-0.143415496586,[ 0.0818842  -0.22853991],[ 0.41184622  1.28226733]
1,"[ 1.13848119  1.95861633 -0.12520875 -0.34026867  0.66030793  0.51892198
 -0.63059344 -0.01890718  0.75523676 -0.49793095  0.        ]","[[-0.01106171  0.09198835  0.07803461  0.05813912]
 [ 1.72944118  2.24560058  0.          0.        ]]",[-0.76527732 -0.56144876],-1.2828,-0.140904540841,[ 0.0818842  -0.22853991],[ 0.36595446  1.24827242]
2,"[ 1.13852378  1.95559736 -0.11933384 -0.27897583  0.66030573  0.51892045
 -0.85016046 -0.32431914  0.75332609 -0.47288917  0.        ]","[[-0.00718157  0.11416106  0.07803461  0.05813912]
 [-1.33124061 -0.02078017  0.          0.        ]]",[ 1.04049971  1.27011217],-1.25377,-0.139526800991,[ 0.0818842  -0.22853991],[ 0.42422587  1.29270792]
3,"[ 1.13852731  1.94868799 -0.09917415 -0.17073702  0.66030352  0.51891892
 -0.56458671  0.20911546  0.74781206 -0.41846213  0.        ]","[[ 0.00613307  0.15346194  0.07803461  0.05813912]
 [ 2.64946196  3.93768063  0.          0.        ]]",[ 0.48547414  0.63450965],-1.23506,-0.136570630098,[ 0.0818842  -0.22853991],[ 0.34733707  1.23389339]
4,"[ 1.13438254  1.92108202  0.00930288  0.1098589   0.66030132  0.51891739
 -0.43063301  0.53707709  0.71190978 -0.21953402  0.        ]","[[ 0.07785641  0.25663376  0.07803461  0.05813912]
 [ 4.51667651  6.37139129  0.          0.        ]]",[-0.27333974  0.76477975],-1.18796,-0.126372990176,[ 0.0818842  -0.22853991],[ 0.29684216  1.20354688]
5,"[ 1.12175381  1.85353553  0.12743237  0.52033692  0.66029912  0.51891586
 -0.51467979  0.92820909  0.62437223  0.01963986  0.        ]","[[ 0.15643485  0.41318326  0.07803461  0.05813912]
 [ 3.34509792  9.27388222  0.          0.        ]]",[-0.14032717 -0.70904857],-1.1337,-0.114609173612,[ 0.0818842  -0.22853991],[ 0.22907339  1.15018892]
6,"[ 1.1062594   1.75733109  0.21769808  0.90099072  0.66029692  0.51891433
 -0.55915753  0.52515236  0.5094283   0.20817288  0.        ]","[[ 0.21711632  0.56865186  0.07803461  0.05813912]
 [ 2.72508432  6.28294407  0.          0.        ]]",[ 0.11794405  2.03556102],-1.14133,-0.105732753367,[ 0.0818842  -0.22853991],[ 0.2644788   1.19919014]
7,"[ 1.08659336  1.62684759  0.30377757  1.26351775  0.66029472  0.5189128
 -0.52962095  1.04195265  0.36194007  0.36962612  0.        ]","[[  0.27574796   0.73278889   0.07803461   0.05813912]
 [  3.13678179  10.11797785   0.           0.        ]]",[ 1.21414889 -0.75712586],-1.15436,-0.0988218945477,[ 0.0818842  -0.22853991],[ 0.1600749   1.10040784]
8,"[ 1.04168893  1.46382153  0.44973338  1.58663909  0.66029251  0.51891127
 -0.25013011  0.61078271  0.14339894  0.5390749   0.        ]","[[ 0.37757207  0.90304634  0.07803461  0.05813912]
 [ 7.03267485  6.91842855  0.          0.        ]]",[ 0.0091332   0.27141524],-1.14408,-0.096072575835,[ 0.0818842  -0.22853991],[ 0.14706258  1.12740397]
9,"[ 0.95871282  1.30306839  0.64017515  1.81621817  0.66029031  0.51890975
 -0.25749713  0.73712719 -0.1237521   0.67153378  0.        ]","[[ 0.51719486  1.05082195  0.07803461  0.05813912]
 [ 6.92997512  7.85600568  0.          0.        ]]",[-1.39282772  1.14823497],-1.12632,-0.101721089513,[ 0.0818842  -0.22853991],[ 0.04911985  1.05670345]
