timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.91311669  1.60774925  0.14628857 -0.62096879 -1.71361373 -0.40720151
 -0.51078022 -0.34813397  3.36553897  0.42353364  0.        ]","[[ 0.01286396  0.0121135  -0.19835837 -0.04689708]
 [-0.00060732 -0.00064248  0.          0.        ]]",[ 5.18975206  3.30435399],-6.34643,-0.411479902432,[-0.8051036  -0.79292321],[ 4.51912737  3.37269735]
1,"[ 0.91104439  1.60620642  0.20759002 -0.51966888 -1.7136125  -0.40720143
 -0.36452275  0.26319097  3.35916662  0.55249951  0.        ]","[[ 0.052527    0.05181317 -0.19835837 -0.04689708]
 [ 3.95375241  3.9574234   0.          0.        ]]",[ 4.68244718  3.45261271],-6.35284,-0.412554285875,[-0.8051036  -0.79292321],[ 4.28000164  2.91163039]
2,"[ 0.89007688  1.59034046  0.38878475 -0.2202329  -1.71361126 -0.40720134
 -0.22115459  0.86241553  3.29466077  0.92900635  0.        ]","[[ 0.17049323  0.16988816 -0.19835837 -0.04689708]
 [ 7.82999424  7.83714531  0.          0.        ]]",[ 3.83990301  2.91489548],-6.40898,-0.413033037283,[-0.8051036  -0.79292321],[ 4.31242943  2.74585032]
3,"[ 0.80784263  1.52786843  0.67872671  0.25893225 -1.71361003 -0.40720125
 -0.08060794  1.44976989  3.04796072  1.4928212   0.        ]","[[  0.36521812   0.36478667  -0.19835837  -0.04689708]
 [ 11.62995097  11.6400162    0.           0.        ]]",[ 5.07776778  3.3510484 ],-6.43132,-0.404972210178,[-0.8051036  -0.79292321],[ 4.75243664  2.98635077]
4,"[ 0.60153377  1.37094837  1.04398011  0.86253186 -1.7136088  -0.40720117
  0.05719775  2.02546776  2.47581267  2.05611442  0.        ]","[[  0.63519713   0.63498575  -0.19835837  -0.04689708]
 [ 15.35580077  15.36742406   0.           0.        ]]",[ 4.27656635  3.10815472],-6.3033,-0.376343247779,[-0.8051036  -0.79292321],[ 4.64356995  3.10741711]
5,"[ 0.20666039  1.07050322  1.40986007  1.4670292  -1.71360756 -0.40720108
  0.19235535  2.58970831  1.56842794  2.26432802  0.        ]","[[  0.97897283   0.97898918  -0.19835837  -0.04689708]
 [ 19.01005392  19.02066413   0.           0.        ]]",[ 4.00557199  3.11850833],-5.93194,-0.314505319772,[-0.8051036  -0.79292321],[ 3.96087527  2.63683105]
6,"[-0.40562749  0.60468927  1.64908015  1.86202358 -1.71360633 -0.40720099
  0.32495678  3.14269143  0.64948969  1.77004862  0.        ]","[[  1.39513874   1.39532649  -0.19835837  -0.04689708]
 [ 22.59519612  22.60103773   0.           0.        ]]",[ 2.8028087   0.75727531],-5.17023,-0.21500683439,[-0.8051036  -0.79292321],[ 2.75638723  0.8041954 ]
7,"[-1.17478487  0.03093169  1.59843529  1.78559313 -1.71360509 -0.40720091
  0.45505985  3.53621188  0.3301748   0.70666028  0.        ]","[[  1.88233152   1.87291203  -0.19835837  -0.04689708]
 [ 26.11279065  25.14897782   0.           0.        ]]",[ 1.03143173 -0.93893231],-4.35148,-0.110676692734,[-0.8051036  -0.79292321],[ 1.68021297 -0.63051301]
8,"[-1.90478207 -0.44714753  1.12550066  1.19382487 -1.71360386 -0.40720082
  0.58261036  2.88462479  0.79750502 -0.0776211   0.        ]","[[  2.43919243   2.33356298  -0.19835837  -0.04689708]
 [ 29.56137242  20.93024161   0.           0.        ]]",[ 3.00390699  0.21442823],-4.61099,-0.128677820923,[-0.8051036  -0.79292321],[ 2.7741816   0.27143613]
9,"[-2.2783053  -0.73376508  0.24577969  0.30716138 -1.71360263 -0.40720073
  0.70755344  2.95139681  1.4259822  -0.0384688   0.        ]","[[  3.06431642   2.75650387  -0.19835837  -0.04689708]
 [ 32.93945824  21.36259845   0.           0.        ]]",[ 3.99540729  1.24476441],-5.02337,-0.197184234733,[-0.8051036  -0.79292321],[ 3.83711982  1.46829045]
10,"[-1.99051189 -0.82273481 -0.76550225 -0.67057406 -1.71360139 -0.40720065
  0.82990387  0.95469266  1.54737577  0.38259352  0.        ]","[[  3.75630557   3.14890794  -0.19835837  -0.04689708]
 [ 36.24744792   8.43469726   0.           0.        ]]",[ 2.68771555  0.41179557],-4.8291,-0.215493389071,[-0.8051036  -0.79292321],[ 2.36700559  0.38557488]
11,"[-1.00024874 -0.82221712 -1.38968826 -0.72869698 -1.71360016 -0.40720056
  0.94978487 -0.76280013  1.42015768  0.48945043  0.        ]","[[  4.51377306   3.1716779   -0.19835837  -0.04689708]
 [ 39.48867367  -2.68541949   0.           0.        ]]",[ 0.14816183 -0.43391949],-4.62078,-0.204686845997,[-0.8051036  -0.79292321],[ 0.64227158 -0.10845023]
12,"[ 0.20317918 -0.82164377 -1.15933188 -0.54216206 -1.71359892 -0.40720047
  0.94256443 -1.04034219  1.42305777  0.49298638  0.        ]","[[  5.30158802   3.09859873  -0.19835837  -0.04689708]
 [ 39.29346393  -4.48240166   0.           0.        ]]",[ 0.68554056 -0.3785669 ],-4.69712,-0.205087625622,[-0.8051036  -0.79292321],[ 0.42110306 -0.04355597]
