timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.9115367   1.62120211  0.10166153 -0.76289404  1.34758991 -0.93490811
 -0.51992974 -0.34835994  0.12010838  0.92134555  0.        ]","[[ -9.33717333e-03  -4.23392455e-02   1.55668684e-01  -1.08216114e-01]
 [ -1.57479717e-05   1.32924494e-03   0.00000000e+00   0.00000000e+00]]",[-1.97662917 -1.78662322],-4.00908,-0.115144054509,[-0.79129183 -0.78683716],[-1.78117895 -1.35458934]
1,"[ 0.90969126  1.61819547  0.04029492 -0.8644589   1.34758921 -0.93490779
 -0.6646221  -0.95668544  0.11178429  0.79331501  0.        ]","[[-0.04901259 -0.08202533  0.15566868 -0.10821611]
 [-3.95436836 -3.95675059  0.          0.        ]]",[-1.05100135 -0.52283811],-3.96188,-0.103679816236,[-0.79129183 -0.78683716],[-0.75748998  0.03466785]
2,"[ 0.88942514  1.60235372 -0.14111621 -1.11629735  1.34758851 -0.93490746
 -0.80648254 -1.26258903  0.04852571  0.44036976  0.        ]","[[-0.16699843 -0.18113037  0.15566868 -0.10821611]
 [-7.83132813 -5.94712015  0.          0.        ]]",[ 0.70422729  1.37844538],-3.8369,-0.071214400689,[-0.79129183 -0.78683716],[ 0.4641192   1.23039222]
3,"[ 0.84313258  1.58158603 -0.33252301 -1.31154827  1.34758781 -0.93490714
 -0.69893681 -0.63610225 -0.06766389  0.10988197  0.        ]","[[-0.29413589 -0.2591745   0.15566868 -0.10821611]
 [-4.89217905 -1.87087655  0.          0.        ]]",[-0.03801892  0.50706799],-3.68865,-0.0398623841034,[-0.79129183 -0.78683716],[ 0.21812224  0.56613028]
4,"[ 0.79034786  1.57613802 -0.475835   -1.35334335  1.3475871  -0.93490681
 -0.70092794 -0.32182196 -0.16429775 -0.08887002  0.        ]","[[-0.39252557 -0.2760752   0.15566868 -0.10821611]
 [-4.94660067  0.17399171  0.          0.        ]]",[ 0.70656318  0.45405083],-3.66681,-0.0231095220411,[-0.79129183 -0.78683716],[ 0.47206712  0.28264269]
5,"[ 0.74414544  1.58299979 -0.57426772 -1.30020711  1.3475864  -0.93490649
 -0.5950969  -0.04620193 -0.22185896 -0.19474781  0.        ]","[[-0.46243841 -0.25460235  0.15566868 -0.10821611]
 [-2.0543124   1.96731656  0.          0.        ]]",[ 0.52594187 -0.16799388],-3.63931,-0.0188589156102,[-0.79129183 -0.78683716],[-0.00369728 -0.25587726]
6,"[ 0.72978237  1.59228958 -0.60155322 -1.21979221  1.3475857  -0.93490616
 -0.51746992 -0.15454627 -0.22190082 -0.20205496  0.        ]","[[-0.48223909 -0.22232896  0.15566868 -0.10821611]
 [ 0.067178    1.26237283  0.          0.        ]]",[-0.29825755 -0.30610644],-3.61239,-0.0191982212107,[-0.79129183 -0.78683716],[-0.41638875 -0.22547317]
7,"[ 0.72193833  1.59564119 -0.61591301 -1.18762953  1.347585   -0.93490584
 -0.56067384 -0.34460127 -0.22485911 -0.20943555  0.        ]","[[-0.49274221 -0.20948865  0.15566868 -0.10821611]
 [-1.11355991  0.02577775  0.          0.        ]]",[-1.10405382  0.2273859 ],-3.59795,-0.0192896996735,[-0.79129183 -0.78683716],[-0.13145447  0.13155681]
8,"[ 0.67272325  1.5980085  -0.69864616 -1.16362789  1.34758429 -0.93490552
 -0.70463001 -0.20606895 -0.28793877 -0.30687669  0.        ]","[[-0.55448674 -0.19992943  0.15566868 -0.10821611]
 [-5.04779067  0.92713911  0.          0.        ]]",[ 1.02536862 -0.13405886],-3.66477,-0.0219332506231,[-0.79129183 -0.78683716],[ 0.88462496  0.11955592]
9,"[ 0.61970779  1.60105697 -0.77639975 -1.13086964  1.34758359 -0.93490519
 -0.55621908 -0.29071052 -0.35165725 -0.39523091  0.        ]","[[-0.61474781 -0.18691223  0.15566868 -0.10821611]
 [-0.99182367  0.37641779  0.          0.        ]]",[-0.12339486 -0.3767826 ],-3.64102,-0.0286098113149,[-0.79129183 -0.78683716],[ 0.21963114  0.18682668]
