timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.9272854   2.27061212 -0.02701484 -0.7987224  -0.98792256  1.15184184
 -0.61626504 -0.37945254  2.3563064  -1.38861686  0.        ]","[[-0.07810181 -0.015675   -0.11495309  0.13372022]
 [-0.00099723 -0.00178145  0.          0.        ]]",[ 5.12341236  3.58202041],-4.24036,-0.357956790262,[-0.38917649 -0.33017671],[ 5.3266921   3.77914858]
1,"[ 0.93066046  2.27037497  0.03582874 -0.65328962 -0.98792187  1.15184089
 -0.47159568  0.16531495  2.36189058 -1.27961492  0.        ]","[[-0.0384465   0.02400213 -0.11495309  0.13372022]
 [ 3.95336748  3.95630734  0.          0.        ]]",[ 4.01589857  2.07285484],-4.20889,-0.353417484779,[-0.38917649 -0.33017671],[ 4.52503204  3.31224322]
2,"[ 0.92712191  2.25661503  0.22294504 -0.22228754 -0.98792118  1.15183994
 -0.32978488  0.69929971  2.33866838 -0.95644449  0.        ]","[[ 0.07951194  0.14205503 -0.11495309  0.13372022]
 [ 7.82959759  7.83605356  0.          0.        ]]",[ 4.007435    2.97500569],-4.07057,-0.337602694282,[-0.38917649 -0.33017671],[ 3.26280308  2.89183426]
3,"[ 0.87712225  2.19172968  0.52676328  0.47058075 -0.98792049  1.15183899
 -0.1907661   1.22270695  2.17445973 -0.45652973  0.        ]","[[  0.27422854   0.33693197  -0.11495309   0.13372022]
 [ 11.62951174  11.63895169   0.           0.        ]]",[ 0.96513125  3.00865001],-3.85482,-0.304434375436,[-0.38917649 -0.33017671],[ 1.97907448  2.38157797]
4,"[ 0.72163247  2.01955858  0.91689129  1.34998782 -0.9879198   1.15183805
 -0.05950666  1.73573433  1.73071063  0.07584732  0.        ]","[[  0.54281399   0.60711059  -0.11495309   0.13372022]
 [ 15.21733342  15.3664442    0.           0.        ]]",[ 1.47872992  0.99480258],-3.56076,-0.246207407822,[-0.38917649 -0.33017671],[ 1.28539205  1.77961695]
5,"[ 0.39702312  1.6816987   1.32431229  2.24233656 -0.98791911  1.1518371
  0.07427855  2.23571274  0.96827193  0.34657924  0.        ]","[[  0.88384656   0.95088837  -0.11495309   0.13372022]
 [ 18.87419401  18.99914672   0.           0.        ]]",[ 1.07506762  2.04508141],-3.05044,-0.157741908315,[-0.38917649 -0.33017671],[ 0.37334818  0.84225023]
6,"[-0.13518448  1.14979614  1.62539463  2.84838254 -0.98791842  1.15183615
  0.20553281  2.7285464   0.12973588  0.03094129  0.        ]","[[  1.2973207    1.36679983  -0.11495309   0.13372022]
 [ 22.46187436  22.57996775   0.           0.        ]]",[-0.65463516  0.68193286],-2.10251,-0.0461683201026,[-0.38917649 -0.33017671],[-0.49256241  0.17572454]
7,"[-0.74170064  0.48979084  1.66764357  2.7913879  -0.98791773  1.1518352
  0.09471773  3.03845158 -0.22376208 -0.76343614  0.        ]","[[  1.71616773   1.84099131  -0.11495309   0.13372022]
 [ 19.43287875  24.83171837   0.           0.        ]]",[-0.38076001  0.86638038],-2.14355,-0.0791835906603,[-0.38917649 -0.33017671],[-0.70909595 -0.03117132]
8,"[-1.2500351  -0.13978382  1.47838532  1.82231397 -0.98791704  1.15183426
  0.02572303  3.44276604  0.07571702 -1.39889235  0.        ]","[[  2.08590594   2.36710022  -0.11495309   0.13372022]
 [ 17.54699271  27.7694587    0.           0.        ]]",[ 0.48289412  1.05552942],-2.66118,-0.157539207419,[-0.38917649 -0.33017671],[ 0.27995121  0.18555859]
9,"[-1.65820964 -0.51677602  1.10615548 -0.06734866 -0.98791635  1.15183331
  0.08310014  3.91195728  0.6396391  -1.41162658  0.        ]","[[  2.45258674   2.95669356  -0.11495309   0.13372022]
 [ 19.11532637  31.17863737   0.           0.        ]]",[ 0.20224853 -0.5680455 ],-3.01501,-0.188712493881,[-0.38917649 -0.33017671],[ 0.57114309 -0.1181795 ]
