timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.89922443  1.91231005  0.15725895 -0.69722645 -0.90713145 -1.34566429
 -0.59157046 -0.36719264  2.37011472  1.39686869  0.        ]",[-0.58337522 -0.58648551],[ 1.81585731 -0.02593575],-5.13637,-0.353547151056,"[[ 0.03080189 -0.00489395 -0.10501041 -0.15474795]
 [ 0.00482576  0.00491248  0.          0.        ]]",[ 0.4882406  0.7613849]
1,"[ 0.89617689  1.9123012   0.22056085 -0.70013825 -0.90713102 -1.34566331
 -0.44996241 -0.38226433  2.36675815  1.47262589  0.        ]",[-0.58337522 -0.58648551],[-0.41668436 -0.31131187],-5.10385,-0.357018156211,"[[ 0.07058835 -0.0058425  -0.10501041 -0.15474795]
 [ 3.9606487  -0.09941377  0.          0.        ]]",[ 0.36111081  0.68723571]
2,"[ 0.88669561  1.91205944  0.31864544 -0.74412686 -0.90713059 -1.34566233
 -0.51175615 -0.55996392  2.3574991   1.57722102  0.        ]",[-0.58337522 -0.58648551],[ 0.81998693  0.96984104],-5.1772,-0.361592015163,"[[ 0.13248172 -0.02017203 -0.10501041 -0.15474795]
 [ 2.23443374 -1.32944222  0.          0.        ]]",[ 0.34267187  0.61776179]
3,"[  8.66967732e-01   1.91227760e+00   4.39153355e-01  -7.06698564e-01
  -9.07130163e-01  -1.34566135e+00  -3.97273439e-01  -1.55855614e-03
   2.33345766e+00   1.73559588e+00   0.00000000e+00]",[-0.58337522 -0.58648551],[ 0.48596303  0.32936435],-5.2346,-0.368086349703,"[[ 0.20925758 -0.00797958 -0.10501041 -0.15474795]
 [ 5.43250844  2.53580936  0.          0.        ]]",[ 0.46168435  0.59073526]
4,"[ 0.81536288  1.91035155  0.63366046 -0.51247799 -0.90712973 -1.34566037
 -0.33231979  0.17949389  2.25269817  2.03159781  0.        ]",[-0.58337522 -0.58648551],[ 0.07801445  0.42886492],-5.35104,-0.378705487175,"[[ 0.3361129   0.05531072 -0.10501041 -0.15474795]
 [ 7.24698753  3.78904457  0.          0.        ]]",[ 0.87200248  0.74391264]
5,"[ 0.72724112  1.89838736  0.84771665 -0.23137827 -0.90712931 -1.34565939
 -0.32642433  0.4139693   2.09452408  2.36529919  0.        ]",[-0.58337522 -0.58648551],[ 0.98395285  0.92468372],-5.47259,-0.387981483174,"[[ 0.48270489  0.147376   -0.10501041 -0.15474795]
 [ 7.4116748   5.41207068  0.          0.        ]]",[ 1.37430239  0.93764877]
6,"[ 0.57458693  1.85820214  1.09568098  0.19941483 -0.90712888 -1.34565841
 -0.19237527  0.927221    1.7900601   2.74094138  0.        ]",[-0.58337522 -0.58648551],[ 2.00647574  0.751061  ],-5.54007,-0.393637265688,"[[  0.66850904   0.29126294  -0.10501041  -0.15474795]
 [ 11.15633538   8.96477159   0.           0.        ]]",[ 2.02123547  1.2572279 ]
7,"[ 0.29315123  1.7559002   1.38447818  0.785906   -0.90712845 -1.34565743
 -0.05867418  1.33096994  1.22945337  3.08037035  0.        ]",[-0.58337522 -0.58648551],[ 1.78928372  1.72237422],-5.45015,-0.388267144665,"[[  0.92910808   0.49859919  -0.10501041  -0.15474795]
 [ 14.89127586  11.75950432   0.           0.        ]]",[ 2.4907732   1.31173015]
8,"[-0.15459728  1.54886478  1.62683464  1.45755983 -0.90712802 -1.34565645
  0.07241666  1.86908011  0.42691774  3.12364585  0.        ]",[-0.58337522 -0.58648551],[ 3.94834724  2.27882493],-5.10282,-0.358897214364,"[[  1.26367264   0.77116196  -0.10501041  -0.15474795]
 [ 18.55329877  15.48428673   0.           0.        ]]",[ 2.940907    1.29481065]
9,"[-0.76240908  1.19023921  1.69342754  2.07780457 -0.90712759 -1.34565547
  0.20100054  2.39645665 -0.37261442  2.60749993  0.        ]",[-0.58337522 -0.58648551],[ 3.34635247  1.09291843],-4.47149,-0.292430124671,"[[  1.67077318   1.11747544  -0.10501041  -0.15474795]
 [ 22.14528978  19.13478779   0.           0.        ]]",[ 2.60529089  0.93195629]
10,"[-1.43764602  0.67220271  1.44237299  2.3860358  -0.90712716 -1.34565449
  0.32715885  2.91329363 -0.67499719  1.58934464  0.        ]",[-0.58337522 -0.58648551],[ 2.66743976 -0.48546604],-3.86164,-0.186814433941,"[[  2.14903276   1.5360672   -0.10501041  -0.15474795]
 [ 25.66952276  22.71235962   0.           0.        ]]",[ 1.86657679  0.54311079]
11,"[-1.97616464  0.13241586  0.79324536  2.15066777 -0.90712673 -1.34565351
  0.45091631  2.57010112 -0.22377299  0.72733173  0.        ]",[-0.58337522 -0.58648551],[ 1.84437199  1.39720311],-3.27942,-0.0883764658156,"[[  2.69711088   1.96648026  -0.10501041  -0.15474795]
 [ 29.12668845  20.33682706   0.           0.        ]]",[ 1.99663007  1.27537704]
12,"[-2.10071212 -0.32740327 -0.1645672   1.37136703 -0.90712631 -1.34565253
  0.5722114   3.083453    0.54260911  0.6468954   0.        ]",[-0.58337522 -0.58648551],[ 2.16536157  1.97159639],-3.55725,-0.12724332333,"[[  3.31364033   2.40886894  -0.10501041  -0.15474795]
 [ 32.51506878  23.89029574   0.           0.        ]]",[ 2.44667149  1.76831222]
13,"[-1.60264466 -0.62616394 -1.09468648 -0.01233637 -0.90712588 -1.34565155
  0.69106577  3.58681923  0.78290982  1.2485905   0.        ]",[-0.58337522 -0.58648551],[ 0.2836812   0.72721644],-3.65107,-0.193050414542,"[[  3.99725951   2.92163146  -0.10501041  -0.15474795]
 [ 35.83526923  27.37468283   0.           0.        ]]",[ 1.88697135  1.0736413 ]
14,"[-0.60289242 -0.65626041 -1.48497845 -0.79434161 -0.90712545 -1.34565057
  0.70585247 -0.16447577  0.54201598  1.43278144  0.        ]",[-0.58337522 -0.58648551],[ 1.59835133  0.2198567 ],-3.44262,-0.192362244005,"[[  4.71811135   3.17812674  -0.10501041  -0.15474795]
 [ 36.24834276   1.40816274   0.           0.        ]]",[ 0.78769481 -0.11830962]
15,"[ 0.43326507 -0.65711743 -1.04308354 -0.68175145 -0.90712502 -1.34564959
  0.82189006 -0.83678774  0.52757763  1.40677872  0.        ]",[-0.58337522 -0.58648551],[ 1.26869734 -0.7301676 ],-3.42877,-0.189062827879,"[[  5.47560052   3.14144542  -0.10501041  -0.15474795]
 [ 39.48985817  -3.24559213   0.           0.        ]]",[ 0.5813297 -0.0822717]
16,"[ 0.89979181 -0.6515149   0.13064023 -0.395804   -0.90712459 -1.34564861
  0.93563025 -1.24520578  0.50613259  1.43542655  0.        ]",[-0.58337522 -0.58648551],[ 1.18971327  0.57858424],-3.40436,-0.190457656951,"[[  6.29727729   3.0481698   -0.10501041  -0.15474795]
 [ 42.66719817  -6.07267263   0.           0.        ]]",[ 0.98138118  0.85340554]
17,"[ 0.32956763 -0.63382897  1.35487688 -0.1002989  -0.90712416 -1.34564763
  1.04712019 -0.89703063  0.40735349  1.40408984  0.        ]",[-0.58337522 -0.58648551],[ 1.85008654  0.93878918],-3.36411,-0.181875317343,"[[  7.18187003   2.95089905  -0.10501041  -0.15474795]
 [ 45.78168059  -3.66260237   0.           0.        ]]",[ 1.42933619  1.42581248]
18,"[-1.02074899 -0.62446424  1.64188313  0.00556748 -0.90712373 -1.34564664
  1.15640788 -0.34982236  0.40333451  1.21716841  0.        ]",[-0.58337522 -0.58648551],[ 1.1511172   1.99217994],-3.48498,-0.16385738686,"[[  8.12813461   2.91565208  -0.10501041  -0.15474795]
 [ 48.83464729   0.12517976   0.           0.        ]]",[ 1.40448225  1.56203353]
19,"[-2.0599439  -0.63548744  0.56364671 -0.12122517 -0.9071233  -1.34564566
  1.2635443   0.22153327  0.60566167  1.14372867  0.        ]",[-0.58337522 -0.58648551],[ 1.78638189  0.81398362],-3.56004,-0.170864936914,"[[  9.13485544   2.95783648  -0.10501041  -0.15474795]
 [ 51.82752241   4.08011053   0.           0.        ]]",[ 1.3389864   1.21812606]
20,"[-1.69025131 -0.64955666 -1.00780221 -0.34964112 -0.90712288 -1.34564468
  1.36855238 -0.17977099  0.71347845  1.32735869  0.        ]",[-0.58337522 -0.58648551],[ 1.80621094  0.42657984],-3.47254,-0.194401854264,"[[ 10.20083943   3.03305631  -0.10501041  -0.15474795]
 [ 54.76094782   1.30227812   0.           0.        ]]",[ 1.277946    0.79526114]
21,"[-0.12271044 -0.64972676 -1.39938388 -0.35339833 -0.90712245 -1.3456437
  1.47147387 -0.45061048  0.65619202  1.45864276  0.        ]",[-0.58337522 -0.58648551],[ 0.74434457 -0.02779917],-3.5096,-0.201981521967,"[[ 11.32490552   3.03428732  -0.10501041  -0.15474795]
 [ 57.6360904   -0.57247604   0.           0.        ]]",[ 0.89569986 -0.02929688]
22,"[ 0.89617533 -0.64769015 -0.00423305 -0.3109926  -0.90712202 -1.34564272
  1.5361241  -0.47705973  0.51829181  1.47028235  0.        ]",[-0.58337522 -0.58648551],[ 2.49642361 -0.01380848],-3.44804,-0.194457354484,"[[ 12.49574791   3.02038405  -0.10501041  -0.15474795]
 [ 59.44213049  -0.75555901   0.           0.        ]]",[ 1.03518641  0.21999839]
