timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.90929874  1.67996197  0.12413229 -0.71480811 -1.52993248 -0.06769901
 -0.53239494 -0.35329494  3.11673758 -0.03723585  0.        ]","[[ 0.00178586 -0.02118001 -0.17756446 -0.00772389]
 [ 0.00316619  0.00174004  0.          0.        ]]",[ 4.54598772  2.78136027],-5.67758,-0.387586557839,[-0.73201376 -0.76464063],[ 4.71380138  3.52796674]
1,"[ 0.90794438  1.68002447  0.18602989 -0.6089041  -1.52993146 -0.06769899
 -0.38843354  0.24637844  3.11436113  0.08851756  0.        ]","[[ 0.04152361  0.01856684 -0.17756446 -0.00772389]
 [ 3.95744828  3.95975929  0.          0.        ]]",[ 4.26609923  3.39216913],-5.69036,-0.387720470553,[-0.73201376 -0.76464063],[ 4.3252759   3.14805579]
2,"[ 0.88930913  1.66877782  0.3689142  -0.2952841  -1.52993043 -0.06769898
 -0.24731682  0.83418239  3.06242497  0.45712149  0.        ]","[[  1.59562838e-01   1.36688106e-01  -1.77564464e-01  -7.72389150e-03]
 [  7.83359422e+00   7.83943770e+00   0.00000000e+00   0.00000000e+00]]",[ 3.25857888  2.89226053],-5.71825,-0.385551257006,[-0.73201376 -0.76464063],[ 3.86417103  2.85553622]
3,"[ 0.81152274  1.61330414  0.66200008  0.20919485 -1.52992941 -0.06769897
 -0.10897864  1.41034297  2.83738066  1.01506654  0.        ]","[[  3.54358496e-01   3.31632068e-01  -1.77564464e-01  -7.72389150e-03]
 [  1.16334201e+01   1.16422699e+01   0.00000000e+00   0.00000000e+00]]",[ 4.01069007  2.80040781],-5.71617,-0.373681004368,[-0.73201376 -0.76464063],[ 3.78642559  2.75998402]
4,"[ 0.61235274  1.4643825   1.03224996  0.85031457 -1.52992838 -0.06769895
  0.02665998  1.97506979  2.29240691  1.58534153  0.        ]","[[  6.24405218e-01   6.01875873e-01  -1.77564464e-01  -7.72389150e-03]
 [  1.53590955e+01   1.53696440e+01   0.00000000e+00   0.00000000e+00]]",[ 4.00477953  2.39181531],-5.60706,-0.341075533491,[-0.73201376 -0.76464063],[ 3.41760635  2.74462461]
5,"[ 0.22747182  1.17046362  1.40507243  1.50274408 -1.52992736 -0.06769894
  0.15969079  2.52855755  1.40563404  1.82259382  0.        ]","[[  9.68244762e-01   9.45923385e-01  -1.77564464e-01  -7.72389150e-03]
 [  1.90131403e+01   1.90228510e+01   0.00000000e+00   0.00000000e+00]]",[ 3.07385444  2.09157259],-5.22435,-0.27642102961,[-0.73201376 -0.76464063],[ 2.67255831  1.98499298]
6,"[-0.37290496  0.70613935  1.65249974  1.94855364 -1.52992634 -0.06769892
  0.29020577  3.07100058  0.48276806  1.37341851  0.        ]","[[  1.38447031e+00   1.36230402e+00  -1.77564464e-01  -7.72389150e-03]
 [  2.25980815e+01   2.26031812e+01   0.00000000e+00   0.00000000e+00]]",[ 0.81291808 -0.05496298],-4.45019,-0.175884440203,[-0.73201376 -0.76464063],[ 1.29016137  0.13626456]
7,"[-1.11972304  0.16364852  1.61283963  1.93185362 -1.52992531 -0.06769891
  0.39130192  2.96977684  0.11590544  0.37878636  0.        ]","[[  1.86429204e+00   1.80766515e+00  -1.77564464e-01  -7.72389150e-03]
 [  2.53749568e+01   2.19351113e+01   0.00000000e+00   0.00000000e+00]]",[ 0.36707789 -1.13785748],-3.58639,-0.0719310163418,[-0.73201376 -0.76464063],[ 0.20228791 -0.96666998]
8,"[-1.80492644 -0.27322654  1.19499322  1.49242743 -1.52992429 -0.0676989
  0.42613023  2.30366538  0.45057772 -0.41557629  0.        ]","[[  2.38139401e+00   2.20225491e+00  -1.77564464e-01  -7.72389150e-03]
 [  2.63316109e+01   1.75385796e+01   0.00000000e+00   0.00000000e+00]]",[ 0.07255704  0.11811549],-3.76928,-0.0965912763004,[-0.73201376 -0.76464063],[ 0.66492468 -0.46760732]
9,"[-2.19459938 -0.57057485  0.48546914  0.81831275 -1.52992326 -0.06769888
  0.41774565  2.32160333  1.02720538 -0.58498416  0.        ]","[[  2.90571783e+00   2.55421330e+00  -1.77564464e-01  -7.72389150e-03]
 [  2.61013090e+01   1.76569956e+01   0.00000000e+00   0.00000000e+00]]",[ 2.40905027  0.11357309],-4.30645,-0.162845659135,[-0.73201376 -0.76464063],[ 1.88500834  0.64817697]
10,"[-2.15792867 -0.74318711 -0.36984408 -0.04247641 -1.52992224 -0.06769887
  0.54315417  2.3365861   1.36097309 -0.23478844  0.        ]","[[  3.46230792e+00   2.90834417e+00  -1.77564464e-01  -7.72389150e-03]
 [  2.95459874e+01   1.77559068e+01   0.00000000e+00   0.00000000e+00]]",[ 3.28255497  1.60272527],-4.42625,-0.192765744222,[-0.73201376 -0.76464063],[ 2.30230761  1.11434913]
11,"[-1.58561178 -0.77636092 -1.14195463 -0.62637248 -1.52992121 -0.06769886
  0.6659965   0.08013222  1.28178142  0.06223494  0.        ]","[[  4.08708524e+00   3.12958123e+00  -1.77564464e-01  -7.72389150e-03]
 [  3.29201797e+01   2.86254247e+00   0.00000000e+00   0.00000000e+00]]",[ 0.85308914 -0.37212458],-4.14076,-0.184114705648,[-0.73201376 -0.76464063],[ 0.95273799  0.0846253 ]
12,"[-0.56936531 -0.77604087 -1.43392733 -0.58967011 -1.52992019 -0.06769884
  0.76522916 -0.72518342  1.2461073   0.08211041  0.        ]","[[  4.77283581e+00   3.11580484e+00  -1.77564464e-01  -7.72389150e-03]
 [  3.56458716e+01  -2.45281553e+00   0.00000000e+00   0.00000000e+00]]",[ 0.17413732 -0.03580729],-4.13453,-0.180348985876,[-0.73201376 -0.76464063],[ 0.11077088  0.06201637]
13,"[ 0.43471019 -0.77278134 -0.99376545 -0.45261578 -1.52991917 -0.06769883
  0.76463735 -0.75121948  1.22293982  0.10932244  0.        ]","[[  5.48559024e+00   3.06429622e+00  -1.77564464e-01  -7.72389150e-03]
 [  3.56296227e+01  -2.62466392e+00   0.00000000e+00   0.00000000e+00]]",[ 0.21623726 -0.21636228],-4.1622,-0.178081556021,[-0.73201376 -0.76464063],[ 0.21740478 -0.03973031]
14,"[ 0.90382021 -0.76479315 -0.00858971 -0.29216907 -1.52991814 -0.06769882
  0.77012263 -0.87323144  1.16011302  0.13858954  0.        ]","[[  6.19969459e+00   3.00372345e+00  -1.77564464e-01  -7.72389150e-03]
 [  3.57802969e+01  -3.42998615e+00   0.00000000e+00   0.00000000e+00]]",[-0.10900846  0.22150954],-4.08401,-0.171522459049,[-0.73201376 -0.76464063],[ 0.53916103  0.57601082]
15,"[ 0.61577606 -0.75269099  1.02752865 -0.13684192 -1.52991712 -0.0676988
  0.72861824 -0.73020178  1.05887351  0.11013044  0.        ]","[[  6.90386233e+00   2.94459604e+00  -1.77564464e-01  -7.72389150e-03]
 [  3.46402765e+01  -2.48594356e+00   0.00000000e+00   0.00000000e+00]]",[ 1.5335172   0.70252205],-3.98197,-0.159978311882,[-0.73201376 -0.76464063],[ 0.96052974  1.18083   ]
16,"[-0.31413904 -0.74729021  1.64037734 -0.08123888 -1.52991609 -0.06769879
  0.84779706 -0.30145979  1.00540548 -0.03669126  0.        ]","[[  7.62951234e+00   2.92327046e+00  -1.77564464e-01  -7.72389150e-03]
 [  3.79138420e+01   3.43897759e-01   0.00000000e+00   0.00000000e+00]]",[ 1.91419708  1.26962741],-4.06072,-0.152802227156,[-0.73201376 -0.76464063],[ 1.05327439  1.06634498]
