timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.89648142  1.84698196  0.2492807  -0.57965721 -0.51560162 -1.58787409
 -0.57556853 -0.36339077  1.99057561  1.81760064  0.        ]","[[ 0.08494029  0.03027    -0.05964031 -0.18313195]
 [ 0.00291871  0.00165817  0.          0.        ]]",[-0.15397221 -0.37329405],-4.88649,-0.337404664491,[-0.65798724 -0.64499807],[-0.71880865 -0.52844071]
1,"[ 0.89723616  1.84740881  0.23972775 -0.62309247 -0.51560146 -1.58787274
 -0.59725498 -0.57919038  1.99305726  1.79067716  0.        ]","[[ 0.07889262  0.01547504 -0.05964031 -0.18313195]
 [-0.60566168 -1.47622907  0.          0.        ]]",[-0.88824838 -0.00334872],-4.8788,-0.335899414462,[-0.65798724 -0.64499807],[-0.84329391 -0.55966866]
2,"[ 0.90121822  1.84743657  0.16496481 -0.70928113 -0.5156013  -1.58787138
 -0.72204181 -0.5766604   1.99935194  1.66804583  0.        ]","[[ 0.0316445  -0.01387567 -0.05964031 -0.18313195]
 [-4.1074911  -1.45890401  0.          0.        ]]",[-0.30723421 -1.54229996],-4.79016,-0.328799089996,[-0.65798724 -0.64499807],[-0.97087449 -0.59128833]
3,"[ 0.89906216  1.84324747  0.01682457 -0.91049423 -0.51560114 -1.58787003
 -0.76240245 -1.15055316  1.98846082  1.41461965  0.        ]","[[-0.06186919 -0.08248734 -0.05964031 -0.18313195]
 [-5.24011709 -5.38916479  0.          0.        ]]",[-0.97987086 -0.60637645],-4.68814,-0.312969314867,[-0.65798724 -0.64499807],[-1.0610671  -0.23255014]
4,"[ 0.8701793   1.81884052 -0.20706454 -1.29010587 -0.51560099 -1.58786867
 -0.89681058 -1.48534726  1.90076487  1.01351897  0.        ]","[[-0.20451507 -0.21327525 -0.05964031 -0.18313195]
 [-9.01194654 -7.68198213  0.          0.        ]]",[-0.79847534 -0.76110061],-4.44851,-0.283872929327,[-0.65798724 -0.64499807],[-0.7997576  -0.01538104]
5,"[ 0.77266534  1.74966436 -0.52369419 -1.80023129 -0.51560083 -1.58786731
 -1.00299349 -1.90300137  1.63358012  0.49931395  0.        ]","[[ -0.41464993  -0.39561325  -0.05964031  -0.18313195]
 [-11.99171043 -10.54226682   0.           0.        ]]",[ 0.00463503  0.92567848],-4.10305,-0.235614637435,[-0.65798724 -0.64499807],[-0.79668438  0.38598585]
6,"[ 0.58901398  1.64883357 -0.84679522 -2.24725624 -0.51560067 -1.58786596
 -0.99395682 -1.3372916   1.20396608  0.08841481  0.        ]","[[ -0.65194034  -0.56758748  -0.05964031  -0.18313195]
 [-11.73813278  -6.66805332   0.           0.        ]]",[-0.54695096  0.3039924 ],-3.5845,-0.178014832613,[-0.65798724 -0.64499807],[-0.69660354 -0.13624203]
7,"[ 0.31726272  1.5596263  -1.13266581 -2.53220921 -0.51560051 -1.5878646
 -1.06282415 -1.14209541  0.70431404 -0.14257188  0.        ]","[[ -0.90609328  -0.68753643  -0.05964031  -0.18313195]
 [-13.67073256  -5.33127142   0.           0.        ]]",[ 0.23352645  0.64886045],-3.24105,-0.118941812621,[-0.65798724 -0.64499807],[ 0.1530326   0.15265882]
8,"[-0.02518011  1.49240454 -1.34296281 -2.7071568  -0.51560035 -1.58786325
 -1.02030783 -0.75151398  0.1966394  -0.19944685  0.        ]","[[ -1.16753779  -0.76732401  -0.05964031  -0.18313195]
 [-12.47763576  -2.65640585   0.           0.        ]]",[ 0.88501851 -0.3241033 ],-3.00882,-0.0608348782164,[-0.65798724 -0.64499807],[ 0.62613952  0.02376163]
9,"[-0.33383669  1.43287612 -1.44117543 -2.84109641 -0.51560019 -1.58786189
 -0.8867315  -0.93134797 -0.20607556 -0.12039803  0.        ]","[[-1.37948105 -0.83280873 -0.05964031 -0.18313195]
 [-8.72917032 -3.88798811  0.          0.        ]]",[ 1.05796552  1.46890653],-3.02367,-0.0132168193498,[-0.65798724 -0.64499807],[ 0.72002673  0.51722121]
