timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.90382472  1.6941      0.01593224 -0.8455558   1.45411745  1.56379686
 -0.54168921 -0.35386579  0.01023245 -2.07581673  0.        ]","[[-0.06204937 -0.06842816  0.16799915  0.18011669]
 [ 0.00376092  0.0033936   0.          0.        ]]",[ 2.50376258  4.0929869 ],-4.27317,-0.204750636947,[-0.72762978 -0.74819225],[ 2.26155043  3.79071403]
1,"[ 0.90645362  1.69647695  0.07791731 -0.73882968  1.45411652  1.56379576
 -0.39904947  0.24275962  0.01880898 -1.95123722  0.        ]","[[-0.02229981 -0.02864854  0.16799915  0.18011669]
 [ 3.95803184  3.96138247  0.          0.        ]]",[ 1.94448928  3.38717708],-4.1932,-0.192552807206,[-0.72762978 -0.74819225],[ 1.66934574  2.50219917]
2,"[  8.99656721e-01   1.69204851e+00   2.61949079e-01  -4.21768947e-01
   1.45411560e+00   1.56379466e+00  -2.59229319e-01   8.27576408e-01
  -5.99330859e-04  -1.58117295e+00   0.00000000e+00]","[[ 0.09575076  0.08950491  0.16799915  0.18011669]
 [ 7.83413847  7.84103425  0.          0.        ]]",[ 0.57087625  1.85048586],-3.96638,-0.155444506428,[-0.72762978 -0.74819225],[ 0.68112051  0.86958778]
3,"[ 0.84851792  1.64744853  0.5343568   0.09206055  1.45411468  1.56379357
 -0.18340012  1.40091048 -0.1620271  -1.03633527  0.        ]","[[  0.27352418   0.28448726   0.16799915   0.18011669]
 [  9.93628151  11.64451365   0.           0.        ]]",[-2.42659992 -1.09918072],-3.48122,-0.0972900274837,[-0.72762978 -0.74819225],[-0.91980404 -1.12528741]
4,"[ 0.76361964  1.56035626  0.76426743  0.56749103  1.45411376  1.56379247
 -0.33312205  0.76951025 -0.4379035  -0.61310988  0.        ]","[[ 0.43060621  0.47535118  0.16799915  0.18011669]
 [ 5.78567482  7.45583227  0.          0.        ]]",[-0.79359779 -1.9960706 ],-3.25,-0.0526215841148,[-0.72762978 -0.74819225],[-0.76530802 -1.25428593]
5,"[ 0.70435334  1.49323674  0.87972725  0.81759799  1.45411283  1.56379137
 -0.45044278  0.15056234 -0.62957615 -0.4292804   0.        ]","[[ 0.51368825  0.58327026  0.16799915  0.18011669]
 [ 2.53329679  3.34975797  0.          0.        ]]",[-0.36487628 -0.02111267],-3.21927,-0.0451515325002,[-0.72762978 -0.74819225],[-0.37095541 -0.83482194]
6,"[ 0.67598052  1.4466102   0.92773436  0.96117198  1.45411191  1.56379027
 -0.50431755  0.12804116 -0.736366   -0.35416553  0.        ]","[[ 0.5493693   0.64876641  0.16799915  0.18011669]
 [ 1.0397725   3.20035361  0.          0.        ]]",[-1.05490707 -0.45617218],-3.20114,-0.0496790419622,[-0.72762978 -0.74819225],[-0.28906614 -1.07234263]
7,"[ 0.69138117  1.4119147   0.90216288  1.05636009  1.45411099  1.56378918
 -0.64774746 -0.15358064 -0.75168954 -0.36029836  0.        ]","[[ 0.53027077  0.69402867  0.16799915  0.18011669]
 [-2.93640731  1.33208692  0.          0.        ]]",[ 0.15965953 -0.82519858],-3.28893,-0.0514723698703,[-0.72762978 -0.74819225],[ 0.41080976 -0.65104616]
8,"[ 0.73064867  1.41694591  0.83138953  1.04309117  1.45411006  1.56378808
 -0.62282633 -0.6501275  -0.67607435 -0.42796021  0.        ]","[[ 0.47847418  0.6876199   0.16799915  0.18011669]
 [-2.24554693 -1.96198336  0.          0.        ]]",[ 0.02591115 -0.30726826],-3.28355,-0.0487490764565,[-0.72762978 -0.74819225],[ 0.32107848  0.43209571]
9,"[ 0.76069958  1.45562093  0.77055102  0.93492743  1.45410914  1.56378698
 -0.61750983 -0.82767975 -0.57541531 -0.51086142  0.        ]","[[ 0.43504191  0.63656222  0.16799915  0.18011669]
 [-2.09816717 -3.13985861  0.          0.        ]]",[-0.02944466  1.23680559],-3.28726,-0.0481813363752,[-0.72762978 -0.74819225],[ 0.4562155   1.05902672]
