timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.90070655  1.71138589 -0.01333316 -0.43480981  1.04516389 -0.7457796
 -0.54721726 -0.35481032  0.43981951  0.6652318   0.        ]","[[-0.08032279  0.08391928  0.12081232 -0.08629367]
 [-0.00441709  0.00485735  0.          0.        ]]",[-1.74776608 -0.79176634],-3.66842,-0.11868105122,[-0.7070657  -0.74070305],[-2.01284528 -1.16054094]
1,"[ 0.89449133  1.71402615 -0.07523035 -0.51983441  1.04516343 -0.74577936
 -0.68950805 -0.82494322  0.43406769  0.55041898  0.        ]","[[-0.12008858  0.0525757   0.12081232 -0.08629367]
 [-3.95899671 -3.12877685  0.          0.        ]]",[-1.02202426 -0.13891616],-3.62224,-0.110714071795,[-0.7070657  -0.74070305],[-1.13638997 -0.28067893]
2,"[ 0.86163887  1.71559567 -0.25690867 -0.70319197  1.04516298 -0.74577912
 -0.82902103 -0.89794743  0.38648198  0.24081783  0.        ]","[[-0.23817139 -0.01488207  0.12081232 -0.08629367]
 [-7.83637673 -3.61538263  0.          0.        ]]",[-0.84871672 -0.45032288],-3.42263,-0.0900152746072,[-0.7070657  -0.74070305],[-0.04643399  0.33079037]
3,"[ 0.76544549  1.7090083  -0.53575981 -0.94594964  1.04516252 -0.74577888
 -0.94422532 -1.15453261  0.22812202 -0.20820578  0.        ]","[[ -0.42702329  -0.10434927   0.12081232  -0.08629367]
 [-11.03816693  -5.32563368   0.           0.        ]]",[ 1.80203856  1.16714504],-3.29197,-0.0659421456413,[-0.7070657  -0.74070305],[ 1.32396674  1.47835398]
4,"[ 0.62760429  1.69789416 -0.77881444 -1.12299837  1.04516206 -0.74577863
 -0.79408874 -0.54489866  0.00461102 -0.56775542  0.        ]","[[-0.60592172 -0.17009191  0.12081232 -0.08629367]
 [-6.86554975 -1.26216978  0.          0.        ]]",[ 1.72430083  0.68288537],-3.25704,-0.0621895526592,[-0.7070657  -0.74070305],[ 1.1629225   0.94037211]
5,"[ 0.53612996  1.69833383 -0.89829658 -1.11731207  1.04516161 -0.74577839
 -0.64690144 -0.13571526 -0.11487145 -0.71093629  0.        ]","[[-0.70219005 -0.16797064  0.12081232 -0.08629367]
 [-2.77489782  1.46520796  0.          0.        ]]",[ 0.96155952  0.45514497],-3.27564,-0.0677596568067,[-0.7070657  -0.74070305],[ 0.64287317  0.32073447]
6,"[ 0.51902013  1.70670663 -0.91820554 -0.99064029  1.04516115 -0.74577815
 -0.50808415  0.13008845 -0.10225647 -0.70201657  0.        ]","[[-0.71897921 -0.12089054  0.12081232 -0.08629367]
 [ 1.08313446  3.23690025  0.          0.        ]]",[ 0.24618246 -0.95767643],-3.23846,-0.0674924670914,[-0.7070657  -0.74070305],[-0.19429371 -0.29260695]
7,"[ 0.55058123  1.71017067 -0.88093863 -0.92023454  1.04516069 -0.74577791
 -0.47376024 -0.44848844 -0.04367745 -0.63641697  0.        ]","[[-0.68774539 -0.09484563  0.12081232 -0.08629367]
 [ 2.03706763 -0.61955501  0.          0.        ]]",[-0.32685028  0.51365358],-3.21657,-0.0646885973112,[-0.7070657  -0.74070305],[-0.50474608  0.45732984]
8,"[ 0.57725774  1.71108164 -0.84750116 -0.8981823   1.04516024 -0.74577766
 -0.52176158 -0.1414348  -0.00448279 -0.58808257  0.        ]","[[-0.66038914 -0.08670211  0.12081232 -0.08629367]
 [ 0.70300178  1.42708409  0.          0.        ]]",[-0.24868782 -0.10366041],-3.20756,-0.0631672444012,[-0.7070657  -0.74070305],[-0.35299692 -0.10728914]
9,"[ 0.58113056  1.7133051  -0.8424869  -0.83271643  1.04515978 -0.74577742
 -0.5576534  -0.20719505  0.01616576 -0.56246192  0.        ]","[[-0.65633747 -0.06255821  0.12081232 -0.08629367]
 [-0.29451413  0.98876464  0.          0.        ]]",[ 0.94883129 -0.52357378],-3.21791,-0.0626218590137,[-0.7070657  -0.74070305],[-0.20257127 -0.05911374]
