timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.91240027  1.61008302  0.14600111 -0.53901446  1.08580421 -0.51402966
 -0.51627231 -0.34781667  0.39509371  0.58957044  0.        ]","[[ 0.01902638  0.0450872   0.12543067 -0.05960539]
 [ 0.0036192  -0.00068895  0.          0.        ]]",[-1.80546656 -1.16865332],-3.92423,-0.108676636494,[-0.80529124 -0.79948431],[-1.84130061 -0.69410563]
1,"[ 0.91235091  1.61130124  0.08480622 -0.64021543  1.08580378 -0.51402954
 -0.66134237 -0.95803162  0.39702072  0.46069287  0.        ]","[[-0.02057702  0.00536115  0.12543067 -0.05960539]
 [-3.95079667 -3.95872991  0.          0.        ]]",[-1.48624619  0.92293135],-3.87242,-0.101334920979,[-0.80529124 -0.79948431],[-0.77626282  0.62977099]
2,"[ 0.89738429  1.61051393 -0.09675953 -0.74648315  1.08580335 -0.51402942
 -0.8036524  -0.38230903  0.37318379  0.16365295  0.        ]","[[-0.13851398 -0.03634586  0.12543067 -0.05960539]
 [-7.82997949 -0.22441959  0.          0.        ]]",[ 0.19347781  0.00995502],-3.7664,-0.0861636316196,[-0.80529124 -0.79948431],[ 0.186885    0.14507121]
3,"[ 0.84783431  1.61032372 -0.3191752  -0.7568012   1.08580292 -0.5140293
 -0.76989296 -0.37560049  0.30695178 -0.14660188  0.        ]","[[-0.28588064 -0.04039768  0.12543067 -0.05960539]
 [-6.90974975 -0.18090651  0.          0.        ]]",[ 1.23488768  0.16627293],-3.72455,-0.0748063275892,[-0.80529124 -0.79948431],[ 0.40902829  0.37163681]
4,"[ 0.79690447  1.61046498 -0.4609058  -0.74914218  1.08580249 -0.51402919
 -0.61976438 -0.27379022  0.24313727 -0.3378608   0.        ]","[[-0.38301644 -0.03739012  0.12543067 -0.05960539]
 [-2.81745538  0.47946512  0.          0.        ]]",[ 1.06406102  1.04346895],-3.70732,-0.0714343644741,[-0.80529124 -0.79948431],[-0.18911386  0.23195341]
5,"[ 0.78708872  1.61122955 -0.48392756 -0.62376502  1.08580206 -0.51402907
 -0.47265206  0.33496055  0.25061149 -0.31899188  0.        ]","[[-0.39913131  0.01181613  0.12543067 -0.05960539]
 [ 1.192621    4.42800526  0.          0.        ]]",[-1.65509865 -1.34562954],-3.62472,-0.0716474365499,[-0.80529124 -0.79948431],[-1.34306467 -0.71778536]
6,"[ 0.77692666  1.60913926 -0.50671434 -0.50161011  1.08580163 -0.51402895
 -0.61858379 -0.28877131  0.25649229 -0.30063096  0.        ]","[[-0.41519029  0.05978434  0.12543067 -0.05960539]
 [-2.78528074  0.38229405  0.          0.        ]]",[-0.48911299  0.14185103],-3.66108,-0.071762541909,[-0.80529124 -0.79948431],[-0.26027435  0.06854433]
7,"[ 0.7248448   1.60807146 -0.61032426 -0.46801252  1.0858012  -0.51402883
 -0.68755256 -0.20323293  0.20332491 -0.43239388  0.        ]","[[-0.48975848  0.07299702  0.12543067 -0.05960539]
 [-4.66527871  0.93712114  0.          0.        ]]",[-0.06276806  0.27730581],-3.67241,-0.0710004675189,[-0.80529124 -0.79948431],[ 0.36254519  0.180601  ]
8,"[ 0.64729324  1.60491521 -0.73623664 -0.39293845  1.08580076 -0.51402871
 -0.69329179 -0.03680271  0.13024977 -0.58101896  0.        ]","[[-0.58463376  0.10257058  0.12543067 -0.05960539]
 [-4.82172728  2.01663679  0.          0.        ]]",[ 0.47761872  0.4389462 ],-3.68617,-0.072399899191,[-0.80529124 -0.79948431],[ 0.61818707  0.12319022]
9,"[ 0.57597008  1.59577911 -0.83226059 -0.24802925  1.08580033 -0.51402859
 -0.62050297  0.22487926  0.08021588 -0.66310856  0.        ]","[[-0.66116111  0.15993332  0.12543067 -0.05960539]
 [-2.83760951  3.71398343  0.          0.        ]]",[ 0.19586024 -0.34625157],-3.68159,-0.0740522786847,[-0.80529124 -0.79948431],[ 0.22953093 -0.17820966]
