timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.93441184  2.31232273  0.19619151 -1.00520895 -0.83728484  0.88862444
 -0.61919414 -0.37964265  2.21498956 -0.91562965  0.        ]","[[ 0.06555767 -0.06900764 -0.09759825  0.1029696 ]
 [-0.00391376  0.00351941  0.          0.        ]]",[ 3.97456808  3.72282665],-3.98484,-0.322263915379,[-0.36176854 -0.29788527],[ 3.53352523  3.28498793]
1,"[ 0.92949165  2.31509706  0.25868258 -0.85764349 -0.83728432  0.88862385
 -0.47396868  0.16283275  2.20982198 -0.80712009  0.        ]","[[ 0.10515526 -0.02922553 -0.09759825  0.1029696 ]
 [ 3.95050901  3.96150577  0.          0.        ]]",[ 2.58683052  3.32761102],-3.95155,-0.318058996659,[-0.36176854 -0.29788527],[ 2.80514979  2.85668612]
2,"[ 0.90143558  2.31007513  0.44282582 -0.41925675 -0.8372838   0.88862327
 -0.33161395  0.69457128  2.15516049 -0.48969017  0.        ]","[[ 0.22305687  0.08893036 -0.09759825  0.1029696 ]
 [ 7.82676413  7.84115514  0.          0.        ]]",[ 2.15434196  1.70704106],-3.86636,-0.303487468375,[-0.36176854 -0.29788527],[ 1.78235173  2.49373055]
3,"[ 0.81223092  2.25871801  0.73501919  0.29122885 -0.83728328  0.88862269
 -0.19206413  1.21577766  1.94346209 -0.01256278  0.        ]","[[  0.41771656   0.28390844  -0.09759825   0.1029696 ]
 [ 11.62664304  11.64396491   0.           0.        ]]",[ 0.26660534  2.53728455],-3.71351,-0.273155517511,[-0.36176854 -0.29788527],[ 0.94755453  2.10435081]
4,"[ 0.63280045  2.10265975  1.06175672  1.20544673 -0.83728276  0.8886221
 -0.16179367  1.72679819  1.4869345   0.43859559  0.        ]","[[  0.65851757   0.55419731  -0.09759825   0.1029696 ]
 [ 12.4508927   15.37246816   0.           0.        ]]",[ 1.74755303  2.08397533],-3.52043,-0.223787200641,[-0.36176854 -0.29788527],[ 0.47544569  1.68427455]
5,"[ 0.33408255  1.77902772  1.37604936  2.15627747 -0.83728223  0.88862152
 -0.02550489  2.22752398  0.78663969  0.63368138  0.        ]","[[  0.94476565   0.89830309  -0.09759825   0.1029696 ]
 [ 16.1619741   19.02587912   0.           0.        ]]",[-0.24458977  1.14254164],-3.12071,-0.151952844244,[-0.36176854 -0.29788527],[-0.11190349  1.00230098]
6,"[-0.06738422  1.25285398  1.59816852  2.84385493 -0.83728171  0.88862094
 -0.07267253  2.7185044   0.07173519  0.35600493  0.        ]","[[  1.25511586   1.3147637   -0.09759825   0.1029696 ]
 [ 14.87762048  22.60821706   0.           0.        ]]",[-1.26116019 -0.69992235],-2.32445,-0.0630023602772,[-0.36176854 -0.29788527],[-0.48363078  0.56758666]
7,"[-0.43138864  0.66028056  1.67351952  2.91517938 -0.83728119  0.88862035
 -0.2286478   2.27731832 -0.25922939 -0.21026171  0.        ]","[[  1.51005996   1.73463129  -0.09759825   0.1029696 ]
 [ 10.63048526  19.38927831   0.           0.        ]]",[-0.66174522  0.65937315],-1.94974,-0.0155777047696,[-0.36176854 -0.29788527],[-0.75351942  0.43751246]
8,"[-0.6994005   0.11963615  1.66437078  2.36975498 -0.83728067  0.88861977
 -0.33245831  2.58252458 -0.20616877 -0.72356664  0.        ]","[[  1.69430956   2.14476001  -0.09759825   0.1029696 ]
 [  7.80377133  21.61617686   0.           0.        ]]",[-0.98829874  0.74243524],-2.16758,-0.0743894668977,[-0.36176854 -0.29788527],[-0.60007489  0.31271154]
9,"[-0.86459062 -0.32883427  1.6314816   1.15819035 -0.83728014  0.88861919
 -0.48173143  2.92676725  0.11318489 -1.03628466  0.        ]","[[  1.80960588   2.60228485  -0.09759825   0.1029696 ]
 [  3.73913198  24.12792001   0.           0.        ]]",[-0.17984716 -0.85971282],-2.53024,-0.118349927514,[-0.36176854 -0.29788527],[-0.36781749 -0.05219746]
10,"[-0.958489   -0.52433419  1.60298544 -0.39423776 -0.83727962  0.8886186
 -0.51057753  1.94773442  0.50076801 -1.07321521  0.        ]","[[  1.87651186   3.04589554  -0.09759825   0.1029696 ]
 [  2.95366059  16.9846921    0.           0.        ]]",[-0.63219215 -0.29654263],-2.78761,-0.14644798414,[-0.36176854 -0.29788527],[-0.77335048 -0.33963299]
11,"[-1.00460376 -0.53065692  1.58623994 -0.80966566 -0.8372791   0.88861802
 -0.60467722 -0.4948191   0.6033958  -1.04147262  0.        ]","[[ 1.90987468  3.15789625 -0.09759825  0.1029696 ]
 [ 0.39136544 -0.83677056  0.          0.        ]]",[-0.52653973  2.14677118],-2.83154,-0.15206985353,[-0.36176854 -0.29788527],[-0.74738574  1.14730024]
12,"[-0.98646248 -0.5301778   1.59304634 -0.63533786 -0.83727858  0.88861744
 -0.68152621 -0.7667939   0.55873427 -1.05804024  0.        ]","[[ 1.89670609  3.11095311 -0.09759825  0.1029696 ]
 [-1.70120312 -2.82116718  0.          0.        ]]",[-1.64054782  1.26592136],-2.80768,-0.149742817695,[-0.36176854 -0.29788527],[-0.69967353  1.42153597]
13,"[-0.88393971 -0.52633003  1.62619975 -0.45350056 -0.83727805  0.88861685
 -0.82569225 -0.6493193   0.50963213 -1.06728789  0.        ]","[[ 1.82329533  3.06191404 -0.09759825  0.1029696 ]
 [-5.62678352 -1.96404695  0.          0.        ]]",[ 0.00410269  0.41269546],-2.79569,-0.146602784501,[-0.36176854 -0.29788527],[-0.53717965  1.27224731]
14,"[-0.72501166 -0.52223475  1.66065059 -0.34119594 -0.83727753  0.88861627
 -0.8210027  -0.53188493  0.47321339 -1.06226971  0.        ]","[[ 1.71204074  3.03153837 -0.09759825  0.1029696 ]
 [-5.49910325 -1.10721975  0.          0.        ]]",[-1.43134782  1.16537722],-2.74699,-0.143303488867,[-0.36176854 -0.29788527],[-0.60178792  1.07165289]
15,"[-0.50910574 -0.51965632  1.67637955 -0.28433028 -0.83727701  0.88861569
 -0.96240756 -0.44952417  0.44798029 -1.0459015   0.        ]","[[ 1.5634264   3.01612041 -0.09759825  0.1029696 ]
 [-9.34950177 -0.50629769  0.          0.        ]]",[ 0.48687766  1.92870115],-2.73297,-0.139854327715,[-0.36176854 -0.29788527],[-0.32959127  0.91445911]
16,"[-0.26874109 -0.51838879  1.65273126 -0.2588239  -0.83727649  0.8886151
 -0.88481484 -0.41067812  0.43199528 -1.02333102  0.        ]","[[ 1.39763473  3.00919536 -0.09759825  0.1029696 ]
 [-7.23670853 -0.22286917  0.          0.        ]]",[-1.14142365  0.89498362],-2.68733,-0.136533388559,[-0.36176854 -0.29788527],[-0.5758155   0.73213917]
17,"[-0.01165385 -0.51779494  1.57699684 -0.2473296  -0.83727597  0.88861452
 -1.02495716 -0.39428307  0.42251956 -0.99630317  0.        ]","[[  1.21461317   3.00607258  -0.09759825   0.1029696 ]
 [-11.05273093  -0.10324833   0.           0.        ]]",[-0.67845788  0.36467965],-2.67114,-0.133292130679,[-0.36176854 -0.29788527],[-0.2345041   0.61910087]
18,"[ 0.30545707 -0.51741113  1.39795958 -0.24004284 -0.83727544  0.88861394
 -1.11557145 -0.39174165  0.41908659 -0.95864887  0.        ]","[[  0.96880228   3.00409223  -0.09759825   0.1029696 ]
 [-13.52013524  -0.08470674   0.           0.        ]]",[-0.03777477  0.54701951],-2.67113,-0.129548581357,[-0.36176854 -0.29788527],[ 0.08134389  0.50118834]
19,"[ 0.59522008 -0.51719035  1.11234775 -0.23590089 -0.83727492  0.88861335
 -1.1112336  -0.38493269  0.42595099 -0.91819613  0.        ]","[[  0.69958444   3.00296632  -0.09759825   0.1029696 ]
 [-13.4020428   -0.03502821   0.           0.        ]]",[-0.25074857  0.69945839],-2.6685,-0.126426582835,[-0.36176854 -0.29788527],[ 0.30837744  0.40016294]
20,"[ 0.80834927 -0.51713074  0.74443254 -0.23479149 -0.8372744   0.88861277
 -1.13794897 -0.3805637   0.44343886 -0.88107139  0.        ]","[[  4.24244628e-01   3.00266474e+00  -9.75982496e-02   1.02969597e-01]
 [ -1.41295145e+01  -3.15222485e-03   0.00000000e+00   0.00000000e+00]]",[ 1.14917643  0.17191886],-2.66138,-0.124596868002,[-0.36176854 -0.29788527],[ 0.79531819  0.39239344]
21,"[ 0.91289611 -0.5170224   0.38250639 -0.23277806 -0.83727388  0.88861219
 -0.98227132 -0.38509725  0.46585741 -0.85372201  0.        ]","[[ 0.18418562  3.00211735 -0.09759825  0.1029696 ]
 [-9.89051213 -0.03623119  0.          0.        ]]",[ 1.28587314  0.02333803],-2.64256,-0.124187182615,[-0.36176854 -0.29788527],[ 0.7840572   0.39680448]
22,"[ 0.93697235 -0.51686296  0.13684938 -0.22982753 -0.83727335  0.8886116
 -0.82967566 -0.38522151  0.48350676 -0.8389237   0.        ]","[[ 0.02806471  3.00131512 -0.09759825  0.1029696 ]
 [-5.73542578 -0.03713906  0.          0.        ]]",[ 0.09582801  1.25307348],-2.64079,-0.12452034569,[-0.36176854 -0.29788527],[ 0.60439247  0.36879781]
23,"[ 0.9326846  -0.51695007 -0.03686643 -0.2314441  -0.83727283  0.88861102
 -0.81157143 -0.37339803  0.49696648 -0.83127582  0.        ]","[[-0.08169781  3.0017547  -0.09759825  0.1029696 ]
 [-5.24247037  0.04912647  0.          0.        ]]",[ 0.7802873  -0.17516537],-2.62393,-0.125111449305,[-0.36176854 -0.29788527],[ 0.74905413  0.38766134]
24,"[ 0.92018324 -0.51573731 -0.15137247 -0.20944229 -0.83727231  0.88861044
 -0.69430342 -0.46857396  0.50784364 -0.82152946  0.        ]","[[-0.15450945  2.99576982 -0.09759825  0.1029696 ]
 [-2.04933434 -0.64529908  0.          0.        ]]",[ 0.97745459  0.902386  ],-2.64146,-0.125323290447,[-0.36176854 -0.29788527],[ 0.532471    0.45769083]
25,"[ 0.91978807 -0.51835705 -0.15410993 -0.25824388 -0.83727179  0.88860986
 -0.5506843  -0.24540336  0.50710428 -0.82485681  0.        ]","[[-0.15625874  3.00903802 -0.09759825  0.1029696 ]
 [ 1.86133078  0.98300039  0.          0.        ]]",[-0.38000285  0.33043576],-2.60786,-0.125521547999,[-0.36176854 -0.29788527],[ 0.10963351  0.196628  ]
26,"[ 0.92438166 -0.51930838 -0.1200048  -0.27724076 -0.83727126  0.88860927
 -0.6072932  -0.39930404  0.50073253 -0.83984134  0.        ]","[[-0.13449802  3.01419644 -0.09759825  0.1029696 ]
 [ 0.31989261 -0.13989252  0.          0.        ]]",[-1.00402835  0.24042635],-2.603,-0.126149686564,[-0.36176854 -0.29788527],[ 0.22673237  0.34101188]
27,"[ 0.9170518  -0.51847357 -0.17229027 -0.26053898 -0.83727074  0.88860869
 -0.7529302  -0.41339753  0.50598106 -0.83341026  0.        ]","[[-0.16788864  3.00966147 -0.09759825  0.1029696 ]
 [-3.64573552 -0.24272287  0.          0.        ]]",[ 2.24743986  0.69042711],-2.66197,-0.126106597532,[-0.36176854 -0.29788527],[ 0.71499997  0.43017414]
28,"[ 0.90838894 -0.51778848 -0.22284496 -0.24725556 -0.83727022  0.88860811
 -0.60487445 -0.3975095   0.51112096 -0.82834211  0.        ]","[[-0.20035431  3.00605273 -0.09759825  0.1029696 ]
 [ 0.38573297 -0.12680178  0.          0.        ]]",[ 0.50220283  1.72397999],-2.6576,-0.126170592951,[-0.36176854 -0.29788527],[ 0.33977222  0.37143373]
29,"[ 0.91584562 -0.51750325 -0.17990458 -0.24183221 -0.8372697   0.88860752
 -0.53213184 -0.38531334  0.50796584 -0.82844127  0.        ]","[[-0.17276629  3.00457886 -0.09759825  0.1029696 ]
 [ 2.36646717 -0.03781731  0.          0.        ]]",[ 0.59359163 -0.09843667],-2.61338,-0.125888559292,[-0.36176854 -0.29788527],[ 0.09175152  0.32147336]
30,"[ 0.92991788 -0.5165821  -0.06940371 -0.22469771 -0.83726918  0.88860694
 -0.44754174 -0.43861866  0.49996153 -0.82832074  0.        ]","[[-0.10232683  2.9999203  -0.09759825  0.1029696 ]
 [ 4.66980263 -0.42674505  0.          0.        ]]",[ 0.29664523 -1.44776469],-2.59549,-0.125145774952,[-0.36176854 -0.29788527],[-0.20325214  0.32265702]
31,"[ 0.93753792 -0.50526869  0.09544907 -0.04823323 -0.83726865  0.88860636
 -0.40780972 -0.98014806  0.49364776 -0.79077585  0.        ]","[[  1.92405848e-03   2.95174263e+00  -9.75982496e-02   1.02969597e-01]
 [  5.75167797e+00  -4.37785648e+00   0.00000000e+00   0.00000000e+00]]",[ 0.15009764  0.9116569 ],-2.60382,-0.121564633766,[-0.36176854 -0.29788527],[-0.25542596  0.91962254]
