timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 0.91134574  1.56877401  0.15052559 -0.75948068  0.37138089  1.07122727
 -0.50436077 -0.3447275   1.16609347 -1.39457522  0.        ]",[-0.83702517 -0.79052162],[ 3.37842479  4.73806833],-5.0393,-0.208098233539,"[[ 0.02373433 -0.04395646  0.04304408  0.12443693]
 [-0.00390293  0.00027331  0.          0.        ]]",[ 2.62084389  4.10744286]
1,"[ 0.90856507  1.56993191  0.21147121 -0.66077464  0.37138082  1.07122688
 -0.35634611  0.27381944  1.16291097 -1.26301394  0.        ]",[-0.83702517 -0.79052162],[ 1.24107848  2.99564562],-5.00996,-0.200503814515,"[[ 0.06333211 -0.00423864  0.04304408  0.12443693]
 [ 3.95051854  3.95832243  0.          0.        ]]",[ 1.56602859  3.15166044]
2,"[ 0.88537317  1.56210155  0.39165924 -0.36779939  0.37138075  1.07122648
 -0.21125672  0.88012364  1.10701611 -0.87688658  0.        ]",[-0.83702517 -0.79052162],[-0.2443284   1.90776064],-4.83848,-0.176975822318,"[[ 0.18123401  0.11385419  0.04304408  0.12443693]
 [ 7.82678738  7.83803168  0.          0.        ]]",[-0.12884694  1.81810451]
3,"[ 0.82655439  1.51266458  0.6081121   0.10529215  0.37138067  1.07122608
 -0.2532755   1.47472003  0.91737845 -0.38538768  0.        ]",[-0.83702517 -0.79052162],[-1.87593775  0.24090586],-4.54145,-0.142804654574,"[[  0.32650589   0.30878966   0.04304408   0.12443693]
 [  6.70419473  11.6428266    0.           0.        ]]",[-1.17259932  0.33103347]
4,"[ 0.77184846  1.39203534  0.74158324  0.64690494  0.3713806   1.07122569
 -0.40630719  1.58799546  0.64147409 -0.03202888  0.        ]",[-0.83702517 -0.79052162],[-0.60976001  0.02666081],-4.2208,-0.110818336799,"[[  0.41956912   0.54891897   0.04304408   0.12443693]
 [  2.61573413  12.36767622   0.           0.        ]]",[-1.17901409 -0.42917222]
5,"[ 0.75314971  1.20709397  0.7801698   1.12427042  0.37138053  1.07122529
 -0.49851883  1.56635718  0.38091788  0.13377459  0.        ]",[-0.83702517 -0.79052162],[-0.04849533 -0.13062293],-4.0413,-0.0857544929231,"[[  0.44716642   0.79488345   0.04304408   0.12443693]
 [  0.1521669   12.22921994   0.           0.        ]]",[-0.85868144 -0.97400147]
6,"[ 0.75238448  0.98047747  0.78169068  1.48342616  0.37138045  1.07122489
 -0.50578656  1.4477014   0.14240081  0.19125556  0.        ]",[-0.83702517 -0.79052162],[-1.14715514 -1.00375496],-3.85111,-0.0637394723623,"[[  0.44826165   1.03184989   0.04304408   0.12443693]
 [ -0.04200355  11.46995254   0.           0.        ]]",[-0.82195133 -1.41156507]
7,"[ 0.77951714  0.77596215  0.72490094  1.6837835   0.37138038  1.07122449
 -0.65381256  0.7935861   0.00764361  0.15588707  0.        ]",[-0.83702517 -0.79052162],[-0.01011856 -1.70792298],-3.84536,-0.0493945000071,"[[ 0.40774424  1.21925333  0.04304408  0.12443693]
 [-3.99673062  7.28430218  0.          0.        ]]",[ 0.28708363 -0.89280421]
8,"[ 0.82566888  0.65508378  0.61059806  1.76035258  0.37138031  1.0712241
 -0.65231737  0.15225024  0.00877938  0.07688565  0.        ]",[-0.83702517 -0.79052162],[ 0.73373163 -0.06892593],-3.86621,-0.0461191734334,"[[ 0.32821063  1.32376383  0.04304408  0.12443693]
 [-3.95678888  3.18042578  0.          0.        ]]",[ 0.72692263 -0.02585596]
9,"[ 0.84940803  0.58386507  0.53824416  1.79257323  0.37138024  1.0712237
 -0.54070499  0.09965379  0.01127398  0.02702807  0.        ]",[-0.83702517 -0.79052162],[-0.35028956 -0.36797411],-3.84174,-0.0447830233342,"[[ 0.2789927   1.38399532  0.04304408  0.12443693]
 [-0.97491105  2.84386391  0.          0.        ]]",[ 0.23176777 -0.04802102]
10,"[ 0.86330644  0.5340692   0.48883199  1.80969442  0.37138016  1.0712233
 -0.5918574  -0.13680044  0.0106142  -0.00718824  0.        ]",[-0.83702517 -0.79052162],[ 0.67226451 -0.22671085],-3.87486,-0.0438979623974,"[[ 0.24578297  1.42569165  0.04304408  0.12443693]
 [-2.34152269  1.33080529  0.          0.        ]]",[ 0.67083371  0.31000125]
11,"[ 0.87072581  0.5132669   0.45936489  1.81555606  0.37138009  1.07122291
 -0.49053733 -0.28128941  0.01730039 -0.0267964   0.        ]",[-0.83702517 -0.79052162],[-0.0075777   0.36805776],-3.86796,-0.0442425354871,"[[ 0.22611166  1.44303109  0.04304408  0.12443693]
 [ 0.36538127  0.40622766  0.          0.        ]]",[ 0.23391569  0.42224544]
12,"[ 0.86818044  0.48600525  0.46976364  1.82210061  0.37138002  1.07122251
 -0.49194061 -0.05479566 -0.01431332 -0.02359332  0.        ]",[-0.83702517 -0.79052162],[-0.50443095 -0.16986636],-3.82842,-0.0409593320098,"[[ 0.23304305  1.46569716  0.04304408  0.12443693]
 [ 0.32788806  1.85554891  0.          0.        ]]",[ 0.07597578  0.0446499 ]
13,"[ 0.87307972  0.44982735  0.44944233  1.82880924  0.37137994  1.07122211
 -0.56689843 -0.1655887  -0.02822003 -0.03983461  0.        ]",[-0.83702517 -0.79052162],[ 0.70273083 -0.26315807],-3.85296,-0.0392175538064,"[[ 0.21950816  1.49569498  0.04304408  0.12443693]
 [-1.67471758  1.14659013  0.          0.        ]]",[ 0.52414978  0.22277701]
14,"[ 0.87490468  0.43503544  0.44153279  1.83090587  0.37137987  1.07122171
 -0.46155567 -0.33205726 -0.03422619 -0.046358    0.        ]",[-0.83702517 -0.79052162],[-0.92389214  0.703581  ],-3.816,-0.0384852963773,"[[ 0.21425127  1.50793901  0.04304408  0.12443693]
 [ 1.13965736  0.08136672  0.          0.        ]]",[ 0.05164003  0.33180368]
15,"[ 0.8795921   0.39926996  0.4202392   1.8344369   0.3713798   1.07122132
 -0.59927506  0.10316214 -0.0471671  -0.06347722  0.        ]",[-0.83702517 -0.79052162],[ 0.18549784  0.00315621],-3.81392,-0.0369003134928,"[[ 0.20012827  1.5375087   0.04304408  0.12443693]
 [-2.53971004  2.86631108  0.          0.        ]]",[ 0.54664183 -0.15498441]
16,"[ 0.89189959  0.33039909  0.35516397  1.83512087  0.37137972  1.07122092
 -0.56991585  0.0962227  -0.05413807 -0.11010551  0.        ]",[-0.83702517 -0.79052162],[ 0.76712908 -0.17562637],-3.82134,-0.0359483003663,"[[ 0.15720381  1.59438935  0.04304408  0.12443693]
 [-1.75534159  2.82190607  0.          0.        ]]",[ 0.41072309 -0.1965211 ]
17,"[ 0.89296969  0.27126243  0.34862535  1.82928269  0.37137965  1.07122052
 -0.45497037 -0.02126118 -0.0982802  -0.12479308  0.        ]",[-0.83702517 -0.79052162],[-0.19198263  0.54644165],-3.78448,-0.0312694765546,"[[ 0.15290834  1.64328461  0.04304408  0.12443693]
 [ 1.31558235  2.07013363  0.          0.        ]]",[-0.20808789 -0.25825506]
18,"[ 0.888171    0.19575387  0.37663863  1.81312669  0.37137958  1.07122012
 -0.48439436  0.31048319 -0.18125999 -0.13024468  0.        ]",[-0.83702517 -0.79052162],[-0.69963934 -0.69383893],-3.74718,-0.0224416070975,"[[ 0.17133264  1.70598617  0.04304408  0.12443693]
 [ 0.52947733  4.19294634  0.          0.        ]]",[-0.3725996  -0.88052577]
19,"[ 0.8926904   0.12948502  0.35034573  1.79076226  0.37137951  1.07121973
 -0.58841891 -0.13177107 -0.21574355 -0.16191018  0.        ]",[-0.83702517 -0.79052162],[ 0.55600706 -0.22099486],-3.77561,-0.019413776623,"[[ 0.15403836  1.7614513   0.04304408  0.12443693]
 [-2.24968446  1.36298819  0.          0.        ]]",[ 0.35620368 -0.28771782]
20,"[ 0.89784914  0.10787631  0.31608537  1.78177967  0.37137943  1.07121933
 -0.50437785 -0.27278302 -0.20862121 -0.18337426  0.        ]",[-0.83702517 -0.79052162],[-0.16435767 -0.19287675],-3.76783,-0.0208132762813,"[[ 0.1315721   1.77965766  0.04304408  0.12443693]
 [-0.00441578  0.46066113  0.          0.        ]]",[ 0.00749898 -0.16058606]
21,"[ 0.89921381  0.10614701  0.30598001  1.78102322  0.37137936  1.07121893
 -0.52871991 -0.39354539 -0.20286241 -0.18822521  0.        ]",[-0.83702517 -0.79052162],[ 0.36113642 -0.68900586],-3.7853,-0.0215606045368,"[[ 0.12495878  1.78111762  0.04304408  0.12443693]
 [-0.65475023 -0.31209012  0.          0.        ]]",[ 0.19944143  0.0250029 ]
22,"[ 0.89893454  0.1460199   0.30808893  1.79706558  0.37137929  1.07121854
 -0.47472031 -0.8189575  -0.1717124  -0.17528204  0.        ]",[-0.83702517 -0.79052162],[ 0.28956026  1.23214578],-3.7997,-0.0243105853841,"[[ 0.12633852  1.74756324  0.04304408  0.12443693]
 [ 0.78791985 -3.03427648  0.          0.        ]]",[ 0.08065933  0.68304646]
