timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.96054001  1.67058325  0.00303641 -1.21107055  1.013498    0.09282301
  0.2605667  -0.35009899  0.39552134 -0.41133877  0.        ]",[ 0.14180291  1.91344067],-0.0951309912081,-0.0951309912081,"[[-0.01613249 -0.07261653  0.11682779  0.00989147]
 [ 0.00023264  0.00493976  0.          0.        ]]",[-0.24053863 -0.30006325],[ 0.04579917  2.28213191]
1,"[ 0.96065483  1.67324101  0.01150458 -1.10359272  1.0134963   0.09282294
  0.31638558  0.26180006  0.39860705 -0.35389223  0.        ]",[ 0.16728184  1.86159661],-0.0943797464163,-0.0943797464163,"[[-0.01051508 -0.03279306  0.11682779  0.00989147]
 [ 0.55964948  3.96421257  0.          0.        ]]",[-0.24053863 -0.30006325],[-0.42609596  1.5566951 ]
2,"[ 0.96069905  1.66928881  0.03819865 -0.78436508  1.0134946   0.09282286
  0.38116117  0.8615788   0.39526481 -0.18085952  0.        ]",[-1.16513783  0.51941752],-0.0927037217528,-0.0927037217528,"[[  7.19122554e-03   8.54290476e-02   1.16827789e-01   9.89146772e-03]
 [  1.20883030e+00   7.84506488e+00   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[-1.07414341  0.75876522]
3,"[ 0.96068063  1.63078165  0.01443726 -0.31643962  1.0134929   0.09282278
 -0.01601788  1.15566568  0.36755148 -0.01749059  0.        ]",[-1.40391652  1.18366237],-0.0912257418159,-0.0912257418159,"[[ -8.56971509e-03   2.61422784e-01   1.16827789e-01   9.89146772e-03]
 [ -2.77167211e+00   9.74795626e+00   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[-0.50010908  0.44126481]
4,"[ 0.95247174  1.52202536 -0.12789168  0.2669779   1.0134912   0.0928227
 -0.40541798  1.73800052  0.31873828  0.03393806  0.        ]",[ 0.28475664 -0.55434379],-0.0870940962766,-0.0870940962766,"[[ -1.03158383e-01   4.94187914e-01   1.16827789e-01   9.89146772e-03]
 [ -6.67421488e+00   1.35159682e+01   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[ 0.21915224 -0.16112247]
5,"[ 0.92189336  1.3420826  -0.3075438   0.80703604  1.0134895   0.09282263
 -0.27974947  1.35733124  0.24574431  0.03819354  0.        ]",[-0.55601042  0.17383826],-0.0795101245633,-0.0795101245633,"[[ -2.24006351e-01   7.39794209e-01   1.16827789e-01   9.89146772e-03]
 [ -5.41477775e+00   1.10528792e+01   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[ 0.02718276 -0.18830767]
6,"[ 0.86471445  1.12671009 -0.49427637  1.2076781   1.0134878   0.09282255
 -0.48858433  1.42996851  0.1601722   0.00278303  0.        ]",[-0.70129235 -1.47605423],-0.0695820972433,-0.0695820972433,"[[ -3.53300418e-01   9.65568014e-01   1.16827789e-01   9.89146772e-03]
 [ -7.50770717e+00   1.15229003e+01   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[ 0.6222533  -0.41930303]
7,"[ 0.74761177  0.91835565 -0.73453258  1.45639157  1.0134861   0.09282247
 -0.75055426  0.78282978  0.08424154 -0.15115255  0.        ]",[ 3.0953443   0.96749383],-0.0588454068818,-0.0588454068818,"[[ -5.29795473e-01   1.15401407e+00   1.16827789e-01   9.89146772e-03]
 [ -1.01331546e+01   7.33560797e+00   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[ 1.72577667  0.24449793]
8,"[ 0.60435853  0.69769867 -0.93318346  1.61465296  1.0134844   0.09282239
 -0.3358233   1.35223938 -0.01365682 -0.26687619  0.        ]",[ 0.49592374 -1.00119913],-0.0485750935593,-0.0485750935593,"[[ -6.90757586e-01   1.33769203e+00   1.16827789e-01   9.89146772e-03]
 [ -5.97676503e+00   1.10199814e+01   0.00000000e+00   0.00000000e+00]]",[-0.24053863 -0.30006325],[ 0.9220345  -0.88838112]
9,"[ 0.50098031  0.47376961 -1.04295962  1.68371418  1.0134827   0.09282232
 -0.12811686  0.70649332 -0.12549512 -0.27194143  0.        ]",[ 0.14115719 -0.80138135],-0.0366425932924,-0.0366425932924,"[[-0.78940744  1.51616928  0.11682779  0.00989147]
 [-3.89515417  6.84169784  0.          0.        ]]",[-0.24053863 -0.30006325],[ 0.65402091 -0.54890728]
10,"[ 0.4193141   0.34226851 -1.11609405  1.68449528  1.013481    0.09282224
 -0.06463147  0.19513163 -0.19544573 -0.29522849  0.        ]",[-0.20133626  0.08211045],-0.0298989136419,-0.0298989136419,"[[-0.86092678  1.61980535  0.11682779  0.00989147]
 [-3.25891141  3.53294284  0.          0.        ]]",[-0.24053863 -0.30006325],[ 0.74994767 -0.12939149]
11,"[ 0.33120915  0.24968102 -1.18428647  1.66757115  1.0134793   0.09282216
 -0.13771569  0.23457727 -0.24778853 -0.34150825  0.        ]",[ 1.44690252 -0.34030004],-0.0267260454218,-0.0267260454218,"[[-0.93345376  1.69302511  0.11682779  0.00989147]
 [-3.99135364  3.78817626  0.          0.        ]]",[-0.24053863 -0.30006325],[ 1.04720354 -0.22817427]
12,"[ 0.28137621  0.17255179 -1.21861591  1.64224853  1.0134776   0.09282208
  0.2651055   0.01465138 -0.2926783  -0.34700011  0.        ]",[ 1.01847565 -0.97488116],-0.0231056297604,-0.0231056297604,"[[-0.97277641  1.75451075  0.11682779  0.00989147]
 [ 0.04566992  2.3651523   0.          0.        ]]",[-0.24053863 -0.30006325],[ 0.24600062 -0.29539308]
