timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.3181721   1.60004091],[-0.44463953  1.00195937],-0.367742701471,-0.367742701471,"[ 1.07145268  2.09618153  0.13663051 -0.5194638  -0.91139077 -1.47658105
  0.29715542 -0.3634875   2.11150214  1.542942    0.        ]","[[ 0.07106714  0.078231   -0.10498881 -0.16874686]
 [ 0.00072344  0.00357105  0.          0.        ]]",[-0.0874952 -0.2064925]
1,[-0.30524257  1.5864501 ],[-1.46916701  2.56769936],-0.367841943834,-0.367841943834,"[ 1.0729916   2.09085768  0.11002492 -0.39547992 -0.9113874  -1.47657155
  0.15855805  0.1887684   2.10937649  1.54831313  0.        ]","[[ 0.05341806  0.1180364  -0.10498881 -0.16874686]
 [-1.75976444  3.9637684   0.          0.        ]]",[-0.0874952 -0.2064925]
2,[-0.17396076  1.64052224],[-0.16169062  1.33717817],-0.365729125585,-0.365729125585,"[ 1.07467856  2.06252959 -0.00253832 -0.03142103 -0.91138402 -1.47656204
 -0.15025458  0.73020367  2.1033109   1.52544611  0.        ]","[[-0.02113378  0.23626739 -0.10498881 -0.16874686]
 [-5.68236166  7.84637737  0.          0.        ]]",[-0.0874952 -0.2064925]
3,[-0.10960239  1.64297628],[-0.34726537  0.14121785],-0.36117627397,-0.36117627397,"[ 1.06121411  1.97575299 -0.18151584  0.54461229 -0.91138065 -1.47655254
 -0.19187727  1.2607279   2.08029335  1.49414384  0.        ]","[[ -0.14008578   0.43136575  -0.10498881  -0.16874686]
 [ -6.21106457  11.65077168   0.           0.        ]]",[-0.0874952 -0.2064925]
4,[ 0.01990578  1.68338919],[-0.40071396  1.72752719],-0.354041951717,-0.354041951717,"[ 1.02143834  1.80835498 -0.38347053  1.17390908 -0.91137727 -1.47654304
 -0.29037489  1.30657824  2.03141694  1.46861745  0.        ]","[[ -0.27685988   0.66768076  -0.10498881  -0.16874686]
 [ -7.46220213  11.97961255   0.           0.        ]]",[-0.0874952 -0.2064925]
5,[ 0.10692158  1.6445179 ],[-1.65185465  1.24779192],-0.342415616538,-0.342415616538,"[ 0.94072882  1.5375502  -0.61470496  1.77207028 -0.9113739  -1.47653355
 -0.40366787  1.82569491  1.94763819  1.434483    0.        ]","[[ -0.44054262   0.9446241   -0.10498881  -0.16874686]
 [ -8.90127359  15.70228127   0.           0.        ]]",[-0.0874952 -0.2064925]
6,[ 0.22229436  1.56483245],[ 0.37212341  2.50446196],-0.322947145673,-0.322947145673,"[ 0.78269059  1.1107065  -0.89251073  2.24783136 -0.91137052 -1.47652405
 -0.70141145  2.33455785  1.80274019  1.38486026  0.        ]","[[ -0.65651292   1.29528508  -0.10498881  -0.16874686]
 [-12.68326442  19.35154208   0.           0.        ]]",[-0.0874952 -0.2064925]
7,[ 0.20364884  1.36641383],[-0.37549168  0.32386283],-0.296974692836,-0.296974692836,"[ 0.55073466  0.54128612 -1.14706073  2.33190617 -0.91136715 -1.47651455
 -0.56578198  2.83311545  1.57546492  1.37133872  0.        ]","[[ -0.89289535   1.71819001  -0.10498881  -0.16874686]
 [-10.9605084   22.92708826   0.           0.        ]]",[-0.0874952 -0.2064925]
8,[ 0.09559229  1.13448906],[ 0.67465301  0.07629099],-0.266840628399,-0.266840628399,"[ 0.27536801 -0.04251586 -1.33330092  1.7937056  -0.91136377 -1.47650505
 -0.6657181   2.94852538  1.2709935   1.39488332  0.        ]","[[ -1.12484146   2.18503996  -0.10498881  -0.16874686]
 [-12.22992704  23.75512361   0.           0.        ]]",[-0.0874952 -0.2064925]
9,[-0.11260352  0.86848974],[-0.42139698  2.25192664],-0.236171861703,-0.236171861703,"[-0.00974899 -0.46281659 -1.44103638  0.68995096 -0.91136039 -1.47649555
 -0.43637799  2.92496002  0.92059158  1.42333331  0.        ]","[[ -1.34021334   2.65845     -0.10498881  -0.16874686]
 [ -9.31685338  23.58653603   0.           0.        ]]",[-0.0874952 -0.2064925]
10,[-0.40124315  0.70157015],[-1.39273641  1.39578928],-0.213747589298,-0.213747589298,"[-0.28983004 -0.61683488 -1.48035174 -0.61373323 -0.91135702 -1.47648605
 -0.55324661  1.06716679  0.63821623  1.42700632  0.        ]","[[ -1.5414399    3.09353253  -0.10498881  -0.16874686]
 [-10.80133932  10.26366394   0.           0.        ]]",[-0.0874952 -0.2064925]
11,[-0.49151555  0.67088068],[ 0.30404166 -0.1002973 ],-0.207909026524,-0.207909026524,"[-0.64378798 -0.61839476 -1.44317219 -0.77481115 -0.91135364 -1.47647655
 -0.8481593  -0.59061185  0.5510827   1.43007725  0.        ]","[[ -1.79505333   3.14501556  -0.10498881  -0.16874686]
 [-14.54735785  -1.62487935   0.           0.        ]]",[-0.0874952 -0.2064925]
12,[-0.44553524  0.68371218],[-1.41981203 -0.45675015],-0.208947320287,-0.208947320287,"[-1.00550236 -0.61685244 -1.29591398 -0.61473852 -0.91135027 -1.47646705
 -0.73071635 -0.76776895  0.61172105  1.3983207   0.        ]","[[ -2.07103377   3.09385547  -0.10498881  -0.16874686]
 [-13.05562712  -2.8953532    0.           0.        ]]",[-0.0874952 -0.2064925]
13,[-0.34723991  0.7511608 ],[ 0.56534636  1.86673912],-0.2049755468,-0.2049755468,"[-1.33826479 -0.60809335 -1.02452879 -0.37940854 -0.91134689 -1.47645755
 -1.02207404 -1.01199624  0.66206157  1.31933682  0.        ]","[[ -2.36927854   3.01837553  -0.10498881  -0.16874686]
 [-16.75650073  -4.6468216    0.           0.        ]]",[-0.0874952 -0.2064925]
14,[-0.34635094  0.72333288],[-0.42134792  1.56994438],-0.196852543247,-0.196852543247,"[-1.58914229 -0.59751668 -0.64513605 -0.21759621 -0.91134352 -1.47644806
 -0.81971566 -0.44703373  0.66216889  1.23421385  0.        ]","[[ -2.67861955   2.96608949  -0.10498881  -0.16874686]
 [-14.18618341  -0.59528685   0.           0.        ]]",[-0.0874952 -0.2064925]
15,[-0.35757244  0.70469511],[-0.57659192  0.81341596],-0.193194903031,-0.193194903031,"[-1.71797519 -0.60362281 -0.21915247 -0.30389934 -0.91134014 -1.47643856
 -0.92892816  0.10671974  0.62703305  1.22559836  0.        ]","[[ -2.9762619    2.99402764  -0.10498881  -0.16874686]
 [-15.57344216   3.37586683   0.           0.        ]]",[-0.0874952 -0.2064925]
16,[-0.3315832   0.78607565],[ 0.8643146   1.38224149],-0.191317381887,-0.191317381887,"[-1.71781749 -0.60953245  0.27893495 -0.40727979 -0.91133677 -1.47642906
 -1.08439263 -0.34279555  0.59531903  1.23208898  0.        ]","[[ -3.3075444    3.02734391  -0.10498881  -0.16874686]
 [-17.54820784   0.15224259   0.           0.        ]]",[-0.0874952 -0.2064925]
17,[-0.31529999  0.83884281],[ 0.2415337   0.03385264],-0.186720157876,-0.186720157876,"[-1.57881705 -0.60872698  0.72569227 -0.39150364 -0.91133339 -1.47641956
 -0.78762935 -0.42363859  0.55792932  1.21447869  0.        ]","[[ -3.62068858   3.02226926  -0.10498881  -0.16874686]
 [-13.77876092  -0.42751507   0.           0.        ]]",[-0.0874952 -0.2064925]
18,[-0.28622091  0.88992935],[ 0.94127735  0.6030797 ],-0.183348158216,-0.183348158216,"[-1.3671641  -0.60721382  1.05048251 -0.36354013 -0.91133002 -1.47641007
 -0.69086426 -0.42100567  0.52050412  1.20880079  0.        ]","[[ -3.88393206   3.01326644  -0.10498881  -0.16874686]
 [-12.54968031  -0.40864078   0.           0.        ]]",[-0.0874952 -0.2064925]
19,[-0.27127874  0.92402381],[-0.5752538   1.10354403],-0.181700695796,-0.181700695796,"[-1.14498092 -0.60616715  1.26103199 -0.34531392 -0.91132665 -1.47640057
 -0.37790024 -0.39184271  0.49051567  1.21418442  0.        ]","[[-4.09504075  3.00739303 -0.10498881 -0.16874686]
 [-8.5744375  -0.19951144  0.          0.        ]]",[-0.0874952 -0.2064925]
20,[-0.26262718  0.95509303],[ 0.54881555  0.2429118 ],-0.181302514094,-0.181302514094,"[-0.91042172 -0.60573208  1.40563296 -0.337987   -0.91132327 -1.47639107
 -0.54384572 -0.37273501  0.46670893  1.22686339  0.        ]","[[ -4.28767819   3.00503077  -0.10498881  -0.16874686]
 [-10.68228347  -0.06249109   0.           0.        ]]",[-0.0874952 -0.2064925]
21,[-0.26997268  0.9751085 ],[ 1.22046465  1.50951365],-0.181729056988,-0.181729056988,"[-0.65841765 -0.60544486  1.49830056 -0.3332287  -0.9113199  -1.47638157
 -0.35612581 -0.37440506  0.44646859  1.24455608  0.        ]","[[-4.47740049  3.00349633 -0.10498881 -0.16874686]
 [-8.29789211 -0.07447363  0.          0.        ]]",[-0.0874952 -0.2064925]
22,[-0.27380091  0.98923016],[-0.53952067  1.08727935],-0.18242754467,-0.18242754467,"[-0.48595958 -0.6053659   1.53060489 -0.33194942 -0.91131652 -1.47637208
 -0.03148413 -0.36274947  0.43536578  1.25847596  0.        ]","[[-4.60198529  3.00308391 -0.10498881 -0.16874686]
 [-4.17433016  0.00910554  0.          0.        ]]",[-0.0874952 -0.2064925]
23,[-0.27165467  1.00636816],[ 0.95191464  0.77818688],-0.183260909434,-0.183260909434,"[-0.33991675 -0.60542224  1.53976007 -0.332908   -0.91131315 -1.47636258
 -0.19315144 -0.36167778  0.42795676  1.27115406  0.        ]","[[-4.70607513  3.00339336 -0.10498881 -0.16874686]
 [-6.22781149  0.01678494  0.          0.        ]]",[-0.0874952 -0.2064925]
24,[-0.27462488  1.01642036],[-0.05083433  2.28085571],-0.184068161563,-0.184068161563,"[-0.21980739 -0.60542965  1.53504624 -0.33305763 -0.91130977 -1.47635309
  0.11327586 -0.36473193  0.42260837  1.28218515  0.        ]","[[-4.79157973  3.00344187 -0.10498881 -0.16874686]
 [-2.33561833 -0.00512307  0.          0.        ]]",[-0.0874952 -0.2064925]
25,[-0.27528131  1.02278543],[ 0.00727618  0.31642664],-0.184574969506,-0.184574969506,"[-0.15230758 -0.60544861  1.52751734 -0.33339874 -0.9113064  -1.47634359
  0.10107029 -0.36259351  0.42001243  1.28860171  0.        ]","[[-4.83984756  3.00355214 -0.10498881 -0.16874686]
 [-2.49064858  0.01020605  0.          0.        ]]",[-0.0874952 -0.2064925]
26,[-0.2760241   1.02942395],[-0.46323885  1.50550633],-0.185112890396,-0.185112890396,"[-0.08417005 -0.60534731  1.51629749 -0.33175007 -0.91130302 -1.47633409
  0.10721978 -0.36985635  0.41720763  1.29541698  0.        ]","[[-4.88887681  3.00302057 -0.10498881 -0.16874686]
 [-2.41253625 -0.04188329  0.          0.        ]]",[-0.0874952 -0.2064925]
