timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.99689412  1.51283713 -0.14289148 -1.17850217 -1.50871105 -1.57725452
  0.21637156 -0.347038    3.38487728  1.76410224  0.        ]",[-2.72300162  1.42125921],-0.416384702394,-0.416384702394,"[[-0.09039341  0.02163699 -0.17332187 -0.18075606]
 [ 0.00136596 -0.00219137  0.          0.        ]]",[-0.44102219 -0.46928635],[-1.92916429  1.34890711]
1,"[ 0.9899416   1.51070536 -0.20048724 -1.07532702 -1.50870848 -1.57725165
 -0.23906649  0.32372238  3.38043784  1.71613167  0.        ]",[-1.97589268  1.38142663],-0.414444968452,-0.414444968452,"[[-0.13007231  0.06133688 -0.17332187 -0.18075606]
 [-3.9560755   3.95897261  0.          0.        ]]",[-0.44102219 -0.46928635],[-2.02985001  0.71962357]
2,"[ 0.95462341  1.49236328 -0.36971747 -0.77042696 -1.5087059  -1.57724879
 -0.68549534  0.98119334  3.35796277  1.57517365  0.        ]",[-1.95198221  0.57145197],-0.408043026802,-0.408043026802,"[[-0.24811454  0.17947274 -0.17332187 -0.18075606]
 [-7.83523485  7.84165925  0.          0.        ]]",[-0.44102219 -0.46928635],[-2.10855484  0.0924152 ]
3,"[ 0.84968062  1.43138536 -0.6370529  -0.32459903 -1.50870333 -1.57724592
 -1.12302924  1.33828292  3.28975451  1.32980371  0.        ]",[-1.55149994 -0.90532006],-0.394769484167,-0.394769484167,"[[ -0.44296424   0.35746454  -0.17332187  -0.18075606]
 [-11.63710918   9.95045555   0.           0.        ]]",[-0.44102219 -0.46928635],[-2.29827309 -0.50827801]
4,"[ 0.61535126  1.34313019 -0.96646281  0.05444003 -1.50870076 -1.57724306
 -1.55168644  0.69808488  3.12376207  0.91068501  0.        ]",[-1.48906346  0.69011067],-0.369076077252,-0.369076077252,"[[ -0.71307746   0.51854156  -0.17332187  -0.18075606]
 [-15.36186409   6.16978145   0.           0.        ]]",[-0.44102219 -0.46928635],[-2.54516172 -0.55559623]
5,"[ 0.19355489  1.23506319 -1.28296397  0.3767592  -1.50869818 -1.57724019
 -1.97216432  1.14020979  2.79331903  0.39794365  0.        ]",[-2.81941035 -0.3942407 ],-0.328400822637,-0.328400822637,"[[ -1.05697273   0.66813481  -0.17332187  -0.18075606]
 [-19.01556887   8.78074898   0.           0.        ]]",[-0.44102219 -0.46928635],[-2.41073799 -0.96021307]
6,"[-0.43406443  1.09616069 -1.46460574  0.67833788 -1.50869561 -1.57723733
 -2.38420103  0.84641752  2.25223166 -0.05290722  0.        ]",[-0.7590244  -0.07729695],-0.27125755986,-0.27125755986,"[[ -1.47320659   0.82634346  -0.17332187  -0.18075606]
 [-22.59595966   7.04576905   0.           0.        ]]",[-0.44102219 -0.46928635],[-1.17094338 -0.50845361]
7,"[-1.17995819  0.95865712 -1.36737617  0.90028432 -1.50869303 -1.57723446
 -2.67844613  0.7707744   1.50192085 -0.28291803  0.        ]",[-0.9590097  -0.57730162],-0.196812783812,-0.196812783812,"[[ -1.95077938   0.96277807  -0.17332187  -0.18075606]
 [-25.15285457   6.59906394   0.           0.        ]]",[-0.44102219 -0.46928635],[ 1.03471279 -0.31385329]
8,"[-1.85259029  0.84025819 -0.90034902  1.04766472 -1.50869046 -1.5772316
 -3.05787738  0.36128191  0.63223282 -0.09874871  0.        ]",[ 2.21456307 -0.41309926],-0.111476081612,-0.111476081612,"[[ -2.48691788   1.07049782  -0.17332187  -0.18075606]
 [-28.45001582   4.18081622   0.           0.        ]]",[-0.44102219 -0.46928635],[ 2.91485262 -0.53907168]
9,"[-2.16821745  0.76367908 -0.20185105  1.12535393 -1.50868788 -1.57722873
 -2.53775007  0.06962975 -0.07230045  0.52865415  0.        ]",[ 2.76555701 -0.95659514],-0.075115859668,-0.075115859668,"[[ -3.01057337   1.13683176  -0.17332187  -0.18075606]
 [-23.93050369   2.45847175   0.           0.        ]]",[-0.44102219 -0.46928635],[ 2.50000191 -0.9334631 ]
10,"[-2.10924749  0.75115662  0.42493438  1.13686275 -1.50868531 -1.57722587
 -2.02778689 -0.58051498 -0.44246191  1.32830843  0.        ]",[ 2.83138168 -0.48798091],-0.128470355304,-0.128470355304,"[[ -3.44472453   1.14747778  -0.17332187  -0.18075606]
 [-19.49926073  -1.38094235   0.           0.        ]]",[-0.44102219 -0.46928635],[ 2.41075325 -0.1249626 ]
11,"[-1.85753941  0.80568216  0.87229916  1.08432669 -1.50868274 -1.577223
 -1.52792816 -0.90346737 -0.5450075   2.11845954  0.        ]",[ 2.21084703  0.66748749],-0.193349677455,-0.193349677455,"[[ -3.79113059   1.10072246  -0.17332187  -0.18075606]
 [-15.1557888   -3.28813317   0.           0.        ]]",[-0.44102219 -0.46928635],[ 2.27909231  0.50283325]
12,"[-1.56675737  0.84974924  1.14198791  1.03711559 -1.50868016 -1.57722014
 -1.03812692 -0.44520465 -0.45868951  2.7242738   0.        ]",[ 1.90830157  1.02640562],-0.243055665956,-0.243055665956,"[[ -4.05154294   1.06211182  -0.17332187  -0.18075606]
 [-10.89969461  -0.5818782    0.           0.        ]]",[-0.44102219 -0.46928635],[ 2.24816418  0.65636098]
13,"[-1.33130347  0.81766205  1.28123096  1.07192155 -1.50867759 -1.57721727
 -0.55809143  0.22699597 -0.32179632  3.03770965  0.        ]",[ 2.50796975  0.7113719 ],-0.26929899451,-0.26929899451,"[[-4.22768534  1.09030261 -0.17332187 -0.18075606]
 [-6.72845281  3.38778136  0.          0.        ]]",[-0.44102219 -0.46928635],[ 2.28444719  0.56152368]
14,"[-1.19643328  0.70578949  1.33914344  1.17589453 -1.50867501 -1.57721441
 -0.08749924  0.69241224 -0.23600712  3.08356585  0.        ]",[ 3.24691097  0.06827068],-0.27370895223,-0.27370895223,"[[-4.32122697  1.18563445 -0.17332187 -0.18075606]
 [-2.63926665  6.13628375  0.          0.        ]]",[-0.44102219 -0.46928635],[ 2.36187506  0.46145996]
15,"[-1.17789353  0.55356916  1.3460281   1.2784005  -1.50867244 -1.57721154
  0.37390611  0.71745099 -0.21653626  2.94010715  0.        ]",[ 1.9716726   0.79985821],-0.262171668463,-0.262171668463,"[[-4.33378591  1.3098435  -0.17332187 -0.18075606]
 [ 1.37009119  6.2841525   0.          0.        ]]",[-0.44102219 -0.46928635],[ 2.25965643  0.43096814]
16,"[-1.27540351  0.35513717  1.30694558  1.3522069  -1.50866987 -1.57720868
  0.82618009  1.23253361 -0.22222823  2.61723686  0.        ]",[ 2.12312987 -0.19744974],-0.235748489092,-0.235748489092,"[[-4.26695462  1.46604597 -0.17332187 -0.18075606]
 [ 5.30010507  9.32596253  0.          0.        ]]",[-0.44102219 -0.46928635],[ 2.03739262 -0.19967976]
17,"[-1.47542755  0.12680976  1.20246012  1.35971179 -1.50866729 -1.57720581
  1.26967606  1.06872502 -0.17800817  2.15417801  0.        ]",[ 1.03737637 -0.12504593],-0.198637637348,-0.198637637348,"[[-4.12228739  1.64285953 -0.17332187 -0.18075606]
 [ 9.1538511   8.35860399  0.          0.        ]]",[-0.44102219 -0.46928635],[ 0.86628461 -0.86783254]
18,"[-1.74392014 -0.07816853  0.99481888  1.2964123  -1.50866472 -1.57720295
  1.70443338  0.95668166 -0.03053781  1.64701309  0.        ]",[-1.42081817 -2.41226145],-0.161114103852,-0.161114103852,"[[ -3.90130685   1.80339328  -0.17332187  -0.18075606]
 [ 12.93167942   7.69694165   0.           0.        ]]",[-0.44102219 -0.46928635],[-0.63855135 -1.69972169]
19,"[-1.95246826 -0.21777374  0.74403557  1.21293715 -1.50866214 -1.57720008
  1.21960075  0.26037593  0.17810042  1.2822925   0.        ]",[-0.22897485 -2.09852216],-0.141042907653,-0.141042907653,"[[-3.68494094  1.91607452 -0.17332187 -0.18075606]
 [ 8.71876428  3.58493472  0.          0.        ]]",[-0.44102219 -0.46928635],[-0.37228271 -1.39119864]
20,"[-2.06834045 -0.25558955  0.53039575  1.18422541 -1.50865957 -1.57719722
  1.09549664 -0.42216702  0.32001963  1.07803795  0.        ]",[ 0.34135037 -0.25694136],-0.134319590301,-0.134319590301,"[[-3.5213848   1.94733145 -0.17332187 -0.18075606]
 [ 7.64037848 -0.445797    0.          0.        ]]",[-0.44102219 -0.46928635],[-0.57693648 -0.91846728]
21,"[-2.14517225 -0.23260836  0.30046212  1.2019947  -1.508657   -1.57719436
  1.2335887  -0.59301583  0.43305382  0.8999453   0.        ]",[-1.38196676 -0.68593103],-0.130434787393,-0.130434787393,"[[-3.35653754  1.9282926  -0.17332187 -0.18075606]
 [ 8.84033703 -1.45473988  0.          0.        ]]",[-0.44102219 -0.46928635],[-1.06490016 -0.91779196]
22,"[-2.17677116 -0.16402609  0.10508677  1.24916304 -1.50865442 -1.57719149
  0.75795945 -1.04801452  0.49983796  0.75628913  0.        ]",[-0.08900051 -0.96433602],-0.127278486459,-0.127278486459,"[[-3.22119824  1.87223799 -0.17332187 -0.18075606]
 [ 4.70738324 -4.14172125  0.          0.        ]]",[-0.44102219 -0.46928635],[-0.57298464 -0.28865746]
