timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.08811519  1.99394663 -0.16890159 -0.70932653 -0.15331591 -0.98884922
  0.23933117 -0.34468786  1.41026162  0.70238737  0.        ]",[-1.80372502  1.07843776],-0.246669307762,-0.246669307762,"[[-0.08762479 -0.0001949  -0.01724316 -0.11623903]
 [-0.00487533 -0.00217766  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.18481629  1.13976264]
1,"[ 1.08216915  1.99288217 -0.22879218 -0.59444814 -0.15331545 -0.98884347
 -0.06818837  0.20286626  1.4071451   0.67044782  0.        ]",[-1.50493286  1.48354421],-0.24472780588,-0.24472780588,"[[-0.12742728  0.03950527 -0.01724316 -0.11623903]
 [-3.96219241  3.95898695  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.13729128  1.15559053]
2,"[ 1.05171366  1.97743542 -0.40443384 -0.25437816 -0.15331499 -0.98883771
 -0.36962438  0.73957176  1.39124681  0.57698656  0.        ]",[ 0.75739589  0.85344989],-0.238457661262,-0.238457661262,"[[-0.24559059  0.15764145 -0.01724316 -0.11623903]
 [-7.84122553  7.8416785   0.          0.        ]]",[-0.0389619  -0.25645974],[ 0.01156083  1.21728182]
3,"[ 0.9989256   1.91486009 -0.58491042  0.27502888 -0.15331453 -0.98883195
 -0.12483461  1.18505811  1.36654565  0.53747112  0.        ]",[ 1.5877094   0.97698422],-0.23359531201,-0.23359531201,"[[ -0.37080998   0.34681053  -0.01724316  -0.11623903]
 [ -4.69117099  11.06449906   0.           0.        ]]",[-0.0389619  -0.25645974],[ 0.01717898  1.193205  ]
4,"[ 0.97028627  1.75854361 -0.65916235  0.93672121 -0.15331407 -0.9888262
  0.18971448  1.68929413  1.33883998  0.67836602  0.        ]",[ 0.62050147  0.78066437],-0.23645739571,-0.23645739571,"[[ -0.42402245   0.60470093  -0.01724316  -0.11623903]
 [ -0.64342319  14.71241167   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.14033994  1.08716738]
5,"[ 0.97699164  1.46334616 -0.64271682  1.60624619 -0.1533136  -0.98882044
  0.38146948  2.07617172  1.25186476  0.96411445  0.        ]",[-1.03846458  1.7755073 ],-0.242601180163,-0.242601180163,"[[ -4.12134868e-01   9.27032469e-01  -1.72431627e-02  -1.16239030e-01]
 [  1.82416450e+00   1.75114344e+01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.30472869  0.97536135]
6,"[ 0.9749871   1.00454843 -0.64766721  2.09027761 -0.15331314 -0.98881469
  0.07121271  2.57566732  1.05369837  1.21792584  0.        ]",[-0.15293971 -0.26307382],-0.240073651197,-0.240073651197,"[[ -4.15709181e-01   1.31352169e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.16831660e+00   2.11253886e+01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.35002694  0.87811595]
7,"[ 0.94595647  0.46786732 -0.71474004  2.1527484  -0.15331268 -0.98880893
  0.02763799  2.37383385  0.7877024   1.33199499  0.        ]",[-0.72515126  0.81482149],-0.225313385887,-0.225313385887,"[[ -4.64700616e-01   1.72138265e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.72904737e+00   1.96655619e+01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.32571083  0.8204999 ]
8,"[ 0.8901347  -0.05174931 -0.82435497  1.72419746 -0.15331222 -0.98880317
 -0.19115265  2.76593771  0.49222216  1.31673851  0.        ]",[ 0.64992965  1.58955753],-0.200764292912,-0.200764292912,"[[ -5.47529121e-01   2.14316119e+00  -1.72431627e-02  -1.16239030e-01]
 [ -5.54450649e+00   2.25027811e+01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.33229169  0.70216513]
9,"[ 0.82524145 -0.48908784 -0.92995481  0.71199461 -0.15331176 -0.98879742
  0.01740472  3.25153681  0.14831346  1.18159867  0.        ]",[-0.89964202 -0.35816422],-0.165886796105,-0.165886796105,"[[ -6.31493639e-01   2.62847323e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.86074599e+00   2.60167604e+01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.46336547  0.50792325]
10,"[ 0.74472755 -0.65655199 -1.03883729 -0.50128445 -0.1533113  -0.98879166
 -0.25500969  1.07139451 -0.08721945  0.98576379  0.        ]",[-0.53254598  1.33372074],-0.134540074714,-0.134540074714,"[[ -0.72387433   3.06983387  -0.01724316  -0.11623903]
 [ -6.36623158  10.24362564   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.54255444  0.43465146]
11,"[ 0.59836663 -0.65983145 -1.19433821 -0.66787498 -0.15331083 -0.98878591
 -0.40911    -0.50903196 -0.14862697  0.91709748  0.        ]",[ 0.3391102   1.01389473],-0.125049529713,-0.125049529713,"[[-0.87109657  3.12745444 -0.01724316 -0.11623903]
 [-8.3492334  -1.19067278  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.56000865  0.42675671]
12,"[ 0.42714062 -0.65791065 -1.32845115 -0.54794445 -0.15331037 -0.98878015
 -0.29192916 -0.65737075 -0.10744152  0.94317712  0.        ]",[-0.07391105  0.95838411],-0.128911166739,-0.128911166739,"[[-1.02295248  3.08599001 -0.01724316 -0.11623903]
 [-6.8413501  -2.26391217  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.55490929  0.42461357]
13,"[ 0.25645441 -0.65410285 -1.42484433 -0.43717962 -0.15330991 -0.9887744
 -0.30414117 -0.55300332 -0.06623329  0.95377904  0.        ]",[ 0.91009151  1.54300305],-0.131089505074,-0.131089505074,"[[-1.16135633  3.04761082 -0.01724316 -0.11623903]
 [-6.99850773 -1.50883875  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.5287739   0.42554781]
14,"[ 0.12313033 -0.65094517 -1.47916206 -0.37206315 -0.15330945 -0.98876864
 -0.01335045 -0.45522061 -0.0390888   0.95261517  0.        ]",[-0.60702425 -0.32806468],-0.13165404933,-0.13165404933,"[[-1.2637827   3.0249873  -0.01724316 -0.11623903]
 [-3.25660296 -0.80140298  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.54145974  0.41909483]
15,"[ 0.0041988  -0.64593071 -1.51396231 -0.2891275  -0.15330899 -0.98876289
 -0.19511581 -0.63258773 -0.00828851  0.94773587  0.        ]",[-0.3844984   1.72208828],-0.131990168224,-0.131990168224,"[[-1.35238238  2.99608401 -0.01724316 -0.11623903]
 [-5.59556682 -2.08465111  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.49630934  0.43460304]
16,"[-0.16887761 -0.64562785 -1.543457   -0.28468275 -0.15330852 -0.98875713
 -0.30479765 -0.07960237  0.0032021   0.93305892  0.        ]",[-0.09056015 -0.42582964],-0.130604146427,-0.130604146427,"[[-1.47845463  2.99453206 -0.01724316 -0.11623903]
 [-7.00696111  1.91612107  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.47382537  0.42576554]
17,"[ -3.66597738e-01  -6.48471123e-01  -1.54799808e+00  -3.28944454e-01
  -1.53308063e-01  -9.88751377e-01  -3.21888557e-01  -3.69716076e-01
   4.53150881e-04   9.17403871e-01   0.00000000e+00]",[-0.56319849 -0.99302101],-0.12862727893,-0.12862727893,"[[-1.62080067  3.00997485 -0.01724316 -0.11623903]
 [-7.22689907 -0.18281493  0.          0.        ]]",[-0.0389619  -0.25645974],[-0.44737703  0.43624422]
18,"[-0.59440805 -0.63975015 -1.51487244 -0.20574836 -0.1533076  -0.98874562
 -0.48406863 -0.91270542  0.04103948  0.883009    0.        ]",[-0.62750007  0.18369341],-0.126054344284,-0.126054344284,"[[-1.78627772  2.96690299 -0.01724316 -0.11623903]
 [-9.31383743 -4.1112831   0.          0.        ]]",[-0.0389619  -0.25645974],[-0.34558904  0.49153948]
19,"[-0.87021414 -0.61908401 -1.4153199   0.0039211  -0.15330714 -0.98873987
 -0.66280133 -0.80094346  0.09146021  0.80904692  0.        ]",[-2.33106468  1.00095882],-0.119735558527,-0.119735558527,"[[ -1.99563061   2.89278989  -0.01724316  -0.11623903]
 [-11.61378164  -3.30273337   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.252621   0.5394088]
20,"[-1.18703516 -0.6102697  -1.19925535  0.07569969 -0.15330668 -0.98873411
 -0.95259939 -0.24465705  0.0861611   0.73316537  0.        ]",[-0.16564731  0.33350526],-0.110755106275,-0.110755106275,"[[ -2.26532176   2.86711579  -0.01724316  -0.11623903]
 [-15.34292616   0.72188941   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.19429202  0.56399608]
21,"[ -1.47081944e+00  -6.19686788e-01  -8.47811012e-01  -1.31753372e-03
  -1.53306215e-01  -9.88728359e-01  -9.79956714e-01  -6.41448867e-02
   3.80368135e-02   6.96439713e-01   0.00000000e+00]",[-0.1458029  -1.67086766],-0.10402573651,-0.10402573651,"[[ -2.57571298   2.89465675  -0.01724316  -0.11623903]
 [-15.6950286    2.02785621   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.19170803  0.58998704]
22,"[-1.64456927 -0.6198216  -0.40974792 -0.002507   -0.15330575 -0.9887226
 -1.00067875 -0.61702826 -0.01238055  0.65425007  0.        ]",[ 0.12502296  0.65020468],-0.0967532385043,-0.0967532385043,"[[ -2.8922899    2.89508054  -0.01724316  -0.11623903]
 [-15.96175227  -1.97214709   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.16646816  0.65359277]
23,"[-1.68488394 -0.61542532  0.05715179  0.03454358 -0.15330529 -0.98871685
 -0.93764017 -0.2558059  -0.07431894  0.6202414   0.        ]",[-1.35352252  0.91009048],-0.090320890715,-0.090320890715,"[[ -3.20338672   2.88185818  -0.01724316  -0.11623903]
 [-15.15064872   0.64120375   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.15105124  0.6829313 ]
24,"[-1.57693248 -0.63053332  0.5552017  -0.10293185 -0.15330483 -0.9887111
 -1.22200448  0.24047209 -0.12213581  0.65595365  0.        ]",[ 0.51878184  0.96980254],-0.0933341281538,-0.0933341281538,"[[ -3.54311411e+00   2.93070651e+00  -1.72431627e-02  -1.16239030e-01]
 [ -1.88099166e+01   4.23165087e+00   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.17334008  0.68075621]
25,"[ -1.31122293e+00  -6.51665563e-01   9.99096145e-01  -3.86311388e-01
  -1.53304368e-01  -9.88705343e-01  -1.03345169e+00   7.46629110e-04
  -1.32827507e-01   7.14241950e-01   0.00000000e+00]",[-0.81289596  0.40803146],-0.100271673946,-0.100271673946,"[[ -3.8949685    3.02994127  -0.01724316  -0.11623903]
 [-16.38372822   2.49730459   0.           0.        ]]",[-0.0389619  -0.25645974],[-0.19638762  0.69789183]
26,"[-0.91520483 -0.65318214  1.31940237 -0.41738248 -0.15330391 -0.98869959
 -1.25836673 -0.41560924 -0.14778752  0.74312422  0.        ]",[ 0.30081189  2.05822748],-0.103574063361,-0.103574063361,"[[ -4.25168297e+00   3.04073762e+00  -1.72431627e-02  -1.16239030e-01]
 [ -1.92780252e+01  -5.14914582e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.2004324   0.74134624]
27,"[-0.42327655 -0.65125309  1.47093994 -0.37848647 -0.15330344 -0.98869383
 -1.13614426 -0.43759031 -0.19171193  0.7667999   0.        ]",[-0.55898282  0.70311888],-0.10600434666,-0.10600434666,"[[ -4.62146469e+00   3.02722142e+00  -1.72431627e-02  -1.16239030e-01]
 [ -1.77053801e+01  -6.73951725e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.22964849  0.75766987]
28,"[ 0.08974717 -0.64943632  1.41745001 -0.34569084 -0.15330298 -0.98868808
 -1.28088626 -0.4063976  -0.2219061   0.81067249  0.        ]",[ 0.27776391  0.00818363],-0.111314462082,-0.111314462082,"[[ -4.99426089e+00   3.01580890e+00  -1.72431627e-02  -1.16239030e-01]
 [ -1.95680320e+01  -4.48293021e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.29333594  0.74484622]
29,"[ 0.55365117 -0.64796167  1.16088338 -0.3211428  -0.15330252 -0.98868233
 -1.16530877 -0.40070903 -0.23187729  0.86558816  0.        ]",[-0.63293222  0.11999588],-0.118126035601,-0.118126035601,"[[ -5.37070060e+00   3.00725584e+00  -1.72431627e-02  -1.16239030e-01]
 [ -1.80808951e+01  -4.07148179e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.37501287  0.71002698]
30,"[ 0.90317557 -0.64709425  0.72788413 -0.30743265 -0.15330206 -0.98867657
 -1.3322251  -0.36167832 -0.21921392  0.92013071  0.        ]",[-2.66102305  0.03021479],-0.124914059116,-0.124914059116,"[[ -5.75387012e+00   3.00247481e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.02289020e+01  -1.24784243e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.42875314  0.64643085]
31,"[ 1.0879461  -0.64680573  0.09821058 -0.30300413 -0.1533016  -0.98867082
 -1.60877291 -0.35041426 -0.18170325  0.96770086  0.        ]",[-1.77431515 -0.27967896],-0.130996413219,-0.130996413219,"[[ -6.19415498e+00   3.00093004e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.37877251e+01  -4.33015569e-02   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.45437294  0.57575941]
32,"[ 0.97161889 -0.64448133 -0.65590099 -0.26871787 -0.15330114 -0.98866507
 -1.87983885 -0.50344333 -0.11540817  1.00198169  0.        ]",[-0.58141909  0.63107991],-0.13602788923,-0.13602788923,"[[ -6.70490984e+00   2.98895619e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.72761283e+01  -1.15041755e+00   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.39862141  0.53457773]
33,"[ 0.47179259 -0.64493635 -1.29747313 -0.27525678 -0.15330067 -0.98865931
 -2.01673102 -0.15497957 -0.04287528  0.98249211  0.        ]",[ 0.71378903  1.06448368],-0.135197157636,-0.135197157636,"[[ -7.26811026e+00   2.99124179e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.90380589e+01   1.37056592e+00   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.28631416  0.50687671]
34,"[-0.24250875 -0.64971218 -1.54870412 -0.35075914 -0.15330021 -0.98865356
 -1.75242604 -0.28061322 -0.01251889  0.92843354  0.        ]",[-0.9854972   0.57060571],-0.129531790049,-0.129531790049,"[[ -7.81474922e+00   3.01757550e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.56371926e+01   4.61656149e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.24121907  0.49803871]
35,"[-0.97289917 -0.64959886 -1.35904535 -0.34882783 -0.15329975 -0.98864781
 -2.01617411 -0.38306331  0.01138235  0.86139409  0.        ]",[-1.28394041 -0.3355564 ],-0.122316862457,-0.122316862457,"[[ -8.36155011e+00   3.01690347e+00  -1.72431627e-02  -1.16239030e-01]
 [ -2.90315699e+01  -2.79531830e-01   0.00000000e+00   0.00000000e+00]]",[-0.0389619  -0.25645974],[-0.13325039  0.54874218]
