timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.96869026  1.84029306  0.06471557 -0.92202031  1.08282153  1.71837458
  0.28991172 -0.35731527  0.33867576 -1.95789602  0.        ]",[ 2.78081768  2.60285692],-0.21477303495,-0.21477303495,"[[ 0.00844962 -0.01840316  0.12610182  0.19746216]
 [ 0.00304913 -0.00165322  0.          0.        ]]",[-0.17998734 -0.26566619],[ 2.59749007  1.2462548 ]
1,"[ 0.96703317  1.84020995  0.12599094 -0.80637729  1.08281865  1.71836626
  0.64255269  0.22038956  0.33557395 -1.84089328  0.        ]",[ 2.99727891 -0.9116755 ],-0.202992865092,-0.202992865092,"[[ 0.04818505  0.0212765   0.12610182  0.19746216]
 [ 3.95733365  3.95643313  0.          0.        ]]",[-0.17998734 -0.26566619],[ 1.81996298  0.48148698]
2,"[ 0.94845665  1.83791137  0.30699316 -0.68376641  1.08281576  1.71835794
  0.98848237 -0.3181432   0.30318185 -1.57236599  0.        ]",[ 2.0882152  -0.18586165],-0.175039369939,-0.175039369939,"[[ 0.16625134  0.06338517  0.12610182  0.19746216]
 [ 7.83637399  0.26673343  0.          0.        ]]",[-0.17998734 -0.26566619],[ 1.02744651  0.50474787]
3,"[ 0.87386301  1.8380709   0.59678297 -0.68992406  1.08281288  1.71834961
  1.32746544 -0.42654633  0.20438324 -1.21448371  0.        ]",[-0.7879788   0.32345965],-0.135250709831,-0.135250709831,"[[  0.36111709   0.06126792   0.12610182   0.19746216]
 [ 11.63754335  -0.4759818    0.           0.        ]]",[-0.17998734 -0.26566619],[-0.14630198  0.13988073]
4,"[ 0.74383487  1.83778308  0.8715596  -0.67992232  1.08281     1.71834129
  1.02890399 -0.23804935  0.03790508 -0.87278049  0.        ]",[ 0.63132514 -0.43455523],-0.0931645581089,-0.0931645581089,"[[ 0.56027813  0.06470595  0.12610182  0.19746216]
 [ 8.2897101   0.81547923  0.          0.        ]]",[-0.17998734 -0.26566619],[-0.40025699  0.02005841]
5,"[ 0.57456661  1.8378659   1.10273923 -0.68319524  1.08280712  1.71833297
  1.23705937 -0.49168191 -0.17146717 -0.59147858  0.        ]",[ 0.67419119  0.71538796],-0.0543961023235,-0.0543961023235,"[[  0.74949163   0.06358027   0.12610182   0.19746216]
 [ 10.62386423  -0.92225525   0.           0.        ]]",[-0.17998734 -0.26566619],[-1.1938765  -0.15329038]
6,"[ 0.30903678  1.83696178  1.33862079 -0.65368394  1.08280424  1.71832465
  1.45606013 -0.0757192  -0.50417624 -0.30248242  0.        ]",[-2.87482752 -1.41429514],-0.0249498353474,-0.0249498353474,"[[  0.98660848   0.07372924   0.12610182   0.19746216]
 [ 13.07965209   1.92765395   0.           0.        ]]",[-0.17998734 -0.26566619],[-1.93405867 -0.74204773]
7,"[ 0.02264086  1.83709628  1.49291375 -0.65816429  1.08280135  1.71831633
  1.08033987 -0.65898432 -0.85005203 -0.12417629  0.        ]",[-0.942238    0.30247663],-0.058701752563,-0.058701752563,"[[ 1.2059309   0.07218752  0.12610182  0.19746216]
 [ 8.86660733 -2.06850776  0.          0.        ]]",[-0.17998734 -0.26566619],[-1.70956862 -0.31778115]
8,"[-0.17162235  1.83922993  1.55499387 -0.74233096  1.08279847  1.71830801
  0.73224923 -0.47797756 -1.05745179 -0.06100356  0.        ]",[-1.53143169 -0.34383525],-0.0839587429514,-0.0839587429514,"[[ 1.34410063  0.04326006  0.12610182  0.19746216]
 [ 4.96336523 -0.82837277  0.          0.        ]]",[-0.17998734 -0.26566619],[-1.39732575 -0.25949156]
9,"[-0.25613081  1.84030961  1.57271444 -0.82986534  1.08279559  1.71829969
  0.3707565  -0.67406582 -1.13116853 -0.04554252  0.        ]",[-0.77584486  0.08200685],-0.0929252559487,-0.0929252559487,"[[ 1.40269767  0.01321312  0.12610182  0.19746216]
 [ 0.90983369 -2.17184823  0.          0.        ]]",[-0.17998734 -0.26566619],[-0.75657952  0.1774326 ]
