timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.01381163  1.97029666  0.03773166 -0.54098882 -0.74258977  1.48446675
  0.30594794 -0.36083397  2.02132344 -1.51624111  0.        ]",[ 2.24603041  1.37187142],-0.334852226748,-0.334852226748,"[[-0.00156349  0.08646559 -0.08444535  0.16936278]
 [ 0.00201786  0.0029439   0.          0.        ]]",[-0.14055698 -0.23572633],[ 2.81312895  2.3485837 ]
1,"[ 1.01276856  1.96470987  0.09855675 -0.42134083 -0.74258799  1.48445939
  0.63737307  0.2016179   2.01217932 -1.40578078  0.        ]",[ 3.59610116  3.27671309],-0.327958000889,-0.327958000889,"[[ 0.03815166  0.1262363  -0.08444535  0.16936278]
 [ 3.95634273  3.96094107  0.          0.        ]]",[-0.14055698 -0.23572633],[ 2.08135915  1.90550101]
2,"[ 0.99638684  1.93597981  0.27839061 -0.07019233 -0.74258621  1.48445203
  0.96225342  0.75293549  1.94624808 -1.0856539   0.        ]",[ 0.70876835  0.34440793],-0.305380365656,-0.305380365656,"[[ 0.15616968  0.24438093 -0.08444535  0.16936278]
 [ 7.8325944   7.84059062  0.          0.        ]]",[-0.14055698 -0.23572633],[ 1.12710488  1.43156505]
3,"[ 0.93214834  1.86404441  0.55012247  0.41296765 -0.74258442  1.48444467
  1.1842554   0.92450669  1.74536465 -0.64827765  0.        ]",[ 1.49762385  1.50110483],-0.26608250833,-0.26608250833,"[[  0.33939721   0.4133068   -0.08444535   0.16936278]
 [ 10.48140008   9.04795964   0.           0.        ]]",[-0.14055698 -0.23572633],[ 0.22309807  1.04558539]
4,"[ 0.77447964  1.72008751  0.88811787  0.9856296  -0.74258264  1.48443731
  1.49840514  1.46148455  1.32490464 -0.21024308  0.        ]",[ 0.51499923  0.69749661],-0.205935277851,-0.205935277851,"[[  0.58663085   0.63218003  -0.08444535   0.16936278]
 [ 14.22968006  12.82673389   0.           0.        ]]",[-0.14055698 -0.23572633],[-0.89640486  0.40845266]
5,"[ 0.48460137  1.46130828  1.22940559  1.59368645 -0.74258086  1.48442994
  1.64566533  1.81767248  0.6674142   0.01768405  0.        ]",[-1.07039025  0.01872385],-0.123152547169,-0.123152547169,"[[  0.8888517    0.91386462  -0.08444535   0.16936278]
 [ 15.98679015  15.33332536   0.           0.        ]]",[-0.14055698 -0.23572633],[-1.6472168  -0.20914091]
6,"[ 0.14644369  1.11101637  1.44805001  2.03730533 -0.74257907  1.48442258
  1.28773314  1.78512229  0.05089963 -0.13255708  0.        ]",[-0.96116241  0.88676896],-0.0439765453783,-0.0439765453783,"[[  1.1657411    1.21823364  -0.08444535   0.16936278]
 [ 11.71626563  15.10434917   0.           0.        ]]",[-0.14055698 -0.23572633],[-1.63541245 -0.44927734]
7,"[-0.11756807  0.67931841  1.53796363  2.22289013 -0.74257729  1.48441522
  0.9496671   2.24163413 -0.30870913 -0.52323068  0.        ]",[-1.00649819 -1.26786998],-0.046598464717,-0.046598464717,"[[  1.3595968    1.55255428  -0.08444535   0.16936278]
 [  7.68273556  18.31700753   0.           0.        ]]",[-0.14055698 -0.23572633],[-1.44920254 -0.59682202]
8,"[-0.27651887  0.25921052  1.56453039  2.08397102 -0.74257551  1.48440786
  0.60541341  1.62748256 -0.4005709  -0.92336054  0.        ]",[-0.90831655 -0.40529883],-0.0933149232431,-0.0933149232431,"[[  1.47204487   1.87553258  -0.08444535   0.16936278]
 [  3.5753614   13.99521035   0.           0.        ]]",[-0.14055698 -0.23572633],[-1.26422286 -0.54945225]
9,"[-0.3260735  -0.05231394  1.56884749  1.75190532 -0.74257372  1.4844005
  0.29822333  1.36009284 -0.33934682 -1.1866129   0.        ]",[-1.51414558 -1.18013779],-0.122602929226,-0.122602929226,"[[  1.50678032   2.13655813  -0.08444535   0.16936278]
 [ -0.08980175  12.11359272   0.           0.        ]]",[-0.14055698 -0.23572633],[-1.04716933 -0.48354131]
