timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.99748225  1.52654262 -0.07299178 -1.17422145 -1.57277826 -0.62914506
  0.22000343 -0.34672006  3.43428584  0.54657244  0.        ]",[ 1.43178109  2.43390242],-0.395943269907,-0.395943269907,"[[-0.04247596  0.01595729 -0.18071504 -0.07207468]
 [-0.00342037  0.00466424  0.          0.        ]]",[-0.42978433 -0.46017089],[ 1.3834722   3.00198364]
1,"[ 0.99891546  1.52469877 -0.01509417 -1.070671   -1.57277531 -0.62914459
  0.66957823  0.31828496  3.43400886  0.69901172  0.        ]",[ 0.66084787  3.11243735],-0.398195100835,-0.398195100835,"[[ -2.86862024e-03   5.57620464e-02  -1.80715036e-01  -7.20746789e-02]
 [  3.95099559e+00   3.96262504e+00   0.00000000e+00   0.00000000e+00]]",[-0.42978433 -0.46017089],[ 1.39546609  2.77673554]
2,"[ 0.99068606  1.50723179  0.13738439 -0.76521196 -1.57277236 -0.62914411
  0.95773979  0.97021455  3.3886473   1.11403446  0.        ]",[ 1.71828078  3.88112414],-0.402008136403,-0.402008136403,"[[ 0.10158187  0.17394528 -0.18071504 -0.07207468]
 [ 6.48564155  7.84276686  0.          0.        ]]",[-0.42978433 -0.46017089],[ 1.346313    2.49982285]
3,"[ 0.94117903  1.43987426  0.37868944 -0.27691123 -1.57276941 -0.62914364
  1.39277325  1.6091434   3.18122756  1.74063134  0.        ]",[ 1.69249939  2.85672346],-0.400653523679,-0.400653523679,"[[  0.26968633   0.36895523  -0.18071504  -0.07207468]
 [ 10.31216698  11.64554366   0.           0.        ]]",[-0.42978433 -0.46017089],[ 2.10608077  2.69180131]
4,"[ 0.79284024  1.27192691  0.70749529  0.33736771 -1.57276646 -0.62914317
  1.81931544  2.23539589  2.6488078   2.4309047   0.        ]",[ 2.66920942  2.18773115],-0.383146046659,-0.383146046659,"[[  0.51357068   0.63926426  -0.18071504  -0.07207468]
 [ 14.06402389  15.37290138   0.           0.        ]]",[-0.42978433 -0.46017089],[ 2.78097439  2.4546876 ]
5,"[ 0.47746213  0.95154202  1.06988939  0.9511378  -1.57276351 -0.62914269
  2.23764943  2.84918966  1.73387879  2.80323088  0.        ]",[ 2.1596879   1.24800196],-0.336026388529,-0.336026388529,"[[  0.83176616   0.98337727  -0.18071504  -0.07207468]
 [ 17.74371347  19.0261559    0.           0.        ]]",[-0.42978433 -0.46017089],[ 2.35042477  1.18383777]
6,"[-0.05386642  0.45600643  1.36373562  1.34955719 -1.57276056 -0.62914222
  2.64805632  3.45074058  0.70667422  2.41773399  0.        ]",[-0.10660561 -1.90312671],-0.250823106216,-0.250823106216,"[[  1.22285485   1.39982516  -0.18071504  -0.07207468]
 [ 21.35372182  22.60661691   0.           0.        ]]",[-0.42978433 -0.46017089],[ 0.18311265 -1.33307552]
7,"[-0.71143021 -0.06633822  1.44770125  1.3147867  -1.57275761 -0.62914174
  2.55274295  2.70996676  0.19914184  1.43092393  0.        ]",[-2.86898453 -2.11142659],-0.154663827382,-0.154663827382,"[[  1.64152249   1.80772139  -0.18071504  -0.07207468]
 [ 20.51544112  18.1977172    0.           0.        ]]",[-0.42978433 -0.46017089],[-1.99257779 -2.68102217]
8,"[-1.27504258 -0.44614072  1.31376038  0.99328718 -1.57275466 -0.62914127
  2.05699533  1.98399892  0.29608458  0.61261547  0.        ]",[-1.5045192  -3.23183061],-0.105417450312,-0.105417450312,"[[  2.00808579   2.12832251  -0.18071504  -0.07207468]
 [ 16.154907    13.87688446   0.           0.        ]]",[-0.42978433 -0.46017089],[-2.39140916 -2.63060689]
9,"[-1.64885116 -0.68234307  1.09085368  0.61177208 -1.57275171 -0.6291408
  1.5707843   1.27248359  0.59604537  0.21865109  0.        ]",[-2.34101644 -2.5058463 ],-0.11464054389,-0.11464054389,"[[  2.28827777   2.36337006  -0.18071504  -0.07207468]
 [ 11.87822374   9.64204361   0.           0.        ]]",[-0.42978433 -0.46017089],[-2.11845827 -1.97161245]
10,"[-1.86264467 -0.80828278  0.88311135  0.31168121 -1.57274876 -0.62914032
  1.09404125  0.57510157  0.84056498  0.09918814  0.        ]",[-2.04949063 -0.19987005],-0.135470374181,-0.135470374181,"[[ 2.4837699   2.51456497 -0.18071504 -0.07207468]
 [ 7.68480308  5.49131282  0.          0.        ]]",[-0.42978433 -0.46017089],[-1.4790045  -1.13552058]
11,"[-1.96425175 -0.87915264  0.74761975  0.09180834 -1.57274581 -0.62913985
  0.62667342  0.42384786  0.99407706  0.09547241  0.        ]",[-1.0753941  -0.03199682],-0.150393050897,-0.150393050897,"[[ 2.59621981  2.61535868 -0.18071504 -0.07207468]
 [ 3.57383909  4.59107102  0.          0.        ]]",[-0.42978433 -0.46017089],[-0.7159164  -0.51219141]
12,"[-1.98930983 -0.93268401  0.70844959 -0.11495081 -1.57274286 -0.62913937
  0.16853411  0.38727434  1.09134203  0.14790111  0.        ]",[-0.11368506  1.06416435],-0.160720001223,-0.160720001223,"[[ 2.62726466  2.70499607 -0.18071504 -0.07207468]
 [-0.45595275  4.37339145  0.          0.        ]]",[-0.42978433 -0.46017089],[-0.35593149 -0.29588842]
13,"[-1.97853441 -0.99210363  0.72562375 -0.42094575 -1.57273991 -0.6291389
  0.11840805  1.0379911   1.19532643  0.25525531  0.        ]",[ 0.26232207 -0.11748353],-0.172753969431,-0.172753969431,"[[ 2.61372172  2.83132287 -0.18071504 -0.07207468]
 [-0.89686069  8.24638075  0.          0.        ]]",[-0.42978433 -0.46017089],[-0.07255873  0.02790134]
