timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.987638    3.72137904],[ 2.82645531  4.16933227],-0.314564783102,-0.314564783102,"[ 0.98702279  1.52205542 -0.11451027 -1.26376048 -0.86955441  0.29005529
  0.23341648 -0.34620673  2.56918066 -0.84609066  0.        ]","[[-0.08240303 -0.03583013 -0.10076927  0.03411502]
 [-0.00240639  0.00322739  0.          0.        ]]",[-0.39549071 -0.42151541]
1,[ 2.45042109  2.92323112],[ 1.98019099  3.17123362],-0.313511557743,-0.313511557743,"[ 0.99099528  1.52285901 -0.05656488 -1.15927985 -0.86955352  0.29005511
  0.66762709  0.31031079  2.57842349 -0.69942438  0.        ]","[[ -4.27756230e-02   3.94618180e-03  -1.00769267e-01   3.41150194e-02]
 [  3.95198551e+00   3.96121768e+00   0.00000000e+00   0.00000000e+00]]",[-0.39549071 -0.42151541]
2,[ 1.73783159  2.21403956],[ 1.76942551  2.53140401],-0.308396202321,-0.308396202321,"[ 0.98793497  1.51339629  0.11610717 -0.84967459 -0.86955263  0.29005492
  1.09325608  0.95383353  2.55618747 -0.26350185  0.        ]","[[ 0.07515536  0.12209634 -0.10076927  0.03411502]
 [ 7.82823031  7.84086869  0.          0.        ]]",[-0.39549071 -0.42151541]
3,[ 1.09271431  1.70498228],[ 0.51248217  1.22382557],-0.293651330194,-0.293651330194,"[ 0.93444147  1.4594564   0.39669235 -0.35053926 -0.86955174  0.29005474
  1.5105012   1.58460794  2.36160303  0.41462699  0.        ]","[[  0.26984458   0.31706866  -0.10076927   0.03411502]
 [ 11.62813669  11.64367594   0.           0.        ]]",[-0.39549071 -0.42151541]
4,[ 0.73853523  0.97555697],[ 0.20596362  1.15434565],-0.262700739843,-0.262700739843,"[ 0.78019177  1.30968394  0.73468363  0.28621552 -0.86955085  0.29005456
  1.70781991  2.2029876   1.84483238  1.11663937  0.        ]","[[  0.52043542   0.58734787  -0.10076927   0.03411502]
 [ 13.42516857  15.37178729   0.           0.        ]]",[-0.39549071 -0.42151541]
5,[ 0.26395154  0.02048102],[-1.2600962  -0.36294844],-0.212034596317,-0.212034596317,"[ 0.51255744  1.0098078   1.05150131  0.93862413 -0.86954996  0.29005437
  1.76825012  2.80915241  1.02308447  1.48618809  0.        ]","[[  0.79445787   0.93145099  -0.10076927   0.03411502]
 [ 13.97555035  19.02630868   0.           0.        ]]",[-0.39549071 -0.42151541]
6,[-0.11119977 -0.59943914],[-1.20670059 -1.03237819],-0.15256331927,-0.15256331927,"[ 0.21248188  0.59869931  1.26337368  1.35736841 -0.86954908  0.29005419
  1.30378236  2.50838121  0.25836621  1.32306807  0.        ]","[[  1.03153071   1.29378452  -0.10076927   0.03411502]
 [  9.74561595  17.21308244   0.           0.        ]]",[-0.39549071 -0.42151541]
7,[-0.37509039 -0.80906022],[ 0.26032505  0.21076139],-0.103742267337,-0.103742267337,"[-0.00725395  0.22015387  1.36352036  1.4567582  -0.86954819  0.29005401
  0.84837805  1.79516765 -0.15081077  0.92469851  0.        ]","[[  1.1848344    1.5949048   -0.10076927   0.03411502]
 [  5.59821075  12.91327147   0.           0.        ]]",[-0.39549071 -0.42151541]
8,[-1.37151146 -1.78913093],[-1.33497096 -0.81202869],-0.0621847096506,-0.0621847096506,"[-0.19126702 -0.11070521  1.42024969  1.34918271 -0.8695473   0.29005383
  0.94949496  1.89113283 -0.33503992  0.48843781  0.        ]","[[  1.30603774   1.85897537  -0.10076927   0.03411502]
 [  6.51910206  13.49185957   0.           0.        ]]",[-0.39549071 -0.42151541]
9,[-1.13034725 -1.80500293],[-1.40901184 -1.6452676 ],-0.0306726159024,-0.0306726159024,"[-0.33107685 -0.38463026  1.44882806  1.10622655 -0.86954641  0.29005364
  0.50083131  1.31354874 -0.35655607  0.10644958  0.        ]","[[  1.39542593   2.09387509  -0.10076927   0.03411502]
 [  2.43308111  10.00971076   0.           0.        ]]",[-0.39549071 -0.42151541]
