timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.377631909682,[ 1.64697259  2.36635802],-0.377631909682,[ 0.94609582  1.995965  ],"[[ 0.07371317 -0.05625397 -0.16154004 -0.05983818]
 [-0.00264312 -0.00280897  0.          0.        ]]","[ 1.07895699  2.01075073  0.0953773  -0.90792501 -1.37035756 -0.50425834
  0.25249174 -0.35410958  2.43917819  0.47820799  0.        ]",[-0.05592696 -0.24707283]
1,-0.379302860397,[ 1.25772695  2.55031178],-0.379302860397,[ 0.73160636  1.88141632],"[[ 0.1133359  -0.01659718 -0.16154004 -0.05983818]
 [ 3.95175373  3.95530187  0.          0.        ]]","[ 1.07380484  2.01264446  0.15527002 -0.78892199 -1.37034699 -0.50425665
  0.56092915  0.19678921  2.43286158  0.58074144  0.        ]",[-0.05592696 -0.24707283]
2,-0.381763079414,[-0.45186439  2.38297008],-0.381763079414,[ 0.44301018  1.74051809],"[[ 0.23126221  0.10143585 -0.16154004 -0.05983818]
 [ 7.82799098  7.83507242  0.          0.        ]]","[ 1.04569623  2.0059631   0.33156599 -0.43500021 -1.37033642 -0.50425495
  0.86326867  0.7367833   2.37829963  0.88008271  0.        ]",[-0.05592696 -0.24707283]
3,-0.378630227984,[-0.39703576  0.60326268],-0.378630227984,[ 0.23271415  1.62786388],"[[  0.3683205    0.29631597  -0.16154004  -0.05983818]
 [  5.88435841  11.64024955   0.           0.        ]]","[ 0.98944171  1.9548035   0.53022631  0.13776943 -1.37032584 -0.50425326
  0.71166383  1.26639013  2.22326727  1.24508084  0.        ]",[-0.05592696 -0.24707283]
4,-0.366839870876,[ 0.45500072  1.04784429],-0.366839870876,[ 0.10045522  1.52884555],"[[  0.46907731   0.55078095  -0.16154004  -0.05983818]
 [  4.19699799  13.79904595   0.           0.        ]]","[ 0.93248808  1.81604025  0.66993192  0.8325089  -1.37031527 -0.50425156
  0.58004866  1.56684272  1.98384335  1.52955748  0.        ]",[-0.05592696 -0.24707283]
5,-0.342947273115,[ 0.88886128  1.04574257],-0.342947273115,[-0.08502704  1.36210859],"[[  0.5702422    0.86374213  -0.16154004  -0.05983818]
 [  5.91399804  17.48479009   0.           0.        ]]","[ 0.86264541  1.54663897  0.80319621  1.54397047 -1.3703047  -0.50424987
  0.71397097  2.07980284  1.63953195  1.724366    0.        ]",[-0.05592696 -0.24707283]
6,-0.298490976018,[-1.48462231  3.08212235],-0.298490976018,[-0.2064624   1.19498038],"[[  0.72264635   1.24968081  -0.16154004  -0.05983818]
 [  9.31551575  21.09704382   0.           0.        ]]","[ 0.73509113  1.10239099  0.98772315  2.11030855 -1.37029413 -0.50424817
  0.97928298  2.58250651  1.15372312  1.76030118  0.        ]",[-0.05592696 -0.24707283]
7,-0.236435422918,[ 0.13734529  2.45766277],-0.236435422918,[-0.25913537  1.01930404],"[[  0.86743125   1.70716482  -0.16154004  -0.05983818]
 [  5.17672852  24.63952029   0.           0.        ]]","[ 0.59146264  0.50171976  1.14152048  2.23589106 -1.37028356 -0.50424648
  0.65645652  3.0754579   0.71880714  1.50046415  0.        ]",[-0.05592696 -0.24707283]
8,-0.17288121015,[-1.85749714  0.56349417],-0.17288121015,[-0.35061786  0.82499075],"[[  0.97542719   2.23478704  -0.16154004  -0.05983818]
 [  5.62147661  28.11114142   0.           0.        ]]","[ 0.47189082 -0.13718913  1.24061592  1.62576005 -1.37027299 -0.50424478
  0.69114403  3.55849265  0.53399954  1.01311414  0.        ]",[-0.05592696 -0.24707283]
9,-0.148525655433,[-0.23376554  1.11004935],-0.148525655433,[-0.32981029  0.74225569],"[[  1.04704976   2.81381211  -0.16154004  -0.05983818]
 [  1.55384855  29.78575242   0.           0.        ]]","[ 0.38748781 -0.57680513  1.29831827  0.22763737 -1.37026242 -0.50424308
  0.3738684   3.79139415  0.68531429  0.51737916  0.        ]",[-0.05592696 -0.24707283]
