timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.08618123  1.92924168 -0.18501158 -0.88631524  0.55203035  1.4077816
  0.19782109 -0.33356744  0.7943342  -1.57001915  0.        ]",[ 0.37210328  1.62724997],-0.236762713026,-0.236762713026,"[[-0.09015705 -0.07270318  0.06416949  0.16112258]
 [-0.00158288  0.00248894  0.          0.        ]]",[-0.02264742 -0.2338555 ],[ 0.90584838  1.45339823]
1,"[ 1.08786525  1.93195965 -0.1627727  -0.77604868  0.55202786  1.4077671
  0.31425456  0.21200332  0.80099013 -1.51141386  0.        ]",[ 2.21117859  0.98821933],-0.231511836773,-0.231511836773,"[[-0.07543485 -0.03293179  0.06416949  0.16112258]
 [ 1.46891033  3.9614574   0.          0.        ]]",[-0.02264742 -0.2338555 ],[ 0.76756132  1.34943402]
2,"[ 1.09177865  1.92793738 -0.05865509 -0.44959247  0.55202538  1.40775259
  0.62506463  0.7402117   0.80522335 -1.2949849   0.        ]",[ 0.71449027  1.51215747],-0.211289064997,-0.211289064997,"[[ -6.67257679e-03   8.47549409e-02   6.41694922e-02   1.61122576e-01]
 [  5.39426262e+00   7.79444539e+00   0.00000000e+00   0.00000000e+00]]",[-0.02264742 -0.2338555 ],[ 0.53282475  1.19773757]
3,"[ 1.08034455  1.88203588  0.14567689  0.07949308  0.55202289  1.40773808
  0.84031238  1.26444513  0.73742064 -0.91131518  0.        ]",[-0.1644902   1.04061931],-0.171664118184,-0.171664118184,"[[  0.12848733   0.27881259   0.06416949   0.16112258]
 [  8.11274841  11.59863679   0.           0.        ]]",[-0.02264742 -0.2338555 ],[ 0.22240683  0.997087  ]
4,"[ 1.03666472  1.74067482  0.37412119  0.76235575  0.5520204   1.40772358
  0.77602121  1.77846089  0.52316033 -0.49396114  0.        ]",[-0.24423252  0.86797112],-0.118102496562,-0.118102496562,"[[  0.28259509   0.54821133   0.06416949   0.16112258]
 [  7.30085262  15.32879441   0.           0.        ]]",[-0.02264742 -0.2338555 ],[-0.10516198  0.75975364]
5,"[ 0.97242131  1.45108697  0.56601488  1.46626176  0.55201791  1.40770907
  0.68810526  2.21024063  0.16745611 -0.1969438   0.        ]",[-0.29795301 -0.26530769],-0.0581081011601,-0.0581081011601,"[[  0.4174709    0.8862275    0.06416949   0.16112258]
 [  6.19058466  18.46236763   0.           0.        ]]",[-0.02264742 -0.2338555 ],[-0.4027735  0.5101915]
6,"[ 0.90232937  1.04675692  0.71542234  1.94240529  0.55201542  1.40769457
  0.58523872  2.0151048  -0.23137563 -0.10519125  0.        ]",[-0.11441449  1.1104148 ],-0.0029250543513,-0.0029250543513,"[[  0.52824896   1.24126994   0.06416949   0.16112258]
 [  4.89149456  17.04658431   0.           0.        ]]",[-0.02264742 -0.2338555 ],[-0.47443187  0.42115906]
7,"[ 0.83262385  0.56047914  0.83286504  2.08858689  0.55201293  1.40768007
  0.54184214  2.51417856 -0.59923413 -0.21402581  0.        ]",[ 0.95535996 -0.60792816],-0.0536242357488,-0.0536242357488,"[[  0.62057863   1.6185436    0.06416949   0.16112258]
 [  4.34346133  20.66870477   0.           0.        ]]",[-0.02264742 -0.2338555 ],[-0.47949204  0.37917989]
8,"[ 0.72399921  0.07366094  0.9785798   1.83565695  0.55201044  1.40766556
  0.83467035  2.12596281 -0.89409189 -0.48753488  0.        ]",[-0.95144176  0.78600028],-0.105483014407,-0.105483014407,"[[  0.74455323   2.00365413   0.06416949   0.16112258]
 [  8.04169843  17.85175841   0.           0.        ]]",[-0.02264742 -0.2338555 ],[-0.45958602  0.37981883]
9,"[ 0.60234123 -0.33233539  1.10606948  1.21435353  0.55200795  1.40765106
  0.52399429  2.50606494 -1.01173656 -0.85266116  0.        ]",[-0.72794041 -0.83463861],-0.145894651563,-0.145894651563,"[[  0.86602264   2.38836987   0.06416949   0.16112258]
 [  4.11815293  20.61061045   0.           0.        ]]",[-0.02264742 -0.2338555 ],[-0.44436255  0.35963523]
