timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.83501101  2.44381595],[ 3.10384541  3.35065925],-0.189996382828,-0.189996382828,"[ 0.99822045  1.48819229 -0.11343859 -1.41850023  0.84230951  1.11218893
  0.22283211 -0.34440828  0.62490877 -2.05700716  0.        ]","[[-0.07879601 -0.0761558   0.09699578  0.12908055]
 [ 0.00211593  0.0048114   0.          0.        ]]",[-0.44375435 -0.46223089]
1,[ 2.14405966  1.139557  ],[ 2.32269347  0.69500568],-0.180672772082,-0.180672772082,"[ 1.0019545   1.49105788 -0.05558309 -1.31463762  0.84230875  1.11218761
  0.67119134  0.32542354  0.63744405 -1.90523084  0.        ]","[[-0.03907901 -0.0363481   0.09699578  0.12908055]
 [ 3.95642004  3.96277276  0.          0.        ]]",[-0.44375435 -0.46223089]
2,[-0.30338824  0.07454649],[-1.05738031 -1.24990001],-0.153078961467,-0.153078961467,"[ 0.99819968  1.48878862  0.11651692 -1.03762031  0.84230799  1.1121863
  1.11073907  0.77761897  0.62596088 -1.468692    0.        ]","[[ 0.07894431  0.06971613  0.09699578  0.12908055]
 [ 7.83301717  6.63474694  0.          0.        ]]",[-0.44375435 -0.46223089]
3,[ 0.65523493  1.28346646],[ 0.98580522  1.20721693],-0.126368022282,-0.126368022282,"[ 0.97310365  1.4752467   0.28330568 -0.7997462   0.84230723  1.11218498
  0.64481479  0.08554702  0.55260735 -1.06714801  0.        ]","[[ 0.19437589  0.16138112  0.09699578  0.12908055]
 [ 3.72380777  2.54537532  0.          0.        ]]",[-0.44375435 -0.46223089]
4,[ -1.65477288e+00  -1.48016214e-03],[-1.10208975  0.19268407],-0.100164125979,-0.100164125979,"[ 0.92840843  1.45157959  0.44275312 -0.56932139  0.84230647  1.11218366
  1.0784755   0.74687275  0.42474763 -0.69614525  0.        ]","[[ 0.30722581  0.25149584  0.09699578  0.12908055]
 [ 7.54848299  6.45307296  0.          0.        ]]",[-0.44375435 -0.46223089]
5,[-1.07204556  0.16728306],[-1.46750152  0.04361747],-0.0713752804894,-0.0713752804894,"[ 0.86634469  1.39714133  0.59249224 -0.23348126  0.8423057   1.11218235
  0.61298851  0.85462479  0.21386704 -0.32210092  0.        ]","[[ 0.41700534  0.38694555  0.09699578  0.12908055]
 [ 3.44313078  7.08977127  0.          0.        ]]",[-0.44375435 -0.46223089]
6,[-0.00688767  0.23418847],[-0.82946713  0.38425782],-0.055238819001,-0.055238819001,"[ 0.84733082  1.31666251  0.63025818  0.09940446  0.84230494  1.11218103
  0.15672116  0.86034568  0.05448799 -0.14931997  0.        ]","[[ 0.44549385  0.5290803   0.09699578  0.12908055]
 [-0.58091079  7.12357995  0.          0.        ]]",[-0.44375435 -0.46223089]
7,[ 1.04891992 -0.09646848],[ 1.1248489   0.06741533],-0.0468579887229,-0.0468579887229,"[ 0.87646724  1.20245212  0.57114504  0.43457949  0.84230418  1.11217971
 -0.21410035  1.09416166 -0.03380402 -0.12199844  0.        ]","[[ 0.40106247  0.68541412  0.09699578  0.12908055]
 [-3.85136429  8.50517719  0.          0.        ]]",[-0.44375435 -0.46223089]
8,[-0.41783726 -0.76068473],[ 0.06113108 -1.99901694],-0.0355434214943,-0.0355434214943,"[ 0.89827226  1.04985716  0.52164576  0.75486328  0.84230342  1.1121784
  0.24314316  1.11061391 -0.15674259 -0.09087595  0.        ]","[[ 0.36449521  0.85649284  0.09699578  0.12908055]
 [ 0.18128438  8.60239932  0.          0.        ]]",[-0.44375435 -0.46223089]
9,[-0.56759286 -0.32165644],[-1.43856642 -0.71251244],-0.0243742340302,-0.0243742340302,"[ 0.89481158  0.91659333  0.52985891  0.96101414  0.84230266  1.11217708
  0.27032019  0.41167052 -0.30498231 -0.03402368  0.        ]","[[ 0.37052622  0.98710348  0.09699578  0.12908055]
 [ 0.42097273  4.47242978  0.          0.        ]]",[-0.44375435 -0.46223089]
