timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.07714037  1.74210344 -0.16909825 -0.57572598 -1.54074308 -1.65780775
  0.08403949 -0.29837072  2.43561902  1.29795111  0.        ]",[ 1.25614498 -0.85317813],-0.427141793836,-0.427141793836,"[[ -7.44934233e-02   1.34852569e-02  -1.78524595e-01  -1.92679417e-01]
 [  1.74859378e-04  -2.50137569e-04   0.00000000e+00   0.00000000e+00]]",[ 0.00348032 -0.19387691],[ 0.40356436  1.2513665 ]
1,"[ 1.08013868  1.74191724 -0.10869821 -0.65889983 -1.54071531 -1.65777455
  0.41884185 -0.76156118  2.43728248  1.3329188   0.        ]",[ 1.02165698  1.37631357],-0.42931370677,-0.42931370677,"[[-0.03478628 -0.02043007 -0.1785246  -0.19267942]
 [ 3.95735915 -3.3800131   0.          0.        ]]",[ 0.00348032 -0.19387691],[ 0.39204928  1.24990892]
2,"[ 1.07615744  1.74071062  0.07097368 -0.72560574 -1.54068754 -1.65774136
  0.74677738 -0.20993087  2.43589597  1.49857185  0.        ]",[ 0.51805667  0.60528235],-0.438878805146,-0.438878805146,"[[ 0.08325039 -0.04764617 -0.1785246  -0.19267942]
 [ 7.83340712  0.64499575  0.          0.        ]]",[ 0.00348032 -0.19387691],[ 0.2968494   1.18823588]
3,"[ 1.03467289  1.74203152  0.33435526 -0.63535841 -1.54065977 -1.65770816
  0.9069729   0.11668534  2.39237983  1.80578409  0.        ]",[ 0.27407702  0.67207706],-0.453824961585,-0.453824961585,"[[ 0.25891657 -0.01083509 -0.1785246  -0.19267942]
 [ 9.72690888  3.02817104  0.          0.        ]]",[ 0.00348032 -0.19387691],[ 0.20592609  1.13519645]
4,"[ 0.93513479  1.7384414   0.6239068  -0.42298703 -1.540632   -1.65767497
  0.98233364  0.47313182  2.25857511  2.17382094  0.        ]",[ 1.47187223  0.29222845],-0.466509103273,-0.466509103273,"[[  0.4623926    0.07582345  -0.1785246   -0.19267942]
 [ 10.61774051   5.62900867   0.           0.        ]]",[ 0.00348032 -0.19387691],[ 0.11714464  1.08301628]
5,"[ 0.74331232  1.71715047  0.94003877 -0.12419589 -1.54060423 -1.65764178
  1.29922062  0.61622645  1.9761988   2.56392793  0.        ]",[-0.6723403   0.78453132],-0.471633765295,-0.471633765295,"[[  0.71232775   0.19887978  -0.1785246   -0.19267942]
 [ 14.36333607   6.67312875   0.           0.        ]]",[ 0.00348032 -0.19387691],[ 0.02114868  1.02110338]
6,"[ 0.47729208  1.66010433  1.20102815  0.26028026 -1.54057647 -1.65760859
  1.05007086  1.0239792   1.55756097  2.84598058  0.        ]",[-0.67977596  1.50719188],-0.462720279047,-0.462720279047,"[[  0.97004955   0.36219395  -0.1785246   -0.19267942]
 [ 11.4186946    9.64836001   0.           0.        ]]",[ 0.00348032 -0.19387691],[-0.03498484  0.96640754]
7,"[ 0.23521461  1.52647523  1.34652248  0.76188067 -1.5405487  -1.6575754
  0.80336978  1.54056368  1.11288643  2.92691366  0.        ]",[-0.37970551  0.64616989],-0.439219577516,-0.439219577516,"[[  1.16916796   0.59298127  -0.1785246   -0.19267942]
 [  8.5029373   13.41779885   0.           0.        ]]",[ 0.00348032 -0.19387691],[-0.03107966  0.94792265]
8,"[ 0.03368833  1.27970783  1.42099901  1.28838104 -1.54052094 -1.65754222
  0.66207593  1.85482145  0.70563535  2.81562988  0.        ]",[-0.00235396  1.26743443],-0.402418561431,-0.402418561431,"[[  1.32247086   0.88434684  -0.1785246   -0.19267942]
 [  6.83300233  15.71110485   0.           0.        ]]",[ 0.00348032 -0.19387691],[-0.01163551  0.93256015]
9,"[-0.15086837  0.89542228  1.45797286  1.70703802 -1.54049318 -1.65750904
  0.64993383  2.35475362  0.38042809  2.52387519  0.        ]",[-1.51907893  0.09360616],-0.351660515432,-0.351660515432,"[[  1.45768943   1.23517468  -0.1785246   -0.19267942]
 [  6.6895499   19.35951336   0.           0.        ]]",[ 0.00348032 -0.19387691],[-0.02151915  0.87727892]
