timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.111882045297,[-1.14316633  1.38821188],-0.111882045297,[-1.46821237  1.67050052],"[[ 0.01657483  0.09076845  0.10498295 -0.02686205]
 [ 0.00116086  0.00348156  0.          0.        ]]","[ 0.96148682  1.62669734  0.05103165 -0.80490174  0.91816651 -0.22994554
  0.25860513 -0.35044894  0.4942458   0.22901424  0.        ]",[-0.25605252 -0.31227621]
1,-0.110506154337,[-1.41928747  1.11600483],-0.110506154337,[-0.9400382   1.37632275],"[[-0.02310819  0.13058062  0.10498295 -0.02686205]
 [-3.95628218  3.96452754  0.          0.        ]]","[ 0.96128167  1.62114547 -0.00850731 -0.69749473  0.91816518 -0.22994535
 -0.14163131  0.2703276   0.49411185  0.18758416  0.        ]",[-0.25605252 -0.31227621]
2,-0.106275819763,[-0.03171553 -0.20670002],-0.106275819763,[-0.13904729  0.80425942],"[[-0.14115466  0.24882632  0.10498295 -0.02686205]
 [-7.83545671  7.84708488  0.          0.        ]]","[ 0.94607106  1.59302669 -0.18493303 -0.3824455   0.91816384 -0.22994516
 -0.53395192  0.8788028   0.48515027  0.06455674  0.        ]",[-0.25605252 -0.31227621]
3,-0.10043784579,[ 0.19209657  0.43650522],-0.10043784579,[ 0.3639701   0.95533687],"[[-0.29756471  0.39599663  0.10498295 -0.02686205]
 [-7.80565584  6.87318644  0.          0.        ]]","[ 0.89264106  1.53424443 -0.41376443 -0.00386213  0.91816251 -0.22994497
 -0.53093747  0.72617203  0.45470362 -0.10592046  0.        ]",[-0.25605252 -0.31227621]
4,-0.0948068878395,[-0.12037014  0.37607417],-0.0948068878395,[ 0.58479792  0.59192789],"[[-0.44451089  0.54943207  0.10498295 -0.02686205]
 [-6.89199397  8.46505401  0.          0.        ]]","[ 0.80899125  1.44619094 -0.61906392  0.3666148   0.91816118 -0.22994478
 -0.43853356  0.97564899  0.40485875 -0.24192367  0.        ]",[-0.25605252 -0.31227621]
5,-0.0880488855762,[ 2.04061976 -0.67291844],-0.0880488855762,[ 0.88439518  0.19120333],"[[-0.58576661  0.73199224  0.10498295 -0.02686205]
 [-7.23244614  9.78655035  0.          0.        ]]","[ 0.69972739  1.30870118 -0.8033542   0.76335481  0.91815985 -0.22994459
 -0.47296487  1.18275249  0.33537054 -0.32341197  0.        ]",[-0.25605252 -0.31227621]
6,-0.0809662586119,[ 0.63872991  0.07634344],-0.0809662586119,[ 0.18449032  0.3276549 ],"[[-0.68927592  0.89903125  0.10498295 -0.02686205]
 [-3.13209274  6.92692312  0.          0.        ]]","[ 0.60295747  1.15544329 -0.92810266  1.07382779  0.91815852 -0.2299444
 -0.05827372  0.73458919  0.26704352 -0.33849467  0.        ]",[-0.25605252 -0.31227621]
7,-0.0746625307023,[-0.45218077  1.12325434],-0.0746625307023,[-0.5620178  -0.08756164],"[[-0.72593989  1.03921875  0.10498295 -0.02686205]
 [-0.54288073  7.09129855  0.          0.        ]]","[ 0.56550912  1.00975711 -0.96990456  1.28905113  0.91815719 -0.22994421
  0.20358746  0.76034926  0.21784837 -0.25243856  0.        ]",[-0.25605252 -0.31227621]
8,-0.0666447298741,[ 0.02435412 -0.73102298],-0.0666447298741,[-0.36404046 -0.91763747],"[[ -0.75464967   1.21936874   0.10498295  -0.02686205]
 [ -2.32214617  10.91095488   0.           0.        ]]","[ 0.5350797   0.80454764 -1.00170531  1.49773002  0.91815586 -0.22994402
  0.02364034  1.35896535  0.14166301 -0.11321408  0.        ]",[-0.25605252 -0.31227621]
9,-0.0579056779099,[-1.45710416 -2.2836436 ],-0.0579056779099,[-0.4506222  -0.64466226],"[[-0.79965523  1.40637799  0.10498295 -0.02686205]
 [-2.17893506  7.80033769  0.          0.        ]]","[ 0.48548975  0.57674984 -1.04984235  1.6270264   0.91815453 -0.22994383
  0.03812407  0.87146644  0.03889669 -0.00614537  0.        ]",[-0.25605252 -0.31227621]
10,-0.0492641577269,[ 1.54544859  0.37857419],-0.0492641577269,[ 0.6664353   0.15037429],"[[-0.88249892  1.52111465  0.10498295 -0.02686205]
 [-6.09249317  3.68699474  0.          0.        ]]","[ 0.38848569  0.43290339 -1.13268579  1.66028196  0.9181532  -0.22994364
 -0.35767633  0.22682065 -0.03703079 -0.03412025  0.        ]",[-0.25605252 -0.31227621]
11,-0.0414115790085,[ 0.96791013  0.02650563],-0.0414115790085,[-0.1205776  -0.44452286],"[[-0.9634353   1.60915385  0.10498295 -0.02686205]
 [-2.01466977  5.11221548  0.          0.        ]]","[ 0.28709771  0.32186903 -1.20594907  1.66162979  0.91815187 -0.22994345
  0.05473772  0.45018185 -0.10094749 -0.07881977  0.        ]",[-0.25605252 -0.31227621]
12,-0.0380130294919,[-0.65849852 -1.39688627],-0.0380130294919,[-1.02704287 -0.78737736],"[[-0.96489315  1.71142957  0.10498295 -0.02686205]
 [ 1.85604794  5.11536234  0.          0.        ]]","[ 0.28521535  0.19340842 -1.20719382  1.63682171  0.91815054 -0.22994326
  0.4462059   0.4506746  -0.16772323  0.00948378  0.        ]",[-0.25605252 -0.31227621]
13,-0.0379290655493,[-0.28446093  0.99263107],-0.0379290655493,[-0.50219399  0.01404908],"[[-0.95428358  1.7729964   0.10498295 -0.02686205]
 [-0.78634351  1.05484865  0.          0.        ]]","[ 0.29886857  0.11688493 -1.19805612  1.60831304  0.91814921 -0.22994307
  0.17896489 -0.18569268 -0.21141434  0.07491827  0.        ]",[-0.25605252 -0.31227621]
14,-0.0351519918035,[-0.05575861 -1.54945671],-0.0351519918035,[-0.23507008 -0.71413141],"[[-0.98115556  1.83332026  0.10498295 -0.02686205]
 [-1.89714408  4.96450245  0.          0.        ]]","[ 0.26409173  0.0428357  -1.22092209  1.57060555  0.91814788 -0.22994288
  0.06662285  0.42703192 -0.25704116  0.08478269  0.        ]",[-0.25605252 -0.31227621]
15,-0.0314866362771,[ 1.0532607 -0.9329641],-0.0314866362771,[-0.11370745 -0.08803388],"[[-1.02093159  1.89189637  0.10498295 -0.02686205]
 [-2.07986712  0.90663146  0.          0.        ]]","[ 0.21146436 -0.02793077 -1.2531118   1.52486276  0.91814654 -0.22994269
  0.04814291 -0.20892206 -0.30250223  0.0764298   0.        ]",[-0.25605252 -0.31227621]
16,-0.031208690394,[-0.2983898  -0.31422079],-0.031208690394,[-0.86253917  0.45754385],"[[-1.02239893  1.87278006  0.10498295 -0.02686205]
 [ 1.91980446 -2.80589035  0.          0.        ]]","[ 0.20949741 -0.00497454 -1.25425842  1.54076499  0.91814521 -0.2299425
  0.45265414 -0.79075213 -0.28779693  0.06013     0.        ]",[-0.25605252 -0.31227621]
17,-0.0338636922298,[-1.74949582 -0.26226278],-0.0338636922298,[-0.54567325  0.87989402],"[[-0.99623249  1.80473757  0.10498295 -0.02686205]
 [ 0.70091746 -3.99439351  0.          0.        ]]","[ 0.24430134  0.07778981 -1.23335192  1.58965556  0.91814388 -0.22994231
  0.32938015 -0.97701439 -0.23594412  0.04214974  0.        ]",[-0.25605252 -0.31227621]
18,-0.0339235388778,[ 0.09104817  1.46740974],-0.0339235388778,[ 0.63317877  1.4552722 ],"[[-1.02206231  1.71522903  0.10498295 -0.02686205]
 [-3.27060679 -4.95326112  0.          0.        ]]","[ 0.20994836  0.18866383 -1.25399005  1.63533019  0.91814255 -0.22994212
 -0.07228527 -1.12728736 -0.17621795 -0.06943681  0.        ]",[-0.25605252 -0.31227621]
19,-0.0343049997632,[-0.12750818  0.33731416],-0.0343049997632,[ 0.68505198  0.75538033],"[[-1.08321394  1.65687451  0.10498295 -0.02686205]
 [-2.84601592 -0.89571247  0.          0.        ]]","[ 0.12648112  0.26178628 -1.29942532  1.65353974  0.91814122 -0.22994193
 -0.02934364 -0.49138269 -0.15344006 -0.21223272  0.        ]",[-0.25605252 -0.31227621]
20,-0.0341858501334,[ 0.06935398 -0.10249616],-0.0341858501334,[ 0.97383851  0.52257651],"[[-1.1446344   1.65253925  0.10498295 -0.02686205]
 [-3.29454173  0.4576737   0.          0.        ]]","[ 0.0398771   0.26723628 -1.34007153  1.65452121  0.91813989 -0.22994174
 -0.07470592 -0.27927792 -0.16996502 -0.30560736  0.        ]",[-0.25605252 -0.31227621]
21,-0.035032815074,[ 1.37404722 -0.7040398 ],-0.035032815074,[ 1.13854027  0.57025993],"[[-1.20711657  1.6575289   0.10498295 -0.02686205]
 [-2.95480538  0.04267612  0.          0.        ]]","[-0.05073564  0.26096332 -1.37613242  1.65337673  0.91813856 -0.22994155
 -0.04034611 -0.34431666 -0.19630794 -0.3896208   0.        ]",[-0.25605252 -0.31227621]
