timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.95845225  1.81108684  0.14568927 -0.9930734   0.83051659  0.51036459
  0.28466471 -0.35638949  0.579553   -0.60393036  0.        ]",[-0.2148173   2.24834315],-0.12345547151,-0.12345547151,"[[ 0.06511408 -0.0363536   0.09657968  0.05901989]
 [-0.0025693  -0.00384813  0.          0.        ]]",[-0.18175045 -0.27566454],[ 0.54992622  1.65735221]
1,"[ 0.95922459  1.81191627  0.13246746 -0.87893714  0.83051497  0.51036384
  0.20741366  0.22580493  0.57871526 -0.58001873  0.        ]",[ 1.46852097  1.24211652],-0.122365199781,-0.122365199781,"[[  5.65215526e-02   3.30135813e-03   9.65796827e-02   5.90198919e-02]
 [ -8.53843936e-01   3.95614551e+00   0.00000000e+00   0.00000000e+00]]",[-0.18175045 -0.27566454],[ 0.45592612  1.23561549]
2,"[ 0.95693156  1.80250534  0.16748471 -0.53995588  0.83051335  0.5103631
  0.56779628  0.79619763  0.56042394 -0.4151613   0.        ]",[ 1.39549377  0.09254868],-0.114675421063,-0.114675421063,"[[ 0.07928959  0.12135076  0.09657968  0.05901989]
 [ 3.1174417   7.83586988  0.          0.        ]]",[-0.18175045 -0.27566454],[-0.4658896   0.42051807]
3,"[ 0.9374408   1.76201712  0.3224491  -0.09239596  0.83051173  0.51036236
  0.92119182  0.82704102  0.47094415 -0.06835654  0.        ]",[-2.10054159  0.79974897],-0.100623961091,-0.100623961091,"[[ 0.18071073  0.28017317  0.09657968  0.05901989]
 [ 7.01174145  8.0456722   0.          0.        ]]",[-0.18175045 -0.27566454],[-1.58372295 -0.13928232]
4,"[ 0.90389442  1.67242567  0.47119173  0.41858998  0.83051011  0.51036162
  0.54953327  1.26940042  0.2986113   0.26675604  0.        ]",[-1.59939265  0.60226956],-0.0910840735578,-0.0910840735578,"[[  0.27985383   0.47127574   0.09657968   0.05901989]
 [  2.91622198  11.05454927   0.           0.        ]]",[-0.18175045 -0.27566454],[-1.52503502 -0.45760387]
5,"[ 0.89626788  1.49929225  0.49786179  0.99700166  0.83050849  0.51036087
  0.18525324  1.5880267   0.10756913  0.4532779   0.        ]",[-0.11265393 -1.0492462 ],-0.0856284072196,-0.0856284072196,"[[  0.29790264   0.71411203   0.09657968   0.05901989]
 [ -1.09799239  13.22183483   0.           0.        ]]",[-0.18175045 -0.27566454],[-1.15910065 -0.66791826]
6,"[ 0.90718074  1.29097015  0.45910425  1.42985555  0.83050687  0.51036013
  0.14692579  0.96742433 -0.04910892  0.51927907  0.        ]",[-0.75761625  0.75862161],-0.0806060518982,-0.0806060518982,"[[ 0.27170595  0.93619584  0.09657968  0.05901989]
 [-1.52034286  9.00061063  0.          0.        ]]",[-0.18175045 -0.27566454],[-1.10415101 -0.49589056]
7,"[ 0.92853125  1.06141588  0.36902694  1.73275963  0.83050525  0.51035939
 -0.12243357  1.38295914 -0.16889098  0.50800325  0.        ]",[ 0.7479185  -1.87598087],-0.0736875901764,-0.0736875901764,"[[  0.21151826   1.14456693   0.09657968   0.05901989]
 [ -4.4885677   11.82704389   0.           0.        ]]",[-0.18175045 -0.27566454],[-0.661533   -0.76891249]
8,"[ 0.94440379  0.8263342   0.2793211   1.91333268  0.83050363  0.51035865
  0.15430266  0.76628595 -0.28418705  0.47391046  0.        ]",[-1.39458408 -0.66004769],-0.0667189120593,-0.0667189120593,"[[ 0.15234347  1.33902259  0.09657968  0.05901989]
 [-1.43905595  7.63253608  0.          0.        ]]",[-0.18175045 -0.27566454],[-0.95402104 -0.7245962 ]
9,"[ 0.95632942  0.66889249  0.17494739  1.97387947  0.83050202  0.51035791
 -0.20217937  0.35994447 -0.33008591  0.41354818  0.        ]",[ 1.39991654  0.10274447],-0.0596183734261,-0.0596183734261,"[[ 0.08414975  1.46394291  0.09657968  0.05901989]
 [-5.36732714  4.86866758  0.          0.        ]]",[-0.18175045 -0.27566454],[-0.31787407 -0.2993775 ]
