timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.09192655  2.01159955  0.03266493 -0.6476298  -0.04362358  0.59038563
  0.24850254 -0.34797326  1.32734753 -0.52841968  0.        ]",[ 1.77418443  0.0444197 ],-0.221135422165,-0.221135422165,"[[ 0.04151175  0.02365874 -0.00459174  0.06597946]
 [ 0.00299233 -0.00441674  0.          0.        ]]",[-0.04572367 -0.24314328],[ 0.75284088  1.55663252]
1,"[ 1.08852716  2.01151691  0.09267199 -0.64276085 -0.04362346  0.5903834
  0.55472797 -0.32383502  1.32272279 -0.45956738  0.        ]",[-0.97046274  1.48383202],-0.218568708161,-0.218568708161,"[[ 0.08126082  0.02532054 -0.00459174  0.06597946]
 [ 3.95874404  0.17001985  0.          0.        ]]",[-0.04572367 -0.24314328],[ 0.57401979  1.46250141]
2,"[ 1.08291907  2.00879739  0.15264516 -0.51662673 -0.04362334  0.59038117
  0.25135464  0.22380849  1.30998585 -0.35433606  0.        ]",[ 1.86460609  1.78113027],-0.214469471192,-0.214469471192,"[[ 0.12111651  0.06843028 -0.00459174  0.06597946]
 [ 0.03987839  4.12775962  0.          0.        ]]",[-0.04572367 -0.24314328],[ 0.49980336  1.40948272]
3,"[ 1.07498113  1.98794237  0.21323835 -0.16405033 -0.04362322  0.59037894
  0.55741855  0.76018667  1.27124835 -0.18310616  0.        ]",[ 0.45548407  0.30398385],-0.206916300131,-0.206916300131,"[[  1.61581912e-01   1.89877974e-01  -4.59174404e-03   6.59794638e-02]
 [  3.99352584e+00   8.00409579e+00   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[ 0.17380232  1.21537447]
4,"[ 1.0467854   1.92624974  0.35690411  0.3161977  -0.04362309  0.59037671
  0.69077384  0.90471363  1.15683205  0.10416184  0.        ]",[ 1.06089179  1.04510949],-0.192278033548,-0.192278033548,"[[  2.58736080e-01   3.60439744e-01  -4.59174404e-03   6.59794638e-02]
 [  5.71619401e+00   9.04859907e+00   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[-0.11006033  1.06595373]
5,"[ 0.97688233  1.79444862  0.57505909  0.88674939 -0.04362297  0.59037448
  0.98820746  1.42760454  0.90702412  0.44915873  0.        ]",[-0.55914496  1.58470877],-0.169877125818,-0.169877125818,"[[  4.11608245e-01   5.79326993e-01  -4.59174404e-03   6.59794638e-02]
 [  9.55838972e+00   1.28275222e+01   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[-0.53342944  0.81230795]
6,"[ 0.86654686  1.5355016   0.79716634  1.52778463 -0.04362285  0.59037225
  0.80232198  1.9404218   0.50581022  0.70742011  0.        ]",[-0.12956244  0.31679283],-0.140954156907,-0.140954156907,"[[  5.78683457e-01   8.73063403e-01  -4.59174404e-03   6.59794638e-02]
 [  7.15724539e+00   1.65337550e+01   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[-0.70589525  0.64873409]
7,"[ 0.75206754  1.14605132  0.96189604  2.02686148 -0.04362273  0.59037002
  0.75180153  2.06866826  0.07077018  0.74558559  0.        ]",[-0.5850337   0.01603159],-0.110752544215,-0.110752544215,"[[  7.15280288e-01   1.21303992e+00  -4.59174404e-03   6.59794638e-02]
 [  6.50468638e+00   1.74607992e+01   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[-0.72313136  0.55845231]
8,"[ 0.65003448  0.69465731  1.07671935  2.2121031  -0.0436226   0.59036779
  0.56277432  2.02964426 -0.28194701  0.58709947  0.        ]",[-0.08238169  0.04141784],-0.0833635397682,-0.0833635397682,"[[  8.20876362e-01   1.55942852e+00  -4.59174404e-03   6.59794638e-02]
 [  4.06294306e+00   1.71789848e+01   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[-0.67460495  0.51085651]
9,"[ 0.56868508  0.24722786  1.15292679  2.05378488 -0.04362248  0.59036556
  0.53144835  2.00524655 -0.49900374  0.31234675  0.        ]",[ 0.2541749  -0.77393484],-0.0613520403414,-0.0613520403414,"[[  8.98075888e-01   1.90124118e+00  -4.59174404e-03   6.59794638e-02]
 [  3.65831338e+00   1.70028658e+01   0.00000000e+00   0.00000000e+00]]",[-0.04572367 -0.24314328],[-0.63852906  0.48097399]
