timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.00275507  1.50366529 -0.07723643 -1.49259519 -1.69800719 -1.09764197
  0.21545273 -0.34702434  3.60637765  1.05545601  0.        ]",[-0.53446975  3.30869425],-0.417384717013,-0.417384717013,"[[-0.04562203 -0.09731721 -0.19501967 -0.12587409]
 [ 0.00150902 -0.00311807  0.          0.        ]]",[-0.45444155 -0.46703234],[ 0.0852803   2.59321666]
1,"[ 1.00085777  1.5076365  -0.10813727 -1.38971958 -1.69800378 -1.09764072
 -0.0287798   0.325008    3.60789136  1.05420483  0.        ]",[-1.44546529  2.10602853],-0.417505639422,-0.417505639422,"[[-0.06682097 -0.05764287 -0.19501967 -0.12587409]
 [-2.11435263  3.95735045  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.13128686  2.01721931]
2,"[ 0.98691396  1.5074187  -0.22651198 -1.08271797 -1.69800038 -1.09763947
 -0.48075068  0.98385335  3.60330266  1.0039918   0.        ]",[-1.24596518  1.35609379],-0.416049388226,-0.416049388226,"[[-0.14839407  0.06046118 -0.19501967 -0.12587409]
 [-6.02991606  7.84010755  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.42926511  1.29407275]
3,"[ 0.92973635  1.46778788 -0.45256057 -0.58267783 -1.69799697 -1.09763822
 -0.92378421  1.62963826  3.56963426  0.86295861  0.        ]",[-0.41832585  0.43389478],-0.410150728852,-0.410150728852,"[[ -0.30750143   0.25544842  -0.19501967  -0.12587409]
 [ -9.86805597  11.64590813   0.           0.        ]]",[-0.45444155 -0.46703234],[-0.67191935  0.5396539 ]
4,"[ 0.79437073  1.34930977 -0.73548031  0.01458509 -1.69799357 -1.09763697
 -1.0923605   1.8820982   3.48468831  0.67436041  0.        ]",[-0.76476289 -0.20895163],-0.398821045992,-0.398821045992,"[[ -0.51951526   0.50329492  -0.19501967  -0.12587409]
 [-11.32849347  13.13374905   0.           0.        ]]",[-0.45444155 -0.46703234],[-0.73043978  0.08417828]
5,"[ 0.55068943  1.1580789  -1.03139135  0.54262985 -1.69799017 -1.09763572
 -1.41573575  1.69767526  3.32928754  0.42291158  0.        ]",[-0.9769407  -0.64893148],-0.380331773145,-0.380331773145,"[[ -0.77419266   0.75506605  -0.19501967  -0.12587409]
 [-14.13000932  12.04691325   0.           0.        ]]",[-0.45444155 -0.46703234],[-0.88782489 -0.25766981]
6,"[ 0.14482219  0.94954667 -1.30698505  0.90239615 -1.69798676 -1.09763447
 -1.829614    1.22124417  3.06207607  0.05062176  0.        ]",[-2.0251756   0.24581947],-0.350946726608,-0.350946726608,"[[ -1.09276705   0.96783453  -0.19501967  -0.12587409]
 [-17.71559815   9.23917841   0.           0.        ]]",[-0.45444155 -0.46703234],[-0.9454689  -0.33258975]
7,"[-0.44835588  0.73182241 -1.46505542  1.1452201  -1.69798336 -1.09763322
 -2.24602627  1.35528845  2.63503981 -0.34036727  0.        ]",[-0.62048576 -0.00707484],-0.308204566311,-0.308204566311,"[[ -1.48327374   1.16054557  -0.19501967  -0.12587409]
 [-21.32316944  10.02915142   0.           0.        ]]",[-0.45444155 -0.46703234],[-0.60103887 -0.73176157]
8,"[-1.14733608  0.48792965 -1.37738231  1.3028355  -1.69797996 -1.09763197
 -2.48089022  1.31657347  2.06985299 -0.56743805  0.        ]",[ 0.87404685 -0.17749474],-0.253848526585,-0.253848526585,"[[ -1.93015205   1.35884053  -0.19501967  -0.12587409]
 [-23.35795344   9.80100381   0.           0.        ]]",[-0.45444155 -0.46703234],[ 0.60134703 -0.89769465]
9,"[-1.71516631  0.24799042 -1.04117025  1.36022831 -1.69797655 -1.09763072
 -2.02840876  1.16392644  1.53681267 -0.53477013  0.        ]",[ 1.24486547 -1.9566288 ],-0.201355541633,-0.201355541633,"[[ -2.35798204   1.54583334  -0.19501967  -0.12587409]
 [-19.43799185   8.90141875   0.           0.        ]]",[-0.45444155 -0.46703234],[ 0.60253602 -1.12931335]
10,"[-2.02885657  0.07163572 -0.63041999  1.34487188 -1.69797315 -1.09762948
 -1.5271966   0.46180459  1.1523835  -0.36144621  0.        ]",[-0.4153029 -0.05094  ],-0.16229917687,-0.16229917687,"[[ -2.70317687   1.68234439  -0.19501967  -0.12587409]
 [-15.09582824   4.76361124   0.           0.        ]]",[-0.45444155 -0.46703234],[ 0.26547223 -1.11344719]
11,"[-2.16737789 -0.04627663 -0.18976981  1.30718568 -1.69796974 -1.09762823
 -1.68249826  0.4114265   0.83907404 -0.11980313  0.        ]",[ 0.21187272 -1.8255924 ],-0.131430421401,-0.131430421401,"[[ -3.01859278   1.77463814  -0.19501967  -0.12587409]
 [-16.44129373   4.46672005   0.           0.        ]]",[-0.45444155 -0.46703234],[ 0.70938915 -1.32592988]
12,"[-2.14949079 -0.10766761  0.2710333   1.27852859 -1.69796634 -1.09762698
 -1.54811921 -0.2756635   0.55727472  0.19689196  0.        ]",[ 1.76883626 -0.57738389],-0.109202079089,-0.109202079089,"[[ -3.3357391    1.82334509  -0.19501967  -0.12587409]
 [-15.27713988   0.41750041   0.           0.        ]]",[-0.45444155 -0.46703234],[ 1.16394949 -0.60274547]
13,"[-2.01607396 -0.08923338  0.63351501  1.28779825 -1.69796294 -1.09762573
 -1.0563131  -0.66520809  0.33457032  0.52999627  0.        ]",[ 1.0861763   0.97286121],-0.102681522399,-0.102681522399,"[[ -3.59853334   1.80866081  -0.19501967  -0.12587409]
 [-11.01644159  -1.87819959   0.           0.        ]]",[-0.45444155 -0.46703234],[ 1.1933229  -0.04176803]
14,"[-1.86872787 -0.09105624  0.85583462  1.28690538 -1.69795953 -1.09762448
 -0.57433756 -0.00539495  0.24043495  0.78790852  0.        ]",[ 2.57593545 -0.51766671],-0.110499853851,-0.110499853851,"[[-3.77696722  1.81011051 -0.19501967 -0.12587409]
 [-6.84090254  2.01026578  0.          0.        ]]",[-0.45444155 -0.46703234],[ 1.23894906 -0.55248016]
15,"[-1.7725372  -0.11517921  0.96420222  1.27457898 -1.69795613 -1.09762323
 -0.10181949 -0.3600575   0.22432056  0.92180694  0.        ]",[ 0.39703344 -0.47513707],-0.118067079645,-0.118067079645,"[[-3.87271303  1.82934458 -0.19501967 -0.12587409]
 [-2.74729564 -0.07986105  0.          0.        ]]",[-0.45444155 -0.46703234],[ 1.15353799 -0.16400902]
16,"[-1.73059811 -0.08951508  1.00545004  1.28765557 -1.69795272 -1.09762198
  0.08587563 -0.67905996  0.19324729  0.99450735  0.        ]",[ 1.36849083 -0.05703636],-0.121161548735,-0.121161548735,"[[-3.91134406  1.80888494 -0.19501967 -0.12587409]
 [-1.1212205  -1.95983396  0.          0.        ]]",[-0.45444155 -0.46703234],[ 1.05032921  0.21015289]
17,"[-1.74981757 -0.03761265  0.98693651  1.31071242 -1.69794932 -1.09762073
  0.54530057 -0.71088275  0.15846869  0.99541329  0.        ]",[ 0.76318341  0.38006662],-0.119350290584,-0.119350290584,"[[-3.89383389  1.76780666 -0.19501967 -0.12587409]
 [ 2.85895509 -2.14737767  0.          0.        ]]",[-0.45444155 -0.46703234],[ 0.63713843  0.26924527]
18,"[-1.83984554 -0.00271607  0.89063166  1.32371228 -1.69794592 -1.09761948
  0.88740456 -0.4483892   0.15850646  0.87474822  0.        ]",[ 0.73195441 -1.55445149],-0.111141677296,-0.111141677296,"[[-3.80691817  1.74038031 -0.19501967 -0.12587409]
 [ 5.82273762 -0.60043292  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.07202798 -0.23590614]
19,"[-1.96819147  0.06339231  0.716007    1.34294566 -1.69794251 -1.09761823
  1.20854235 -1.11835744  0.16992499  0.67452277  0.        ]",[-0.68827924  0.80044307],-0.0989349388364,-0.0989349388364,"[[-3.66254881  1.68875727 -0.19501967 -0.12587409]
 [ 8.60488803 -4.54874532  0.          0.        ]]",[-0.45444155 -0.46703234],[-1.04685616  0.13362277]
20,"[-2.06703606  0.13849067  0.52805231  1.35638604 -1.69793911 -1.09761698
  0.87438201 -0.56523483  0.1954175   0.47706798  0.        ]",[-0.66085307  0.99306272],-0.0893075935831,-0.0893075935831,"[[-3.51949738  1.63048766 -0.19501967 -0.12587409]
 [ 5.70993788 -1.28904543  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.5970819  -0.34195167]
21,"[-2.11238703  0.12050312  0.40836178  1.35397073 -1.69793571 -1.09761573
  0.55937225  0.1063764   0.27490064  0.3411219   0.        ]",[ 0.61170089 -2.09070494],-0.0890139800658,-0.0890139800658,"[[-3.43268026  1.64441838 -0.19501967 -0.12587409]
 [ 2.98089322  2.66894129  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.15641809 -1.02551675]
22,"[-2.14511338  0.10358364  0.29050885  1.35123635 -1.6979323  -1.09761448
  0.83208291 -0.57454669  0.36011949  0.22072676  0.        ]",[-0.53643738  0.22184071],-0.0918121369636,-0.0918121369636,"[[-3.34935741  1.65753495 -0.19501967 -0.12587409]
 [ 5.34349365 -1.34392272  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.82973462 -0.4756934 ]
23,"[-2.16726408  0.12654289  0.16885252  1.35483355 -1.6979289  -1.09761323
  0.57479465 -0.4209354   0.42015204  0.11107542  0.        ]",[-0.62713866 -1.13532729],-0.0941694788019,-0.0941694788019,"[[-3.26485169  1.63973923 -0.19501967 -0.12587409]
 [ 3.1145133  -0.43865215  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.49675658 -0.55189139]
24,"[-2.17338541  0.18912112  0.11545861  1.36046206 -1.6979255  -1.09761198
  0.28125824 -1.09127808  0.40330709  0.06733998  0.        ]",[-0.22099139  0.59847385],-0.0915556020173,-0.0915556020173,"[[-3.22807652  1.5913293  -0.19501967 -0.12587409]
 [ 0.57150054 -4.38916486  0.          0.        ]]",[-0.45444155 -0.46703234],[-0.14024484  0.28654587]
25,"[-2.17372282  0.27080374  0.11176693  1.35864857 -1.69792209 -1.09761074
  0.17895553 -0.67440154  0.33573748  0.07208666  0.        ]",[-1.08960796  0.83229222],-0.085277332673,-0.085277332673,"[[-3.22553881  1.52819547 -0.19501967 -0.12587409]
 [-0.31478425 -1.9324047   0.          0.        ]]",[-0.45444155 -0.46703234],[-0.05731964 -0.09211136]
