timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.73565769  1.78599918],[ 4.38816493  1.2438462 ],-0.177737188832,-0.177737188832,"[ 0.96762768  1.57686887 -0.09174539 -1.35609617  1.47344314  1.26782987
  0.25115856 -0.34837332 -0.12497837 -2.09405993  0.        ]","[[-0.07497388 -0.09802835  0.16974918  0.14712959]
 [ 0.00488688 -0.00116146  0.          0.        ]]",[-0.2944535  -0.35206437]
1,[ 2.15017033  0.42005551],[ 3.50751564  0.18615422],-0.165755191155,-0.165755191155,"[ 0.97111163  1.58078177 -0.03278392 -1.25066116  1.47343994  1.26782761
  0.66322299  0.2858408  -0.11175498 -1.95566764  0.        ]","[[-0.03520197 -0.05833891  0.16974918  0.14712959]
 [ 3.95913879  3.95692005  0.          0.        ]]",[-0.2944535  -0.35206437]
2,[-0.0302743  -0.32111388],[ 1.12026587  0.66000623],-0.13268368599,-0.13268368599,"[ 0.96663255  1.58245352  0.14240169 -1.02229982  1.47343675  1.26782535
  1.06726883  0.39115398 -0.11623883 -1.58105295  0.        ]","[[ 0.08288297  0.0273939   0.16974918  0.14712959]
 [ 7.83645001  4.61417281  0.          0.        ]]",[-0.2944535  -0.35206437]
3,[-2.48062015 -1.51978076],[-2.79057243 -1.10217315],-0.0792382150746,-0.0792382150746,"[ 0.91110013  1.56967008  0.42658947 -0.71033938  1.47343356  1.26782309
  1.46325332  0.79501918 -0.23605299 -1.00940742  0.        ]","[[  0.27773791   0.14496635   0.16974918   0.14712959]
 [ 11.63641873   7.13466609   0.           0.        ]]",[-0.2944535  -0.35206437]
4,[-2.18272924 -0.85356313],[-3.43639886  0.11904935],-0.0299600131265,-0.0299600131265,"[ 0.80060037  1.54471664  0.68992936 -0.44497913  1.47343037  1.26782083
  1.02720344  0.13817395 -0.46804698 -0.51908763  0.        ]","[[ 0.46848321  0.24652997  0.16974918  0.14712959]
 [ 7.45201608  3.03535347  0.          0.        ]]",[-0.2944535  -0.35206437]
5,[-1.43872583 -0.88643306],[-0.36982534 -1.3607861 ],-0.0180253628639,-0.0180253628639,"[ 0.7149715   1.52215476  0.82866602 -0.27888107  1.47342718  1.26781858
  0.59959079  0.20432035 -0.65023135 -0.27201651  0.        ]","[[ 0.57635251  0.31137894  0.16974918  0.14712959]
 [ 3.34856998  3.44816797  0.          0.        ]]",[-0.2944535  -0.35206437]
6,[-1.04282975 -0.11824243],[-1.68709898 -0.45268013],-0.0265545560106,-0.0265545560106,"[ 0.66841583  1.51060785  0.89185237 -0.20678727  1.47342399  1.26781632
  0.44038925 -0.44098475 -0.74591555 -0.16742718  0.        ]","[[ 0.62799596  0.3399352   0.16974918  0.14712959]
 [ 1.82084616 -0.57912118  0.          0.        ]]",[-0.2944535  -0.35206437]
7,[ 0.3171719   0.67144966],[ 0.30184596  0.91028504],-0.0232876717089,-0.0232876717089,"[ 0.67180041  1.52248813  0.88748498 -0.28111342  1.4734208   1.26781406
  0.02446212 -0.72611292 -0.71550027 -0.19378061  0.        ]","[[ 0.62436683  0.3104989   0.16974918  0.14712959]
 [-2.17046469 -2.35858231  0.          0.        ]]",[-0.2944535  -0.35206437]
8,[-0.05221605 -0.06271188],[ 0.06264145  0.31231471],-0.0187176387298,-0.0187176387298,"[ 0.70002918  1.5264884   0.8497127  -0.30791225  1.4734176   1.2678118
  0.15322642 -0.14116855 -0.66375615 -0.2522964   0.        ]","[[ 0.59335512  0.29995467  0.16974918  0.14712959]
 [-0.93481927  1.29199526  0.          0.        ]]",[-0.2944535  -0.35206437]
9,[-0.16454783 -0.38655221],[ 0.52559065 -0.66747439],-0.0196456360958,-0.0196456360958,"[ 0.71412373  1.51143388  0.82987344 -0.21178951  1.47341441  1.26780954
  0.18092931  0.0528673  -0.67347878 -0.25055661  0.        ]","[[ 0.57732599  0.3379445   0.16974918  0.14712959]
 [-0.66897656  2.50295268  0.          0.        ]]",[-0.2944535  -0.35206437]
