timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.01664642  1.4699904   0.00380223 -1.04323794  0.93496295 -1.2680304
  0.20362876 -0.34493971  0.57454521  1.77214733  0.        ]",[-1.92925611  0.81197887],-0.188799305615,-0.188799305615,"[[ 0.01287164  0.095839    0.10681798 -0.14531508]
 [-0.00123628 -0.00389357  0.          0.        ]]",[-0.53626716 -0.53834677],[-3.14582372  0.58908117]
1,"[ 1.01620825  1.46529547 -0.05408364 -0.96012966  0.93496213 -1.26802885
 -0.26838064  0.21311762  0.57515491  1.71142429  0.        ]",[-3.33487132 -0.2102349 ],-0.18482459057,-0.18482459057,"[[-0.02685595  0.12803546  0.10681798 -0.14531508]
 [-3.95834453  3.21281199  0.          0.        ]]",[-0.53626716 -0.53834677],[-2.82034159  0.03891134]
2,"[ 1.00027374  1.45411038 -0.22539977 -0.81828485  0.93496132 -1.26802731
 -0.73086755  0.05791884  0.56966937  1.47530137  0.        ]",[-2.90356433  0.53882865],-0.16931197255,-0.16931197255,"[[-0.14492465  0.18331619  0.10681798 -0.14531508]
 [-7.83562234  2.31822938  0.          0.        ]]",[-0.53626716 -0.53834677],[-2.6415143   0.00752303]
3,"[ 0.92678139  1.43519936 -0.50061143 -0.64753318  0.9349605  -1.26802577
 -1.18434861  0.42033529  0.51773124  1.05858956  0.        ]",[-1.98509867  0.3531945 ],-0.14092101479,-0.14092101479,"[[ -0.3397814    0.25064071   0.10681798  -0.14531508]
 [-11.63740522   4.40723781   0.           0.        ]]",[-0.53626716 -0.53834677],[-1.86524773 -0.49463859]
4,"[ 0.73296368  1.39598198 -0.8496384  -0.39632184  0.93495968 -1.26802422
 -1.62883757  0.64802351  0.35733646  0.52384906  0.        ]",[-0.74897311 -0.05636668],-0.101199711231,-0.101199711231,"[[ -0.60991742   0.35195386   0.10681798  -0.14531508]
 [-15.36381539   5.71965898   0.           0.        ]]",[-0.53626716 -0.53834677],[ 0.17206714 -0.73021317]
5,"[ 0.36614481  1.33859904 -1.1950484  -0.13167199  0.93495886 -1.26802268
 -1.94602586  0.58974411  0.02508483 -0.06539429  0.        ]",[ 3.28814131 -0.34347844],-0.0511721451056,-0.0511721451056,"[[ -0.94387397   0.46297712   0.10681798  -0.14531508]
 [-18.02301168   5.38373267   0.           0.        ]]",[-0.53626716 -0.53834677],[ 3.13941431 -0.23855811]
6,"[-0.07750312  1.27947429 -1.40281134  0.07901463  0.93495804 -1.26802113
 -1.43158006  0.33494186 -0.40853774 -0.50454324  0.        ]",[ 5.26155951 -0.42678647],-0.0224858532646,-0.0224858532646,"[[ -1.26106224   0.55591531   0.10681798  -0.14531508]
 [-13.71014762   3.9150277    0.           0.        ]]",[-0.53626716 -0.53834677],[ 4.23727798  0.43063763]
7,"[-0.43471083  1.2357722  -1.46772579  0.21002063  0.93495722 -1.26801959
 -0.92727774  0.0280044  -0.78138807 -0.72852879  0.        ]",[ 5.05533529  1.64348511],-0.0483137093389,-0.0483137093389,"[[-1.49284629  0.61646428  0.10681798 -0.14531508]
 [-9.48230949  2.14580993  0.          0.        ]]",[-0.53626716 -0.53834677],[ 4.65113544  0.80797553]
8,"[-0.66759036  1.17023067 -1.46856606  0.37897806  0.93495641 -1.26801804
 -0.43317294  0.70730137 -0.99345915 -0.78564767  0.        ]",[ 3.36056641 -1.35667688],-0.0655855403425,-0.0655855403425,"[[-1.64093132  0.69866596  0.10681798 -0.14531508]
 [-5.33995837  6.06134582  0.          0.        ]]",[-0.53626716 -0.53834677],[ 3.77467489 -0.46873865]
9,"[ -7.70955671e-01   1.09970418e+00  -1.45865808e+00   5.33104811e-01
   9.34955588e-01  -1.26801650e+00   5.14999635e-02  -6.96535647e-04
  -1.04827312e+00  -7.65222248e-01   0.00000000e+00]",[ 3.64127697  0.48614902],-0.0686543866649,-0.0686543866649,"[[-1.70696255  0.77894695  0.10681798 -0.14531508]
 [-1.27667934  1.98037879  0.          0.        ]]",[-0.53626716 -0.53834677],[ 2.9157443   0.09070304]
10,"[-0.74846207  1.04450259 -1.46135631  0.63809092  0.93495477 -1.26801495
  0.52637032  0.3262337  -0.9690152  -0.70378304  0.        ]",[ 1.66544854 -0.68678973],-0.0596245804685,-0.0596245804685,"[[-1.69255294  0.83746182  0.10681798 -0.14531508]
 [ 2.70442013  3.86483577  0.          0.        ]]",[-0.53626716 -0.53834677],[ 1.05771482 -0.64773142]
