timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.95406882  1.72199514  0.09524746 -1.13201996  0.00380703 -0.51403351
  0.26810519 -0.35241766  1.42559363  0.43431192  0.        ]",[-0.01432384  2.38563677],-0.217824040118,-0.217824040118,"[[ 0.03935724 -0.06242869  0.00072472 -0.05939621]
 [-0.00471242 -0.00021784  0.          0.        ]]",[-0.22651434 -0.28824371],[-0.67476016  1.75146747]
1,"[ 0.95410737  1.72413431  0.09421499 -1.02221993  0.00380702 -0.51403289
  0.26251572  0.24615201  1.42574814  0.4762546   0.        ]",[-0.6426781   1.13040796],-0.21905799703,-0.21905799703,"[[  3.86799671e-02  -2.27049434e-02   7.24717987e-04  -5.93962060e-02]
 [ -6.28166325e-02   3.95939632e+00   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.81320858  1.39340687]
2,"[ 0.9551377   1.71867878  0.05339657 -0.69576593  0.00380702 -0.51403228
  0.01793441  0.83301616  1.42086056  0.54926129  0.        ]",[-0.08703715  1.32574831],-0.220831382643,-0.220831382643,"[[  1.19127545e-02   9.54342514e-02   7.24717987e-04  -5.93962060e-02]
 [ -2.60543216e+00   7.84158076e+00   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.56647307  1.24474967]
3,"[ 0.95382533  1.6712851  -0.03057613 -0.16709455  0.00380702 -0.51403166
 -0.01036534  1.40812633  1.39607037  0.64488617  0.        ]",[ 0.45926657  0.76284973],-0.221571006988,-0.221571006988,"[[ -4.31478825e-02   2.90437149e-01   7.24717987e-04  -5.93962060e-02]
 [ -2.89963023e+00   1.16460277e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.59598744  1.04093134]
4,"[ 0.95007706  1.53634687 -0.09024839  0.48989618  0.00380701 -0.51403104
  0.1698443   1.82977469  1.31833779  0.83230712  0.        ]",[-0.32568714  0.48262427],-0.221383905347,-0.221383905347,"[[ -8.23447359e-02   5.51343606e-01   7.24717987e-04  -5.93962060e-02]
 [ -1.02621070e+00   1.44353330e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.87548393  0.7566691 ]
5,"[ 0.94506744  1.28674222 -0.14071869  1.13075506  0.00380701 -0.51403043
  0.04784727  2.07550685  1.16532506  1.04283971  0.        ]",[-2.42346388  0.42161936],-0.217323450923,-0.217323450923,"[[ -1.15593981e-01   8.56360784e-01   7.24717987e-04  -5.93962060e-02]
 [ -2.29446202e+00   1.60609539e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.73204875  0.701774  ]
6,"[ 0.92463242  0.92547171 -0.26892337  1.61031522  0.00380701 -0.51402981
 -0.32838256  2.27994832  0.96872023  1.13567244  0.        ]",[-1.74198165  1.15687736],-0.205210723701,-0.205210723701,"[[ -2.00724339e-01   1.19115063e+00   7.24717987e-04  -5.93962060e-02]
 [ -6.20565676e+00   1.74134552e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.27356559  0.62783414]
7,"[ 0.85572979  0.44882672 -0.50688998  1.80727692  0.003807   -0.5140292
 -0.69728371  2.82644956  0.73625539  1.09021774  0.        ]",[ 1.16753815  0.20875719],-0.182606105144,-0.182606105144,"[[ -3.63314344e-01   1.57569491e+00   7.24717987e-04  -5.93962060e-02]
 [ -1.00406678e+01   2.10288207e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[ 0.21574801  0.12138867]
8,"[ 0.75189968 -0.07364632 -0.72595634  1.55592014  0.003807   -0.51402858
 -0.29740031  2.88832237  0.42451433  1.01231869  0.        ]",[-0.41698226 -1.63174127],-0.152998253936,-0.152998253936,"[[ -5.22420977e-01   2.00037854e+00   7.24717987e-04  -5.93962060e-02]
 [ -5.88358876e+00   2.14382927e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[ 0.22723705  0.00711834]
9,"[ 0.63930973 -0.46816914 -0.89460964  0.93947497  0.003807   -0.51402796
 -0.44492153  2.22558498  0.1146268   0.89353707  0.        ]",[ 0.41430537  0.10883698],-0.123287868518,-0.123287868518,"[[ -6.55477770e-01   2.38515744e+00   7.24717987e-04  -5.93962060e-02]
 [ -7.41718429e+00   1.70541864e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[ 0.16480416  0.05721112]
10,"[ 0.50821194 -0.70689614 -1.0439773   0.15461911  0.00380699 -0.51402735
 -0.27300203  2.23966421 -0.1601094   0.73600247  0.        ]",[ 0.76871482  1.10650135],-0.0960338722988,-0.0960338722988,"[[ -7.85890022e-01   2.72717620e+00   7.24717987e-04  -5.93962060e-02]
 [ -5.62996038e+00   1.71474092e+01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[ 0.24440461  0.12877297]
11,"[ 0.41748467 -0.80927401 -1.12761533 -0.71230098  0.00380699 -0.51402673
  0.03046941  1.14830013 -0.37803473  0.5885504   0.        ]",[ 0.69547634  1.57161896],-0.0765319220612,-0.0765319220612,"[[ -8.66833667e-01   3.05215629e+00   7.24717987e-04  -5.93962060e-02]
 [ -2.47515901e+00   9.92769907e+00   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.1231856   0.41313872]
12,"[ 0.39240433 -0.81379602 -1.14846474 -0.8779651   0.00380698 -0.51402612
  0.30001506 -0.48350695 -0.47043134  0.51410787  0.        ]",[-0.68896633 -0.18652191],-0.0690088908453,-0.0690088908453,"[[ -8.88223643e-01   3.11214911e+00   7.24717987e-04  -5.93962060e-02]
 [  3.26959931e-01  -8.67240351e-01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.8694346   0.25490341]
13,"[ 0.36747852 -0.81152888 -1.16830945 -0.77522609  0.00380698 -0.5140255
  0.0369864  -0.7062145  -0.43538306  0.54138346  0.        ]",[ 0.89609246  0.59616226],-0.0715877839192,-0.0715877839192,"[[ -9.09119456e-01   3.07497071e+00   7.24717987e-04  -5.93962060e-02]
 [ -2.40740440e+00  -2.34052890e+00   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.91112518  0.28959325]
14,"[ 0.3528908  -0.80761288 -1.17953428 -0.67487638  0.00380698 -0.51402488
  0.38286071 -0.55400012 -0.40395051  0.56280082  0.        ]",[-1.35983192  0.96482992],-0.0737844966348,-0.0737844966348,"[[ -9.21191652e-01   3.03856796e+00   7.24717987e-04  -5.93962060e-02]
 [  1.18819900e+00  -1.33358690e+00   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.96986473  0.28410834]
15,"[  3.33108735e-01  -8.04906781e-01  -1.19431644e+00  -6.22700149e-01
   3.80697390e-03  -5.14024267e-01  -2.58809965e-04  -4.48855338e-01
  -3.85796879e-01   5.72604506e-01   0.00000000e+00]",[-1.34346535 -0.18614563],-0.0748706282529,-0.0748706282529,"[[ -9.37388228e-01   3.01958950e+00   7.24717987e-04  -5.93962060e-02]
 [ -2.79458619e+00  -6.38024604e-01   0.00000000e+00   0.00000000e+00]]",[-0.22651434 -0.28824371],[-0.84902465  0.25116435]
