timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[  9.71257927e-01   1.84706067e+00  -5.43688772e-04  -1.15450134e+00
  -1.08454412e+00   1.29584936e+00   2.91485507e-01  -3.57854516e-01
   2.40282892e+00  -1.66342223e+00   0.00000000e+00]",[ 2.50716683  0.89640465],-0.372196430987,-0.372196430987,"[[-0.03359026 -0.0999601  -0.12367863  0.14896478]
 [-0.00270778 -0.00209561  0.          0.        ]]",[-0.17441489 -0.26243991],[ 3.22633743  2.91728115]
1,"[ 0.97205665  1.85080793  0.06054635 -1.05074829 -1.08454116  1.29584501
  0.6419201   0.15839812  2.40982736 -1.55175968  0.        ]",[ 3.39047489  2.5396331 ],-0.367658996424,-0.367658996424,"[[ 0.00603286 -0.06440477 -0.12367863  0.14896478]
 [ 3.95185407  3.54580977  0.          0.        ]]",[-0.17441489 -0.26243991],[ 2.67947245  2.46062231]
2,"[ 0.96082064  1.85213327  0.24190541 -0.72906063 -1.0845382   1.29584065
  0.98541013  0.72412048  2.39195465 -1.2151997   0.        ]",[ 1.9343202   1.60061255],-0.351738272853,-0.351738272853,"[[ 0.12396095  0.04551983 -0.12367863  0.14896478]
 [ 7.82806036  7.43369518  0.          0.        ]]",[-0.17441489 -0.26243991],[ 1.85081446  1.87170875]
3,"[ 0.89820725  1.8188372   0.53433038 -0.18784719 -1.08453524  1.2958363
  1.32212401  1.2786368   2.2346283  -0.68371234  0.        ]",[-0.02225103  0.47267491],-0.318081616027,-0.318081616027,"[[  0.31864557   0.23242976  -0.12367863   0.14896478]
 [ 11.62782369  11.24458532   0.           0.        ]]",[-0.17441489 -0.26243991],[ 0.68804276  1.20614791]
4,"[ 0.75718457  1.71158688  0.85462316  0.4738495  -1.08453228  1.29583195
  1.29393945  1.51856118  1.85378196 -0.16128204  0.        ]",[-0.18740694  1.45417685],-0.266446825696,-0.266446825696,"[[  0.54801048   0.47386566  -0.12367863   0.14896478]
 [ 11.30981825  12.89348754   0.           0.        ]]",[-0.17441489 -0.26243991],[ 0.04467708  0.82573712]
5,"[ 0.56369763  1.49125326  1.11861931  1.17369912 -1.08452933  1.2958276
  1.20841555  2.0575669   1.30268019  0.14294965  0.        ]",[-0.64729484  0.33298183],-0.202225168605,-0.202225168605,"[[  0.76452224   0.76890273  -0.12367863   0.14896478]
 [ 10.3447478   16.59785527   0.           0.        ]]",[-0.17441489 -0.26243991],[-0.53588188  0.16755438]
6,"[ 0.36572661  1.13755772  1.29985613  1.76136413 -1.08452637  1.29582325
  0.9634851   2.20166462  0.73260193  0.13572738  0.        ]",[-0.07478001 -0.74066931],-0.134454094803,-0.134454094803,"[[  0.94368552   1.11079714  -0.12367863   0.14896478]
 [  7.58080321  17.58827063   0.           0.        ]]",[-0.17441489 -0.26243991],[-0.79991591 -0.3634046 ]
7,"[ 0.18217077  0.74712708  1.41904453  2.03659011 -1.08452341  1.2958189
  0.92421572  1.72423386  0.31133798 -0.09921494  0.        ]",[-1.67705707 -1.10143246],-0.0804806455701,-0.0804806455701,"[[  1.09085694   1.42964248  -0.12367863   0.14896478]
 [  7.13768368  14.30719462   0.           0.        ]]",[-0.17441489 -0.26243991],[-1.06015873 -0.75768924]
8,"[ 0.04658248  0.43436653  1.48422837  2.05035214 -1.08452045  1.29581455
  0.56116794  1.10695248  0.09887698 -0.37248159  0.        ]",[ 0.65408434  0.04271401],-0.0606591239328,-0.0606591239328,"[[  1.19250825   1.67322262  -0.12367863   0.14896478]
 [  3.0408037   10.0649493    0.           0.        ]]",[-0.17441489 -0.26243991],[-0.78369462 -0.75437224]
9,"[-0.07282939  0.18133733  1.52793032  1.93193667 -1.08451749  1.29581019
  0.78531448  1.10250578 -0.00298365 -0.63240951  0.        ]",[-1.9445153  -1.13368357],-0.0690583683533,-0.0690583683533,"[[  1.27870238   1.87421516  -0.12367863   0.14896478]
 [  5.57024918  10.03441038   0.           0.        ]]",[-0.17441489 -0.26243991],[-1.01924467 -0.96305382]
10,"[-0.17300842 -0.00830585  1.55556636  1.75820593 -1.08451454  1.29580584
  0.42485964  0.49749381 -0.03332275 -0.84505312  0.        ]",[-1.47327502  0.01312109],-0.0868177162514,-0.0868177162514,"[[ 1.34929748  2.03318541 -0.12367863  0.14896478]
 [ 1.50263191  5.87646844  0.          0.        ]]",[-0.17441489 -0.26243991],[-0.71029854 -0.8212986 ]
11,"[-0.15876486 -0.13876156  1.5521109   1.58799606 -1.08451158  1.29580149
  0.07145384  0.4881601   0.00300118 -0.95016623  0.        ]",[ 0.75088447 -1.95350101],-0.0990456020007,-0.0990456020007,"[[ 1.33933713  2.15007141 -0.12367863  0.14896478]
 [-2.48544103  5.81232773  0.          0.        ]]",[-0.17441489 -0.26243991],[-0.3473534  -0.69757628]
12,"[-0.13113431 -0.21788019  1.54496379  1.46035619 -1.08450862  1.29579714
  0.33923636 -0.1047544   0.03736518 -1.0068711   0.        ]",[-1.72285788 -0.96176157],-0.106427727521,-0.106427727521,"[[ 1.31994739  2.22543405 -0.12367863  0.14896478]
 [ 0.53640255  1.7375272   0.          0.        ]]",[-0.17441489 -0.26243991],[-0.54309016 -0.62760353]
13,"[-0.08993359 -0.21399151  1.53318996  1.46711134 -1.08450566  1.29579279
 -0.01248843 -0.6638579   0.04929635 -0.98318177  0.        ]",[-0.97361717 -0.36968895],-0.104781076888,-0.104781076888,"[[ 1.29085215  2.22163223 -0.12367863  0.14896478]
 [-3.43269261 -2.10491011  0.          0.        ]]",[-0.17441489 -0.26243991],[-0.07898894 -0.25723517]
14,"[ 0.05787988 -0.15504944  1.47941599  1.5633412  -1.0845027   1.29578844
 -0.34798899 -0.87077979  0.09042597 -0.85783288  0.        ]",[ 1.37849958  0.20839853],-0.0955914262255,-0.0955914262255,"[[ 1.18421163  2.16526603 -0.12367863  0.14896478]
 [-7.21870337 -3.52698943  0.          0.        ]]",[-0.17441489 -0.26243991],[ 0.37805584  0.07663257]
15,"[ 0.19498469 -0.0880626   1.41190396  1.65963025 -1.08449975  1.29578409
  0.01546843 -0.74059693  0.14911889 -0.73332245  0.        ]",[ 0.63057164 -1.11622914],-0.0893592519589,-0.0893592519589,"[[ 1.08098946  2.10370256 -0.12367863  0.14896478]
 [-3.11721914 -2.63232078  0.          0.        ]]",[-0.17441489 -0.26243991],[ 0.09522316 -0.02501236]
16,"[ 0.24200519  0.01640951  1.38438206  1.78543086 -1.08449679  1.29577974
  0.24216289 -1.30918892  0.17815953 -0.62027061  0.        ]",[ 0.33896479  0.82437491],-0.0834286822689,-0.0834286822689,"[[ 1.04431182  2.01184929 -0.12367863  0.14896478]
 [-0.55905468 -6.53998382  0.          0.        ]]",[-0.17441489 -0.26243991],[ 0.07050541  0.28140813]
17,"[ 0.23897036  0.13144577  1.38622511  1.89377972 -1.08449383  1.29577539
  0.36202117 -0.81540012  0.1878199  -0.52490928  0.        ]",[ 1.16865072  0.1954765 ],-0.0781932427176,-0.0781932427176,"[[ 1.04670186  1.91509816 -0.12367863  0.14896478]
 [ 0.79350466 -3.14644287  0.          0.        ]]",[-0.17441489 -0.26243991],[-0.15322566  0.04685536]
18,"[ 0.16745986  0.19815821  1.42691709  1.94354685 -1.08449087  1.29577104
  0.71137247 -0.69377566  0.14728189 -0.5016055   0.        ]",[-1.37617043  0.32361276],-0.0727106258302,-0.0727106258302,"[[ 1.10212664  1.8605559  -0.12367863  0.14896478]
 [ 4.73580763 -2.31059059  0.          0.        ]]",[-0.17441489 -0.26243991],[-0.63391036 -0.24730271]
