timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.89947009  3.1607511 ],[ 1.24309413  1.56423256],-0.417800600079,-0.417800600079,"[ 0.9577091   1.68635824  0.04563122 -1.03441894 -1.72405167 -0.75102881
  0.27127143 -0.3517228   3.24049088  0.68916116  0.        ]","[[-0.00222532 -0.01942823 -0.19936107 -0.08628323]
 [-0.00021855 -0.00259487  0.          0.        ]]",[-0.22707266 -0.28730223]
1,[ 1.65298986  2.85079265],[ 1.7711814   1.91580616],-0.420303916754,-0.420303916754,"[ 0.95663301  1.68633236  0.10584378 -0.92473805 -1.72404558 -0.75102776
  0.65538732  0.25265426  3.23841244  0.81710472  0.        ]","[[ 0.03744541  0.02023279 -0.19936107 -0.08628323]
 [ 3.95413054  3.95551013  0.          0.        ]]",[-0.22707266 -0.28730223]
2,[ 1.32398534  2.62408304],[-0.44514898  3.04349084],-0.424992689016,-0.424992689016,"[ 0.93916936  1.67455358  0.28400921 -0.59950716 -1.72403949 -0.75102672
  1.03191233  0.84506835  3.18730731  1.19273749  0.        ]","[[ 0.15541895  0.13826991 -0.19936107 -0.08628323]
 [ 7.83034307  7.83527249  0.          0.        ]]",[-0.22707266 -0.28730223]
3,[ 1.34220195  2.58328223],[ 0.73525064  2.95627575],-0.424147869409,-0.424147869409,"[ 0.89224553  1.61726703  0.48718435 -0.07626802 -1.7240334  -0.75102567
  0.84569027  1.42608752  3.01409813  1.65664638  0.        ]","[[  0.29279068   0.33315377  -0.19936107  -0.08628323]
 [  5.91326539  11.64042468   0.           0.        ]]",[-0.22707266 -0.28730223]
4,[ 1.33362293  2.46839523],[ 1.49921284  3.49769822],-0.411505160117,-0.411505160117,"[ 0.81181182  1.46399395  0.69435321  0.58856316 -1.72402731 -0.75102463
  1.11681259  1.99532135  2.66298599  2.10247468  0.        ]","[[  0.43905836   0.60336664  -0.19936107  -0.08628323]
 [  8.70439706  15.36843012   0.           0.        ]]",[-0.22707266 -0.28730223]
5,[ 0.94814795  1.89434886],[ 1.60645324  1.08377549],-0.376919113817,-0.376919113817,"[ 0.64299899  1.16191848  0.9691202   1.26469424 -1.72402122 -0.75102359
  1.48447598  2.55320583  2.03620275  2.43593398  0.        ]","[[  0.65111855   0.94739467  -0.19936107  -0.08628323]
 [ 12.48940653  19.02217156   0.           0.        ]]",[-0.22707266 -0.28730223]
6,[ 0.09185791  0.82904214],[ 0.95943699  0.90931643],-0.310083369958,-0.310083369958,"[ 0.32900593  0.68510277  1.27334195  1.72585069 -1.72401513 -0.75102254
  1.84513707  3.09999961  1.21693452  2.35492224  0.        ]","[[  0.93815442   1.36376991  -0.19936107  -0.08628323]
 [ 16.20236451  22.60337646   0.           0.        ]]",[-0.22707266 -0.28730223]
7,[-1.21916986 -0.40936971],[-0.92629039 -0.90788544],-0.21623127987,-0.21623127987,"[-0.16478857  0.08167173  1.51065408  1.67973544 -1.72400904 -0.7510215
  2.18337945  3.58109463  0.59756109  1.68328351  0.        ]","[[  1.29713511   1.84745326  -0.19936107  -0.08628323]
 [ 19.68457793  25.75443373   0.           0.        ]]",[-0.22707266 -0.28730223]
8,[-1.24661207 -0.30974787],[-0.45725214  0.59722144],-0.157213239802,-0.157213239802,"[-0.70250039 -0.43378182  1.56236037  1.04181804 -1.72400295 -0.75102045
  1.78989546  2.9541784   0.60479196  0.90215014  0.        ]","[[  1.65019187   2.32134778  -0.19936107  -0.08628323]
 [ 15.63384032  21.6487823    0.           0.        ]]",[-0.22707266 -0.28730223]
9,[-0.84714293  0.36734876],[-1.2279261   0.79593172],-0.177606288074,-0.177606288074,"[-1.13793881 -0.75026428  1.46394231  0.01383617 -1.72399686 -0.75101941
  1.58426113  3.24969132  1.02211392  0.5459585   0.        ]","[[  1.94163232   2.77374344  -0.19936107  -0.08628323]
 [ 13.51693971  23.58439653   0.           0.        ]]",[-0.22707266 -0.28730223]
10,[-0.45786878  1.39969397],[-0.80808389  2.94861956],-0.220929099718,-0.220929099718,"[-1.44747378 -0.83458809  1.30302219 -0.97339655 -1.72399077 -0.75101836
  1.17366537  0.57138725  1.4090415   0.64145932  0.        ]","[[ 2.16956752  3.13895279 -0.19936107 -0.08628323]
 [ 9.28998393  6.04330103  0.          0.        ]]",[-0.22707266 -0.28730223]
11,[-0.50158519  1.52192664],[-0.12871318 -0.31556678],-0.221832860494,-0.221832860494,"[-1.62969084 -0.83456953  1.15915705 -0.99691968 -1.72398468 -0.75101732
  0.84497774 -0.72750331  1.41502965  0.64944274  0.        ]","[[ 2.32141572  3.14745908 -0.19936107 -0.08628323]
 [ 5.90623867 -2.46356463  0.          0.        ]]",[-0.22707266 -0.28730223]
12,[-0.52995986  1.48677492],[-0.4419134   2.35247969],-0.216159634729,-0.216159634729,"[-1.74866735 -0.83250031  1.03665131 -0.82151907 -1.72397859 -0.75101627
  0.7841107  -0.92697918  1.37618741  0.60246999  0.        ]","[[ 2.43325358  3.08400538 -0.19936107 -0.08628323]
 [ 5.27963909 -3.77000683  0.          0.        ]]",[-0.22707266 -0.28730223]
13,[-0.40270913  1.49459755],[-1.63029968  1.21798971],-0.212457898655,-0.212457898655,"[-1.83118573 -0.82745529  0.93274674 -0.68689325 -1.7239725  -0.75101523
  0.60400953 -0.57605933  1.35313975  0.56404035  0.        ]","[[ 2.52024384  3.03515798 -0.19936107 -0.08628323]
 [ 3.42555042 -1.47172364  0.          0.        ]]",[-0.22707266 -0.28730223]
14,[-0.20394024  1.53865802],[-0.17497029  1.62799017],-0.21107909821,-0.21107909821,"[-1.8558484  -0.82467576  0.89770678 -0.63456415 -1.72396641 -0.75101418
  0.21283207 -0.43886182  1.34483349  0.54855994  0.        ]","[[ 2.54835     3.01610863 -0.19936107 -0.08628323]
 [-0.60151897 -0.57317633  0.          0.        ]]",[-0.22707266 -0.28730223]
15,[-0.17034909  1.5353235 ],[-0.46784848  2.41351024],-0.210080490879,-0.210080490879,"[-1.83939581 -0.82347079  0.92129451 -0.6142353  -1.72396032 -0.75101314
  0.14669767 -0.38535668  1.3371324   0.54265422  0.        ]","[[ 2.52948861  3.00869651 -0.19936107 -0.08628323]
 [-1.28235366 -0.22275694  0.          0.        ]]",[-0.22707266 -0.28730223]
