timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.09209292  2.05450087  0.01430247 -0.94247613 -0.89093815 -1.08717325
  0.27621394 -0.35427955  2.06307559  0.92669723  0.        ]",[-2.71481446  1.25896153],-0.336449811003,-0.336449811003,"[[ 0.02057111 -0.06848507 -0.10287173 -0.12731622]
 [-0.00197606  0.00289057  0.          0.        ]]",[-0.0637752  -0.23850363],[ 0.11813056  1.54810476]
1,"[ 1.09212578  2.05707642 -0.04567438 -0.82237297 -0.89093423 -1.08716744
 -0.03056714  0.19521606  2.06307178  0.8940865   0.        ]",[-1.44460775  1.2704807 ],-0.335009886567,-0.335009886567,"[[-0.01917397 -0.02868455 -0.10287173 -0.12731622]
 [-3.9593501   3.96395519  0.          0.        ]]",[-0.0637752  -0.23850363],[ 0.19756624  1.58859086]
2,"[ 1.07924884  2.0522099  -0.22326583 -0.46552132 -0.89093031 -1.08716162
 -0.33127831  0.73382671  2.05627172  0.79746117  0.        ]",[-1.18231777  1.69838524],-0.330106150938,-0.330106150938,"[[-0.13728089  0.08955012 -0.10287173 -0.12731622]
 [-7.83842545  7.84656238  0.          0.        ]]",[-0.0637752  -0.23850363],[ 0.36107937  1.67623544]
3,"[ 1.01608427  2.00340361 -0.50890565  0.11277406 -0.89092639 -1.0871558
 -0.62604551  1.26175288  2.02298663  0.64204172  0.        ]",[ 1.18609433  0.81899641],-0.320043489408,-0.320043489408,"[[ -0.33219985   0.28466474  -0.10287173  -0.12731622]
 [-11.64083352  11.65218383   0.           0.        ]]",[-0.0637752  -0.23850363],[ 0.62493873  1.78972459]
4,"[ 0.90582562  1.86049771 -0.77056168  0.83810442 -0.89092247 -1.08714998
 -0.30161149  1.67936774  1.96553987  0.56492794  0.        ]",[-1.14261101  0.35287403],-0.309994800121,-0.309994800121,"[[ -0.52302737   0.54791348  -0.10287173  -0.12731622]
 [ -7.45577943  14.66268452   0.           0.        ]]",[-0.0637752  -0.23850363],[ 0.63716316  1.74773622]
5,"[ 0.75486745  1.59751426 -1.00085828  1.53867357 -0.89091855 -1.08714416
 -0.59691651  1.83305063  1.87813769  0.54494048  0.        ]",[-0.61430425  3.05174361],-0.297882453549,-0.297882453549,"[[ -0.71036208   0.85228463  -0.10287173  -0.12731622]
 [-11.26510904  15.77065774   0.           0.        ]]",[-0.0637752  -0.23850363],[ 0.79736149  1.76045299]
6,"[ 0.49975607  1.19377837 -1.25112328  2.08490099 -0.89091463 -1.08713834
 -0.76817977  2.33899512  1.72744111  0.50130495  0.        ]",[ 1.87191139  1.55940257],-0.276706692815,-0.276706692815,"[[ -0.95782992   1.20429433  -0.10287173  -0.12731622]
 [-13.47436437  19.41807638   0.           0.        ]]",[-0.0637752  -0.23850363],[ 0.81770265  1.63960218]
7,"[ 0.22214822  0.63373077 -1.41490836  2.28049004 -0.89091071 -1.08713253
 -0.44079546  2.83468624  1.5273885   0.57950465  0.        ]",[ 0.35443583  1.60268678],-0.253449039337,-0.253449039337,"[[ -1.18494931   1.62851098  -0.10287173  -0.12731622]
 [ -9.25127941  22.99180704   0.           0.        ]]",[-0.0637752  -0.23850363],[ 0.46400848  1.31633902]
8,"[ -2.92287723e-03   4.66003540e-03  -1.49054189e+00   1.83565596e+00
  -8.90906788e-01  -1.08712671e+00  -3.17813701e-01   3.32065108e+00
   1.25932332e+00   7.79368511e-01   0.00000000e+00]",[-0.19406151  2.0090196 ],-0.229439877031,-0.229439877031,"[[ -1.35406039   2.12350267  -0.10287173  -0.12731622]
 [ -7.66488746  26.49573775   0.           0.        ]]",[-0.0637752  -0.23850363],[ 0.19143465  1.03636312]
9,"[-0.22312626 -0.49857702 -1.523363    0.58848059 -0.89090287 -1.08712089
 -0.36553549  3.7969761   0.87479644  0.96648972  0.        ]",[-1.3694859   0.75114088],-0.198621201387,-0.198621201387,"[[ -1.51353439   2.68788036  -0.10287173  -0.12731622]
 [ -8.2804863   29.93059038   0.           0.        ]]",[-0.0637752  -0.23850363],[-0.0159716   0.78881854]
10,"[-0.5065698  -0.6307544  -1.50967471 -0.96895621 -0.89089895 -1.08711507
 -0.65980673  1.16593618  0.54248569  1.03245576  0.        ]",[ 0.24498143  1.1381309 ],-0.173111786756,-0.173111786756,"[[ -1.71722303   3.21886054  -0.10287173  -0.12731622]
 [-12.07645115  10.96290091   0.           0.        ]]",[-0.0637752  -0.23850363],[-0.30312505  0.61142308]
