timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.11406589  1.24112022],[ 2.24097705  1.23003034],-0.173638885393,-0.173638885393,"[ 0.97472905  1.8710386  -0.06576612 -0.79379763  1.14462685  1.19914738
  0.29797272 -0.35885439  0.28533571 -1.51614238  0.        ]","[[-0.08159193  0.02086173  0.13076715  0.13995472]
 [-0.00302969 -0.00375625  0.          0.        ]]",[-0.16815037 -0.26274708]
1,[ 1.29396927  0.51984489],[ 1.4578429   2.00001156],-0.1626614121,-0.1626614121,"[ 0.9783031   1.86894857 -0.004892   -0.67601308  1.14462348  1.19914365
  0.64376568  0.21486736  0.28888268 -1.40088669  0.        ]","[[-0.04197685  0.06049975  0.13076715  0.13995472]
 [ 3.95137919  3.95437129  0.          0.        ]]",[-0.16815037 -0.26274708]
2,[ 0.0459221  -0.32911292],[-0.21882938 -1.41935813],-0.129013122374,-0.129013122374,"[ 0.97537421  1.85079927  0.17653437 -0.32772762  1.14462011  1.19913993
  0.98272692  0.77723244  0.25806777 -1.06014527  0.        ]","[[ 0.07594243  0.17851429  0.13076715  0.13995472]
 [ 7.82767427  7.83415305  0.          0.        ]]",[-0.16815037 -0.26274708]
3,[-0.30607647 -0.0837653 ],[-1.00818969  0.4063361 ],-0.0891373084781,-0.0891373084781,"[ 0.94361318  1.81597145  0.39913921  0.00577842  1.14461674  1.1991362
  0.89363433  0.18086443  0.15073952 -0.68633177  0.        ]","[[ 0.22227407  0.29391673  0.13076715  0.13995472]
 [ 6.80885955  3.71979889  0.          0.        ]]",[-0.16815037 -0.26274708]
4,[-0.2401145  -0.20380324],[-1.47551223 -1.66786543],-0.0613132748406,-0.0613132748406,"[ 0.90654344  1.77746734  0.54025439  0.25762872  1.14461337  1.19913247
  0.53588237  0.40361782  0.03359373 -0.45120734  0.        ]","[[ 0.31740366  0.38373177  0.13076715  0.13995472]
 [ 2.71771838  5.25658158  0.          0.        ]]",[-0.16815037 -0.26274708]
5,[ 0.34762791  0.39155445],[-0.4517278   0.61796362],-0.0516623309436,-0.0516623309436,"[ 0.89995027  1.7439142   0.56088643  0.43273392  1.14461     1.19912875
  0.18537856 -0.18518879 -0.0183714  -0.38097895  0.        ]","[[ 0.33154232  0.44810628  0.13076715  0.13995472]
 [-1.29053855  1.19439969  0.          0.        ]]",[-0.16815037 -0.26274708]
6,[ 0.5716989   0.22003554],[ 0.4981397   0.45416367],-0.0547022929697,-0.0547022929697,"[ 0.91933554  1.71562367  0.49711185  0.56040635  1.14460663  1.19912502
  0.03126209  0.16614709 -0.01039396 -0.4153645   0.        ]","[[ 0.28804859  0.49631378  0.13076715  0.13995472]
 [-3.05296712  3.61826649  0.          0.        ]]",[-0.16815037 -0.26274708]
7,[ 0.27003714 -0.16242158],[-0.45533207 -0.94272157],-0.0526478406861,-0.0526478406861,"[ 0.93506973  1.65604473  0.43670127  0.78894421  1.14460326  1.1991213
  0.20881846  0.41631815 -0.03374965 -0.41723799  0.        ]","[[ 0.24736145  0.58599586  0.13076715  0.13995472]
 [-1.02248591  5.34419811  0.          0.        ]]",[-0.16815037 -0.26274708]
8,[ 0.71345866  0.31764227],[ 1.3930773 -1.2837987],-0.0524565268992,-0.0524565268992,"[ 0.94773895  1.60478721  0.37925249  0.95439917  1.14459989  1.19911757
  0.05317995 -0.13999359 -0.0471474  -0.43125356  0.        ]","[[ 0.20905442  0.65437213  0.13076715  0.13995472]
 [-2.80231528  1.50621245  0.          0.        ]]",[-0.16815037 -0.26274708]
9,[ 0.43183801  0.54114568],[ 0.28608213 -0.11013328],-0.0565742303735,-0.0565742303735,"[ 0.95234773  1.61251515  0.35544234  0.9309071   1.14459652  1.19911384
  0.40410231 -0.71845344 -0.02692608 -0.46233533  0.        ]","[[ 0.1932721   0.64445543  0.13076715  0.13995472]
 [ 1.21071763 -2.4845759   0.          0.        ]]",[-0.16815037 -0.26274708]
10,[ 0.24871716  0.54874897],[-0.44464257  0.39372766],-0.0556996900805,-0.0556996900805,"[ 0.94152901  1.65252635  0.40863218  0.80101638  1.14459315  1.19911012
  0.50098951 -0.77458869 -0.02080413 -0.44322924  0.        ]","[[ 0.22860316  0.59087816  0.13076715  0.13995472]
 [ 2.31869391 -2.87186209  0.          0.        ]]",[-0.16815037 -0.26274708]
11,[ 0.35246763  0.50252593],[ 1.68969533  1.980468  ],-0.0548190125799,-0.0548190125799,"[ 0.93159534  1.68121928  0.45086416  0.69783154  1.14458978  1.19910639
  0.34310418 -0.5402788  -0.01785954 -0.42716733  0.        ]","[[ 0.25686173  0.54965967  0.13076715  0.13995472]
 [ 0.5131814  -1.2553725   0.          0.        ]]",[-0.16815037 -0.26274708]
12,[-0.50981855 -0.24979797],[-0.1298033  -0.44109645],-0.0436876998368,-0.0436876998368,"[ 0.91132986  1.67107995  0.52456855  0.73533185  1.14458641  1.19910267
  0.68804123  0.03705759 -0.07312131 -0.34035537  0.        ]","[[ 0.30670233  0.56451519  0.13076715  0.13995472]
 [ 4.45776402  2.72764777  0.          0.        ]]",[-0.16815037 -0.26274708]
13,[-0.62327987 -0.15304145],[-1.73725156  0.91762747],-0.024148397787,-0.024148397787,"[ 0.8698588   1.64517113  0.64483677  0.82593684  1.14458304  1.19909894
  0.63548289 -0.22390816 -0.18396736 -0.19775619  0.        ]","[[ 0.3898275   0.60100422  0.13076715  0.13995472]
 [ 3.8567404   0.92725606  0.          0.        ]]",[-0.16815037 -0.26274708]
14,[-0.4144305  -0.42388371],[ 0.46055974  0.24815102],-0.0119826692309,-0.0119826692309,"[ 0.84857876  1.60359195  0.69664591  0.95783769  1.14457967  1.19909521
  0.28275044  0.30029606 -0.2676975  -0.12049338  0.        ]","[[ 0.42649092  0.65583447  0.13076715  0.13995472]
 [-0.17696242  4.54371328  0.          0.        ]]",[-0.16815037 -0.26274708]
15,[-0.8229028  -0.78293884],[-0.89245275  0.70762146],-0.00515664206265,-0.00515664206265,"[ 0.83949435  1.52010468  0.71728588  1.18371296  1.1445763   1.19909149
  0.44237421  0.42959124 -0.36757672 -0.06038799  0.        ]","[[ 0.44126618  0.75565845  0.13076715  0.13995472]
 [ 1.64843683  5.43571661  0.          0.        ]]",[-0.16815037 -0.26274708]
16,[-0.56836194 -1.04585612],[ 1.28680766 -0.77657843],-0.0168085698733,-0.0168085698733,"[ 0.84123117  1.39174266  0.71339445  1.45790838  1.14457293  1.19908776
  0.13069296  0.82028892 -0.48193791 -0.02241229  0.        ]","[[ 0.43847387  0.89141685  0.13076715  0.13995472]
 [-1.91581556  8.13112331  0.          0.        ]]",[-0.16815037 -0.26274708]
17,[-1.02470589 -1.09581816],[-0.82292029 -1.36863111],-0.0307753483665,-0.0307753483665,"[ 0.84012676  1.25465594  0.71586326  1.68084496  1.14456956  1.19908404
  0.48009501  0.35107129 -0.60075481  0.00199346  0.        ]","[[ 0.44024656  1.02156031  0.13076715  0.13995472]
 [ 2.07980135  4.89403015  0.          0.        ]]",[-0.16815037 -0.26274708]
18,[-0.47279951 -0.5461129 ],[-0.38675568  0.32326144],-0.0383083842681,-0.0383083842681,"[ 0.83476376  1.19066674  0.72771388  1.76543349  1.14456619  1.19908031
  0.19186575 -0.2367842  -0.66349113  0.01403015  0.        ]","[[ 0.44877276  1.07875015  0.13076715  0.13995472]
 [-1.21625569  0.83846233  0.          0.        ]]",[-0.16815037 -0.26274708]
19,[-0.27023506 -0.59034407],[ 0.36339515 -0.87916603],-0.0345585081429,-0.0345585081429,"[ 0.85875293  1.15692412  0.6724926   1.80565931  1.14456282  1.19907659
  0.06011758 -0.05359936 -0.64078852 -0.01910404  0.        ]","[[ 0.40933142  1.10819933  0.13076715  0.13995472]
 [-2.72286561  2.10223715  0.          0.        ]]",[-0.16815037 -0.26274708]
20,[-0.19776009 -0.24950743],[ 0.16902681 -0.14940643],-0.0286657132252,-0.0286657132252,"[ 0.88067628  1.14917904  0.61626185  1.81447655  1.14455945  1.19907286
  0.19064914 -0.56428393 -0.59859486 -0.05463957  0.        ]","[[ 0.36985076  1.11489492  0.13076715  0.13995472]
 [-1.23016638 -1.42093055  0.          0.        ]]",[-0.16815037 -0.26274708]
21,[-0.19031599 -0.15913531],[-0.46495835  1.35522692],-0.0220776366259,-0.0220776366259,"[ 0.88978919  1.18830056  0.59084155  1.76830885  1.14455608  1.19906914
  0.25127747 -0.64598376 -0.546626   -0.07544712  0.        ]","[[ 0.35220373  1.08082106  0.13076715  0.13995472]
 [-0.53684683 -1.98457699  0.          0.        ]]",[-0.16815037 -0.26274708]
22,[-0.08105606 -0.4611012 ],[ 0.40510799 -0.83196315],-0.0177195643203,-0.0177195643203,"[ 0.90388285  1.18780119  0.54856668  1.76890884  1.14455271  1.19906541
  0.09123081 -0.06627126 -0.51283856 -0.10477875  0.        ]","[[ 0.32310377  1.08125656  0.13076715  0.13995472]
 [-2.36705795  2.01479389  0.          0.        ]]",[-0.16815037 -0.26274708]
23,[-0.05277139 -0.16113046],[-0.18065864  0.06766137],-0.0145347363697,-0.0145347363697,"[ 0.91751213  1.17999813  0.50340211  1.77840205  1.14454934  1.19906168
  0.23557613 -0.54962095 -0.48367576 -0.13574143  0.        ]","[[ 0.29232417  1.08809548  0.13076715  0.13995472]
 [-0.71639649 -1.31978345  0.          0.        ]]",[-0.16815037 -0.26274708]
24,[ 0.09683064 -0.09460437],[-0.47863721 -0.19337936],-0.0107612521919,-0.0107612521919,"[ 0.92619015  1.20661187  0.47181186  1.74530843  1.14454597  1.19905796
  0.17429997 -0.50697148 -0.43888211 -0.16388039  0.        ]","[[ 0.2709657   1.06465191  0.13076715  0.13995472]
 [-1.4171153  -1.02555579  0.          0.        ]]",[-0.16815037 -0.26274708]
25,[ 0.51756823  0.19043839],[ 0.32001421  0.57725244],-0.0130043030301,-0.0130043030301,"[ 0.94304019  1.23793031  0.40156546  1.70393635  1.1445426   1.19905423
  0.01116102 -0.61494476 -0.36354929 -0.22563253  0.        ]","[[ 0.22390549  1.03666702  0.13076715  0.13995472]
 [-3.28268256 -1.77045648  0.          0.        ]]",[-0.16815037 -0.26274708]
