timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.08438313  2.60995674],[ 0.72759518  2.59121871],-0.151976485989,-0.151976485989,"[ 0.96883094  1.60519301  0.08009797 -1.210116    0.60337046  0.50378724
  0.25707864 -0.3493135   0.8448935  -0.79191573  0.        ]","[[ 0.03624208 -0.05375082  0.06874372  0.05797209]
 [-0.00266592 -0.00402229  0.          0.        ]]",[-0.27475366 -0.33165616]
1,[ 0.21156934  1.8066783 ],[ 0.6878421  2.2216826],-0.148182236317,-0.148182236317,"[ 0.96652446  1.60688463  0.12298529 -1.10371809  0.60336987  0.50378678
  0.55131195  0.27674282  0.84233008 -0.68039019  0.        ]","[[ 0.06505247 -0.01411385  0.06874372  0.05797209]
 [ 2.87413088  3.95452983  0.          0.        ]]",[-0.27475366 -0.33165616]
2,[-1.00787997  0.83811182],[-0.85093219  1.38439869],-0.137521927707,-0.137521927707,"[ 0.95229562  1.60020385  0.2477317  -0.7872135   0.60336927  0.50378632
  0.82364637  0.89041646  0.80208542 -0.35524426  0.        ]","[[ 0.14925046  0.10390865  0.06874372  0.05797209]
 [ 5.53682015  7.83478965  0.          0.        ]]",[-0.27475366 -0.33165616]
3,[-0.88891745  0.4279061 ],[-0.57930047  1.58335548],-0.125485136792,-0.125485136792,"[ 0.92999205  1.55112478  0.35878994 -0.27515223  0.60336867  0.50378586
  0.46801959  1.49231128  0.68257694  0.0193734   0.        ]","[[  0.22510036   0.29878932   0.06874372   0.05797209]
 [  2.05977596  11.64058635   0.           0.        ]]",[-0.27475366 -0.33165616]
4,[-0.71052945 -0.12873973],[-0.88816554 -1.42605568],-0.113689272745,-0.113689272745,"[ 0.9234744   1.40827407  0.38457321  0.38143172  0.60336808  0.5037854
  0.22935545  2.08221101  0.49409223  0.30374586  0.        ]","[[  0.24288294   0.56902532   0.06874372   0.05797209]
 [ -0.2736975   15.37057033   0.           0.        ]]",[-0.27475366 -0.33165616]
5,[-0.18388623  0.3090899 ],[-0.37080794  0.35135133],-0.102444191145,-0.102444191145,"[ 0.93765486  1.19354501  0.32547091  0.92290055  0.60336748  0.50378495
 -0.12930078  1.40804602  0.31731589  0.42017104  0.        ]","[[  0.20222702   0.83366766   0.06874372   0.05797209]
 [ -3.78036189  11.10783739   0.           0.        ]]",[-0.27475366 -0.33165616]
6,[ 0.32909378  0.00034153],[ 0.45207147 -0.03781247],-0.0909934340591,-0.0909934340591,"[ 0.95984386  0.95402582  0.19364139  1.28721099  0.60336688  0.50378449
 -0.27173234  1.593339    0.19659875  0.40123574  0.        ]","[[  0.1126477    1.06758002   0.06874372   0.05797209]
 [ -5.17294875  12.27947349   0.           0.        ]]",[-0.27475366 -0.33165616]
7,[ 0.08564624 -0.34535056],[-0.66384999 -0.55003457],-0.0768103041795,-0.0768103041795,"[ 0.9692328   0.67197448  0.06806357  1.52880698  0.60336629  0.50378403
 -0.0782776   1.53112164  0.04705343  0.36771955  0.        ]","[[  0.02816563   1.30922233   0.06874372   0.05797209]
 [ -3.28150093  11.88609523   0.           0.        ]]",[-0.27475366 -0.33165616]
8,[ 0.64212227 -0.1437182 ],[ 1.05240336 -0.26235097],-0.0624511346255,-0.0624511346255,"[ 0.9667065   0.40642512 -0.06800272  1.6170675   0.60336569  0.50378357
 -0.34027238  1.14953034 -0.07940484  0.29454856  0.        ]","[[-0.06316431  1.52273621  0.06874372  0.05797209]
 [-5.84308075  9.47329497  0.          0.        ]]",[-0.27475366 -0.33165616]
9,[-0.14156929 -0.46870363],[ 0.51941892 -1.75195515],-0.0494087199457,-0.0494087199457,"[ 0.95457918  0.18348126 -0.18066775  1.5978147   0.60336509  0.50378311
  0.07636347  0.95546359 -0.1914295   0.2206884   0.        ]","[[-0.13915578  1.69988989  0.06874372  0.05797209]
 [-1.76954797  8.24621357  0.          0.        ]]",[-0.27475366 -0.33165616]
