timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.01214473  1.48350728  0.04313659 -1.39090599  1.61666626  1.72565796
  0.20594526 -0.34519584 -0.23146808 -2.673404    0.        ]",[ 4.19059046 -0.44552598],-0.195735207823,-0.195735207823,"[[ 0.0392189  -0.04286458  0.18512819  0.19767835]
 [-0.00241283 -0.00202585  0.          0.        ]]",[-0.53068852 -0.52604753],[ 5.06898069  0.50036514]
1,"[ 1.00844718  1.48230913  0.10082318 -1.43696881  1.61666346  1.72565468
  0.6742896  -0.64981416 -0.23405635 -2.59349822  0.        ]",[ 5.60133851  0.08943681],-0.189392044582,-0.189392044582,"[[ 0.07886852 -0.06061991  0.18512819  0.19767835]
 [ 3.95419942 -1.76761706  0.          0.        ]]",[-0.53068852 -0.52604753],[ 3.71605515  0.42503363]
2,"[ 0.98284129  1.47918156  0.27106603 -1.51846411  1.61666067  1.72565139
  1.13327194 -0.58293408 -0.25676016 -2.32761418  0.        ]",[ 1.44277223 -0.00699728],-0.168109742265,-0.168109742265,"[[ 0.19685686 -0.09208303  0.18512819  0.19767835]
 [ 7.83172617 -1.37997783  0.          0.        ]]",[-0.53068852 -0.52604753],[ 1.42870355 -0.16672546]
3,"[ 0.89373088  1.47537795  0.54232341 -1.58980667  1.61665787  1.72564811
  1.58319345 -0.58324606 -0.35022882 -1.86742998  0.        ]",[-0.00381128 -1.1097332 ],-0.130642123086,-0.130642123086,"[[  0.39162785  -0.11970088   0.18512819   0.19767835]
 [ 11.63271886  -1.38178826   0.           0.        ]]",[-0.53068852 -0.52604753],[-1.41259062 -0.64954686]
4,"[ 0.71758827  1.46204187  0.83505152 -1.76201703  1.61665507  1.72564482
  1.55435483 -1.26164514 -0.52891688 -1.40407872  0.        ]",[-0.96216066  0.57526089],-0.0931534538943,-0.0931534538943,"[[  0.62183799  -0.18678828   0.18512819   0.19767835]
 [ 11.38910936  -5.3138413    0.           0.        ]]",[-0.53068852 -0.52604753],[-2.19513726  0.12148492]
5,"[ 0.52371072  1.43780959  1.04082606 -1.97036064  1.61665228  1.72564154
  1.0770435  -0.85022296 -0.71093397 -1.09879092  0.        ]",[-2.4497973  -0.01347097],-0.0721137944947,-0.0721137944947,"[[ 0.8091624  -0.26913922  0.18512819  0.19767835]
 [ 7.35675158 -2.92921572  0.          0.        ]]",[-0.53068852 -0.52604753],[-1.78118968 -0.09294534]
6,"[ 0.39662747  1.41540483  1.14131182 -2.11565038  1.61664948  1.72563826
  0.59155531 -0.84914552 -0.82247777 -0.95681717  0.        ]",[ 0.59464575  1.58985487],-0.0660500351705,-0.0660500351705,"[[ 0.91514654 -0.32766076  0.18512819  0.19767835]
 [ 3.25530857 -2.92297483  0.          0.        ]]",[-0.53068852 -0.52604753],[-0.31005314  0.38791728]
7,"[ 0.28276583  1.40758897  1.21497552 -2.16017114  1.61664669  1.72563497
  0.86220961 -0.15615312 -0.94276235 -0.81502313  0.        ]",[-2.10070286 -0.22416149],-0.0639613987501,-0.0639613987501,"[[ 1.00319399 -0.34582021  0.18512819  0.19767835]
 [ 5.54182486  1.09365257  0.          0.        ]]",[-0.53068852 -0.52604753],[-2.12495923 -0.89706135]
8,"[ 0.18743489  1.41312237  1.26680473 -2.12889303  1.61664389  1.72563169
  0.38100451 -0.31275803 -1.06526139 -0.6827642   0.        ]",[-1.12707801 -0.44948705],-0.0665220775332,-0.0665220775332,"[[ 1.07324251 -0.33305422  0.18512819  0.19767835]
 [ 1.47656607  0.18596005  0.          0.        ]]",[-0.53068852 -0.52604753],[-0.47038075 -0.26831332]
9,"[ 0.20189789  1.40696847  1.2594663  -2.16356534  1.6166411   1.7256284
 -0.09064297 -0.62020205 -1.0372966  -0.71445097  0.        ]",[ 1.03353196  0.81094617],-0.065677267908,-0.065677267908,"[[ 1.06279606 -0.34721401  0.18512819  0.19767835]
 [-2.50794973 -1.59600572  0.          0.        ]]",[-0.53068852 -0.52604753],[ 1.48836875  0.5673064 ]
