timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.99139341  1.5316059   0.10358702 -1.30778947 -1.53469812 -0.06258387
  0.22302647 -0.34876427  3.37138253 -0.00619957  0.        ]",[ 3.27614868  3.65724235],-0.386085634462,-0.386085634462,"[[ 0.0772669  -0.03940361 -0.17599999 -0.00701618]
 [ 0.00319098 -0.00467415  0.          0.        ]]",[-0.41361398 -0.45837232],[ 3.19569206  3.98807001]
1,"[ 0.985223    1.53260262  0.16145468 -1.20452443 -1.53469529 -0.06258383
  0.66990478  0.31367799  3.36072974  0.14479631  0.        ]",[ 3.41467396  4.2094184 ],-0.38585400138,-0.38585400138,"[[  1.17005145e-01   2.16235217e-04  -1.75999994e-01  -7.01618181e-03]
 [  3.95747208e+00   3.95347278e+00   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[ 3.01275229  3.6456356 ]
2,"[ 0.95214959  1.52361265  0.33140447 -0.89762015 -1.53469246 -0.0625838
  1.10795086  0.96300826  3.27951551  0.58410713  0.        ]",[ 2.43392747  1.58513673],-0.382614983817,-0.382614983817,"[[  2.35044755e-01   1.18213033e-01  -1.75999994e-01  -7.01618181e-03]
 [  7.83360595e+00   7.83327757e+00   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[ 2.68548298  3.2357223 ]
3,"[ 0.85053776  1.47001718  0.60040082 -0.40225966 -1.53468963 -0.06258376
  1.53736802  1.5994753   2.9935526   1.23741884  0.        ]",[ 4.44938127  2.25740147],-0.369055957338,-0.369055957338,"[[  4.29840360e-01   3.13035054e-01  -1.75999994e-01  -7.01618181e-03]
 [  1.16333989e+01   1.16362360e+01   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[ 2.25918818  2.64747906]
4,"[ 0.61982239  1.31976602  0.93314291  0.23050828 -1.53468679 -0.06258373
  1.95839962  2.22330884  2.35010571  1.87974797  0.        ]",[ 2.13942969  2.75651183],-0.334347801575,-0.334347801575,"[[  6.99886107e-01   5.83159443e-01  -1.75999994e-01  -7.01618181e-03]
 [  1.53590147e+01   1.53637362e+01   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[ 2.05481052  1.8233012 ]
5,"[ 0.20053371  1.01770807  1.2552723   0.88021261 -1.53468396 -0.06258369
  2.37132957  2.83472116  1.34556674  2.0928783   0.        ]",[ 1.17533289 -0.22531134],-0.267566914341,-0.267566914341,"[[  1.04372324e+00   9.27090047e-01  -1.75999994e-01  -7.01618181e-03]
 [  1.90129776e+01   1.90170673e+01   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[ 0.69293725 -0.11892864]
6,"[-0.427638    0.59591979  1.44487384  1.30318499 -1.53468113 -0.06258366
  2.77649195  2.62194714  0.3608312   1.53371998  0.        ]",[-1.94142907 -2.98656043],-0.17069656378,-0.17069656378,"[[  1.45995280e+00   1.29467722e+00  -1.75999994e-01  -7.01618181e-03]
 [  2.25982582e+01   1.77457852e+01   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[-2.16080666 -2.43289542]
7,"[-1.07319715  0.19910125  1.38979813  1.40028937 -1.5346783  -0.06258363
  2.27924588  1.90031157 -0.06440209  0.5646773   0.        ]",[-1.8477298 -2.5658901],-0.0792539352836,-0.0792539352836,"[[  1.86777657e+00   1.60633014e+00  -1.75999994e-01  -7.01618181e-03]
 [  1.81983262e+01   1.34339420e+01   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[-2.86232972 -2.97114444]
8,"[-1.53183352 -0.08845646  1.18350496  1.31309335 -1.53467547 -0.06258359
  1.79156995  1.19303643 -0.012338   -0.18651592  0.        ]",[-3.28253016 -3.32356149],-0.0481068755961,-0.0481068755961,"[[  2.18844999e+00   1.83260681e+00  -1.75999994e-01  -7.01618181e-03]
 [  1.38830361e+01   9.20787903e+00   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[-2.72864795 -2.80308628]
9,"[-1.81044926 -0.26184587  0.95318281  1.19163591 -1.53467263 -0.06258356
  1.31335493  0.49982529  0.17608262 -0.61183879  0.        ]",[-2.39848865 -2.33850025],-0.0739646300107,-0.0739646300107,"[[  2.42365596e+00   1.97520547e+00  -1.75999994e-01  -7.01618181e-03]
 [  9.65143870e+00   5.06584212e+00   0.00000000e+00   0.00000000e+00]]",[-0.41361398 -0.45837232],[-2.36850023 -2.47039437]
