timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.99714258  1.51843621  0.07667043 -1.45909692  1.49215283  0.07028297
  0.21956795 -0.34793074 -0.09916377 -0.29974658  0.        ]",[ 0.56505031  1.52433997],-0.0394141121054,-0.0394141121054,"[[ 0.06010037 -0.09181175  0.17073061  0.00798272]
 [ 0.00159042 -0.00319944  0.          0.        ]]",[-0.44058943 -0.46099025],[-0.20146653  1.99671829]
1,"[ 0.99458795  1.52211577  0.10939152 -1.3561736   1.49215026  0.07028293
  0.47430918  0.31854782 -0.10072764 -0.19045589  0.        ]",[-2.54729676  1.70400136],-0.0390446684411,-0.0390446684411,"[[ 0.0825436  -0.05215596  0.17073061  0.00798272]
 [ 2.23529753  3.95558692  0.          0.        ]]",[-0.44058943 -0.46099025],[-1.45373321  1.03857017]
2,"[ 0.9939705   1.52106506  0.11602799 -1.04910902  1.49214768  0.07028289
  0.01794984  0.97223769 -0.11355511 -0.02306631  0.        ]",[-1.38385078  0.35912897],-0.0414707030782,-0.0414707030782,"[[ 0.08710027  0.0659135   0.17073061  0.00798272]
 [-1.7662982   7.83841335  0.          0.        ]]",[-0.44058943 -0.46099025],[-0.48598367  0.35142401]
3,"[ 0.99989884  1.48825559  0.00704192 -0.61355731  1.49214511  0.07028285
 -0.42926915  1.18576293 -0.13072685  0.01024538  0.        ]",[ 0.45861201  0.10818113],-0.0412161065305,-0.0412161065305,"[[  1.24293461e-02   2.35407344e-01   1.70730607e-01   7.98272289e-03]
 [ -5.68774696e+00   9.10673047e+00   0.00000000e+00   0.00000000e+00]]",[-0.44058943 -0.46099025],[ 0.67043221  0.004714  ]
4,"[ 0.99465675  1.4116367  -0.13084342 -0.15934974  1.49214253  0.07028281
 -0.20954352  1.22739588 -0.16287743  0.01093801  0.        ]",[-0.34533906 -0.48185856],-0.0384984449138,-0.0384984449138,"[[ -8.19949630e-02   4.20023150e-01   1.70730607e-01   7.98272289e-03]
 [ -3.76108133e+00   9.35403382e+00   0.00000000e+00   0.00000000e+00]]",[-0.44058943 -0.46099025],[-0.18424177 -0.63235879]
5,"[ 0.97695769  1.3083699  -0.25866414  0.21886573  1.49213995  0.07028278
 -0.35678089  0.87507526 -0.20582386  0.00159639  0.        ]",[-0.07557933 -1.13902091],-0.0345044143104,-0.0345044143104,"[[-0.17016982  0.58610691  0.17073061  0.00798272]
 [-5.05213512  7.26130578  0.          0.        ]]",[-0.44058943 -0.46099025],[ 0.24741119 -0.50523663]
6,"[ 0.94080382  1.22837139 -0.40550763  0.43626197  1.49213738  0.07028274
 -0.37933019  0.18425885 -0.22909742 -0.11828018  0.        ]",[ 0.65175632 -0.15254928],-0.0278381807569,-0.0278381807569,"[[-0.27319619  0.69016283  0.17073061  0.00798272]
 [-5.2498607   3.15795845  0.          0.        ]]",[-0.44058943 -0.46099025],[ 0.86015975  0.25048229]
7,"[ 0.90251476  1.18039488 -0.51409428  0.54686472  1.4921348   0.0702827
 -0.07339662  0.07188317 -0.24378146 -0.23423521  0.        ]",[ 0.33763435  0.95505608],-0.0246776994889,-0.0246776994889,"[[-0.35127843  0.74662465  0.17073061  0.00798272]
 [-2.56728302  2.49046405  0.          0.        ]]",[-0.44058943 -0.46099025],[ 0.31198627  0.19607538]
8,"[ 0.88089446  1.10037398 -0.5651216   0.70658434  1.49213223  0.07028266
  0.08460082  0.70015828 -0.27992839 -0.21603231  0.        ]",[-1.07385617 -0.31713801],-0.0211412864174,-0.0211412864174,"[[-0.3887243   0.83387685  0.17073061  0.00798272]
 [-1.18188303  6.22232524  0.          0.        ]]",[-0.44058943 -0.46099025],[-0.41908604 -0.79162538]
9,"[ 0.83979651  0.98951259 -0.64930805  0.88786319  1.49212965  0.07028263
 -0.36390541  0.46820661 -0.32966879 -0.22917321  0.        ]",[ 1.51875746  0.78063721],-0.016156560365,-0.016156560365,"[[-0.45181958  0.94450019  0.17073061  0.00798272]
 [-5.11460701  4.84457005  0.          0.        ]]",[-0.44058943 -0.46099025],[ 1.10999179 -0.39319047]
