timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.95957868  1.65999962 -0.06919029 -0.91665045 -0.79287113  0.86623619
  0.25700854 -0.35004425  2.32063286 -1.31951187  0.        ]",[ 4.29788524  3.32367422],-0.319323812783,-0.319323812783,"[[-0.06181638  0.04343986 -0.09109243  0.09874587]
 [-0.00388118  0.00370387  0.          0.        ]]",[-0.25624228 -0.31786242],[ 4.25054884  3.31431198]
1,"[ 0.96217519  1.65679427 -0.0097262  -0.8100509  -0.7928701   0.86623499
  0.65614743  0.2659545   2.32044029 -1.18643279  0.        ]",[ 3.04872136  3.28816975],-0.315285302313,-0.315285302313,"[[-0.02221813  0.0832256  -0.09109243  0.09874587]
 [ 3.9505488   3.96168407  0.          0.        ]]",[-0.25624228 -0.31786242],[ 3.28902292  2.46008396]
2,"[ 0.95541407  1.63550129  0.16727276 -0.49619692 -0.79286908  0.86623379
  1.04740242  0.8697596   2.27379909 -0.79526203  0.        ]",[ 3.01813436  2.8806162 ],-0.301259106632,-0.301259106632,"[[ 0.09568486  0.20138494 -0.09109243  0.09874587]
 [ 7.82687818  7.8413199   0.          0.        ]]",[-0.25624228 -0.31786242],[ 2.0689621   1.59971058]
3,"[ 0.89717795  1.56263878  0.45398682  0.00330331 -0.79286805  0.86623258
  1.43095919  1.46160139  2.05343731 -0.20101344  0.        ]",[ 0.24511253  0.03416581],-0.271976412108,-0.271976412108,"[[  0.29034857   0.39636607  -0.09109243   0.09874587]
 [ 11.62695567  11.64410269   0.           0.        ]]",[-0.25624228 -0.31786242],[ 0.75396222  0.73892373]
4,"[ 0.74800681  1.41845256  0.78395098  0.54481844 -0.79286703  0.86623138
  1.50570889  1.44668494  1.58623072  0.35530798  0.        ]",[ 1.08842819 -0.78656846],-0.227592333045,-0.227592333045,"[[  0.53031777   0.62828696  -0.09109243   0.09874587]
 [ 12.36756879  11.54828283   0.           0.        ]]",[-0.25624228 -0.31786242],[-0.16274941  0.33756965]
5,"[ 0.47195208  1.25195665  1.11744618  0.94018583 -0.792866    0.86623017
  1.88055976  0.92609422  0.94468159  0.68206452  0.        ]",[-1.72093432 -0.30825251],-0.173556422203,-0.173556422203,"[[  0.81493133   0.82569218  -0.09109243   0.09874587]
 [ 16.08143327   8.20333557   0.           0.        ]]",[-0.25624228 -0.31786242],[-1.46906209 -0.18215439]
6,"[ 0.11783424  1.1024563   1.35891329  1.19036954 -0.79286497  0.86622897
  1.44922882  0.71095683  0.31972422  0.71283612  0.        ]",[-0.08687864 -0.64696156],-0.120979799561,-0.120979799561,"[[  1.09368524   0.97588932  -0.09109243   0.09874587]
 [ 11.80809207   6.82101706   0.           0.        ]]",[-0.25624228 -0.31786242],[-1.62200832 -0.3794347 ]
7,"[-0.21797495  0.98330604  1.48125005  1.34130785 -0.79286395  0.86622776
  1.39108531  0.2911984  -0.14866268  0.55625557  0.        ]",[-2.18721045 -0.27858037],-0.0792905120186,-0.0792905120186,"[[  1.32406839   1.08524903  -0.09109243   0.09874587]
 [ 11.23207157   4.12394254   0.           0.        ]]",[-0.25624228 -0.31786242],[-2.13328075 -0.73583174]
8,"[-0.49955646  0.90252788  1.52368684  1.42377793 -0.79286292  0.86622656
  0.96933491  0.10693744 -0.46149972  0.34606574  0.        ]",[-1.8880192  -0.49104396],-0.0517413735506,-0.0517413735506,"[[ 1.50678677  1.15584876 -0.09109243  0.09874587]
 [ 7.05362148  2.94001107  0.          0.        ]]",[-0.25624228 -0.31786242],[-2.03357339 -0.80154622]
9,"[-0.65564371  0.85711798  1.52578886  1.46382951 -0.7928619   0.86622535
  0.55591926 -0.20458149 -0.60996146  0.20076114  0.        ]",[-2.57041845 -1.10516529],-0.0412146845072,-0.0412146845072,"[[ 1.6067644   1.19456606 -0.09109243  0.09874587]
 [ 2.95773855  0.93840874  0.          0.        ]]",[-0.25624228 -0.31786242],[-1.66185474 -0.48557401]
10,"[-0.68509758  0.88199683  1.52449698  1.44241974 -0.79286087  0.86622415
  0.15072212 -0.82356636 -0.62662193  0.20231113  0.        ]",[-0.18967691 -0.26636685],-0.0420894581469,-0.0420894581469,"[[ 1.62564074  1.17342999 -0.09109243  0.09874587]
 [-1.05672244 -3.03875609  0.          0.        ]]",[-0.25624228 -0.31786242],[-0.67201293  0.59260094]
11,"[-0.64069264  0.96361875  1.52622949  1.36277149 -0.79285985  0.86622295
  0.07711343 -0.97832192 -0.561801    0.30935384  0.        ]",[-0.97368517  1.05952039],-0.0494792577346,-0.0494792577346,"[[ 1.59718915  1.10267814 -0.09109243  0.09874587]
 [-1.78599411 -4.03311508  0.          0.        ]]",[-0.25624228 -0.31786242],[-0.34090635  1.03867531]
12,"[-0.52508671  1.00865606  1.52504374  1.31224669 -0.79285882  0.86622174
 -0.30829068 -0.34949005 -0.43791983  0.42421472  0.        ]",[-1.33055619  1.54033505],-0.0592360245468,-0.0592360245468,"[[ 1.52315861  1.06255491 -0.09109243  0.09874587]
 [-5.60435492  0.00730932  0.          0.        ]]",[-0.25624228 -0.31786242],[ 0.31013119  1.02820551]
13,"[-0.29170853  0.96388997  1.4972817   1.36247248 -0.79285779  0.86622054
 -0.69659439  0.26686767 -0.23521567  0.50954425  0.        ]",[ 1.23315739  1.88852959],-0.0715841022729,-0.0715841022729,"[[ 1.37247287  1.1024363  -0.09109243  0.09874587]
 [-9.45144585  3.96758447  0.          0.        ]]",[-0.25624228 -0.31786242],[ 1.20075703  0.96806663]
14,"[-0.07003605  0.82604361  1.43777093  1.48875056 -0.79285677  0.86621933
 -0.27845242  0.87069173 -0.08531819  0.49418448  0.        ]",[ 0.08585173 -0.64864838],-0.0773447366159,-0.0773447366159,"[[ 1.22500816  1.22071417 -0.09109243  0.09874587]
 [-5.30874731  7.84733075  0.          0.        ]]",[-0.25624228 -0.31786242],[ 0.48977894  0.1727401 ]
15,"[ 0.07643696  0.66806108  1.37873376  1.5866124  -0.79285574  0.86621813
 -0.23350665  0.44674837 -0.01657691  0.42791147  0.        ]",[-0.32900119  1.88951249],-0.0764802517165,-0.0764802517165,"[[ 1.12330111  1.35033044 -0.09109243  0.09874587]
 [-4.86345375  5.12337937  0.          0.        ]]",[-0.25624228 -0.31786242],[ 0.68988186  0.49363315]
16,"[ 0.22611726  0.49077156  1.2996369   1.64315815 -0.79285472  0.86621692
 -0.35529811  1.0472305   0.05237385  0.34351774  0.        ]",[ 1.4208138  -0.52144963],-0.0756857777794,-0.0756857777794,"[[ 1.01392539  1.49150951 -0.09109243  0.09874587]
 [-6.07009214  8.98165298  0.          0.        ]]",[-0.25624228 -0.31786242],[ 0.85955125 -0.03235433]
17,"[ 0.33005635  0.29126067  1.23163189  1.64345863 -0.79285369  0.86621572
  0.05632248  0.69809053  0.0700424   0.22289492  0.        ]",[ 0.6394189  -1.07596668],-0.0699461579881,-0.0699461579881,"[[ 0.93343955  1.64863417 -0.09109243  0.09874587]
 [-1.99200956  6.73833805  0.          0.        ]]",[-0.25624228 -0.31786242],[ 0.30242109 -0.23445359]
18,"[ 0.34759767  0.17313354  1.21894652  1.61218046 -0.79285267  0.86621451
  0.31580277  0.06101801  0.04020624  0.13422905  0.        ]",[ 0.67925115  0.75296112],-0.0626729494037,-0.0626729494037,"[[ 0.91939276  1.74233074 -0.09109243  0.09874587]
 [ 0.57876137  2.64497394  0.          0.        ]]",[-0.25624228 -0.31786242],[ 0.01056823 -0.11337018]
