timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.95588966  1.7013038   0.09350729 -0.80368119 -0.90072757  0.91971481
  0.26582654 -0.3519212   2.36588468 -1.08428674  0.        ]",[ 3.67848734  3.94683872],-0.325441717435,-0.325441717435,"[[ 0.03874165  0.06380171 -0.10337754  0.10521977]
 [ 0.00051036 -0.00054569  0.          0.        ]]",[-0.22965747 -0.28592855],[ 3.77089643  3.40506029]
1,"[ 0.9523217   1.69709089  0.15369048 -0.69520271 -0.90072609  0.91971327
  0.6515174   0.25121981  2.35270561 -0.95737846  0.        ]",[ 2.46654253  2.05840669],-0.32075603841,-0.32075603841,"[[ 0.0784269   0.10350332 -0.10337754  0.10521977]
 [ 3.95485831  3.95751937  0.          0.        ]]",[-0.22965747 -0.28592855],[ 2.85494208  2.61271048]
2,"[ 0.92752537  1.67286491  0.3311481  -0.37587806 -0.90072462  0.91971174
  1.02959106  0.84242146  2.26962797 -0.59039416  0.        ]",[ 2.63457398  1.11413054],-0.304764225166,-0.304764225166,"[[ 0.19641536  0.22158019 -0.10337754  0.10521977]
 [ 7.83111918  7.83723699  0.          0.        ]]",[-0.22965747 -0.28592855],[ 1.6824584   1.68905461]
3,"[ 0.84109815  1.59545308  0.61388917  0.13078605 -0.90072314  0.9197102
  1.40022782  1.42190897  1.99965379 -0.05195269  0.        ]",[ 1.15289121  1.13868517],-0.272142045097,-0.272142045097,"[[  0.3911634    0.41648044  -0.10337754   0.10521977]
 [ 11.63115136  11.64009749   0.           0.        ]]",[-0.22965747 -0.28592855],[ 0.52974415  0.85040218]
4,"[ 0.63359029  1.41641444  0.96752478  0.75990293 -0.90072167  0.91970866
  1.76364007  1.9898907   1.41513262  0.46243235  0.        ]",[-0.19003188  0.39965086],-0.216156132645,-0.216156132645,"[[  0.66116775   0.68668098  -0.10337754   0.10521977]
 [ 15.35714538  15.36748895   0.           0.        ]]",[-0.22965747 -0.28592855],[-0.95048714 -0.21421175]
5,"[ 0.30526386  1.11350964  1.27722015  1.33897389 -0.90072019  0.91970713
  1.66086154  2.18459847  0.627252    0.61041546  0.        ]",[-1.86408551 -2.44862028],-0.142123535444,-0.142123535444,"[[  0.95773732   1.00685194  -0.10337754   0.10521977]
 [ 14.30345226  16.64532075   0.           0.        ]]",[-0.22965747 -0.28592855],[-1.64563477 -1.0541327 ]
6,"[-0.02356168  0.77884297  1.45134743  1.66123217 -0.90071872  0.91970559
  1.24764243  1.53108451  0.0249238   0.36748383  0.        ]",[-1.49115436 -1.99881127],-0.0746397339293,-0.0746397339293,"[[  1.20130275   1.29672905  -0.10337754   0.10521977]
 [ 10.06688947  12.356694     0.           0.        ]]",[-0.22965747 -0.28592855],[-1.83258879 -1.41819477]
7,"[-0.25816512  0.52316574  1.52055058  1.75702003 -0.90071724  0.91970406
  0.84243189  0.89052454 -0.27110555  0.0535696   0.        ]",[-1.51188143 -2.51605511],-0.0293894524815,-0.0293894524815,"[[ 1.36096003  1.50168628 -0.10337754  0.10521977]
 [ 5.91241739  8.1530513   0.          0.        ]]",[-0.22965747 -0.28592855],[-1.69585979 -1.37714517]
8,"[-0.37517194  0.3688915   1.54056216  1.75976538 -0.90071577  0.91970252
  0.44512015  0.26265445 -0.37436959 -0.14987672  0.        ]",[-0.89271049 -0.85487453],-0.00743106228995,-0.00743106228995,"[[ 1.43833926  1.62340623 -0.10337754  0.10521977]
 [ 1.83892172  4.03267841  0.          0.        ]]",[-0.22965747 -0.28592855],[-1.41764474 -1.16271472]
9,"[-0.37664854  0.31085389  1.54075151  1.7502599  -0.90071429  0.91970099
  0.09702186 -0.2652337  -0.37783254 -0.20158683  0.        ]",[-0.50398577 -0.00284968],-0.00699306635711,-0.00699306635711,"[[ 1.43930995  1.66930196 -0.10337754  0.10521977]
 [-1.73000688  0.56843296  0.          0.        ]]",[-0.22965747 -0.28592855],[-0.68910408 -0.59619457]
10,"[-0.29440375  0.29679493  1.52772535  1.74707851 -0.90071281  0.91969945
 -0.09419057 -0.26862836 -0.32749355 -0.16248766  0.        ]",[-0.87506454 -0.24474105],-0.0122469516504,-0.0122469516504,"[[ 1.38504021  1.68044719 -0.10337754  0.10521977]
 [-3.6904398   0.5461539   0.          0.        ]]",[-0.22965747 -0.28592855],[-0.23048319 -0.36968547]
11,"[-0.13371065  0.29541362  1.48885544  1.74674174 -0.90071134  0.91969792
 -0.42485073 -0.41788892 -0.22011074 -0.07104978  0.        ]",[ 1.31849152 -0.09601621],-0.0263312903281,-0.0263312903281,"[[ 1.27721701  1.68154273 -0.10337754  0.10521977]
 [-7.08058084 -0.43336348  0.          0.        ]]",[-0.22965747 -0.28592855],[ 0.65634179  0.21654591]
12,"[ 0.01145377  0.31105811  1.43740785  1.75028443 -0.90070986  0.91969638
 -0.02515099 -0.47462455 -0.1089667   0.01633624  0.        ]",[ 1.05122918  0.78424265],-0.0412745744337,-0.0412745744337,"[[ 1.17672165  1.66913947 -0.10337754  0.10521977]
 [-2.98261051 -0.80569124  0.          0.        ]]",[-0.22965747 -0.28592855],[ 0.21609852  0.18327379]
13,"[  3.87735601e-02   2.91892946e-01   1.42585184e+00   1.74587187e+00
  -9.00708388e-01   9.19694847e-01   3.66585671e-01   9.02783738e-04
  -9.18102977e-02   1.30969534e-02   0.00000000e+00]",[-1.93694731 -1.21962576],-0.0428366719622,-0.0428366719622,"[[ 1.1573664   1.68433573 -0.10337754  0.10521977]
 [ 1.03371794  2.31492716  0.          0.        ]]",[-0.22965747 -0.28592855],[-0.60392869 -0.50442016]
