timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 1.08027195  2.09538966  0.03646591 -0.65525451  0.41653917 -0.13556133
  0.2979919  -0.36155218  0.96607325  0.12500968  0.        ]",[ 0.09913998  1.48728517],-0.164244104746,-0.164244104746,"[[ 0.02324003  0.0333757   0.04779666 -0.0185091 ]
 [-0.00168747  0.00244648  0.          0.        ]]",[-0.07961727 -0.20996177],[-0.06922337  0.99891543]
1,"[ 1.08012969  2.09248858  0.04232627 -0.53222923  0.41653814 -0.13556104
  0.32872228  0.18963706  0.96319722  0.16810228  0.        ]",[-0.38357317  1.99754239],-0.164796809931,-0.164796809931,"[[ 0.0271261   0.07315045  0.04779666 -0.0185091 ]
 [ 0.38900012  3.96183393  0.          0.        ]]",[-0.07961727 -0.20996177],[-0.21506408  0.88257742]
2,"[ 1.08037182  2.07130099  0.03096032 -0.16954955  0.41653712 -0.13556075
  0.2086447   0.73001613  0.94929389  0.26193849  0.        ]",[-0.88029104 -0.11850851],-0.165562638956,-0.165562638956,"[[ 0.01958969  0.19133393  0.04779666 -0.0185091 ]
 [-1.13754752  7.84357416  0.          0.        ]]",[-0.07961727 -0.20996177],[-0.28987056  0.80745435]
3,"[ 1.07962973  2.01739814 -0.05570858  0.28009593  0.41653609 -0.13556046
 -0.06348764  0.64325378  0.92947943  0.29662155  0.        ]",[ 0.256461    0.80715347],-0.16415608155,-0.16415608155,"[[-0.03787253  0.3419525   0.04779666 -0.0185091 ]
 [-4.59717688  7.22034555  0.          0.        ]]",[-0.07961727 -0.20996177],[-0.09015116  0.90663582]
4,"[ 1.07074901  1.91846373 -0.17728755  0.77241821  0.41653506 -0.13556017
  0.02338341  1.06820733  0.89826849  0.31043293  0.        ]",[ 1.59398701 -0.70869308],-0.160649436616,-0.160649436616,"[[ -0.1187357    0.51698721   0.04779666  -0.0185091 ]
 [ -3.49278394  10.27295665   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.17528354  0.79551065]
5,"[ 1.06524258  1.78324692 -0.22132837  1.21846165  0.41653403 -0.13555988
  0.34010236  0.64905004  0.84121534  0.40503222  0.        ]",[ 0.13979825  1.85852702],-0.157392302636,-0.157392302636,"[[-0.14819309  0.69223648  0.04779666 -0.0185091 ]
 [ 0.53366815  7.26202953  0.          0.        ]]",[-0.07961727 -0.20996177],[-0.35693175  0.73337191]
6,"[ 1.06839552  1.60738131 -0.19726858  1.62042932  0.41653301 -0.13555959
  0.38270412  1.18022472  0.7449556   0.56435582  0.        ]",[ 0.20758406  2.31191865],-0.154500198785,-0.154500198785,"[[ -0.13208644   0.87576057   0.04779666  -0.0185091 ]
 [  1.07527418  11.07766536   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.65733927  0.51490122]
7,"[ 1.0732418   1.31094945 -0.153031    2.04922634  0.41653198 -0.1355593
  0.44561164  1.7008663   0.56486705  0.75504607  0.        ]",[ 0.04089374  0.23984893],-0.149104163643,-0.149104163643,"[[ -0.10255825   1.13483881   0.04779666  -0.0185091 ]
 [  1.87502756  14.81769912   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.80349874  0.35620439]
8,"[ 1.07775672  0.91733655 -0.09476177  2.3115616   0.41653095 -0.13555901
  0.45550313  1.79221429  0.30747877  0.89920535  0.        ]",[-0.97892195 -0.20102765],-0.140734480845,-0.140734480845,"[[ -0.06379632   1.43777764   0.04779666  -0.0185091 ]
 [  2.000792    15.47399729   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.83149564  0.2750755 ]
9,"[ 1.07781952  0.5133575  -0.09361564  2.29661712  0.41652992 -0.13555872
  0.14773315  1.63883496  0.0637466   0.91273794  0.        ]",[-1.35496774 -0.2277158 ],-0.128283298004,-0.128283298004,"[[ -0.06303518   1.7362044    0.04779666  -0.0185091 ]
 [ -1.9118505   14.37230666   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.74297839  0.25593486]
10,"[ 1.06675212  0.15711941 -0.20999032  2.04257344  0.41652889 -0.13555843
 -0.16059933  1.47374292 -0.10066668  0.81225786  0.        ]",[-1.4420759   0.59126425],-0.111150954345,-0.111150954345,"[[ -0.14059888   2.01175308   0.04779666  -0.0185091 ]
 [ -5.83164421  13.18645427   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.61264783  0.24753958]
11,"[ 1.01964271 -0.16459835 -0.43832855  1.55868793  0.41652787 -0.13555814
 -0.46291291  1.76329472 -0.22452122  0.64389045  0.        ]",[ 0.53821008 -0.38872118],-0.0893805960397,-0.0893805960397,"[[ -0.29579165   2.29635294   0.04779666  -0.0185091 ]
 [ -9.67492337  15.26653661   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.44771689  0.22740063]
12,"[ 0.93093916 -0.41539666 -0.67639779  0.88246398  0.41652684 -0.13555785
 -0.2802518   1.50691184 -0.35585314  0.46233969  0.        ]",[-0.07438192  0.12030095],-0.0693423553013,-0.0693423553013,"[[ -0.46599191   2.58320544   0.04779666  -0.0185091 ]
 [ -7.35279387  13.42489631   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.36730707  0.24061874]
13,"[ 0.82378821 -0.56591709 -0.8683996   0.12048563  0.41652581 -0.13555756
 -0.29196857  1.53619815 -0.49466332  0.29254668  0.        ]",[-0.11182426  2.11093175],-0.0583087552225,-0.0583087552225,"[[ -0.61454239   2.85381484   0.04779666  -0.0185091 ]
 [ -7.50175519  13.63535172   0.           0.        ]]",[-0.07961727 -0.20996177],[-0.23810436  0.27118799]
14,"[ 0.68706326 -0.62124924 -1.04606862 -0.67062627  0.41652478 -0.13555727
 -0.31514311  0.40405019 -0.60252613  0.16133721  0.        ]",[ 0.53845659  0.10072001],-0.0580101039391,-0.0580101039391,"[[-0.76753049  3.11316934  0.04779666 -0.0185091 ]
 [-7.79637707  5.50258055  0.          0.        ]]",[-0.07961727 -0.20996177],[-0.21441634  0.29602006]
