timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.193368837173,[-3.30527875  1.33598397],-0.193368837173,[-2.95081401  0.53337276],"[[ 0.0113646   0.04075336  0.06725697 -0.12374863]
 [-0.00311483 -0.00072074  0.          0.        ]]","[ 0.98663393  1.53770569  0.01883286 -1.06228937  0.58859903 -1.06544079
  0.23339745 -0.34974932  0.89849524  1.27806998  0.        ]",[-0.37089282 -0.41527522]
1,-0.190678607447,[-3.11757304  0.07791714],-0.190678607447,[-2.83402228  0.16500622],"[[-0.02840304  0.08048236  0.06725697 -0.12374863]
 [-3.96046882  3.96041292  0.          0.        ]]","[ 0.98608702  1.53464029 -0.03950974 -0.95739163  0.58859855 -1.06543942
 -0.20017485  0.30506891  0.8981646   1.23234417  0.        ]",[-0.37089282 -0.41527522]
2,-0.179878913906,[-3.59513442  0.54396605],-0.179878913906,[-2.75685763  0.11115319],"[[-0.14651808  0.16201436  0.06725697 -0.12374863]
 [-7.83813069  4.19200196  0.          0.        ]]","[ 0.96947493  1.52209279 -0.21204981 -0.74335411  0.58859808 -1.06543805
 -0.62501583  0.34335288  0.88938406  1.0510134   0.        ]",[-0.37089282 -0.41527522]
3,-0.15940285542,[-2.51818628  0.59601811],-0.15940285542,[-2.05159545 -0.01520047],"[[ -0.34142456   0.26664626   0.06725697  -0.12374863]
 [-11.63987594   6.26425582   0.           0.        ]]","[ 0.89374812  1.49378558 -0.48911615 -0.47302359  0.5885976  -1.06543668
 -1.04153867  0.68591873  0.84039079  0.71997846  0.        ]",[-0.37089282 -0.41527522]
4,-0.130411382795,[-0.07713136  0.1112133 ],-0.130411382795,[-0.20894188 -0.29830527],"[[ -0.61161368   0.41437746   0.06725697  -0.12374863]
 [-15.36666861   8.50135339   0.           0.        ]]","[ 0.69470404  1.4310614  -0.84031332 -0.10499759  0.58859712 -1.06543532
 -1.44984818  1.05573443  0.70129002  0.29164632  0.        ]",[-0.37089282 -0.41527522]
5,-0.0977693877063,[ 1.44982105  0.9117614 ],-0.0977693877063,[ 1.5124042  -0.16369379],"[[ -0.91896363   0.58712943   0.06725697  -0.12374863]
 [-15.36834185   8.772913     0.           0.        ]]","[ 0.35305512  1.3256606  -1.16425485  0.29538317  0.58859664 -1.06543395
 -1.4500288   1.10062478  0.45530138 -0.12618788  0.        ]",[-0.37089282 -0.41527522]
6,-0.0731149863522,[-0.2259896  -0.68005708],-0.0731149863522,[ 1.53286326 -1.17945218],"[[ -1.18360274   0.79704754   0.06725697  -0.12374863]
 [-11.10967418  12.2075077    0.           0.        ]]","[-0.01593968  1.1555196  -1.35645959  0.72213562  0.58859617 -1.06543258
 -0.98344312  1.66839749  0.20983476 -0.34151669  0.        ]",[-0.37089282 -0.41527522]
7,-0.0529104018338,[ 3.31372682 -1.8035983 ],-0.0529104018338,[ 2.33610344 -0.94751626],"[[ -1.41255727   1.01175343   0.06725697  -0.12374863]
 [-11.78358251   9.27283542   0.           0.        ]]","[-0.37036916  0.94118291 -1.44674189  1.07255517  0.58859569 -1.06543121
 -1.05727595  1.18326251 -0.0118406  -0.42879803  0.        ]",[-0.37089282 -0.41527522]
8,-0.037108416371,[ 2.13846915 -0.25192167],-0.037108416371,[ 2.28717065 -0.35178965],"[[-1.60618288  1.1556246   0.06725697 -0.12374863]
 [-7.59287172  5.12816552  0.          0.        ]]","[-0.68121711  0.7795486  -1.46415181  1.25054229  0.58859521 -1.06542984
 -0.5981364   0.49810324 -0.22331248 -0.49972676  0.        ]",[-0.37089282 -0.41527522]
9,-0.0298105318388,[ 2.42343016 -0.65518294],-0.0298105318388,[ 1.74039209 -0.3372069 ],"[[-1.71683048  1.24714893  0.06725697 -0.12374863]
 [-3.48552021  4.02798117  0.          0.        ]]","[-0.85864165  0.67098422 -1.4494503   1.33792807  0.58859474 -1.06542847
 -0.14813002  0.31623054 -0.34051679 -0.50988475  0.        ]",[-0.37089282 -0.41527522]
10,-0.0264673323151,[ 1.22693909  0.1841253 ],-0.0264673323151,[ 0.67615128  0.04064409],"[[-1.74614018  1.30086967  0.06725697 -0.12374863]
 [ 0.54115687  1.35302626  0.          0.        ]]","[-0.90524747  0.60562437 -1.44256726  1.3794805   0.58859426 -1.06542711
  0.29303755 -0.12596888 -0.35725836 -0.4768041   0.        ]",[-0.37089282 -0.41527522]
11,-0.0272538694682,[-1.88901487  0.06100602],-0.0272538694682,[-0.81694448 -0.26788667],"[[-1.6957224   1.33496714  0.06725697 -0.12374863]
 [ 4.48750243  2.05437656  0.          0.        ]]","[-0.82494776  0.5636193  -1.45362789  1.402044    0.58859378 -1.06542574
  0.72540366 -0.01002788 -0.27261299 -0.3872419   0.        ]",[-0.37089282 -0.41527522]
