timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.61074448  3.937325  ],[ 2.0229391   3.67904179],-0.356091006058,-0.356091006058,"[  9.86531008e-01   1.53687715e+00  -6.22213667e-04  -1.33279057e+00
  -1.26427011e+00  -2.94467505e-02   2.39881294e-01  -3.47257781e-01
   2.99306793e+00  -2.74473671e-01   0.00000000e+00]","[[-0.0076882  -0.07147436 -0.14638113 -0.00307843]
 [ 0.00395884  0.00045811  0.          0.        ]]",[-0.3517538  -0.39712384]
1,[ 2.31847429  3.43316221],[ 1.03749022  4.99022792],-0.356385698102,-0.356385698102,"[ 0.98575316  1.53947244  0.05779866 -1.22817937 -1.26426809 -0.02944673
  0.66661749  0.30220967  2.99595556 -0.12994641  0.        ]","[[  3.20652833e-02  -3.17528647e-02  -1.46381127e-01  -3.07843200e-03]
 [  3.95822607e+00   3.95850532e+00   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
2,[ 1.79401505  2.83345628],[ 0.27091562  3.13632613],-0.354909377656,-0.354909377656,"[ 0.96854706  1.53538451  0.23049357 -0.91702485 -1.26426608 -0.02944671
  1.08491745  0.93882227  2.95537277  0.29654473  0.        ]","[[  1.50119692e-01   8.63436197e-02  -1.46381127e-01  -3.07843200e-03]
 [  7.83432717e+00   7.83821450e+00   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
3,[ 1.60886085  2.50646043],[ 0.41664526  3.22892616],-0.345977412574,-0.345977412574,"[ 0.90720717  1.49027282  0.46742615 -0.41240129 -1.26426407 -0.0294467
  1.1837154   1.56300998  2.76094952  0.89064464  0.        ]","[[  3.15991097e-01   2.81274795e-01  -1.46381127e-01  -3.07843200e-03]
 [  8.74983365e+00   1.16422160e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
4,[ 1.75258839  2.04756308],[ 0.32297238  2.87023152],-0.323409622525,-0.323409622525,"[ 0.78586897  1.35207823  0.722775    0.23744003 -1.26426206 -0.02944668
  1.34284797  2.17478634  2.32429901  1.47460927  0.        ]","[[  5.05781049e-01   5.51527468e-01  -1.46381127e-01  -3.07843200e-03]
 [  1.02244237e+01   1.53706087e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
5,[ 1.58017933  1.09550631],[ 2.21257778  1.58946134],-0.280863805843,-0.280863805843,"[ 0.58758473  1.06462713  0.98100666  0.91415956 -1.26426005 -0.02944666
  1.45898889  2.77444416  1.62309144  1.83460815  0.        ]","[[  7.21064653e-01   8.95607577e-01  -1.46381127e-01  -3.07843200e-03]
 [  1.13006457e+01   1.90251994e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
6,[ 0.14711392 -0.55528069],[ 0.01894222  0.25777354],-0.212152439353,-0.212152439353,"[ 0.27039046  0.5964887   1.23504682  1.40500572 -1.26425804 -0.02944664
  1.862174    3.36205396  0.76187125  1.71716072  0.        ]","[[  9.84557383e-01   1.31204371e+00  -1.46381127e-01  -3.07843200e-03]
 [  1.50367279e+01   2.26064448e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
7,[-1.33178449 -1.96816432],[-2.05185594 -1.86231735],-0.126746250376,-0.126746250376,"[-0.16162161  0.02118568  1.4200544   1.44068943 -1.26425603 -0.02944662
  1.8386973   3.45591611  0.13855978  1.03495394  0.        ]","[[  1.28310934e+00   1.76991367e+00  -1.46381127e-01  -3.07843200e-03]
 [  1.48192311e+01   2.31786427e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
8,[-1.9135803  -2.31534386],[-3.33996075 -2.98915572],-0.071826417715,-0.071826417715,"[-0.56210767 -0.46308442  1.47961074  1.00446429 -1.26425402 -0.02944661
  1.38033249  2.73085056  0.06833148  0.27979349  0.        ]","[[  1.53688523e+00   2.18915131e+00  -1.46381127e-01  -3.07843200e-03]
 [  1.05718945e+01   1.87598790e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
9,[-1.7491312 -1.916412 ],[-1.13831576 -2.27748466],-0.0817150465477,-0.0817150465477,"[-0.83336814 -0.75953172  1.46693519  0.38938083 -1.26425201 -0.02944659
  0.93071884  2.02017206  0.29937335 -0.14670945  0.        ]","[[  1.70652555e+00   2.52089293e+00  -1.46381127e-01  -3.07843200e-03]
 [  6.40563382e+00   1.44287309e+01   0.00000000e+00   0.00000000e+00]]",[-0.3517538  -0.39712384]
