timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.17266494  0.55757421],[ 0.53875164  0.58797839],-0.112456429699,-0.112456429699,"[ 1.05050369  1.58605076 -0.01439754 -0.48707026  1.2190662  -0.74799779
  0.00824808 -0.26457146  0.21418144  0.60542048  0.        ]","[[-0.00077412  0.0219508   0.14189115 -0.08725232]
 [ 0.00166724 -0.00360721  0.          0.        ]]",[ 0.01954417 -0.15787868]
1,[-0.18191563  0.55404615],[-0.31966057  0.54679142],-0.118007874287,-0.118007874287,"[ 1.050191    1.58504648  0.01844967 -0.4351276   1.21904383 -0.74798917
  0.19484839  0.05194016  0.21258562  0.65781757  0.        ]","[[ 0.02063314  0.04523017  0.14189115 -0.08725232]
 [ 2.13196963  2.32378973  0.          0.        ]]",[ 0.01954417 -0.15787868]
2,[-0.18446971  0.55735016],[-0.79604259  0.06531014],-0.128662108501,-0.128662108501,"[ 1.04871816  1.57841234  0.06371907 -0.28439721  1.21902145 -0.74798056
  0.08031588  0.34018795  0.20358383  0.75876331  0.        ]","[[ 0.05015374  0.1129723   0.14189115 -0.08725232]
 [ 0.82444805  4.44335746  0.          0.        ]]",[ 0.01954417 -0.15787868]
3,[-0.17754625  0.56650639],[-1.07702137  0.35149901],-0.133570422781,-0.133570422781,"[ 1.04960697  1.56078868  0.04030687 -0.08475177  1.21899908 -0.74797195
 -0.1969594   0.36355577  0.19281014  0.80777941  0.        ]","[[ 0.03488306  0.20356373  0.14189115 -0.08725232]
 [-2.34098167  4.61520717  0.          0.        ]]",[ 0.01954417 -0.15787868]
4,[-0.1633479   0.58180267],[ 1.39479777  0.55671334],-0.127593320186,-0.127593320186,"[ 1.048614    1.52786629 -0.09169634  0.14268844  1.21897671 -0.74796334
 -0.53946716  0.54060282  0.18879405  0.75912575  0.        ]","[[-0.0511681   0.30893029  0.14189115 -0.08725232]
 [-6.2511282   5.91709271  0.          0.        ]]",[ 0.01954417 -0.15787868]
5,[-0.16276571  0.58684534],[ 1.09443427  0.086866  ],-0.124133943159,-0.124133943159,"[ 1.03768571  1.46447316 -0.22015007  0.43135017  1.21895434 -0.74795473
 -0.18217244  0.82423712  0.17189814  0.74011601  0.        ]","[[-0.13526665  0.44819806  0.14189115 -0.08725232]
 [-2.17226889  8.00275311  0.          0.        ]]",[ 0.01954417 -0.15787868]
6,[-0.15760724  0.59519416],[-0.73640413  1.67377995],-0.135162465283,-0.135162465283,"[ 1.03703768  1.36387045 -0.2251972   0.7430137   1.21893197 -0.74794612
  0.16814052  0.8492609   0.12639136  0.85739223  0.        ]","[[-0.13858785  0.61009989  0.14189115 -0.08725232]
 [ 1.82688858  8.18683386  0.          0.        ]]",[ 0.01954417 -0.15787868]
7,[-0.15646678  0.59601134],[-0.30780195  0.35492668],-0.149560170401,-0.149560170401,"[ 1.03832424  1.20184378 -0.21465182  1.08385428  1.21890961 -0.74793751
 -0.09031882  1.36581984  0.04230704  1.0054745   0.        ]","[[ -0.13165385   0.81194827   0.14189115  -0.08725232]
 [ -1.12364768  11.98532779   0.           0.        ]]",[ 0.01954417 -0.15787868]
8,[-0.15662049  0.58991814],[-0.80660788 -0.11447659],-0.158731493243,-0.158731493243,"[ 1.03117927  0.95277921 -0.26695664  1.41506522  1.21888724 -0.7479289
 -0.19504672  1.52468499 -0.07583959  1.10491598  0.        ]","[[ -0.16612228   1.06337815   0.14189115  -0.08725232]
 [ -2.31921223  13.15375317   0.           0.        ]]",[ 0.01954417 -0.15787868]
9,[-0.16070986  0.57223898],[-0.69789824 -1.316442  ],-0.160030451629,-0.160030451629,"[ 1.00903568  0.66071993 -0.38402602  1.62607863  1.21886488 -0.74792029
 -0.47057575  1.42769158 -0.19726296  1.1284073   0.        ]","[[ -0.24406405   1.31930019   0.14189115  -0.08725232]
 [ -5.46460859  12.44078011   0.           0.        ]]",[ 0.01954417 -0.15787868]
