timestep,obs,actions,original_rewards,rewards,human_obs,logstd_action_dist,avg_action_dist
0,"[ 0.95289667  1.72813064 -0.05833179 -0.75419263 -0.67576995 -0.07099504
  0.26953443 -0.35217098  2.11269921 -0.13328936  0.        ]",[ 2.27538303  3.73506546],-0.287595668972,-0.287595668972,"[[-0.06130271  0.07192618 -0.07776951 -0.00836737]
 [-0.00344017  0.00279936  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 1.51751244  2.82392764]
1,"[  9.55393040e-01   1.72349384e+00   2.08787040e-03  -6.44331735e-01
  -6.75769005e-01  -7.09949668e-02   6.48017148e-01   2.44627568e-01
   2.11026828e+00  -8.19621675e-03   0.00000000e+00]",[ 0.4304989   2.78562137],-0.287750674486,-0.287750674486,"[[-0.02169567  0.11169402 -0.07776951 -0.00836737]
 [ 3.95098821  3.96079855  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.90857685  2.32912207]
2,"[ 0.95163164  1.69800181  0.14750869 -0.32149001 -0.67576806 -0.0709949
  0.80339772  0.82974452  2.06768145  0.31278944  0.        ]",[-0.15045722  1.80530847],-0.286622033866,-0.286622033866,"[[ 0.07361226  0.22984463 -0.07776951 -0.00836737]
 [ 5.57442987  7.8413286   0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.60450113  2.06810951]
3,"[ 0.93172207  1.61849376  0.30558184  0.18997742 -0.67576711 -0.07099483
  0.73576507  1.40340616  1.92943601  0.70628607  0.        ]",[-0.60147554  2.61526871],-0.281076646539,-0.281076646539,"[[  1.78010536e-01   4.24843787e-01  -7.77695076e-02  -8.36736842e-03]
 [  4.86781030e+00   1.16459030e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.42139187  1.81037223]
4,"[ 0.90828522  1.43666177  0.41373846  0.82350928 -0.67576616 -0.07099476
  0.49873603  1.96579819  1.68440831  1.04114684  0.        ]",[-0.22379604  2.14282806],-0.26851593279,-0.26851593279,"[[  2.50518701e-01   6.95184987e-01  -7.77695076e-02  -8.36736842e-03]
 [  2.39132066e+00   1.53757749e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.35758111  1.61691952]
5,"[ 0.89269882  1.10495577  0.47034558  1.43820606 -0.67576521 -0.07099469
  0.40946609  2.51695968  1.34057478  1.25135009  0.        ]",[-0.46832079  1.42060324],-0.2462669687,-0.2462669687,"[[  2.88985733e-01   1.03937697e+00  -7.77695076e-02  -8.36736842e-03]
 [  1.45862757e+00   1.90312323e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.41898897  1.41096306]
6,"[ 0.88815786  0.60689077  0.4853946   1.80254515 -0.67576426 -0.07099462
  0.22942951  3.05721942  0.92712154  1.27442585  0.        ]",[ 1.12495062  0.44604946],-0.211582615764,-0.211582615764,"[[  2.99284389e-01   1.45595390e+00  -7.77695076e-02  -8.36736842e-03]
 [ -4.22401817e-01   2.26144912e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.56552696  0.98735023]
7,"[ 0.87338333  0.02506864  0.53092999  1.65197303 -0.67576331 -0.07099455
  0.60926776  3.25588992  0.4854827   1.07980447  0.        ]",[-1.12137994  0.51970984],-0.163002343375,-0.163002343375,"[[  3.30651210e-01   1.92146559e+00  -7.77695076e-02  -8.36736842e-03]
 [  3.54617338e+00   2.39323458e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.17601886  0.45091617]
8,"[ 0.85764492 -0.48876683  0.57478062  0.88743146 -0.67576237 -0.07099449
  0.22389695  3.49471231  0.18090435  0.65163301  0.        ]",[-0.02525081  0.14816208],-0.107571279552,-0.107571279552,"[[  3.61179882e-01   2.41600799e+00  -7.77695076e-02  -8.36736842e-03]
 [ -4.80193112e-01   2.55165622e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.45472655  0.33253887]
9,"[ 0.8632049  -0.77958411  0.55975633 -0.36320074 -0.67576142 -0.07099442
  0.21535452  3.5069532   0.12942666  0.10732405  0.        ]",[-0.24145663  0.42740959],-0.068581256172,-0.068581256172,"[[  3.50682631e-01   2.92715679e+00  -7.77695076e-02  -8.36736842e-03]
 [ -5.69442342e-01   2.55980453e+01   0.00000000e+00   0.00000000e+00]]",[-0.21942593 -0.2819207 ],[ 0.36090592  0.40658033]
10,"[ 0.8737964  -0.80829215  0.52970484 -1.02133214 -0.67576047 -0.07099435
  0.12483799 -0.15775567  0.19077004 -0.15308749  0.        ]",[ 1.25286833  1.546099  ],-0.0696724790935,-0.0696724790935,"[[ 0.32980449  3.16601555 -0.07776951 -0.00836737]
 [-1.51515953  1.29238062  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.01361868  0.62237042]
11,"[ 0.86894097 -0.8086174   0.54372229 -0.92842033 -0.67575952 -0.07099428
  0.50664292 -0.79991957  0.17711727 -0.11073474  0.        ]",[ 0.25254238  0.59946374],-0.0683479625033,-0.0683479625033,"[[ 0.33952455  3.13252459 -0.07776951 -0.00836737]
 [ 2.47394819 -2.96668507  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.28264371  0.5902288 ]
12,"[ 0.83657603 -0.80595998  0.62776001 -0.77248604 -0.67575857 -0.07099421
  0.59765871 -0.71279864  0.15850964 -0.05692763  0.        ]",[ 0.99325445  0.45312351],-0.066934768928,-0.066934768928,"[[ 0.3985445   3.07627396 -0.07776951 -0.00836737]
 [ 3.42488944 -2.38887539  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.36908004  0.51849741]
13,"[ 0.76534574 -0.80199176  0.77502442 -0.66949649 -0.67575762 -0.07099414
  0.96756813 -0.55887762  0.1414791  -0.03212021  0.        ]",[-1.08603098  1.71443945],-0.0655088663763,-0.0655088663763,"[[ 0.50581942  3.03901957 -0.07776951 -0.00836737]
 [ 7.28972    -1.36802247  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.78102767  0.27975774]
14,"[ 0.68114129 -0.79924348  0.91046659 -0.61625074 -0.67575668 -0.07099407
  0.57480509 -0.44967778  0.12827035 -0.02802049  0.        ]",[-0.74995021  1.27455405],-0.0641346835445,-0.0641346835445,"[[ 0.61044131  3.01970626 -0.07776951 -0.00836737]
 [ 3.18614178 -0.64377519  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.5155654   0.34992269]
15,"[ 0.65143434 -0.79782072  0.95163301 -0.59179978 -0.67575573 -0.070994
  0.28457364 -0.39615346  0.12243117 -0.02470791  0.        ]",[-0.83585759  0.19569926],-0.0635641206515,-0.0635641206515,"[[ 0.64373979  3.01082266 -0.07776951 -0.00836737]
 [ 0.15381033 -0.28878681  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.33529973  0.4113704 ]
16,"[ 0.67839681 -0.79701363  0.91438732 -0.57865746 -0.67575478 -0.07099394
 -0.03246786 -0.38041525  0.12199225 -0.01548309  0.        ]",[ 0.20879038  0.41029421],-0.0637340969661,-0.0637340969661,"[[ 0.61358117  3.00604363 -0.07776951 -0.00836737]
 [-3.15863269 -0.18440854  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.16542545  0.48535159]
17,"[ 0.72403738 -0.79657604  0.84539941 -0.57173307 -0.67575383 -0.07099387
  0.05263919 -0.36481618  0.12452086 -0.00453765  0.        ]",[-0.73374627 -0.38879154],-0.0642871324396,-0.0642871324396,"[[ 0.55933012  3.00352454 -0.07776951 -0.00836737]
 [-2.26943646 -0.08095301  0.          0.        ]]",[-0.21942593 -0.2819207 ],[-0.13724428  0.50526017]
18,"[ 0.78021585 -0.79341182  0.74737894 -0.52493632 -0.67575288 -0.0709938
 -0.22112196 -0.59670767  0.12468759  0.02409802  0.        ]",[-0.3863342  -0.37034004],-0.0651077703104,-0.0651077703104,"[[ 0.48524357  2.9864744  -0.07776951 -0.00836737]
 [-5.12968383 -1.61893702  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.0643765   0.71305656]
19,"[ 0.85375873 -0.78286455  0.58495492 -0.39724802 -0.67575193 -0.07099373
 -0.35780775 -0.81298502  0.12836724  0.09121185  0.        ]",[ 0.83527149  2.14303929],-0.0678258607354,-0.0678258607354,"[[ 0.36832134  2.93970359 -0.07776951 -0.00836737]
 [-6.55777401 -3.05336562  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.1898993  0.9413023]
20,"[ 0.89997143 -0.7773166   0.4448948  -0.34102084 -0.67575099 -0.07099366
 -0.02883799 -0.20683846  0.14293725  0.12736892  0.        ]",[-0.57030736 -0.20063306],-0.0708151061465,-0.0708151061465,"[[ 0.27165106  2.91897176 -0.07776951 -0.00836737]
 [-3.12071797  0.96678784  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.23219553  0.85208106]
21,"[ 0.92916118 -0.78037072  0.31936284 -0.37128877 -0.67575004 -0.07099359
 -0.23904747 -0.3295209   0.15898588  0.12573339  0.        ]",[-0.19125875  1.93481224],-0.0724017923446,-0.0724017923446,"[[ 0.18720095  2.93014372 -0.07776951 -0.00836737]
 [-5.31697441  0.15311767  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.2907733  0.9775703]
22,"[ 0.95152517 -0.79062855  0.14856769 -0.4877748  -0.67574909 -0.07099352
 -0.3014367   0.26702909  0.17599373  0.09132108  0.        ]",[ 0.16276715  1.39904817],-0.0728423797594,-0.0728423797594,"[[ 0.07432136  2.97290296 -0.07776951 -0.00836737]
 [-5.9688154   4.10961981  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.38811162  0.93533516]
23,"[ 0.95465713 -0.80333138 -0.02190933 -0.69981794 -0.67574814 -0.07099345
 -0.22845976 -0.18442119  0.18100934  0.01365251  0.        ]",[-0.47686144 -0.19602212],-0.0709505670893,-0.0709505670893,"[[-0.03740394  3.0500022  -0.07776951 -0.00836737]
 [-5.2063613   1.11546619  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.23019519  0.85950398]
24,"[ 0.93643426 -0.8026977  -0.20723327 -0.68520032 -0.67574719 -0.07099339
 -0.39931276 -0.49848581  0.19433445  0.03302263  0.        ]",[ 0.69914431  3.39828618],-0.0729317445963,-0.0729317445963,"[[-0.15944158  3.04471035 -0.07776951 -0.00836737]
 [-6.99142126 -0.96750566  0.          0.        ]]",[-0.21942593 -0.2819207 ],[ 0.21791777  0.95073843]
