timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.98719931  2.7613318 ],[ 3.64397248  2.50317817],-0.256594064997,-0.256594064997,"[ 0.98259453  1.54975865  0.02165482 -0.97067547 -0.07365721  1.22322624
  0.24296472 -0.34746952  1.63174925 -1.71113517  0.        ]","[[  5.11750768e-03   6.06456450e-02  -8.84002745e-03   1.42106189e-01]
 [ -7.09450259e-05   1.05055886e-03   0.00000000e+00   0.00000000e+00]]",[-0.32206076 -0.37158638]
1,[ 2.75548244  1.55938506],[ 2.24303188  2.56413204],-0.249316097966,-0.249316097966,"[ 0.98100898  1.54570777  0.08009759 -0.86596768 -0.07365717  1.22322432
  0.66522706  0.29771704  1.62182425 -1.56880968  0.        ]","[[ 0.04479124  0.10037886 -0.00884003  0.14210619]
 [ 3.9542877   3.95908388  0.          0.        ]]",[-0.32206076 -0.37158638]
2,[ 1.17323947  0.46230954],[ 1.58187894  0.32944034],-0.226190786774,-0.226190786774,"[ 0.96145774  1.52196688  0.25291788 -0.55783134 -0.07365712  1.22322239
  1.07914999  0.93013203  1.54420283 -1.15522716  0.        ]","[[ 0.16276838  0.21848671 -0.00884003  0.14210619]
 [ 7.83055724  7.8387706   0.          0.        ]]",[-0.32206076 -0.37158638]
3,[-0.42174026 -0.18805394],[-0.03984977 -0.5560271 ],-0.186304965889,-0.186304965889,"[ 0.8814083   1.45850564  0.52981017 -0.13359475 -0.07365707  1.22322046
  1.48502788  1.11721235  1.28887095 -0.56564125  0.        ]","[[  3.57514853e-01   3.86777449e-01  -8.84002745e-03   1.42106189e-01]
 [  1.16315022e+01   8.98646295e+00   0.00000000e+00   0.00000000e+00]]",[-0.32206076 -0.37158638]
4,[-0.95246637 -0.03794581],[-2.01056074 -1.48610644],-0.139755993222,-0.139755993222,"[ 0.71533714  1.3701171   0.82941439  0.23440823 -0.07365702  1.22321853
  1.44376434  0.72930946  0.85747915 -0.05634116  0.        ]","[[  5.86268278e-01   5.42630858e-01  -8.84002745e-03   1.42106189e-01]
 [  1.12451083e+01   6.60679696e+00   0.00000000e+00   0.00000000e+00]]",[-0.32206076 -0.37158638]
5,[-0.62559474  0.74537772],[-0.81828643  1.52483602],-0.105357467861,-0.105357467861,"[ 0.53193346  1.3061031   1.03918574  0.43474622 -0.07365698  1.2232166
  0.9977346   0.06275271  0.46621355  0.2054373   0.        ]","[[ 0.76926298  0.6337391  -0.00884003  0.14210619]
 [ 7.06818801  2.51766849  0.          0.        ]]",[-0.32206076 -0.37158638]
6,[-0.52597785  0.2173495 ],[-1.18913425  0.35525743],-0.082714026071,-0.082714026071,"[ 0.40587979  1.23489492  1.14682775  0.61909344 -0.07365693  1.22321467
  0.63698414  0.70024269  0.17899509  0.30450216  0.        ]","[[ 0.87673089  0.7233309  -0.00884003  0.14210619]
 [ 3.68987556  6.42848275  0.          0.        ]]",[-0.32206076 -0.37158638]
7,[ 0.01052991  0.12000839],[ 0.9162752  -0.66789503],-0.0654379517682,-0.0654379517682,"[ 0.36426568  1.10724123  1.17764364  0.88097481 -0.07365688  1.22321275
  0.20668981  0.90900373 -0.03229937  0.30288218  0.        ]","[[ 0.91009886  0.86475029 -0.00884003  0.14210619]
 [-0.33969651  7.70917528  0.          0.        ]]",[-0.32206076 -0.37158638]
8,[-0.92464161 -0.12553829],[-0.46962906 -0.05924632],-0.0507647880547,-0.0507647880547,"[ 0.32635958  0.97948389  1.20394632  1.08076077 -0.07365684  1.22321082
  0.59464329  0.45285755 -0.21563197  0.26935514  0.        ]","[[ 0.9397564   0.99085726 -0.00884003  0.14210619]
 [ 3.29337044  4.91085832  0.          0.        ]]",[-0.32206076 -0.37158638]
9,[-0.7517525  -0.19817358],[-1.00583178 -0.99124383],-0.03937343164,-0.03937343164,"[ 0.26517076  0.87596282  1.24313112  1.20808701 -0.07365679  1.22320889
  0.38928768  0.3988535  -0.39068031  0.22625147  0.        ]","[[ 0.98632915  1.08575044 -0.00884003  0.14210619]
 [ 1.37028323  4.57956175  0.          0.        ]]",[-0.32206076 -0.37158638]
