timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.16915367951,[-0.61892813 -0.65898114],[ 3.72377729  0.93239999],-1.56246,"[ 0.83174606  1.87763344  0.45346889 -0.21716548  1.65330865  1.58615354
  0.315724   -0.12075711 -0.2278045  -2.19012162  0.        ]","[[ 0.0558095   0.03053067  0.19024905  0.18312582]
 [ 0.0037877   0.00421953  0.          0.        ]]",[ 3.73674269  0.84169824]
1,-0.157130181149,[-0.61892813 -0.65898114],[ 2.36279416  0.29231566],-1.5025,"[ 0.82568738  1.87537058  0.51922215 -0.16305098  1.65330721  1.58615223
  0.67099502  0.29157506 -0.24013878 -2.03403739  0.        ]","[[ 0.09556203  0.06403763  0.19024905  0.18312582]
 [ 3.95830496  3.33537954  0.          0.        ]]",[ 2.02428779  1.30569486]
2,-0.121153722451,[-0.61892813 -0.65898114],[-0.05199924 -0.92505455],-1.36546,"[ 0.78906801  1.85776494  0.7126208   0.00670252  1.65330576  1.58615093
  1.01922478  0.77333265 -0.32061607 -1.57280682  0.        ]","[[ 0.21361835  0.1697953   0.19024905  0.18312582]
 [ 7.83444845  7.22741635  0.          0.        ]]",[ 0.14369933 -1.24910663]
3,-0.0807372923379,[-0.61892813 -0.65898114],[-1.11616921 -0.76240122],-1.2241,"[ 0.69519855  1.82535499  0.96773805  0.1697064   1.65330432  1.58614962
  1.05652308  0.26547421 -0.50204775 -1.04273014  0.        ]","[[ 0.37447303  0.27317796  0.19024905  0.18312582]
 [ 8.24962077  3.12451871  0.          0.        ]]",[-0.27823722 -0.67928652]
4,-0.0594247535935,[-0.61892813 -0.65898114],[-1.78545725 -0.41412529],-1.16274,"[ 0.56160382  1.81108234  1.19498367  0.22374743  1.65330287  1.58614832
  0.94307439 -0.07506414 -0.6984692  -0.66584046  0.        ]","[[ 0.52679566  0.30806516  0.19024905  0.18312582]
 [ 6.98683043  0.37337028  0.          0.        ]]",[-1.86388655 -1.1874363 ]
5,-0.0560589589419,[-0.61892813 -0.65898114],[-0.70434928  0.65918845],-1.18364,"[ 0.45329333  1.8243578   1.3321957   0.1737027   1.65330143  1.58614701
  0.57539182 -0.56591101 -0.80326555 -0.49624207  0.        ]","[[ 0.62546938  0.2757457   0.19024905  0.18312582]
 [ 2.89416559 -3.59209407  0.          0.        ]]",[ 0.18970633 -0.06945769]
6,-0.0555707754092,[-0.61892813 -0.65898114],[-1.28966331  0.57951379],-1.17583,"[ 0.37339426  1.84930168  1.41729322  0.05764546  1.65329998  1.58614571
  0.63767602 -0.59118469 -0.83373223 -0.43743395  0.        ]","[[ 0.69030866  0.20185519  0.19024905  0.18312582]
 [ 3.58745183 -3.79627709  0.          0.        ]]",[-0.37730324  0.19904809]
7,-0.0558194254534,[-0.61892813 -0.65898114],[-1.10261297  0.5539462 ],-1.15048,"[ 0.29903807  1.86537326  1.48730004 -0.04954858  1.65329854  1.5861444
  0.4971787  -0.48425026 -0.85992395 -0.39248844  0.        ]","[[ 0.74636688  0.13459746  0.19024905  0.18312582]
 [ 2.02358127 -2.93237457  0.          0.        ]]",[-1.83914329  0.39759938]
8,-0.0547088000451,[-0.61892813 -0.65898114],[ 0.15888217  0.68095887],-1.16915,"[ 0.29852729  1.87220081  1.48775323 -0.11742445  1.65329709  1.58614309
  0.13813162 -0.28200165 -0.82674916 -0.43135334  0.        ]","[[ 0.74673996  0.09234375  0.19024905  0.18312582]
 [-1.97296199 -1.29844611  0.          0.        ]]",[-0.11891981  1.04128454]
9,-0.0543900815914,[-0.61892813 -0.65898114],[ 0.38705656 -0.03516345],-1.18191,"[ 0.357062    1.87021379  1.43335812 -0.09486977  1.65329564  1.58614179
  0.09923559  0.21132069 -0.77588646 -0.50325199  0.        ]","[[ 0.70293676  0.10636226  0.19024905  0.18312582]
 [-2.40591231  2.68701335  0.          0.        ]]",[ 0.72162628  0.49993609]
10,-0.0549738540441,[-0.61892813 -0.65898114],[-0.61951876 -0.75734699],-1.16124,"[ 0.38154906  1.85536296  1.40910898  0.02202612  1.6532942   1.58614048
  0.35990725  0.44962584 -0.80648863 -0.47033568  0.        ]","[[ 0.68393032  0.17941887  0.19024905  0.18312582]
 [ 0.4956168   4.61223671  0.          0.        ]]",[-0.69811427 -0.72063671]
11,-0.0559468377389,[-0.61892813 -0.65898114],[ 0.24727789  0.08266084],-1.1831,"[ 0.40407398  1.8366341   1.38594682  0.12116202  1.65329275  1.58613918
  0.11102003  0.0852556  -0.83239888 -0.44777068  0.        ]","[[ 0.66604699  0.24212878  0.19024905  0.18312582]
 [-2.27473815  1.66855898  0.          0.        ]]",[ 0.62015005  0.04180505]
12,-0.0563567862381,[-0.61892813 -0.65898114],[-0.43527642 -0.21061559],-1.1621,"[ 0.42918523  1.82392619  1.35908645  0.17537367  1.65329131  1.58613787
  0.33545842  0.1015382  -0.83233578 -0.45647843  0.        ]","[[ 0.64561754  0.27681973  0.19024905  0.18312582]
 [ 0.22347844  1.80010322  0.          0.        ]]",[-0.68823506 -0.03277444]
13,-0.0567779899833,[-0.61892813 -0.65898114],[ 0.43453887  0.08969401],-1.18461,"[ 0.45652346  1.80971372  1.32849545  0.22853312  1.65328986  1.58613656
  0.09046752  0.08119089 -0.82904463 -0.47064565  0.        ]","[[ 0.62272651  0.31117256  0.19024905  0.18312582]
 [-2.50350563  1.63572136  0.          0.        ]]",[ 0.46717759 -0.46848891]
14,-0.0568324506109,[-0.61892813 -0.65898114],[ 0.24512073  0.32226914],-1.17833,"[ 0.49220198  1.80356438  1.28623106  0.24968134  1.65328842  1.58613526
  0.26101569 -0.15252257 -0.79755829 -0.51884641  0.        ]","[[ 0.59170327  0.32494276  0.19024905  0.18312582]
 [-0.6051402  -0.25240418  0.          0.        ]]",[-0.3693225  -0.31223642]
15,-0.0573100122416,[-0.61892813 -0.65898114],[ 1.01585937  0.79073262],-1.20476,"[ 0.52155255  1.81128639  1.2492302   0.22294727  1.65328697  1.58613395
  0.13087512 -0.30487017 -0.74745796 -0.58751437  0.        ]","[[ 0.56506634  0.30754582  0.19024905  0.18312582]
 [-2.05372888 -1.48319101  0.          0.        ]]",[ 1.8552848   1.28282291]
16,-0.0573165067313,[-0.61892813 -0.65898114],[-0.39626673 -0.42942846],-1.17739,"[ 0.522621    1.80674184  1.24784081  0.2388604   1.65328553  1.58613265
  0.48979125  0.18869815 -0.75447777 -0.58008676  0.        ]","[[ 0.5640755   0.31788924  0.19024905  0.18312582]
 [ 1.94135156  2.50424944  0.          0.        ]]",[-0.49634839 -0.41966696]
17,-0.0572790602056,[-0.61892813 -0.65898114],[ 0.02246445  0.02753682],-1.17044,"[ 0.50211937  1.79131739  1.27396538  0.28914315  1.65328408  1.58613134
  0.30999612 -0.02303343 -0.80716004 -0.51378512  0.        ]","[[ 0.58282308  0.35081187  0.19024905  0.18312582]
 [-0.05993848  0.79371257  0.          0.        ]]",[-0.24762983  0.68675686]
18,-0.0581784162576,[-0.61892813 -0.65898114],[ 0.08123578 -0.48530543],-1.18656,"[ 0.51424868  1.76898482  1.25863803  0.35390725  1.65328264  1.58613004
  0.22200349  0.3116605  -0.82876519 -0.49914388  0.        ]","[[ 0.57179724  0.39381551  0.19024905  0.18312582]
 [-1.03937938  3.49763753  0.          0.        ]]",[ 0.8863163  -0.20862534]
19,-0.060990229479,[-0.61892813 -0.65898114],[-1.35132313 -0.80201644],-1.14613,"[ 0.49814112  1.73316405  1.27891093  0.44371516  1.65328119  1.58612873
  0.53888635  0.20067622 -0.90350205 -0.42490261  0.        ]","[[ 0.58639908  0.45477213  0.19024905  0.18312582]
 [ 2.4878287   2.60101867  0.          0.        ]]",[-1.82561978 -0.5530979 ]
20,-0.0632245740167,[-0.61892813 -0.65898114],[-0.24279697 -0.0538248 ],-1.1772,"[ 0.48737979  1.71407836  1.29210371  0.48631496  1.65327975  1.58612742
  0.1791279  -0.07660273 -0.94462653 -0.38702729  0.        ]","[[ 0.59597795  0.48431711  0.19024905  0.18312582]
 [-1.51662229  0.36093914  0.          0.        ]]",[-0.12248119 -0.73180689]
21,-0.0602613978234,[-0.61892813 -0.65898114],[ 0.4459807   0.72864217],-1.17426,"[ 0.52582401  1.72834495  1.24365539  0.45476356  1.6532783   1.58612612
  0.13838756 -0.43614158 -0.87439195 -0.46563531  0.        ]","[[ 0.56109559  0.46239269  0.19024905  0.18312582]
 [-1.97010037 -2.54370124  0.          0.        ]]",[ 0.06892636  0.54578057]
22,-0.0590629281051,[-0.61892813 -0.65898114],[ 0.73257792  0.3696723 ],-1.19178,"[ 0.56360829  1.74608416  1.19212295  0.41295854  1.65327686  1.58612481
  0.16631409 -0.1624241  -0.79917871 -0.55732615  0.        ]","[[ 0.52481246  0.43370542  0.19024905  0.18312582]
 [-1.6592514  -0.33239556  0.          0.        ]]",[ 0.71038529 -0.08863992]
23,-0.0590140501595,[-0.61892813 -0.65898114],[ 0.07624094  0.19158639],-1.18313,"[ 0.56829333  1.75208372  1.1854263   0.39808471  1.65327541  1.58612351
  0.4217512  -0.20518355 -0.7842817  -0.57492876  0.        ]","[[ 0.52015468  0.42359151  0.19024905  0.18312582]
 [ 1.1840044  -0.67784049  0.          0.        ]]",[-0.28548879 -0.41246947]
24,-0.0584687674434,[-0.61892813 -0.65898114],[ 0.46173111  0.65827334],-1.19137,"[ 0.55602342  1.76899045  1.20281087  0.35386404  1.65327396  1.5861222
  0.31823605 -0.40562986 -0.77515033 -0.57629217  0.        ]","[[ 0.53227419  0.3937871   0.19024905  0.18312582]
 [ 0.03178487 -2.29720432  0.          0.        ]]",[ 0.99603397  1.16153675]
25,-0.0580360073447,[-0.61892813 -0.65898114],[-1.44165921 -0.60021466],-1.15034,"[ 0.51356469  1.77212984  1.25950561  0.34523107  1.65327252  1.58612089
  0.67204273  0.08993888 -0.82457728 -0.50274613  0.        ]","[[ 0.57242296  0.38801237  0.19024905  0.18312582]
 [ 3.96998588  1.70638904  0.          0.        ]]",[-1.97034509 -0.55627774]
26,-0.0596070357589,[-0.61892813 -0.65898114],[-0.40384963  0.1370769 ],-1.1574,"[ 0.4697882   1.76571609  1.31309502  0.36270632  1.65327107  1.58611959
  0.30965589 -0.18670244 -0.8899     -0.4203319   0.        ]","[[ 0.61135143  0.39971642  0.19024905  0.18312582]
 [-0.06371641 -0.52853645  0.          0.        ]]",[-1.1370259   0.15615976]
27,-0.0582068971072,[-0.61892813 -0.65898114],[ 1.06106806  0.49890131],-1.18295,"[ 0.5157745   1.76806204  1.25667505  0.35637467  1.65326963  1.58611828
 -0.04565885 -0.10868936 -0.82827972 -0.50044536  0.        ]","[[ 0.57039557  0.3954693   0.19024905  0.18312582]
 [-4.01869966  0.10171391  0.          0.        ]]",[ 0.5382695   0.17220118]
28,-0.0591553109155,[-0.61892813 -0.65898114],[ 0.94493151  0.25709844],-1.1772,"[ 0.57622463  1.7631434   1.17391899  0.36955048  1.65326818  1.58611698
  0.15276447 -0.02464226 -0.75750329 -0.60737182  0.        ]","[[ 0.51218147  0.40431612  0.19024905  0.18312582]
 [-1.81006388  0.78071184  0.          0.        ]]",[-0.28710863  0.74438845]
29,-0.0612717702926,[-0.61892813 -0.65898114],[ 1.24128973 -0.15882182],-1.20158,"[ 0.62092077  1.73652731  1.1047125   0.43583097  1.65326674  1.58611567
  0.05384214  0.33833467 -0.7344321  -0.66375637  0.        ]","[[ 0.46493254  0.44935223  0.19024905  0.18312582]
 [-2.91116067  3.71312237  0.          0.        ]]",[ 0.65008857 -0.70583324]
30,-0.0628180042843,[-0.61892813 -0.65898114],[ 0.89178979  0.06668998],-1.19834,"[ 0.64877085  1.70700699  1.05714253  0.50131018  1.65326529  1.58611437
  0.29015822 -0.01682844 -0.73264445 -0.68935321  0.        ]","[[ 0.43310107  0.49482614  0.19024905  0.18312582]
 [-0.28074414  0.84383923  0.          0.        ]]",[ 0.95726912  0.91668479]
31,-0.0619556933278,[-0.61892813 -0.65898114],[-1.21603155 -1.2468338 ],-1.16571,"[ 0.62038407  1.66924369  1.10559065  0.57577014  1.65326385  1.58611306
  0.63077229  0.43022135 -0.82043136 -0.5818973   0.        ]","[[ 0.46552558  0.5479394   0.19024905  0.18312582]
 [ 3.51060577  4.4554543   0.          0.        ]]",[-1.91586921 -2.07926571]
32,-0.0640440681188,[-0.61892813 -0.65898114],[ 0.00790091 -0.21536134],-1.15656,"[ 0.59258883  1.63174711  1.1494822   0.64170676  1.6532624   1.58611175
  0.26924454 -0.07064506 -0.90538177 -0.49155307  0.        ]","[[ 0.49536272  0.59644982  0.19024905  0.18312582]
 [-0.51352897  0.40906854  0.          0.        ]]",[-1.04134471  0.20891882]
33,-0.0638239461181,[-0.61892813 -0.65898114],[ 1.35956383  0.11783127],-1.21117,"[ 0.63814303  1.61842522  1.0757529   0.66354045  1.65326096  1.58611045
 -0.08529219  0.03091675 -0.85272837 -0.57244375  0.        ]","[[ 0.4454976   0.61286362  0.19024905  0.18312582]
 [-4.45984744  1.22956312  0.          0.        ]]",[ 2.24383321 -0.46934157]
34,-0.0648333113182,[-0.61892813 -0.65898114],[ 0.84783685  0.13975196],-1.20275,"[ 0.67820009  1.61373531  1.00216485  0.67104658  1.65325951  1.58610914
  0.27811591 -0.20230764 -0.79474775 -0.66178554  0.        ]","[[ 0.39688596  0.61855029  0.19024905  0.18312582]
 [-0.4147829  -0.65460313  0.          0.        ]]",[ 1.56931643  0.90250657]
35,-0.0647471986826,[-0.61892813 -0.65898114],[-1.08573735 -1.09143627],-1.17191,"[ 0.65276508  1.59449248  1.04998393  0.7009372   1.65325807  1.58610784
  0.63416781  0.24146405 -0.85624545 -0.5848328   0.        ]","[[ 0.42835389  0.64142898  0.19024905  0.18312582]
 [ 3.54840108  2.93052526  0.          0.        ]]",[-0.62127629 -0.45786402]
