timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0666225506108,"[[ 0.01257368  0.03514378  0.19885554  0.07221054]
 [-0.00394437 -0.00373011  0.          0.        ]]",[ 1.55283201  1.62195992],-1.15612,"[ 0.82902104  1.88038427  0.36925354 -0.21696766  1.73152283  0.62490145
  0.3131618  -0.12358206 -0.30644844 -0.86138353  0.        ]",[-0.62361902 -0.64786524],[ 2.19756044  1.90466943]
1,-0.0540306629341,"[[ 0.05217067  0.07478232  0.19885554  0.07221054]
 [ 3.95048508  3.95439708  0.          0.        ]]",[-0.65307105  0.65380692],-1.08619,"[ 0.82642011  1.87727969  0.43490772 -0.15247473  1.73152122  0.62490124
  0.67093714  0.36643089 -0.31494693 -0.69717605  0.        ]",[-0.62361902 -0.64786524],[-0.61348438  0.98789031]
2,-0.0298442684833,"[[ 0.10603221  0.19234122  0.19885554  0.07221054]
 [ 1.44402736  7.78870987  0.          0.        ]]",[-1.03637218  0.25513625],-1.05891,"[ 0.817784    1.85498427  0.52397587  0.03728291  1.7315196   0.62490104
  0.44416613  0.84111557 -0.35708357 -0.38802246  0.        ]",[-0.62361902 -0.64786524],[-1.23497061  0.31231411]
3,-0.0145012323458,"[[ 0.0949317   0.35899111  0.19885554  0.07221054]
 [-2.54082301  8.87265467  0.          0.        ]]",[-0.22127257  0.32309341],-1.0842,"[ 0.82004334  1.79042394  0.50565251  0.29829866  1.73151798  0.62490084
  0.08363811  0.97530669 -0.41614221 -0.19569138  0.        ]",[-0.62361902 -0.64786524],[ 0.18357294 -0.33462223]
4,-0.00986873634795,"[[ 0.05191199  0.52138496  0.19885554  0.07221054]
 [-1.76373507  7.37173499  0.          0.        ]]",[-0.69464618  0.24496824],-1.07317,"[ 0.82644646  1.69193158  0.43447869  0.53744414  1.73151637  0.62490064
  0.15394486  0.78949365 -0.4748487  -0.10291659  0.        ]",[-0.62361902 -0.64786524],[-0.88941595  0.63207832]
5,-0.0140089228935,"[[-0.01832445  0.6924786   0.19885554  0.07221054]
 [-5.24833319  9.72974263  0.          0.        ]]",[ 0.11292    -0.32439059],-1.1032,"[ 0.82883915  1.55305425  0.3179938   0.76618226  1.73151475  0.62490043
 -0.16132309  1.08141271 -0.53573356 -0.07715044  0.        ]",[-0.62361902 -0.64786524],[ 0.18954338 -0.97539162]
6,-0.0203821253228,"[[-0.11471243  0.84638698  0.19885554  0.07221054]
 [-4.39333174  5.67461681  0.          0.        ]]",[ 0.47021425 -0.00972238],-1.10506,"[ 0.81584249  1.40062874  0.15849747  0.94616095  1.73151313  0.62490023
 -0.08396705  0.57939096 -0.58102754 -0.13938981  0.        ]",[-0.62361902 -0.64786524],[ 0.43831346 -0.31738201]
7,-0.0255464780713,"[[-0.18430358  0.94613707  0.19885554  0.07221054]
 [-2.57183709  4.30497019  0.          0.        ]]",[ 0.11104406 -0.23251013],-1.09146,"[ 0.79481136  1.28966833  0.04435378  1.04763764  1.73151152  0.62490003
  0.0808322   0.40982959 -0.61251415 -0.19719702  0.        ]",[-0.62361902 -0.64786524],[-0.08883599 -0.14095339]
8,-0.0300007476804,"[[-0.23875474  1.02578219  0.19885554  0.07221054]
 [-2.87228457  3.66168387  0.          0.        ]]",[ 0.42270541 -0.36370391],-1.09488,"[ 0.77161444  1.19506806 -0.04395858  1.11926997  1.7315099   0.62489982
  0.05364927  0.33019111 -0.64201554 -0.24062354  0.        ]",[-0.62361902 -0.64786524],[-0.01922014  0.02258979]
9,-0.0348603416095,"[[-0.29639366  1.0991857   0.19885554  0.07221054]
 [-2.89154309  3.67861024  0.          0.        ]]",[ 0.59510928 -0.64827847],-1.11221,"[ 0.74069343  1.10371985 -0.13616841  1.17747472  1.73150828  0.62489962
  0.05190685  0.33228649 -0.66845216 -0.29708978  0.        ]",[-0.62361902 -0.64786524],[ 0.86590964 -1.12633886]
