timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.35522005871,[ 4.22171407  6.68106471],-1.1804,"[[-0.07274626 -0.09193616 -0.07991724  0.18240623]
 [-0.00196843 -0.00291193  0.          0.        ]]","[ 1.28521548  2.62047966 -0.18903014 -1.23116437 -0.69660095  1.57967839
 -1.79899543 -0.37131737  2.07325915 -1.77194041  0.        ]",[ 3.52991319  7.15407372],[-0.55658108 -0.40872401]
1,-0.349074820352,[ 3.07587337  5.49692114],-1.36906,"[[-0.03311012 -0.05228138 -0.07991724  0.18240623]
 [ 3.95241822  3.95520362  0.          0.        ]]","[ 1.28812892  2.62489928 -0.13153017 -1.06604811 -0.69660069  1.57967701
 -1.69525979  0.13645674  2.08305767 -1.67050301  0.        ]",[ 3.39562654  6.69397068],[-0.55658108 -0.40872401]
2,-0.328498544473,[ 2.93653606  7.37856493],-0.751726,"[[ 0.08482921  0.06574975 -0.07991724  0.18240623]
 [ 7.82862397  7.83498116  0.          0.        ]]","[ 1.28389197  2.62366373  0.03965841 -0.57357093 -0.69660043  1.57967563
 -1.59357532  0.63418104  2.0743806  -1.36737281  0.        ]",[ 3.26224995  6.25349998],[-0.55658108 -0.40872401]
3,-0.287677539623,[ 2.65098369  5.14246765],-0.651942,"[[  0.27952541   0.26060563  -0.07991724   0.18240623]
 [ 11.62842775  11.63791947   0.           0.        ]]","[ 1.23494181  2.5747067   0.31739771  0.22786683 -0.69660017  1.57967425
 -1.49389531  1.12204755  1.93882054 -0.89107182  0.        ]",[ 3.08715487  5.68646717],[-0.55658108 -0.40872401]
4,-0.219542869049,[ 2.54559299  4.08997595],-0.239082,"[[  0.5494712    0.53076356  -0.07991724   0.18240623]
 [ 15.35397735  15.36540741   0.           0.        ]]","[ 1.08429493  2.41391005  0.67528178  1.26545111 -0.69659991  1.57967287
 -1.3961634   1.60023394  1.53555243 -0.36719654  0.        ]",[ 2.8294363   4.80355453],[-0.55658108 -0.40872401]
5,-0.121115359731,[ 2.54985194  3.4101704 ],-0.0042299,"[[  0.89320635   0.87472749  -0.07991724   0.18240623]
 [ 19.00780895  19.01872836   0.           0.        ]]","[ 0.77033692  2.07127636  1.0484387   2.35584778 -0.69659966  1.57967149
 -1.30031301  2.06890418  0.81028813 -0.07321456  0.        ]",[ 2.63610125  3.95120883],[-0.55658108 -0.40872401]
6,-0.0313158864825,[ 2.78613431  4.0306271 ],-0.115205,"[[  1.309323     1.29102665  -0.07991724   0.18240623]
 [ 22.59253379  22.59914917   0.           0.        ]]","[ 0.25827588  1.50583034  1.32000612  3.16473616 -0.6965994   1.57967011
 -1.20627562  2.52821999 -0.01791436 -0.33478518  0.        ]",[ 2.59218073  3.11259174],[-0.55658108 -0.40872401]
7,-0.137758241338,[ 2.31067834  2.36987844],-0.619576,"[[  1.79645987   1.77821712  -0.07991724   0.18240623]
 [ 26.11001626  26.10813622   0.           0.        ]]","[-0.41201808  0.75917009  1.33255134  3.23756392 -0.69659914  1.57966873
 -1.1140023   2.9783685  -0.42451625 -1.15543316  0.        ]",[ 2.67175579  2.00782681],[-0.55658108 -0.40872401]
8,-0.221558819211,[ 2.68586006  1.62422027],-0.90886,"[[  2.35327533   2.33488884  -0.07991724   0.18240623]
 [ 29.56014754  29.54765992   0.           0.        ]]","[-1.08096248  0.00650908  0.94685801  2.16646312 -0.69659888  1.57966735
 -1.02349588  3.41960144 -0.05378901 -1.88257917  0.        ]",[ 2.7015748   0.89218545],[-0.55658108 -0.40872401]
9,-0.220329166114,[ 2.21326891  0.24058074],-1.66425,"[[  2.9783976    2.95967796  -0.07991724   0.18240623]
 [ 32.93997544  32.92036425   0.           0.        ]]","[-1.47246231 -0.44516462  0.15260413 -0.09257779 -0.69659862  1.57966597
 -0.93483379  3.85225681  0.53585362 -1.73705299  0.        ]",[ 2.949862    0.22794229],[-0.55658108 -0.40872401]
10,-0.184355947061,[ 3.88031613  1.26935452],-1.34746,"[[  3.67036757   3.25335012  -0.07991724   0.18240623]
 [ 36.24593652   0.65828175   0.           0.        ]]","[-1.30110298 -0.4610597  -0.81635367 -1.31348349 -0.69659836  1.57966459
 -0.84810949 -0.28650105  0.50539031 -1.43419017  0.        ]",[ 3.6600728   2.38703394],[-0.55658108 -0.40872401]
11,-0.187792184533,[ 2.86488339  2.48209908],-1.13256,"[[  4.42780923   3.19205255  -0.07991724   0.18240623]
 [ 39.48754161  -4.56789553   0.           0.        ]]","[-0.49124202 -0.46875049 -1.47782926 -1.05845147 -0.6965981   1.57966321
 -0.76307346 -0.9569436   0.47699021 -1.47887341  0.        ]",[ 3.91475201  3.34098172],[-0.55658108 -0.40872401]
12,-0.188853132957,[ 3.2855914   3.28868106],-1.13453,"[[  5.24944252   3.10870548  -0.07991724   0.18240623]
 [ 42.66519269  -3.45271142   0.           0.        ]]","[ 0.61006762 -0.46988426 -1.33173245 -0.71059767 -0.69659785  1.57966183
 -0.67971517 -0.81388126  0.48388681 -1.48492671  0.        ]",[ 3.81653953  3.41977334],[-0.55658108 -0.40872401]
13,-0.186060658542,[ 2.95253174  2.82206996],-1.39067,"[[  6.13399715   3.05563363  -0.07991724   0.18240623]
 [ 45.77988305  -1.92383287   0.           0.        ]]","[ 1.27345068 -0.46500293 -0.29937787 -0.48944357 -0.69659759  1.57966045
 -0.59800853 -0.617748    0.43817102 -1.48161504  0.        ]",[ 3.60343289  2.98747206],[-0.55658108 -0.40872401]
14,-0.191498438212,[ 2.48717694  2.55444673],-1.62406,"[[  7.08022661   3.02784076  -0.07991724   0.18240623]
 [ 48.83288663  -0.94906032   0.           0.        ]]","[ 0.87028477 -0.46071156  0.95575615 -0.37399206 -0.69659733  1.57965907
 -0.51792012 -0.49269859  0.38262106 -1.55147004  0.        ]",[ 3.4252975   2.37062597],[-0.55658108 -0.40872401]
15,-0.206185799399,[ 3.45471278  2.48037198],-1.5497,"[[  8.08690969   3.01456227  -0.07991724   0.18240623]
 [ 51.82544923  -0.438324     0.           0.        ]]","[-0.42184977 -0.45824139  1.33015266 -0.3189569  -0.69659707  1.57965769
 -0.43941726 -0.42717835  0.41259751 -1.66556345  0.        ]",[ 3.33459854  2.07441282],[-0.55658108 -0.40872401]
16,-0.216172305187,[ 3.27558461  2.17112781],-1.61499,"[[  9.15284966   3.00854821  -0.07991724   0.18240623]
 [ 54.75877297  -0.19424468   0.           0.        ]]","[-1.43985675 -0.45703337  0.30677527 -0.29406058 -0.69659681  1.57965631
 -0.3624684  -0.39586636  0.53534436 -1.70097071  0.        ]",[ 3.45619583  2.3503685 ],[-0.55658108 -0.40872401]
