timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.357907193451,[ 4.05948099  5.64978213],-1.30528,"[[ 0.08945113 -0.00035799 -0.12405946  0.14933342]
 [-0.00375386 -0.00231924  0.          0.        ]]","[ 1.27317163  2.52355536  0.04234359 -0.82130976 -1.07608089  1.28926891
 -1.6966852  -0.37080949  2.3826059  -1.14172784  0.        ]",[ 3.12392449  5.68740559],[-0.52992308 -0.38766015]
1,-0.352051108137,[ 2.62767083  5.57264576],-1.31333,"[[ 0.12905186  0.03930848 -0.12405946  0.14933342]
 [ 3.95066662  3.95577989  0.          0.        ]]","[ 1.26718074  2.52238182  0.09972189 -0.66610809 -1.07607991  1.28926746
 -1.59397855  0.14549371  2.37100162 -1.04125755  0.        ]",[ 3.07825565  5.46244287],[-0.52992308 -0.38766015]
2,-0.332337327504,[ 2.32288051  4.82568702],-1.17344,"[[ 0.24695691  0.15735093 -0.12405946  0.14933342]
 [ 7.82696051  7.83553524  0.          0.        ]]","[ 1.23662738  2.50489533  0.26846657 -0.20662888 -1.07607893  1.28926602
 -1.49330141  0.65157745  2.29980049 -0.75032782  0.        ]",[ 3.04162073  5.22095919],[-0.52992308 -0.38766015]
3,-0.292947746868,[ 2.26482918  5.33482636],-0.623159,"[[  0.44162153   0.35221758  -0.12405946   0.14933342]
 [ 11.6269542   11.6384405    0.           0.        ]]","[ 1.14562169  2.43088449  0.53515641  0.53022522 -1.07607795  1.28926457
 -1.3946063   1.14763608  2.07107365 -0.32323891  0.        ]",[ 2.98659682  4.88504457],[-0.52992308 -0.38766015]
4,-0.226770693898,[ 2.04267109  4.50268069],-0.178759,"[[  0.71154082   0.6223855   -0.12405946   0.14933342]
 [ 15.35282244  15.36588372   0.           0.        ]]","[ 0.94210792  2.24054201  0.8640083   1.46165417 -1.07607698  1.28926312
 -1.29783668  1.6338498   1.57738388  0.08463525  0.        ]",[ 2.9131732   4.36316299],[-0.52992308 -0.38766015]
5,-0.130689753173,[ 3.21326042  3.49761275],0.122471,"[[  1.05525701   0.96635848  -0.12405946   0.14933342]
 [ 19.00707911  19.01915867   0.           0.        ]]","[ 0.57538636  1.87201338  1.18036704  2.400325   -1.076076    1.28926167
 -1.2029272   2.11038618  0.82782094  0.19477706  0.        ]",[ 2.7882266   3.66371799],[-0.52992308 -0.38766015]
6,-0.0340516744312,[ 2.97702739  2.57909935],0.0246218,"[[  1.47136343   1.38266599  -0.12405946   0.14933342]
 [ 22.59222571  22.59956241   0.           0.        ]]","[ 0.02917987  1.29660038  1.36262804  3.02467185 -1.07607502  1.28926023
 -1.10981286  2.57741294  0.10253236 -0.24706752  0.        ]",[ 2.60496044  2.73472619],[-0.52992308 -0.38766015]
7,-0.126502580255,[ 4.0524325   1.40306516],-0.118062,"[[  1.95849676   1.86986518  -0.12405946   0.14933342]
 [ 26.10991007  26.10861422   0.           0.        ]]","[-0.63299265  0.56970438  1.26163703  2.9199924  -1.07607404  1.28925878
 -1.01845083  3.03512657 -0.10185732 -1.10884456  0.        ]",[ 2.50213933  1.82907224],[-0.52992308 -0.38766015]
8,-0.209214469303,[ 2.28589659  1.50198108],-0.518648,"[[  2.51530822   2.42654824  -0.12405946   0.14933342]
 [ 29.55975111  29.54834298   0.           0.        ]]","[-1.23248975 -0.12516771  0.76653709  1.74605781 -1.07607306  1.28925733
 -0.92885097  3.4837898   0.39847367 -1.67876837  0.        ]",[ 2.51718521  1.34956455],[-0.52992308 -0.38766015]
9,-0.207875889598,[ 2.33371171  1.66463987],-1.27882,"[[  3.1404142    3.05135441  -0.12405946   0.14933342]
 [ 32.93836977  26.95611196   0.           0.        ]]","[-1.49577058 -0.48867687 -0.08616366 -0.46723143 -1.07607208  1.28925589
 -0.84110101  3.14564308  0.88890155 -1.37057704  0.        ]",[ 2.6203289   0.93204665],[-0.52992308 -0.38766015]
10,-0.182667629452,[ 1.18992822  2.36750311],-1.30843,"[[  3.83234938   3.23636612  -0.12405946   0.14933342]
 [ 36.24439145  -0.82655473   0.           0.        ]]","[-1.1777643  -0.48804437 -1.0166168  -1.19026186 -1.0760711   1.28925444
 -0.75523663 -0.47833186  0.81559779 -1.17128821  0.        ]",[ 2.88938427  2.3873806 ],[-0.52992308 -0.38766015]
11,-0.184998345376,[ 3.42552474  3.13371353],-0.713202,"[[  4.58976148   3.1686895   -0.12405946   0.14933342]
 [ 39.48609321  -4.2589623    0.           0.        ]]","[-0.27821483 -0.49426271 -1.53464057 -0.92594259 -1.07607012  1.28925299
 -0.67104285 -0.92605503  0.80222641 -1.20916713  0.        ]",[ 3.0086906   2.97074032],[-0.52992308 -0.38766015]
12,-0.184308093296,[ 2.94166492  3.38451937],-0.758403,"[[  5.4113659    3.09380204  -0.12405946   0.14933342]
 [ 42.66375305  -3.02415606   0.           0.        ]]","[ 0.78407407 -0.49309337 -1.20375456 -0.63294525 -1.07606914  1.28925155
 -0.58851241 -0.76498615  0.79981511 -1.20408716  0.        ]",[ 2.90369368  3.17406774],[-0.52992308 -0.38766015]
13,-0.18014473861,[ 2.24429314  3.07714313],-1.02001,"[[  6.29589191   3.04782324  -0.12405946   0.14933342]
 [ 45.77846179  -1.65010132   0.           0.        ]]","[ 1.27860362 -0.48818623 -0.06935623 -0.45346776 -1.07606816  1.2892501
 -0.50761698 -0.58575381  0.74533661 -1.20989086  0.        ]",[ 2.76880884  3.0178268 ],[-0.52992308 -0.38766015]
14,-0.184525713815,[ 3.32867064  3.03579192],-1.01009,"[[  7.2420932    3.02410777  -0.12405946   0.14933342]
 [ 48.83149223  -0.80553197   0.           0.        ]]","[ 0.68832399 -0.48441262  1.1053491  -0.36117361 -1.07606719  1.28924865
 -0.42832349 -0.47558772  0.69874723 -1.29247285  0.        ]",[ 2.69629622  2.53916574],[-0.52992308 -0.38766015]
15,-0.199332395745,[ 2.55885483  3.57826787],-1.10048,"[[  8.24874867   3.01287114  -0.12405946   0.14933342]
 [ 51.82408332  -0.36970488   0.           0.        ]]","[-0.64205318 -0.48233006  1.25770947 -0.31753053 -1.07606621  1.28924721
 -0.35059975 -0.4187381   0.74608131 -1.40170795  0.        ]",[ 2.716681    2.14974594],[-0.52992308 -0.38766015]
16,-0.210865209236,[ 2.66486006  1.4147677 ],-1.52292,"[[  9.31466161   3.00780845  -0.12405946   0.14933342]
 [ 54.75743496  -0.16315317   0.           0.        ]]","[-1.48736886 -0.48132985  0.072313   -0.29788738 -1.07606523  1.28924576
 -0.27441459 -0.39179523  0.87249896 -1.4157291   0.        ]",[ 2.81503272  2.29324198],[-0.52992308 -0.38766015]
17,-0.205890585635,[ 3.19810772  3.01623748],-1.02185,"[[ 10.43865896   3.0056021   -0.12405946   0.14933342]
 [ 57.63271912  -0.07007744   0.           0.        ]]","[-0.84178221 -0.48088182 -1.32531207 -0.28933084 -1.07606425  1.28924431
 -0.19973757 -0.37965421  0.94778014 -1.2933248   0.        ]",[ 2.99816847  2.72742891],[-0.52992308 -0.38766015]
18,-0.186884211853,[ 3.97655063  2.6715799 ],-0.666846,"[[  1.16195909e+01   3.00466294e+00  -1.24059463e-01   1.49333419e-01]
 [  6.04510843e+01  -2.95118653e-02   0.00000000e+00   0.00000000e+00]]","[ 0.70203917 -0.48068876 -1.27086307 -0.28568937 -1.07606327  1.28924286
 -0.12653885 -0.37436264  0.86947637 -1.16301701  0.        ]",[ 2.95821214  3.02141786],[-0.52992308 -0.38766015]
19,-0.176789321897,[ 2.98175311  2.94391538],-0.999741,"[[  1.28563304e+01   3.00427009e+00  -1.24059463e-01   1.49333419e-01]
 [  6.32136565e+01  -1.22455288e-02   0.00000000e+00   0.00000000e+00]]","[ 1.22080605 -0.48060747  0.32890023 -0.2841662  -1.07606229  1.28924142
 -0.05478919 -0.37211023  0.72101864 -1.19646253  0.        ]",[ 2.80570698  2.70700598],[-0.52992308 -0.38766015]
