timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.466483,"[ 0.83009175  2.22278235 -0.48642797  0.50715674  0.60827901 -0.80090656
 -0.53233556  0.36841272  0.82933506  0.79314213  0.        ]",[-1.03610139 -2.86722416],-0.158062238712,[-1.08582914 -2.60531449],[-0.78698325 -0.03081717],"[[-0.05731383 -0.05863059  0.06953742 -0.09266087]
 [-0.00179044 -0.00031338  0.          0.        ]]"
1,-0.501074,"[ 0.82500919  2.21848645 -0.55452677  0.34906861  0.60827887 -0.80090634
 -0.68199025 -0.15268291  0.81592122  0.673234    0.        ]",[-0.64602592 -0.97289014],-0.151043258488,[-0.30962187 -1.76662683],[-0.78698325 -0.03081717],"[[-0.09702442 -0.0983492   0.06953742 -0.09266087]
 [-3.95611175 -3.95836122  0.          0.        ]]"
2,-0.467839,"[ 0.79939613  2.19329312 -0.7312954  -0.1121719   0.60827874 -0.80090612
 -0.77569572 -0.64940332  0.74440792  0.35484776  0.        ]",[ 0.88459927 -1.47248738],-0.132101208292,[ 0.8265571  -0.65925598],[-0.78698325 -0.03081717],"[[-0.20098858 -0.2153712   0.06953742 -0.09266087]
 [-6.43209087 -7.73126436  0.          0.        ]]"
3,-0.452604,"[ 0.76194965  2.11185817 -0.88508766 -0.84384336  0.6082786  -0.8009059
 -0.6383958  -1.15072663  0.59221181  0.0171046   0.        ]",[ 1.7934517   0.83892043],-0.110461557009,[ 1.38297307  0.09135091],[-0.78698325 -0.03081717],"[[ -0.29323067  -0.40820215   0.06953742  -0.09266087]
 [ -2.80422804 -11.53913128   0.           0.        ]]"
4,-0.39389,"[ 0.75414326  1.98168093 -0.91112594 -1.52447986  0.60827846 -0.80090568
 -0.48663127 -0.68351136  0.45313209 -0.15006751  0.        ]",[ 1.12133372  1.39195306],-0.0962609607288,[ 1.19909942 -0.08350736],[-0.78698325 -0.03081717],"[[-0.30908193 -0.60337876  0.06953742 -0.09266087]
 [ 1.20583324 -7.99034065  0.          0.        ]]"
5,-0.311273,"[ 0.78302569  1.88121952 -0.80599506 -1.89729003  0.60827832 -0.80090546
 -0.33785922 -0.14155839  0.42774396 -0.12579505  0.        ]",[ 0.36091004 -0.9377511 ],-0.0925851807766,[ 0.79681021 -0.3973574 ],[-0.78698325 -0.03081717],"[[-0.24552513 -0.72188395  0.06953742 -0.09266087]
 [ 5.13682482 -3.87386991  0.          0.        ]]"
6,-0.313204,"[ 0.81892133  1.77089457 -0.60997376 -2.22096831  0.60827818 -0.80090525
 -0.28761633 -0.62035283  0.44678393 -0.01591989  0.        ]",[ 0.43898647 -0.82966834],-0.0928514805499,[ 0.47775137 -0.99945599],[-0.78698325 -0.03081717],"[[-0.12946883 -0.83585013  0.06953742 -0.09266087]
 [ 6.4643877  -7.51061293  0.          0.        ]]"
7,-0.274425,"[ 0.83260455  1.57085588 -0.36041919 -2.65596849  0.60827804 -0.80090503
 -0.2266802  -1.03332087  0.42662139  0.1012769   0.        ]",[ 0.04700562 -1.64591297],-0.0897534276112,[ 0.11822318 -1.6583817 ],[-0.78698325 -0.03081717],"[[  0.01597353  -1.01753473   0.06953742  -0.09266087]
 [  8.07449725 -10.64736473   0.           0.        ]]"
8,-0.200732,"[ 0.80666055  1.25737007 -0.08377037 -3.07008592  0.6082779  -0.80090481
 -0.22564312 -1.52683353  0.34569596  0.20792687  0.        ]",[-0.31548394 -2.95510498],-0.0807477998887,[-0.0253258  -2.20724344],[-0.78698325 -0.03081717],"[[  0.17773892  -1.26809243   0.06953742  -0.09266087]
 [  8.10189873 -14.39590684   0.           0.        ]]"
9,-0.210287,"[ 0.74555823  0.8159128   0.16241254 -3.25064091  0.60827776 -0.80090459
 -0.27893602 -2.01053919  0.17080523  0.2735764   0.        ]",[ 0.25661084 -0.98908084],-0.0613358424759,[ 0.06432573 -2.63494992],[-0.78698325 -0.03081717],"[[  0.32565003  -1.5928733    0.06953742  -0.09266087]
 [  6.69374376 -18.06996587   0.           0.        ]]"
10,-0.137787,"[ 0.65400347  0.28516664  0.38864615 -2.90593012  0.60827762 -0.80090437
 -0.24551175 -2.47902952 -0.09583761  0.35223211  0.        ]",[ 0.26183557 -1.98180593],-0.037560390373,[ 0.01583192 -2.82176161],[-0.78698325 -0.03081717],"[[  0.46838656  -1.9899764    0.06953742  -0.09266087]
 [  7.57690914 -21.62846636   0.           0.        ]]"
11,-0.203511,"[ 0.51525132 -0.22261592  0.62385452 -1.78069157  0.60827749 -0.80090415
 -0.21197645 -2.94392423 -0.43430494  0.51605532  0.        ]",[ 0.03681383 -1.63008229],-0.0481445032078,[-0.07278936 -2.45456457],[-0.78698325 -0.03081717],"[[  0.62881553  -2.45797555   0.06953742  -0.09266087]
 [  8.46300808 -25.15967257   0.           0.        ]]"
12,-0.38514,"[ 0.3318296  -0.51783116  0.84346182  0.16145709  0.60827735 -0.80090393
 -0.21282083 -3.39961959 -0.81829368  0.80245722  0.        ]",[ 0.14690235 -2.18414352],-0.0989127617005,[ 0.05965196 -1.4892143 ],[-0.78698325 -0.03081717],"[[  0.79785151  -2.99589763   0.06953742  -0.09266087]
 [  8.44069625 -28.62102621   0.           0.        ]]"
13,-0.259924,"[ 0.10995572 -0.52481683  1.03181751  1.16037233  0.60827721 -0.80090371
 -0.19708455  0.36154048 -0.9903012   0.96696881  0.        ]",[-2.08598443 -4.6208562 ],-0.125960005587,[-1.67037427 -4.64053774],[-0.78698325 -0.03081717],"[[ 0.97083882 -3.2467901   0.06953742 -0.09266087]
 [ 8.85649337 -0.05254313  0.          0.        ]]"
14,-0.225554,"[-0.08396578 -0.53126885  1.15011238  0.90557401  0.60827707 -0.80090349
 -0.35355528  0.95413812 -0.93200816  0.90558882  0.        ]",[-1.3175716  -5.96589878],-0.116338043774,[-1.5949949  -4.89233828],[-0.78698325 -0.03081717],"[[ 1.10648769 -3.18279233  0.06953742 -0.09266087]
 [ 4.72208253  4.44862704  0.          0.        ]]"
15,-0.198146,"[-0.16483506 -0.5314001   1.18929257  0.58617181  0.60827693 -0.80090327
 -0.50693878  0.80065845 -0.86161771  0.86629738  0.        ]",[-1.61809341 -5.34154479],-0.107488218528,[-1.06212246 -4.39346647],[-0.78698325 -0.03081717],"[[ 1.16026605 -3.10277501  0.06953742 -0.09266087]
 [ 0.66924456  3.28284988  0.          0.        ]]"
16,-0.250347,"[-0.12477104 -0.52697276  1.17056763  0.38595176  0.60827679 -0.80090305
 -0.65728619  0.60739596 -0.82184199  0.84692935  0.        ]",[-0.55555964 -3.40706682],-0.102780959285,[-0.49246109 -3.92285585],[-0.78698325 -0.03081717],"[[ 1.13379234 -3.05252089  0.06953742 -0.09266087]
 [-3.30337173  1.81489565  0.          0.        ]]"
17,-0.282973,"[ 0.00396575 -0.52329324  1.10100254  0.28201458  0.60827665 -0.80090284
 -0.73805943  0.48587166 -0.80977439  0.83211661  0.        ]",[ 0.4051461  -2.67534092],-0.100633545672,[-0.06200388 -3.60885048],[-0.78698325 -0.03081717],"[[ 1.04631106 -3.02635213  0.06953742 -0.09266087]
 [-5.43763862  0.8918398   0.          0.        ]]"
18,-0.247993,"[ 0.13190388 -0.52121072  1.01598967  0.23261589  0.60827651 -0.80090262
 -0.67327754  0.42255885 -0.8108863   0.82100348  0.        ]",[ 0.04755607 -4.20374252],-0.0998161702993,[-0.02018771 -3.4972496 ],[-0.78698325 -0.03081717],"[[ 0.95473251 -3.01388806  0.06953742 -0.09266087]
 [-3.7259187   0.41093824  0.          0.        ]]"
19,-0.274653,"[ 0.22675407 -0.52019955  0.94097199  0.21031147  0.60827637 -0.8009024
 -0.66336023  0.39239455 -0.815808    0.81405221  0.        ]",[ 0.45664529 -2.87022745],-0.0996433750057,[ 0.08996066 -3.39867449],[-0.78698325 -0.03081717],"[[ 0.88284325 -3.00825389  0.06953742 -0.09266087]
 [-3.46387926  0.18182128  0.          0.        ]]"
20,-0.232071,"[ 0.29009292 -0.51974422  0.88420353  0.20057469  0.60827624 -0.80090218
 -0.59233984  0.37875711 -0.82070857  0.81011978  0.        ]",[-0.43327024 -3.72632824],-0.0997188552406,[-0.01215474 -3.39768457],[-0.78698325 -0.03081717],"[[ 0.8323938  -3.00579302  0.06953742 -0.09266087]
 [-1.58731965  0.07823658  0.          0.        ]]"
21,-0.266943,"[ 0.34847246 -0.51954754  0.82640124  0.19642492  0.6082761  -0.80090196
 -0.65607314  0.37279943 -0.82657212  0.8073482   0.        ]",[ 0.76470429 -4.33764544],-0.0999697243221,[ 0.2649765  -3.27050877],[-0.78698325 -0.03081717],"[[ 0.78375107 -3.00474397  0.06953742 -0.09266087]
 [-3.27134065  0.03298468  0.          0.        ]]"
22,-0.278242,"[ 0.38808611 -0.51946468  0.78378203  0.1946875   0.60827596 -0.80090174
 -0.5390363   0.3702601  -0.83101158  0.80576559  0.        ]",[ 0.41942502 -2.25569462],-0.100204108218,[ 0.00339076 -3.34531641],[-0.78698325 -0.03081717],"[[ 0.74935177 -3.00430471  0.06953742 -0.09266087]
 [-0.17889469  0.01369734  0.          0.        ]]"
23,-0.257443,"[ 0.37314528 -0.51943032  0.80020219  0.19397002  0.60827582 -0.80090152
 -0.47605416  0.36919637 -0.82907201  0.80612437  0.        ]",[ 0.29196015 -3.71075622],-0.100075059964,[-0.20181097 -3.42178202],[-0.78698325 -0.03081717],"[[ 0.762471   -3.00412331  0.06953742 -0.09266087]
 [ 1.48527156  0.00561813  0.          0.        ]]"
24,-0.24695,"[ 0.32512242 -0.51941621  0.85019796  0.19367702  0.60827568 -0.8009013
 -0.43341859  0.36875704 -0.82338192  0.80775178  0.        ]",[-0.49365095 -2.15734189],-0.0997446520992,[-0.40498316 -3.50881481],[-0.78698325 -0.03081717],"[[  8.03479487e-01  -3.00404924e+00   6.95374196e-02  -9.26608727e-02]
 [  2.61182311e+00   2.28165273e-03   0.00000000e+00   0.00000000e+00]]"
25,-0.2553,"[ 0.28616619 -0.51941044  0.88789301  0.19355858  0.60827554 -0.80090108
 -0.50934561  0.36857727 -0.81898695  0.80923575  0.        ]",[ 0.24088675 -3.78067048],-0.099510478923,[-0.24865367 -3.46812391],[-0.78698325 -0.03081717],"[[  8.35586973e-01  -3.00401930e+00   6.95374196e-02  -9.26608727e-02]
 [  6.05611169e-01   9.16751155e-04   0.00000000e+00   0.00000000e+00]]"
26,-0.244179,"[ 0.25935915 -0.51940805  0.9124705   0.19351096  0.6082754  -0.80090086
 -0.47370397  0.36850501 -0.81606773  0.81032915  0.        ]",[-0.6206466 -2.1271705],-0.0993650714107,[-0.39063573 -3.52432823],[-0.78698325 -0.03081717],"[[  8.57148095e-01  -3.00400727e+00   6.95374196e-02  -9.26608727e-02]
 [  1.54736260e+00   3.68427406e-04   0.00000000e+00   0.00000000e+00]]"
27,-0.255602,"[ 0.25182804 -0.51940704  0.91918568  0.19349201  0.60827526 -0.80090064
 -0.56786294  0.36847545 -0.8152574   0.81064581  0.        ]",[-0.01775956 -2.9787293 ],-0.0993260087845,[-0.13176303 -3.43858719],[-0.78698325 -0.03081717],"[[  8.63132917e-01  -3.00400249e+00   6.95374196e-02  -9.26608727e-02]
 [ -9.40589297e-01   1.44389870e-04   0.00000000e+00   0.00000000e+00]]"
28,-0.255391,"[ 0.2760121  -0.51940657  0.89732767  0.19348447  0.60827512 -0.80090042
 -0.56981926  0.36846405 -0.81786189  0.80963473  0.        ]",[ 0.2853252  -3.91282867],-0.0994525916358,[-0.09082617 -3.4173584 ],[-0.78698325 -0.03081717],"[[  8.43802459e-01  -3.00400058e+00   6.95374196e-02  -9.26608727e-02]
 [ -9.92284202e-01   5.83867249e-05   0.00000000e+00   0.00000000e+00]]"
29,-0.241959,"[ 0.28628743 -0.51940631  0.88777814  0.19348135  0.60827498 -0.80090021
 -0.52632161  0.36845951 -0.81898708  0.80921801  0.        ]",[-0.16199542 -3.71960254],-0.0995092147056,[-0.19976045 -3.45134354],[-0.78698325 -0.03081717],"[[  8.35488364e-01  -3.00399981e+00   6.95374196e-02  -9.26608727e-02]
 [  1.57044608e-01   2.43908844e-05   0.00000000e+00   0.00000000e+00]]"
30,-0.253861,"[ 0.2903759  -0.51940614  0.88393355  0.19348012  0.60827485 -0.80089999
 -0.5507131   0.36845736 -0.81943654  0.80905476  0.        ]",[-0.22568497 -2.46226345],-0.0995321614349,[-0.12364893 -3.4240489 ],[-0.78698325 -0.03081717],"[[  8.32162822e-01  -3.00399950e+00   6.95374196e-02  -9.26608727e-02]
 [ -4.87451098e-01   8.61711944e-06   0.00000000e+00   0.00000000e+00]]"
31,-0.211308,"[ 0.31303515 -0.51940601  0.86215292  0.19347967  0.60827471 -0.80089977
 -0.58416518  0.36845654 -0.82196885  0.80817344  0.        ]",[-0.81150707 -4.01931029],-0.0996648863945,[ 0.0063106  -3.37064028],[-0.78698325 -0.03081717],"[[  8.13545321e-01  -3.00399940e+00   6.95374196e-02  -9.26608727e-02]
 [ -1.37135343e+00   2.86510621e-06   0.00000000e+00   0.00000000e+00]]"
32,-0.267799,"[ 0.38264122 -0.5194059   0.78981316  0.1934796   0.60827457 -0.80089955
 -0.70473659  0.36845599 -0.83013275  0.80573673  0.        ]",[ 0.72971162 -4.12227408],-0.100130775393,[ 0.46441239 -3.17467213],[-0.78698325 -0.03081717],"[[  7.54153649e-01  -3.00399939e+00   6.95374196e-02  -9.26608727e-02]
 [ -4.55719697e+00  -7.55030086e-07   0.00000000e+00   0.00000000e+00]]"
33,-0.24904,"[ 0.44995431 -0.51940578  0.71086147  0.19347936  0.60827443 -0.80089933
 -0.5919796   0.36845654 -0.83867031  0.80382565  0.        ]",[ 0.24537043 -4.13622234],-0.100677238098,[ 0.27214342 -3.21205711],[-0.78698325 -0.03081717],"[[  6.92902555e-01  -3.00399934e+00   6.95374196e-02  -9.26608727e-02]
 [ -1.57784105e+00   3.92274447e-06   0.00000000e+00   0.00000000e+00]]"
34,-0.270636,"[ 0.47245453 -0.51940566  0.68216064  0.19347914  0.60827429 -0.80089911
 -0.55403017  0.36845612 -0.84168534  0.80330184  0.        ]",[ 0.78120583 -4.05072215],-0.100884105654,[ 0.2109441  -3.22236156],[-0.78698325 -0.03081717],"[[  6.71406432e-01  -3.00399929e+00   6.95374196e-02  -9.26608727e-02]
 [ -5.75112807e-01   1.32959862e-06   0.00000000e+00   0.00000000e+00]]"
35,-0.248014,"[ 0.45191483 -0.51940555  0.70840972  0.19347895  0.60827415 -0.80089889
 -0.43654057  0.36845616 -0.83892919  0.80377703  0.        ]",[-0.36127292 -2.35291057],-0.100694746069,[-0.16489406 -3.37397194],[-0.78698325 -0.03081717],"[[  6.91051683e-01  -3.00399925e+00   6.95374196e-02  -9.26608727e-02]
 [  2.52929250e+00   2.15210169e-06   0.00000000e+00   0.00000000e+00]]"
36,-0.275443,"[ 0.41329603 -0.51940544  0.75506165  0.19347898  0.60827401 -0.80089867
 -0.49256987  0.36845551 -0.83393387  0.80480583  0.        ]",[ 1.09609957 -4.58616287],-0.100366837582,[-0.08092616 -3.36211443],[-0.78698325 -0.03081717],"[[  7.26783646e-01  -3.00399927e+00   6.95374196e-02  -9.26608727e-02]
 [  1.04883737e+00  -2.27046107e-06   0.00000000e+00   0.00000000e+00]]"
37,-0.175903,"[ 0.34433169 -0.51940532  0.83068554  0.19347887  0.60827387 -0.80089845
 -0.34351207  0.36845607 -0.82556641  0.80702289  0.        ]",[-0.95896699 -5.75980708],-0.0998632162043,[-0.63060343 -3.57844543],[-0.78698325 -0.03081717],"[[  7.87276907e-01  -3.00399925e+00   6.95374196e-02  -9.26608727e-02]
 [  4.98736369e+00   2.51781798e-06   0.00000000e+00   0.00000000e+00]]"
38,-0.202709,"[ 0.27087075 -0.51940522  0.90204328  0.193479    0.60827373 -0.80089823
 -0.49094363  0.36845512 -0.81729769  0.80984356  0.        ]",[-0.93540348 -4.31828908],-0.0994246403558,[-0.32428694 -3.49832678],[-0.78698325 -0.03081717],"[[  8.47938761e-01  -3.00399929e+00   6.95374196e-02  -9.26608727e-02]
 [  1.09180362e+00  -4.20024446e-06   0.00000000e+00   0.00000000e+00]]"
39,-0.259543,"[ 0.29008491 -0.51940513  0.88420541  0.19347928  0.6082736  -0.80089801
 -0.63192569  0.36845516 -0.81940052  0.80906486  0.        ]",[ 0.25209992 -3.42725995],-0.0995304138273,[ 0.10628667 -3.34339762],[-0.78698325 -0.03081717],"[[  8.32399223e-01  -3.00399937e+00   6.95374196e-02  -9.26608727e-02]
 [ -2.63334348e+00  -3.33765086e-06   0.00000000e+00   0.00000000e+00]]"
40,-0.292749,"[ 0.34080585 -0.51940502  0.83431301  0.19347923  0.60827346 -0.80089779
 -0.59217705  0.36845579 -0.82515309  0.80714801  0.        ]",[ 1.15096196 -3.22829389],-0.0998399138276,[ 0.0737763  -3.33686543],[-0.78698325 -0.03081717],"[[  7.90270027e-01  -3.00399936e+00   6.95374196e-02  -9.26608727e-02]
 [ -1.58307604e+00   1.94491932e-06   0.00000000e+00   0.00000000e+00]]"
41,-0.195838,"[ 0.3308818  -0.51940489  0.8444099   0.1934789   0.60827332 -0.80089758
 -0.44114727  0.36845602 -0.82400566  0.80750537  0.        ]",[-1.02821455 -4.43277843],-0.0997758734288,[-0.37323487 -3.495718  ],[-0.78698325 -0.03081717],"[[  7.98647783e-01  -3.00399929e+00   6.95374196e-02  -9.26608727e-02]
 [  2.40755282e+00   4.21722616e-06   0.00000000e+00   0.00000000e+00]]"
42,-0.254037,"[ 0.32139165 -0.51940479  0.85390892  0.19347895  0.60827318 -0.80089736
 -0.59279456  0.36845492 -0.82291335  0.80785691  0.        ]",[ 0.44914834 -4.40466505],-0.0997159777729,[ 0.04401981 -3.35441637],[-0.78698325 -0.03081717],"[[  8.06595802e-01  -3.00399931e+00   6.95374196e-02  -9.26608727e-02]
 [ -1.59939775e+00  -3.57015543e-06   0.00000000e+00   0.00000000e+00]]"
43,-0.226153,"[ 0.33785536 -0.51940468  0.83733177  0.19347894  0.60827304 -0.80089714
 -0.52429412  0.36845551 -0.82481001  0.80725278  0.        ]",[-0.55577258 -3.73920968],-0.0998206795347,[-0.12362593 -3.40728951],[-0.78698325 -0.03081717],"[[  7.92767871e-01  -3.00399931e+00   6.95374196e-02  -9.26608727e-02]
 [  2.10572992e-01   1.44651295e-06   0.00000000e+00   0.00000000e+00]]"
44,-0.235811,"[ 0.35884568 -0.51940457  0.81551533  0.19347896  0.6082729  -0.80089692
 -0.60773075  0.36845504 -0.82726996  0.80651849  0.        ]",[ 0.23013613 -4.92702653],-0.0999610940992,[ 0.14811084 -3.30389166],[-0.78698325 -0.03081717],"[[  7.74859530e-01  -3.00399933e+00   6.95374196e-02  -9.26608727e-02]
 [ -1.99406018e+00  -1.64509445e-06   0.00000000e+00   0.00000000e+00]]"
