timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88283721  2.48851621 -0.21065671  0.48181752 -0.13663445  1.49651733
 -0.49411479  0.37875351  1.47741052 -1.52856315  0.        ]",-0.939312,[ 2.17387179 -3.66212293],-0.289716150181,[ 2.3036499  -2.70585585],[-0.42410436 -0.14057633],"[[ 0.00212813 -0.08293961 -0.01571565  0.17340443]
 [ 0.00497995  0.00161354  0.          0.        ]]"
1,"[ 0.88151181  2.48241449 -0.14541626  0.32610565 -0.13663437  1.49651461
 -0.28342227 -0.14631661  1.47675625 -1.49283255  0.        ]",-0.956036,[ 1.49407333 -2.37068108],-0.287158689898,[ 2.1976428  -2.72384739],[-0.42410436 -0.14057633],"[[ 0.04193273 -0.1226509  -0.01571565  0.17340443]
 [ 3.96230073 -3.9595341   0.          0.        ]]"
2,"[ 0.86352001  2.4505015   0.04721921 -0.1317126  -0.13663429  1.49651189
 -0.07689683 -0.66098243  1.46781357 -1.38754452  0.        ]",-0.882068,[ 1.49168705 -3.36154183],-0.279065758177,[ 2.02989435 -2.75641704],[-0.42410436 -0.14057633],"[[ 0.16009837 -0.24079773 -0.01571565  0.17340443]
 [ 7.84135388 -7.84219262  0.          0.        ]]"
3,"[ 0.78860335  2.35387601  0.35585343 -0.85581261 -0.13663421  1.49650917
  0.12554976 -1.16543498  1.4305716  -1.21893546  0.        ]",-0.869682,[ 0.43244483 -2.08794639],-0.264146549694,[ 1.81093526 -2.75784492],[-0.42410436 -0.14057633],"[[  0.35507613  -0.43582502  -0.01571565   0.17340443]
 [ 11.64379618 -11.64780834   0.           0.        ]]"
4,"[ 0.61656673  2.13606546  0.71541396 -1.74984017 -0.13663413  1.49650645
  0.20446193 -1.6597496   1.34333688 -1.04463562  0.        ]",-0.799073,[ 3.65290278 -1.99228064],-0.24383642245,[ 1.56106305 -2.71395898],[-0.42410436 -0.14057633],"[[  0.60282276  -0.70619747  -0.01571565   0.17340443]
 [ 13.12596073 -15.37695864   0.           0.        ]]"
5,"[ 0.30831622  1.74194092  1.07262919 -2.61191786 -0.13663406  1.49650373
  0.40138517 -2.14430396  1.18550337 -0.89303906  0.        ]",-0.692052,[ 1.33211039 -1.90123503],-0.217089119992,[ 1.11571217 -2.60321569],[-0.42410436 -0.14057633],"[[  9.02450857e-01  -1.05041531e+00  -1.57156451e-02   1.73404429e-01]
 [  1.68246607e+01  -1.90325054e+01   0.00000000e+00   0.00000000e+00]]"
6,"[-0.18793537  1.1534905   1.3543264  -3.11250904 -0.13663398  1.49650101
  0.5944613  -2.61913214  0.93273083 -0.78155823  0.        ]",-0.592853,[ 0.19452705 -1.0900296 ],-0.181920088886,[ 0.60535306 -2.41601682],[-0.42410436 -0.14057633],"[[  1.27532754e+00  -1.46700876e+00  -1.57156451e-02   1.73404429e-01]
 [  2.04511044e+01  -2.26147209e+01   0.00000000e+00   0.00000000e+00]]"
7,"[-0.80452694  0.43890926  1.41411653 -2.84702236 -0.1366339   1.4964983
  0.61402385 -3.08439352  0.6122078  -0.82064437  0.        ]",-0.459696,[ 0.4650841  -1.71687803],-0.150833519911,[ 0.26243976 -2.24719572],[-0.42410436 -0.14057633],"[[  1.68803704e+00  -1.95452118e+00  -1.57156451e-02   1.73404429e-01]
 [  2.08185451e+01  -2.61248257e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-1.41480142 -0.20935539  1.18532052 -1.51423208 -0.13663382  1.49649558
  0.6901903  -3.54046588  0.27511638 -1.06335701  0.        ]",-0.426795,[ 1.03861482 -1.91556571],-0.145586209893,[ 0.31732106 -2.0367403 ],[-0.42410436 -0.14057633],"[[  2.11876254e+00  -2.51154044e+00  -1.57156451e-02   1.73404429e-01]
 [  2.22491444e+01  -2.95656899e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-1.92154766 -0.49638362  0.63234674  0.78911479 -0.13663374  1.49649286
  0.87757804 -3.14935901 -0.03040694 -1.49301147  0.        ]",-0.468133,[ 1.78900751 -2.07819917],-0.179789646056,[ 0.9011057  -1.83081543],[-0.42410436 -0.14057633],"[[  2.59905747e+00  -3.13669876e+00  -1.57156451e-02   1.73404429e-01]
 [  2.57687508e+01  -2.66152620e+01   0.00000000e+00   0.00000000e+00]]"
