timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.83315669  2.28697604 -0.50347875  0.72767748 -1.63900416 -1.69533683
 -0.53120749  0.37140792  2.9203689   1.79687552  0.        ]",-1.2278,[ -4.1289123  -11.98876217],-0.437279132341,[ -3.18364882 -10.60027122],[-0.7862941  -0.05541892],"[[-0.07152371 -0.00790635 -0.18929714 -0.1954729 ]
 [ 0.00483409  0.00273466  0.          0.        ]]"
1,"[ 0.8271844   2.28542981 -0.5709459   0.56752385 -1.63900311 -1.69533569
 -0.6826012  -0.14832177  2.90916493  1.67739857  0.        ]",-1.2921,[-2.47863982 -8.94919758],-0.430974973389,[ -2.62524366 -10.12362194],[-0.7862941  -0.05541892],"[[-0.11110306 -0.0475646  -0.18929714 -0.1954729 ]
 [-3.94960868 -3.95537262  0.          0.        ]]"
2,"[ 0.79419089  2.26781132 -0.76972018  0.09362732 -1.63900205 -1.69533454
 -0.83100399 -0.65776418  2.83639762  1.33079428  0.        ]",-1.19993,[-1.39547947 -9.16315796],-0.409579105405,[-1.80956566 -9.33566952],[-0.7862941  -0.05541892],"[[-0.2289872  -0.16559898 -0.18929714 -0.1954729 ]
 [-7.82592932 -7.83513542  0.          0.        ]]"
3,"[ 0.69110387  2.19680107 -1.08484155 -0.66535465 -1.639001   -1.69533339
 -0.97648591 -1.15711517  2.59643083  0.82014952  0.        ]",-1.06741,[-1.28650896 -9.22956517],-0.366458285767,[-0.68662584 -8.05352783],[-0.7862941  -0.05541892],"[[ -0.42363154  -0.3604577   -0.18929714  -0.1954729 ]
 [-11.62595836 -11.63804699   0.           0.        ]]"
4,"[ 0.45511106  2.01701742 -1.47545634 -1.6226345  -1.63899994 -1.69533225
 -1.11913028 -1.64655665  2.07232783  0.32840022  0.        ]",-0.981125,[ 0.13672405 -4.11479862],-0.294111768376,[ 0.56939954 -6.10632658],[-0.7862941  -0.05541892],"[[ -0.69353136  -0.63061779  -0.18929714  -0.1954729 ]
 [-15.35187267 -15.3654954    0.           0.        ]]"
5,"[ 0.08763248  1.67146267 -1.81426882 -2.58351536 -1.63899889 -1.6953311
 -1.08684506 -2.12647983  1.33788619  0.18968642  0.        ]",-0.653192,[ 0.68477242 -6.3922579 ],-0.201830843993,[ 0.86832988 -5.25391626],[-0.7862941  -0.05541892],"[[ -0.99210517  -0.97459954  -0.18929714  -0.1954729 ]
 [-14.50858622 -19.02046387   0.           0.        ]]"
6,"[-0.29915287  1.13434332 -2.00686561 -3.21537232 -1.63899784 -1.69532996
 -0.97223305 -2.59696582  0.71515377  0.54710941  0.        ]",-0.388747,[ 1.73229734 -4.86491718],-0.132935234886,[ 1.22377479 -4.47194767],[-0.7862941  -0.05541892],"[[ -1.25223876  -1.39095947  -0.18929714  -0.1954729 ]
 [-11.51490348 -22.6035748    0.           0.        ]]"
7,"[-0.60256632  0.45840414 -2.07849767 -3.09104225 -1.63899678 -1.69532881
 -0.81214197 -3.05815932  0.47437503  1.19055817  0.        ]",-0.476498,[ 0.99220029 -4.08030024],-0.149087164908,[ 1.49049747 -4.22374153],[-0.7862941  -0.05541892],"[[ -1.44058227  -1.87827181  -0.18929714  -0.1954729 ]
 [ -7.33329443 -26.11593566   0.           0.        ]]"
8,"[-0.77711174 -0.18453033 -2.09247961 -1.86301829 -1.63899573 -1.69532766
 -0.65635621 -3.51019673  0.66948872  1.77610821  0.        ]",-0.797488,[ 2.00191015 -4.96560668],-0.213240586261,[ 1.78111506 -4.44053364],[-0.7862941  -0.05541892],"[[ -1.54642417  -2.43513218  -0.18929714  -0.1954729 ]
 [ -3.26413965 -29.55859152   0.           0.        ]]"
9,"[-0.81836959 -0.51584688 -2.09298577  0.43098328 -1.63899467 -1.69532652
 -0.50236817 -3.16490553  1.1675665   2.03903615  0.        ]",-1.14474,[ 2.37129415 -3.87153163],-0.273127939727,[ 1.92230535 -4.63028049],[-0.7862941  -0.05541892],"[[ -1.57135854  -3.06015957  -0.18929714  -0.1954729 ]
 [  0.75805895 -26.928989     0.           0.        ]]"
