timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.85332605  2.58949388 -0.45922484  0.7606528   1.12026682  1.40962889
 -0.51630331  0.37868208  0.39332447 -1.56735517  0.        ]",-0.63896,[ 4.00372315 -2.43202754],-0.198367819331,[ 2.68464231 -0.80042148],[-0.51932955 -0.06265538],"[[-0.08260966 -0.01767635  0.12918905  0.16229267]
 [-0.00329479 -0.00470992  0.          0.        ]]"
1,"[ 0.85728976  2.58719392 -0.39300062  0.59435836  1.12026602  1.40962755
 -0.33845775 -0.13879167  0.39520519 -1.53126432  0.        ]",-0.626869,[ 3.12040943 -1.60555335],-0.194875908017,[ 2.62885928 -0.90580845],[-0.51932955 -0.06265538],"[[-0.04296895 -0.0575129   0.12918905  0.16229267]
 [ 3.95418457 -3.96573748  0.          0.        ]]"
2,"[ 0.85427562  2.56611288 -0.1955986   0.10391302  1.12026522  1.40962622
 -0.1641302  -0.64601341  0.39374136 -1.42332203  0.        ]",-0.58022,[ 1.76301889 -1.59169103],-0.184134277558,[ 2.4512136  -1.11893725],[-0.51932955 -0.06265538],"[[ 0.07503583 -0.17578272  0.12918905  0.16229267]
 [ 7.83338033 -7.84829114  0.          0.        ]]"
3,"[ 0.8010788   2.48552566  0.12518748 -0.67983147  1.12026442  1.40962489
  0.00675333 -1.14317309  0.36824752 -1.24781024  0.        ]",-0.566746,[ 1.84083186  0.58508753],-0.165539365714,[ 1.96985424 -1.6107316 ],[-0.51932955 -0.06265538],"[[  0.26985533  -0.37093114   0.12918905   0.16229267]
 [ 11.63593866 -11.65382787   0.           0.        ]]"
4,"[ 0.63201329  2.3404672   0.53950934 -1.44956503  1.12026362  1.40962355
  0.17416631 -0.81050135  0.29096978 -0.95773169  0.        ]",-0.463412,[ 0.47548142 -0.09722759],-0.132950657405,[ 1.21901751 -2.05331135],[-0.51932955 -0.06265538],"[[  0.53995064  -0.57845911   0.12918905   0.16229267]
 [ 15.36126904  -9.10738061   0.           0.        ]]"
5,"[ 0.30117026  2.1653518   0.95082736 -2.05161041  1.12026282  1.40962222
  0.24507573 -0.8372179   0.12897487 -0.59225727  0.        ]",-0.309423,[ 0.0247899  -2.21263258],-0.0878571137146,[ 0.2938942  -2.58093929],[-0.51932955 -0.06265538],"[[  0.86300709  -0.76265919   0.12918905   0.16229267]
 [ 16.93917045  -9.31188711   0.           0.        ]]"
6,"[-0.156685    1.90244741  1.23881128 -2.65067787  1.12026202  1.40962089
  0.23451417 -1.33028662 -0.10492197 -0.32244228  0.        ]",-0.196222,[-0.19247934 -3.62493093],-0.048162965395,[-0.45041275 -3.02451849],[-0.51932955 -0.06265538],"[[  1.19943233  -0.9867652    0.12918905   0.16229267]
 [ 16.70415287 -13.08611148   0.           0.        ]]"
7,"[-0.65824077  1.48874063  1.35097679 -3.1743764   1.12026122  1.40961955
  0.1855252  -1.81355319 -0.34959798 -0.23703608  0.        ]",-0.22357,[ 0.18158978 -2.43046075],-0.0405289869839,[-0.93662977 -3.30772519],[-0.51932955 -0.06265538],"[[  1.52257845  -1.28560265   0.12918905   0.16229267]
 [ 15.61403638 -16.78531575   0.           0.        ]]"
8,"[-1.15740396  0.92477575  1.2930783  -3.32734677  1.12026042  1.40961822
  0.20401342 -2.28729041 -0.57886793 -0.32375066  0.        ]",-0.238801,[-1.01449706 -4.8329393 ],-0.0661390220953,[-1.09051085 -3.41273522],[-0.51932955 -0.06265538],"[[  1.83898732  -1.65769284   0.12918905   0.16229267]
 [ 16.02544344 -20.41159551   0.           0.        ]]"
9,"[-1.56243943  0.28222916  1.10969127 -2.76829993  1.12025962  1.40961689
  0.01192688 -2.75161017 -0.75913204 -0.59108818  0.        ]",-0.374516,[-0.76335893 -3.54058081],-0.10347609646,[-0.80590582 -3.23070121],[-0.51932955 -0.06265538],"[[  2.11661381  -2.10158374   0.12918905   0.16229267]
 [ 11.75107658 -23.96581627   0.           0.        ]]"
10,"[-1.81934791 -0.26735719  0.90583307 -1.26200832  1.12025882  1.40961555
 -0.13434594 -3.20684613 -0.91874321 -1.01329417  0.        ]",-0.491375,[ 0.54617078 -4.73953633],-0.152164091252,[-0.14902425 -2.72554708],[-0.51932955 -0.06265538],"[[  2.31898015  -2.61586242   0.12918905   0.16229267]
 [  8.4961703  -27.45054226   0.           0.        ]]"
11,"[-2.02038239 -0.47377821  0.66876543  0.73218798  1.12025802  1.40961422
 -0.04470623 -1.14194588 -1.09192108 -1.35515315  0.        ]",-0.631681,[ 0.13878807 -1.53232824],-0.195610094323,[ 0.12571163 -2.16687489],[-0.51932955 -0.06265538],"[[  2.50891065  -3.11710064   0.12918905   0.16229267]
 [ 10.49085831 -11.64456601   0.           0.        ]]"
12,"[-2.19072231 -0.47350796  0.36062491  0.96340481  1.12025722  1.40961289
 -0.02931717  0.64772019 -1.14588009 -1.46208823  0.        ]",-0.711798,[-0.3686314  -2.79012838],-0.209199365794,[ 0.44349673 -1.98329306],[-0.51932955 -0.06265538],"[[  2.72216549  -3.17245499   0.12918905   0.16229267]
 [ 10.83329962   2.054613     0.           0.        ]]"
13,"[-2.29060531 -0.47359904  0.04349719  0.71391522  1.12025642  1.40961155
 -0.10454267  0.78295519 -1.12308114 -1.38340469  0.        ]",-0.744286,[ 1.15497495 -2.38159553],-0.200504787788,[ 0.65437323 -1.88339603],[-0.51932955 -0.06265538],"[[ 2.92203671 -3.11272531  0.12918905  0.16229267]
 [ 9.15936067  3.08978555  0.          0.        ]]"
14,"[-2.32885939 -0.46929509 -0.32366946  0.4992058   1.12025562  1.40961022
  0.06523397  0.64018374 -1.12876266 -1.30956668  0.        ]",-0.726643,[ 0.09398836 -1.34043145],-0.194538414817,[ 0.70403677 -1.84894228],[-0.51932955 -0.06265538],"[[  3.14312903  -3.06124751   0.12918905   0.16229267]
 [ 12.93727565   1.99692983   0.           0.        ]]"
15,"[-2.27469496 -0.46495056 -0.75379242  0.3752111   1.12025482  1.40960889
  0.07044494  0.51674011 -1.15734678 -1.26115391  0.        ]",-0.715293,[-0.13721611 -2.5999806 ],-0.192778379394,[ 0.9092232  -1.70169497],[-0.51932955 -0.06265538],"[[  3.40303793  -3.03143041   0.12918905   0.16229267]
 [ 13.05323209   1.05202038   0.           0.        ]]"
16,"[-2.12254327 -0.46225574 -1.14483068  0.31304422  1.12025402  1.40960755
  0.03441618  0.44517665 -1.19314707 -1.23955118  0.        ]",-0.752433,[ 0.9434742 -1.233932 ],-0.194037047477,[ 1.1440959  -1.48921967],[-0.51932955 -0.06265538],"[[  3.65605861  -3.01644569   0.12918905   0.16229267]
 [ 12.25151131   0.50423245   0.           0.        ]]"
17,"[-1.85168255 -0.46088054 -1.51557858  0.28405816  1.12025322  1.40960622
  0.19138616  0.40919809 -1.23287472 -1.23816259  0.        ]",-0.744831,[ 0.27252288 -0.88816248],-0.197398602777,[ 1.28745198 -1.34466946],[-0.51932955 -0.06265538],"[[  3.93613457  -3.00944944   0.12918905   0.16229267]
 [ 15.74444673   0.22883243   0.           0.        ]]"
18,"[-1.4335501  -0.46021817 -1.82577719  0.27063903  1.12025242  1.40960489
  0.22586823  0.39346618 -1.27403209 -1.25667408  0.        ]",-0.778673,[ 2.03528373 -1.02578989],-0.202544154667,[ 1.4606595  -1.18961048],[-0.51932955 -0.06265538],"[[  4.25872212  -3.00620835   0.12918905   0.16229267]
 [ 16.51175153   0.10841218   0.           0.        ]]"
19,"[-0.87350593 -0.4599311  -1.98877801  0.26492521  1.12025162  1.40960355
  0.38910618  0.38461342 -1.31033191 -1.29658259  0.        ]",-0.768395,[ 2.11851277 -1.63844655],-0.208971631104,[ 1.53294981 -1.09996009],[-0.51932955 -0.06265538],"[[  4.62540231  -3.00482788   0.12918905   0.16229267]
 [ 20.14416297   0.04064908   0.           0.        ]]"
20,"[-0.18610258 -0.45982258 -1.89268152  0.26278238  1.12025082  1.40960222
  0.54911267  0.38129548 -1.3336668  -1.36090883  0.        ]",-0.735506,[ 1.0730425  -0.69113704],-0.216185751628,[ 1.53693736 -1.03610754],[-0.51932955 -0.06265538],"[[  5.06400927e+00  -3.00431012e+00   1.29189050e-01   1.62292675e-01]
 [  2.37046680e+01   1.52526608e-02   0.00000000e+00   0.00000000e+00]]"
21,"[ 0.47357313 -0.45971278 -1.41235217  0.26062255  1.12025002  1.40960089
  0.70595158  0.38300798 -1.32924777 -1.44211391  0.        ]",-0.695487,[ 1.46492258 -1.85043366],-0.222397577608,[ 1.43529058 -1.05364251],[-0.51932955 -0.06265538],"[[  5.57311915  -3.00378821   0.12918905   0.16229267]
 [ 27.19468916   0.02836221   0.           0.        ]]"
22,"[ 0.84493271 -0.45968058 -0.54116779  0.25999322  1.12024922  1.40959955
  0.85968545  0.37880454 -1.28517355 -1.5173757   0.        ]",-0.649836,[ 0.82314489 -1.21378331],-0.225013622772,[ 1.05254042 -1.32465696],[-0.51932955 -0.06265538],"[[  6.15133622e+00  -3.00363614e+00   1.29189050e-01   1.62292675e-01]
 [  3.06156188e+01  -3.81233854e-03   0.00000000e+00   0.00000000e+00]]"
23,"[ 0.65820982 -0.45970653  0.49185833  0.26050647  1.12024842  1.40959822
  0.97890843  0.37843416 -1.20599814 -1.55170848  0.        ]",-0.601104,[-0.01675197 -1.70423818],-0.221730216899,[ 0.12915328 -1.95179665],[-0.51932955 -0.06265538],"[[  6.79026689e+00  -3.00376020e+00   1.29189050e-01   1.62292675e-01]
 [  3.32686073e+01  -6.64641382e-03   0.00000000e+00   0.00000000e+00]]"
24,"[-0.10614977 -0.45972991  1.21709272  0.26096966  1.12024762  1.40959689
  0.94633017  0.37873008 -1.12334813 -1.52077036  0.        ]",-0.596563,[-0.29984922 -1.66699528],-0.2127699374,[-0.31396016 -2.29495239],[-0.51932955 -0.06265538],"[[  7.44836562e+00  -3.00387215e+00   1.29189050e-01   1.62292675e-01]
 [  3.25436815e+01  -4.38021709e-03   0.00000000e+00   0.00000000e+00]]"
25,"[-1.09355439 -0.45974354  1.31002103  0.26124137  1.12024682  1.40959555
  0.86402601  0.37899813 -1.074653   -1.43950552  0.        ]",-0.633883,[-0.01192568 -1.28264309],-0.201860098688,[-0.3702662  -2.35866308],[-0.51932955 -0.06265538],"[[  8.08086383e+00  -3.00393784e+00   1.29189050e-01   1.62292675e-01]
 [  3.07122425e+01  -2.32733157e-03   0.00000000e+00   0.00000000e+00]]"
26,"[-1.91604577 -0.45975035  0.80302298  0.26137874  1.12024602  1.40959422
  0.83458082  0.37915567 -1.07427095 -1.3431559   0.        ]",-0.653306,[-0.22910401 -2.45225899],-0.193200378978,[-0.13612676 -2.27075338],[-0.51932955 -0.06265538],"[[  8.68853474e+00  -3.00397105e+00   1.29189050e-01   1.62292675e-01]
 [  3.00570321e+01  -1.12040287e-03   0.00000000e+00   0.00000000e+00]]"
27,"[-2.3109047  -0.45975345 -0.07064293  0.26144314  1.12024522  1.40959289
  0.7670765   0.37923509 -1.11742887 -1.26595406  0.        ]",-0.692643,[ 0.53007405 -3.33532881],-0.189886652423,[ 0.2720972  -2.09802508],[-0.51932955 -0.06265538],"[[  9.27460421e+00  -3.00398664e+00   1.29189050e-01   1.62292675e-01]
 [  2.85549206e+01  -5.11386731e-04   0.00000000e+00   0.00000000e+00]]"
28,"[-2.17952669 -0.45975473 -1.02852654  0.26147183  1.12024442  1.40959155
  0.83598746  0.37927276 -1.18894109 -1.23032547  0.        ]",-0.727124,[ 0.37497221 -1.49493274],-0.192920154604,[ 0.68132192 -1.829234  ],[-0.51932955 -0.06265538],"[[  9.86108803e+00  -3.00399359e+00   1.29189050e-01   1.62292675e-01]
 [  3.00883513e+01  -2.22042352e-04   0.00000000e+00   0.00000000e+00]]"
29,"[-1.53221282 -0.45975518 -1.77065945  0.2614841   1.12024362  1.40959022
  0.87593722  0.37928935 -1.26774754 -1.25010546  0.        ]",-0.742628,[ 0.81655144 -1.70114987],-0.201460641431,[ 1.09833527 -1.45570493],[-0.51932955 -0.06265538],"[[  1.04717745e+01  -3.00399658e+00   1.29189050e-01   1.62292675e-01]
 [  3.09773324e+01  -9.39717196e-05   0.00000000e+00   0.00000000e+00]]"
30,"[-0.54102224 -0.45975526 -1.98265089  0.26148905  1.12024282  1.40958889
  0.99366529  0.37929676 -1.32484582 -1.32579174  0.        ]",-0.741219,[ 0.91085969 -0.03711773],-0.212596103664,[ 1.32485199 -1.18977213],[-0.51932955 -0.06265538],"[[  1.11176057e+01  -3.00399780e+00   1.29189050e-01   1.62292675e-01]
 [  3.35970548e+01  -3.61885195e-05   0.00000000e+00   0.00000000e+00]]"
31,"[ 0.43404856 -0.45953981 -1.45886307  0.25726536  1.12024202  1.40958755
  1.12584267  0.38851794 -1.33111802 -1.43701918  0.        ]",-0.708178,[ 1.74381596 -0.93082897],-0.222141677431,[ 1.26447499 -1.15881586],[-0.51932955 -0.06265538],"[[ 11.81905736  -3.00297707   0.12918905   0.16229267]
 [ 36.53831059   0.07054896   0.           0.        ]]"
32,"[ 0.85856665 -0.4594719  -0.29443766  0.25594285  1.12024122  1.40958622
  1.27126346  0.37753301 -1.26860464 -1.53166201  0.        ]",-0.632418,[ 0.5815403  -1.61444652],-0.224898361251,[ 0.66747862 -1.58108449],[-0.51932955 -0.06265538],"[[  1.25822910e+01  -3.00265745e+00   1.29189050e-01   1.62292675e-01]
 [  3.97742668e+01  -1.35348085e-02   0.00000000e+00   0.00000000e+00]]"
33,"[ 0.34456854 -0.45956805  0.91037732  0.2578243   1.12024042  1.40958489
  1.3393498   0.37608885 -1.16325254 -1.54532856  0.        ]",-0.607573,[ 0.53483352 -1.65926103],-0.217931132286,[-0.23265231 -2.22324228],[-0.51932955 -0.06265538],"[[  1.33929778e+01  -3.00311220e+00   1.29189050e-01   1.62292675e-01]
 [  4.12893646e+01  -2.45881762e-02   0.00000000e+00   0.00000000e+00]]"
34,"[-0.88565252 -0.45965554  1.3454304   0.25954205  1.12023962  1.40958355
  1.39777771  0.37717522 -1.08079008 -1.45920574  0.        ]",-0.608762,[ 0.40186579 -3.80079836],-0.20409334281,[-0.33948568 -2.37344027],[-0.51932955 -0.06265538],"[[  1.42318102e+01  -3.00352736e+00   1.29189050e-01   1.62292675e-01]
 [  4.25895440e+01  -1.62714568e-02   0.00000000e+00   0.00000000e+00]]"
35,"[-2.03509812 -0.45970678  0.64728385  0.26055206  1.12023882  1.40958222
  1.43139016  0.37817058 -1.07979075 -1.32497354  0.        ]",-0.671742,[ 1.01626719 -3.07690977],-0.192019302859,[-0.03991545 -2.26591468],[-0.51932955 -0.06265538],"[[  1.50911058e+01  -3.00377147e+00   1.29189050e-01   1.62292675e-01]
 [  4.33375263e+01  -8.65130886e-03   0.00000000e+00   0.00000000e+00]]"
36,"[-2.26631537 -0.45973258 -0.78533594  0.26106291  1.12023802  1.40958089
  1.5707615   0.37875686 -1.16851746 -1.23463003  0.        ]",-0.732415,[ 1.45770264 -1.72898759],-0.19151968136,[ 0.54412848 -1.96320093],[-0.51932955 -0.06265538],"[[  1.59889733e+01  -3.00389494e+00   1.29189050e-01   1.62292675e-01]
 [  4.64388873e+01  -4.16260713e-03   0.00000000e+00   0.00000000e+00]]"
37,"[-1.25225464 -0.45974456 -1.90449605  0.26130195  1.12023722  1.40957955
  1.70737328  0.37905359 -1.28898926 -1.26783067  0.        ]",-0.726724,[ 0.67484305 -1.24078358],-0.204776452372,[ 0.91514987 -1.55067372],[-0.51932955 -0.06265538],"[[  1.69482520e+01  -3.00395273e+00   1.29189050e-01   1.62292675e-01]
 [  4.94788521e+01  -1.89020980e-03   0.00000000e+00   0.00000000e+00]]"
38,"[ 0.26223752 -0.4597498  -1.62689776  0.26140857  1.12023642  1.40957822
  1.78342586  0.37919239 -1.33484254 -1.41304452  0.        ]",-0.664578,[ 0.37728404 -3.07183846],-0.22050547831,[ 1.01240373 -1.31566334],[-0.51932955 -0.06265538],"[[  1.79548094e+01  -3.00397852e+00   1.29189050e-01   1.62292675e-01]
 [  5.11712457e+01  -8.26712379e-04   0.00000000e+00   0.00000000e+00]]"
39,"[ 0.84458837 -0.45975197 -0.09826563  0.26145461  1.12023562  1.40957689
  1.80502877  0.37925418 -1.25468189 -1.53870522  0.        ]",-0.589177,[-0.2650143  -3.61661779],-0.224395555495,[ 0.229141   -1.86048579],[-0.51932955 -0.06265538],"[[  1.89830580e+01  -3.00398966e+00   1.29189050e-01   1.62292675e-01]
 [  5.16520137e+01  -3.52673856e-04   0.00000000e+00   0.00000000e+00]]"
