timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.02653676  2.16121006 -0.12936012  0.5561574  -0.21902107  1.51417383
 -0.34149295  0.36577869  1.45848783 -1.49366857  0.        ]",-0.905028,[ 1.09069205 -2.51044624],-0.299985936596,[ 1.46169579 -1.97026157],[-0.15551795 -0.23711243],"[[-0.04774225 -0.05051459 -0.02350968  0.17355407]
 [-0.00473236  0.00356541  0.          0.        ]]"
1,"[ 1.02809011  2.15735597 -0.06834164  0.42695442 -0.21902069  1.51416567
 -0.04407945 -0.17621689  1.45927394 -1.46087586  0.        ]",-0.888976,[ 1.89162945 -2.58369153],-0.297596941807,[ 1.29807603 -1.95785618],[-0.15551795 -0.23711243],"[[-0.00812999 -0.09018725 -0.02350968  0.17355407]
 [ 3.95277757 -3.95762393  0.          0.        ]]"
2,"[ 1.01965249  2.13320437  0.11313161  0.04583651 -0.21902032  1.51415752
  0.24745131 -0.70747324  1.45493225 -1.36327965  0.        ]",-0.89343,[ 0.98034843 -0.58497099],-0.289943451058,[ 1.04550087 -1.93893135],[-0.15551795 -0.23711243],"[[ 0.10984699 -0.20829635 -0.02350968  0.17355407]
 [ 7.8320097  -7.84032975  0.          0.        ]]"
3,"[ 0.96367223  2.06132745  0.40528131 -0.51062347 -0.21901994  1.51414936
  0.52733371 -1.00333153  1.42733441 -1.19188687  0.        ]",-0.875501,[ 2.60608568 -0.97535348],-0.274896473696,[ 0.76085746 -1.90233231],[-0.15551795 -0.23711243],"[[  0.30385323  -0.38679846  -0.02350968   0.17355407]
 [ 11.5562473  -10.00263577   0.           0.        ]]"
4,"[ 0.80384712  1.90408316  0.77891374 -1.18567563 -0.21901956  1.5141412
  0.80758847 -1.5047842   1.34705637 -0.96182276  0.        ]",-0.751308,[ 1.44432453 -2.62302697],-0.250809412099,[ 0.45860535 -1.80888355],[-0.15551795 -0.23711243],"[[  0.57239364  -0.62362342  -0.02350968   0.17355407]
 [ 15.28544964 -13.6675641    0.           0.        ]]"
5,"[ 0.47930706  1.60552177  1.16539443 -1.90402695 -0.21901919  1.51413305
  1.08234676 -2.0095608   1.18151518 -0.72451807  0.        ]",-0.649157,[ 1.04799837 -2.57043109],-0.21707790103,[ 0.18667017 -1.65744603],[-0.15551795 -0.23711243],"[[  0.91478387  -0.93399201  -0.02350968   0.17355407]
 [ 18.94153394 -17.35685535   0.           0.        ]]"
6,"[-0.04283401  1.1326234   1.44065422 -2.43967799 -0.21901881  1.51412489
  1.35174039 -2.50418762  0.91383139 -0.54765897  0.        ]",-0.576484,[ 0.4716397  -0.23401096],-0.174394988792,[-0.01314495 -1.43814206],[-0.15551795 -0.23711243],"[[  1.32957937  -1.31740383  -0.02350968   0.17355407]
 [ 22.52626717 -20.97208142   0.           0.        ]]"
7,"[-0.69095973  0.5537546   1.44690447 -2.49619867 -0.21901844  1.51411673
  1.45868746 -2.57384267  0.58041274 -0.50757155  0.        ]",-0.381926,[ 0.16437884 -1.73205214],-0.131535389703,[-0.02084941 -1.21411657],[-0.15551795 -0.23711243],"[[  1.79438302e+00  -1.74195638e+00  -2.35096841e-02   1.73554071e-01]
 [  2.39494451e+01  -2.14813984e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-1.29013817 -0.0289949   1.11850506 -1.90508823 -0.21901806  1.51410858
  1.47215102 -3.05705544  0.27237579 -0.67004549  0.        ]",-0.368445,[-0.40070095 -0.39962405],-0.112990704409,[ 0.02816761 -1.02795219],[-0.15551795 -0.23711243],"[[  2.27517160e+00  -2.20702168e+00  -2.35096841e-02   1.73554071e-01]
 [  2.41286983e+01  -2.50134276e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-1.67247308 -0.46557616  0.55073111 -0.62043435 -0.21901769  1.51410042
  1.31714376 -3.20553955  0.07799565 -1.02068223  0.        ]",-0.378639,[ 0.35161191 -1.84960307],-0.138500993031,[ 0.2103954  -0.92641705],[-0.15551795 -0.23711243],"[[  2.73705430e+00  -2.71818091e+00  -2.35096841e-02   1.73554071e-01]
 [  2.20661829e+01  -2.60990986e+01   0.00000000e+00   0.00000000e+00]]"
