timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.605771,"[ 0.8584896   2.57164979 -0.18838762  0.69667559  0.42411361  0.51591944
 -0.51334914  0.37924843  1.01001852 -0.34167511  0.        ]",[ 1.76413731 -1.69841324],-0.168458129795,[ 1.46706653 -2.23148704],[-0.51324099 -0.09660817],"[[ 0.07090392 -0.03202462  0.04815189  0.05922929]
 [-0.00325237  0.00349518  0.          0.        ]]"
1,-0.563486,"[ 0.85282367  2.5685057  -0.12249747  0.53321645  0.42411343  0.5159192
 -0.32813808 -0.13948691  1.00728213 -0.3057429   0.        ]",[ 1.84115287 -3.07783132],-0.167034339731,[ 1.32719231 -2.30510354],[-0.51324099 -0.09660817],"[[ 0.11054548 -0.07169869  0.04815189  0.05922929]
 [ 3.954227   -3.95769404  0.          0.        ]]"
2,-0.49268,"[ 0.82142969  2.54502211  0.07153132  0.0503492   0.42411324  0.51591896
 -0.1465906  -0.64794487  0.99211362 -0.19989687  0.        ]",[-0.13987675 -3.5402658 ],-0.162412534165,[ 0.95369774 -2.47729158],[-0.51324099 -0.09660817],"[[ 0.22855112 -0.18980921  0.04815189  0.05922929]
 [ 7.83342555 -7.84040338  0.          0.        ]]"
3,-0.515458,"[ 0.75101072  2.4608735   0.3095732  -0.71989866  0.42411306  0.51591873
 -0.17966853 -1.14609877  0.95868656 -0.11538218  0.        ]",[ 0.45629156 -1.55833448],-0.156486859246,[ 0.50591248 -2.6164391 ],[-0.51324099 -0.09660817],"[[  0.37812834  -0.38478438   0.04815189   0.05922929]
 [  7.12663458 -11.64443253   0.           0.        ]]"
4,-0.447462,"[ 0.64010911  2.25663636  0.54775452 -1.68482672  0.42411288  0.51591849
 -0.10171908 -1.63449311  0.89930525 -0.0964183   0.        ]",[ 0.47592467 -2.64856565],-0.148479819536,[-0.05402963 -2.74955058],[-0.51324099 -0.09660817],"[[  0.53737225  -0.65509275   0.04815189   0.05922929]
 [  8.79221075 -15.37394506   0.           0.        ]]"
5,-0.338576,"[ 0.4600597   1.87214716  0.80691834 -2.64132572  0.4241127   0.51591825
 -0.02167611 -2.11318781  0.78796007 -0.10347762  0.        ]",[-0.26994785 -3.36422609],-0.134161261325,[-0.41256154 -2.81969023],[-0.51324099 -0.09660817],"[[  0.73037649  -0.9992486    0.04815189   0.05922929]
 [ 10.50251984 -19.02940631   0.           0.        ]]"
6,-0.251099,"[ 0.23101034  1.28252771  1.02899991 -3.24758068  0.42411252  0.51591802
 -0.08135513 -2.58227687  0.60943874 -0.18605702  0.        ]",[-0.34527531 -2.84421805],-0.11324185962,[-0.52024621 -2.8302474 ],[-0.51324099 -0.09660817],"[[  0.92763437  -1.41577724   0.04815189   0.05922929]
 [  9.22733484 -22.61154398   0.           0.        ]]"
7,-0.232974,"[ 0.00520346  0.54919317  1.17834213 -3.07114648  0.42411234  0.51591778
 -0.15386515 -3.04209501  0.33991423 -0.35811484  0.        ]",[-0.38390753 -1.72654796],-0.0888133353965,[-0.50569129 -2.73108244],[-0.51324099 -0.09660817],"[[  1.09663842  -1.90323847   0.04815189   0.05922929]
 [  7.67798484 -26.12292533   0.           0.        ]]"
8,-0.21216,"[-0.19289109 -0.13778928  1.26838549 -1.7698654   0.42411215  0.51591754
 -0.23215665 -3.49284115 -0.05331735 -0.52900032  0.        ]",[-0.65320584 -1.98632262],-0.0718864157758,[-0.54096186 -2.53582335],[-0.51324099 -0.09660817],"[[  1.23341513  -2.46023274   0.04815189   0.05922929]
 [  6.00509993 -29.56508208   0.           0.        ]]"
9,-0.179963,"[-0.33331044 -0.47597494  1.31286667  0.59702058  0.42411197  0.5159173
 -0.35879057 -3.13456586 -0.56094309 -0.54574398  0.        ]",[ 0.04732163 -0.95577195],-0.0831836406665,[-0.58377594 -2.18191385],[-0.51324099 -0.09660817],"[[  1.32636452  -3.08538939   0.04815189   0.05922929]
 [  3.29926423 -26.82927028   0.           0.        ]]"
10,-0.160735,"[-0.43699401 -0.46763053  1.33634168  1.3178041   0.42411179  0.51591707
 -0.35301989  0.56915518 -0.70884019 -0.50327585  0.        ]",[-0.44247521 -3.49286437],-0.0915996259396,[-0.5607661  -2.02210736],[-0.51324099 -0.09660817],"[[ 1.39359047 -3.2603991   0.04815189  0.05922929]
 [ 3.42256543  1.45363158  0.          0.        ]]"
11,-0.178053,"[-0.51525806 -0.47715313  1.34903408  0.99443251  0.42411161  0.51591683
 -0.43817259  0.9943129  -0.63384543 -0.52924708  0.        ]",[-0.64046248 -2.81666548],-0.0872441136533,[-0.4525435  -2.00380993],[-0.51324099 -0.09660817],"[[ 1.443787   -3.18175329  0.04815189  0.05922929]
 [ 1.60307424  4.70028821  0.          0.        ]]"
12,-0.179206,"[-0.52512038 -0.47707422  1.35033184  0.65791497  0.42411143  0.51591659
 -0.55833639  0.80625235 -0.56346782 -0.53980883  0.        ]",[-0.07412441 -3.60971463],-0.0828134303338,[-0.31232607 -1.96471739],[-0.51324099 -0.09660817],"[[ 1.45008716 -3.10016699  0.04815189  0.05922929]
 [-0.96451211  3.26419657  0.          0.        ]]"
13,-0.230328,"[-0.49064698 -0.47209171  1.34549765  0.45445897  0.42411125  0.51591636
 -0.57118069  0.61020093 -0.5234885  -0.54428282  0.        ]",[-0.97601325  0.50944878],-0.080521052778,[-0.26400346 -1.95514274],[-0.51324099 -0.09660817],"[[ 1.42804318 -3.05074113  0.04815189  0.05922929]
 [-1.23896644  1.76708278  0.          0.        ]]"
14,-0.212802,"[-0.39231327 -0.46213597  1.32716455  0.22822254  0.42411107  0.51591612
 -0.75088001  0.86975652 -0.48281644 -0.55383234  0.        ]",[-0.00450049 -2.03633084],-0.078977082653,[ 0.13029991 -1.83489335],[-0.51324099 -0.09660817],"[[ 1.36473883 -2.99551286  0.04815189  0.05922929]
 [-5.07866987  3.74914237  0.          0.        ]]"
15,-0.200487,"[-0.23864589 -0.45357606  1.28453225  0.08774023  0.42411088  0.51591588
 -0.74701578  0.3415204  -0.46382718 -0.57094385  0.        ]",[-0.06536046 -2.36810299],-0.0796459154939,[ 0.22738694 -1.81098926],[-0.51324099 -0.09660817],"[[ 1.26399379 -2.96100236  0.04815189  0.05922929]
 [-4.99611056 -0.28464815  0.          0.        ]]"
16,-0.197548,"[-0.08867607 -0.46445655  1.22524544  0.27256024  0.4241107   0.51591565
 -0.75450425 -0.03970241 -0.51198527 -0.57413653  0.        ]",[-0.3138839  -0.73608757],-0.0826820514743,[ 0.29601628 -1.7854569 ],[-0.51324099 -0.09660817],"[[ 1.16246567 -3.0063665   0.04815189  0.05922929]
 [-5.15612835 -3.19579504  0.          0.        ]]"
17,-0.194057,"[ 0.07272784 -0.46870302  1.13943747  0.36473955  0.42411052  0.51591541
 -0.80788206  0.38636981 -0.54331318 -0.57441216  0.        ]",[ 0.10873309 -1.01846475],-0.0846808715322,[ 0.53601056 -1.7010386 ],[-0.51324099 -0.09660817],"[[ 1.04789994 -3.0288818   0.04815189  0.05922929]
 [-6.29667935  0.05783707  0.          0.        ]]"
18,-0.188407,"[ 0.23113661 -0.46746069  1.02888845  0.33596243  0.42411034  0.51591517
 -0.78189903  0.43851238 -0.55073227 -0.58407111  0.        ]",[-0.09427693 -1.12084994],-0.0860852934997,[ 0.69339567 -1.64693439],[-0.51324099 -0.09660817],"[[ 0.92753671 -3.02185958  0.04815189  0.05922929]
 [-5.7415015   0.45601661  0.          0.        ]]"
19,-0.175782,"[ 0.37251208 -0.46593915  0.90238966  0.30288709  0.42411016  0.51591494
 -0.79404851  0.421742   -0.55897721 -0.59338468  0.        ]",[ 1.01758833 -2.3211681 ],-0.0875128743179,[ 0.90592051 -1.56438386],[-0.51324099 -0.09660817],"[[ 0.81010192 -3.01378114  0.04815189  0.05922929]
 [-6.00111321  0.32795379  0.          0.        ]]"
20,-0.170674,"[ 0.45941055 -0.46494835  0.80767399  0.28244234  0.42410998  0.5159147
 -0.60319186  0.40233259 -0.56565231 -0.59901297  0.        ]",[-0.02648659 -1.82210318],-0.088489626126,[ 0.79327196 -1.59790754],[-0.51324099 -0.09660817],"[[ 0.73099643 -3.00878349  0.04815189  0.05922929]
 [-1.92302658  0.17973848  0.          0.        ]]"
21,-0.176791,"[ 0.49971266 -0.46442073  0.75820608  0.27186855  0.4241098   0.51591446
 -0.60631796  0.3903106  -0.56910356 -0.60172468  0.        ]",[ 1.52871514 -2.1173762 ],-0.0889768333938,[ 0.86553085 -1.56710601],[-0.51324099 -0.09660817],"[[ 0.69186564 -3.00619747  0.04815189  0.05922929]
 [-1.98982929  0.08793582  0.          0.        ]]"
22,-0.168362,"[ 0.49938683 -0.46416665  0.75862135  0.26685092  0.42410961  0.51591422
 -0.41917764  0.38408741 -0.56830752 -0.60254639  0.        ]",[ 0.48200767 -1.98901544],-0.0890008853677,[ 0.63762516 -1.65234375],[-0.51324099 -0.09660817],"[[ 0.6921891  -3.00497001  0.04815189  0.05922929]
 [ 2.00885014  0.04041479  0.          0.        ]]"
