timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.595287,"[ 0.86230551  2.56704955 -0.2739387   1.06711533  0.90064101 -1.44620341
 -0.5125153   0.37911236  0.59085136  1.70843314  0.        ]",[-1.74701566 -2.37807998],-0.206761804442,[-1.7553997  -3.00361013],[-0.50408894 -0.09591929],"[[ 0.0175542   0.05809187  0.10318642 -0.16716496]
 [-0.00064479  0.00275407  0.          0.        ]]"
1,-0.627258,"[ 0.86216183  2.56935465 -0.3401508   0.90389873  0.9006404  -1.44620176
 -0.69865886 -0.13940459  0.59317451  1.59290011  0.        ]",[-0.44296058 -1.7410111 ],-0.196164468375,[-1.23242593 -2.6925211 ],[-0.50408894 -0.09591929],"[[-0.02213365  0.01843399  0.10318642 -0.16716496]
 [-3.95497669 -3.95535581  0.          0.        ]]"
2,-0.516359,"[ 0.85159138  2.5620507  -0.4996684   0.41837654  0.9006398  -1.44620011
 -0.77739284 -0.64777109  0.56829034  1.29316087  0.        ]",[-0.19112525 -1.94140728],-0.167473548459,[-0.50632805 -2.2069068 ],[-0.50408894 -0.09591929],"[[-0.11801457 -0.09960873  0.10318642 -0.16716496]
 [-5.62756416 -7.83598284  0.          0.        ]]"
3,-0.428045,"[ 0.81850988  2.50397569 -0.69498847 -0.36756623  0.9006392  -1.44619846
 -0.80768363 -1.1461217   0.4563746   0.89500531  0.        ]",[ 1.15997836 -1.04284948],-0.125001491148,[ 0.3978453  -1.56692088],[-0.50408894 -0.09591929],"[[ -0.23702158  -0.29449696   0.10318642  -0.16716496]
 [ -6.27105387 -11.6401574    0.           0.        ]]"
4,-0.336099,"[ 0.78184429  2.33291962 -0.83042992 -1.37640323  0.9006386  -1.4461968
 -0.61558023 -1.63483362  0.24600256  0.55264752  0.        ]",[ 1.0599607  -0.07499173],-0.0792849163254,[ 0.72118181 -1.16555762],[-0.50408894 -0.09591929],"[[ -0.32149709  -0.56473066   0.10318642  -0.16716496]
 [ -2.19013162 -15.37076488   0.           0.        ]]"
5,-0.242457,"[ 0.78000179  2.02576637 -0.83625221 -2.32573457  0.90063799 -1.44619515
 -0.42733552 -1.63403983  0.02084559  0.39280241  0.        ]",[ 0.57736059 -0.72161259],-0.0456224339037,[ 0.7483449  -1.03319716],[-0.50408894 -0.09591929],"[[ -0.3251778   -0.87208567   0.10318642  -0.16716496]
 [  1.80882083 -15.36472232   0.           0.        ]]"
6,-0.182652,"[ 0.80696769  1.59051528 -0.74251998 -3.01838691  0.90063739 -1.4461935
 -0.32148012 -1.96857326 -0.1889014   0.37983658  0.        ]",[ 0.02450087 -1.29458989],-0.0316560647525,[ 0.65473282 -1.06670427],[-0.50408894 -0.09591929],"[[ -0.26643924  -1.20500254   0.10318642  -0.16716496]
 [  4.05754519 -17.91841901   0.           0.        ]]"
7,-0.136096,"[ 0.83563253  1.001481   -0.6103263  -3.28917507  0.90063679 -1.44619185
 -0.32070578 -2.44079557 -0.43616195  0.46989806  0.        ]",[-0.90491796 -0.73695224],-0.0500019083844,[ 0.6415261 -1.1081481],[-0.50408894 -0.09591929],"[[ -0.18512188  -1.5995388    0.10318642  -0.16716496]
 [  4.07399197 -21.52319195   0.           0.        ]]"
8,-0.213372,"[ 0.84704583  0.33572086 -0.53669988 -2.81738906  0.90063618 -1.44619019
 -0.49317077 -2.76716905 -0.74301934  0.67644651  0.        ]",[ 0.73072446 -0.88567418],-0.0936992977197,[ 0.87088132 -1.04759574],[-0.50408894 -0.09591929],"[[ -0.14039843  -2.0549995    0.10318642  -0.16716496]
 [  0.41024922 -24.01464714   0.           0.        ]]"
9,-0.356046,"[ 0.8541522  -0.23316013 -0.47521547 -1.41504444  0.90063558 -1.44618854
 -0.3574608  -3.16428788 -0.99586409  1.06668856  0.        ]",[-0.23645193 -1.06511526],-0.147435671718,[ 0.49678364 -1.27008975],[-0.50408894 -0.09591929],"[[ -0.10326982  -2.56570923   0.10318642  -0.16716496]
 [  3.29318249 -27.04617856   0.           0.        ]]"
