timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.914068,"[ 0.81061928  2.08343463 -0.56116999  0.67258166 -0.22362482  1.13669875
 -0.53064705  0.36129141  1.61356986 -1.40053423  0.        ]",[ 3.11812198 -2.1868747 ],-0.280615961458,[ 2.85189366 -2.39504457],[-0.89050317  0.00282098],"[[-0.09927434 -0.00581021 -0.02668388  0.13101445]
 [ 0.00482324 -0.00401096  0.          0.        ]]"
1,-0.862997,"[ 0.81589718  2.08207789 -0.49229226  0.51829056 -0.22362478  1.13669836
 -0.38435288 -0.16377389  1.61617466 -1.36217019  0.        ]",[ 3.14114293 -3.33991804],-0.278749182659,[ 2.91437864 -2.46533179],[-0.89050317  0.00282098],"[[-0.05947289 -0.04563291 -0.02668388  0.13101445]
 [ 3.96214152 -3.96505282  0.          0.        ]]"
2,-0.861002,"[ 0.81597435  2.06572317 -0.28726866  0.06270928 -0.22362475  1.13669798
 -0.24095268 -0.67843711  1.61620468 -1.24796036  0.        ]",[ 3.51063153 -2.57683708],-0.272649492631,[ 2.75225067 -3.03928089],[-0.89050317  0.00282098],"[[ 0.05868942 -0.1638892  -0.02668388  0.13101445]
 [ 7.84117706 -7.84762283  0.          0.        ]]"
3,-0.747445,"[ 0.76533067  1.99908538  0.04657845 -0.66676891 -0.22362471  1.1366976
 -0.10038566 -1.18289146  1.59116238 -1.0619975   0.        ]",[ 2.58536812 -4.59408298],-0.260833487163,[ 2.36300159 -4.05490398],[-0.89050317  0.00282098],"[[  0.25366325  -0.35902445  -0.02668388   0.13101445]
 [ 11.64357407 -11.65317985   0.           0.        ]]"
4,-0.640198,"[ 0.59449075  1.82981458  0.47945658 -1.58688516 -0.22362468  1.13669722
  0.0374125  -1.67730922  1.50671313 -0.82087937  0.        ]",[ 1.93681877 -5.25932433],-0.241137776686,[ 1.75892222 -5.26806498],[-0.89050317  0.00282098],"[[  0.52393303  -0.62951169  -0.02668388   0.13101445]
 [ 15.37107198 -15.38302594   0.           0.        ]]"
5,-0.423548,"[ 0.22732758  1.504051    0.93563808 -2.5105494  -0.22362464  1.13669683
  0.17250948 -2.16184239  1.32523582 -0.5668023   0.        ]",[ 0.56959609 -6.75144834],-0.21138016525,[ 1.18807983 -6.25537062],[-0.89050317  0.00282098],"[[  0.86801901  -0.97384842  -0.02668388   0.13101445]
 [ 19.02550208 -19.03831111   0.           0.        ]]"
6,-0.252129,"[-0.35400631  0.99746619  1.26771114 -3.11808397 -0.22362461  1.13669645
  0.24200693 -2.6366006   1.03613131 -0.39997627  0.        ]",[ 0.75622226 -6.82564989],-0.172847711966,[ 0.93770361 -6.99852705],[-0.89050317  0.00282098],"[[  1.26739009  -1.3905508   -0.02668388   0.13101445]
 [ 20.90543781 -22.61986655   0.           0.        ]]"
7,-0.080349,"[-1.08812876  0.35991864  1.32987538 -2.99921379 -0.22362457  1.13669607
  0.33745294 -3.10187913  0.66759577 -0.41125292  0.        ]",[ 0.60538999 -7.60299686],-0.131156725383,[ 0.97383034 -7.29993582],[-0.89050317  0.00282098],"[[  1.71140244  -1.87816688  -0.02668388   0.13101445]
 [ 23.48729269 -26.12992441   0.           0.        ]]"
8,-0.138259,"[-1.83878906 -0.24637967  1.01397264 -1.82052529 -0.22362454  1.13669569
  0.40894338 -3.55790036  0.28428804 -0.65827442  0.        ]",[ 1.23994947 -5.86734148],-0.106459764058,[ 1.27723432 -6.53250742],[-0.89050317  0.00282098],"[[  2.20055193e+00  -2.43528201e+00  -2.66838809e-02   1.31014449e-01]
 [  2.54211399e+01  -2.95701677e+01   0.00000000e+00   0.00000000e+00]]"
9,-0.213349,"[-2.39561846 -0.55859288  0.28366012  0.38122866 -0.22362451  1.13669531
  0.53675124 -3.20871738 -0.01123713 -1.14957165  0.        ]",[ 1.28326442 -5.06579481],-0.132416812224,[ 1.53006434 -4.86152887],[-0.89050317  0.00282098],"[[  2.74366196e+00  -3.06052441e+00  -2.66838809e-02   1.31014449e-01]
 [  2.88783962e+01  -2.69359935e+01   0.00000000e+00   0.00000000e+00]]"
10,-0.314755,"[-2.48827731 -0.55614655 -0.75719472  1.08731522 -0.22362447  1.13669492
  0.66202963  0.49366921 -0.01631486 -1.29183738  0.        ]",[ 1.93970258 -3.71087757],-0.146363463886,[ 1.6553936  -3.43139744],[-0.89050317  0.00282098],"[[  3.35523491e+00  -3.24295689e+00  -2.66838809e-02   1.31014449e-01]
 [  3.22672302e+01   9.94616176e-01   0.00000000e+00   0.00000000e+00]]"
11,-0.28746,"[-1.90346459 -0.56231452 -1.74070131  0.8141072  -0.22362444  1.13669454
  0.78479089  0.94242255 -0.03795657 -1.14040391  0.        ]",[ 1.38083314 -3.02794796],-0.130589496667,[ 1.95152867 -3.71155596],[-0.89050317  0.00282098],"[[  4.03389838e+00  -3.17230068e+00  -2.66838809e-02   1.31014449e-01]
 [  3.55879761e+01   4.37998925e+00   0.00000000e+00   0.00000000e+00]]"
