timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.85900679  2.60728365 -0.43633578  0.9326176  -1.62293901  1.16879725
 -0.52899276  0.38052763  2.83867195 -1.20976779  0.        ]",-1.52529,[ 2.7413385 -5.4927236],-0.422040257548,[ 2.30310535 -4.95778322],[-0.60263878 -0.04079247],"[[-0.04409157  0.02123169 -0.18782144  0.13434452]
 [ 0.00138373  0.00375781  0.          0.        ]]"
1,"[ 0.86056779  2.60736396 -0.3695085   0.76423318 -1.62293757  1.16879657
 -0.36452657 -0.13544959  2.83940707 -1.17292173  0.        ]",-1.52669,[ 1.73260768 -4.17982856],-0.420816759723,[ 2.19875479 -5.11384964],[-0.60263878 -0.04079247],"[[-0.00435822 -0.01843719 -0.18782144  0.13434452]
 [ 3.95876935 -3.95743863  0.          0.        ]]"
2,"[ 0.85010037  2.59329981 -0.17122557  0.26466709 -1.62293613  1.1687959
 -0.20331405 -0.64120548  2.83443993 -1.06375663  0.        ]",-1.44382,[ 1.18073749 -6.54693414],-0.416505999522,[ 1.9958818  -5.31870365],[-0.60263878 -0.04079247],"[[ 0.11373727 -0.13654275 -0.18782144  0.13434452]
 [ 7.83786545 -7.84016562  0.          0.        ]]"
3,"[ 0.78391783  2.52383052  0.14891329 -0.53922033 -1.62293469  1.16879522
 -0.04528706 -1.13693041  2.80305934 -0.88756821  0.        ]",-1.44016,[ 2.17654618 -5.37471922],-0.407236500077,[ 1.79062939 -5.47710657],[-0.60263878 -0.04079247],"[[  0.30864537  -0.33153048  -0.18782144   0.13434452]
 [ 11.64031151 -11.64588682   0.           0.        ]]"
4,"[ 0.59628166  2.33723921  0.55825384 -1.56098523 -1.62293325  1.16879455
  0.1096266  -1.62279383  2.71410072 -0.66232409  0.        ]",-1.22163,[ 0.0769872  -8.16929754],-0.390251553448,[ 1.49525321 -5.75394201],[-0.60263878 -0.04079247],"[[  0.57885028  -0.60187359  -0.18782144   0.13434452]
 [ 15.36784439 -15.37590698   0.           0.        ]]"
5,"[ 0.26408569  1.96890306  0.94124483 -2.60070886 -1.62293181  1.16879387
  0.1097292  -2.09881461  2.55531592 -0.48889099  0.        ]",-1.19176,[ 1.23261193 -5.81512777],-0.366394142769,[ 1.29901493 -5.93493176],[-0.60263878 -0.04079247],"[[  0.88623196  -0.94605864  -0.18782144   0.13434452]
 [ 15.37031383 -19.03037604   0.           0.        ]]"
6,"[-0.22001577  1.38699189  1.22372988 -3.3108547  -1.62293037  1.1687932
  0.26162228 -2.56547133  2.31994304 -0.40687627  0.        ]",-1.01178,[-0.32250114 -6.04766756],-0.33473886397,[ 1.12710989 -5.96954441],[-0.60263878 -0.04079247],"[[  1.2303068   -1.36261327  -0.18782144   0.13434452]
 [ 19.0251648  -22.61297474   0.           0.        ]]"
7,"[-0.7998552   0.64482136  1.31985634 -3.23801    -1.62292894  1.16879253
  0.19300808 -3.02269474  2.02489931 -0.47736819  0.        ]",-0.918872,[ 0.85894859 -5.36388949],-0.298450886271,[ 1.03453934 -5.71366835],[-0.60263878 -0.04079247],"[[  1.59424732  -1.85009103  -0.18782144   0.13434452]
 [ 17.37417241 -26.12317884   0.           0.        ]]"
8,"[-1.39600693 -0.0729176   1.18644652 -2.00260032 -1.6229275   1.16879185
  0.32007396 -3.47093713  1.69115145 -0.72208865  0.        ]",-0.812431,[ 0.89558597 -4.76467811],-0.263833280417,[ 0.91599309 -5.22727776],[-0.60263878 -0.04079247],"[[  1.9724067   -2.40708266  -0.18782144   0.13434452]
 [ 20.43163068 -29.56446905   0.           0.        ]]"
9,"[-1.9718259  -0.460443    0.75860909  0.37912111 -1.62292606  1.16879118
  0.45065933 -3.14334729  1.3395482  -1.12032395  0.        ]",-0.764883,[ 1.43464866 -3.52925866],-0.24175404993,[ 1.30726564 -4.25588703],[-0.60263878 -0.04079247],"[[  2.41256381  -3.03221689  -0.18782144   0.13434452]
 [ 23.57377506 -27.04958355   0.           0.        ]]"
