timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.03748,"[ 0.94291567  2.34660453 -0.05294651  1.00341105 -0.98814738 -0.54635604
 -0.43629999  0.37447317  2.16215397  0.7764644   0.        ]",[-0.01380343 -3.83607158],-0.33404734478,[-0.74760914 -2.57247686],[-0.25033191 -0.23881564],"[[ 0.04937848  0.06475051 -0.11513554 -0.06265222]
 [ 0.00477991  0.00220784  0.          0.        ]]"
1,-1.14906,"[ 0.94294516  2.34915735 -0.05364062  0.86004352 -0.98814547 -0.54635534
 -0.4396967  -0.15929812  2.16520701  0.73820455  0.        ]",[-0.5785009  -1.05173386],-0.333417075206,[-0.77212995 -2.52276635],[-0.25033191 -0.23881564],"[[ 0.0489407   0.0250666  -0.11513554 -0.06265222]
 [-0.04838529 -3.9574026   0.          0.        ]]"
2,-1.10776,"[ 0.94422695  2.34336441 -0.09156281  0.43348795 -0.98814356 -0.54635465
 -0.58577177 -0.68238478  2.16619386  0.58301083  0.        ]",[  2.32419168e-04  -1.85273708e+00],-0.329932705217,[-0.59547204 -2.44607878],[-0.25033191 -0.23881564],"[[ 0.02503671 -0.09301426 -0.11513554 -0.06265222]
 [-2.33441512 -7.83775491  0.          0.        ]]"
3,-1.07981,"[ 0.94435506  2.29023902 -0.16490462 -0.25763393 -0.98814164 -0.54635396
 -0.58267612 -1.19523525  2.12975763  0.31895259  0.        ]",[-1.39669592 -1.40627913],-0.321044014424,[-0.39708012 -2.34667325],[-0.25033191 -0.23881564],"[[ -0.02116522  -0.28794047  -0.11513554  -0.06265222]
 [ -2.28598139 -11.64218524   0.           0.        ]]"
4,-0.984821,"[ 0.93651121  2.13078857 -0.29945146 -1.14611569 -0.98813973 -0.54635326
 -0.83252076 -1.69772721  1.99202274 -0.05044554  0.        ]",[-0.04197466 -2.50413411],-0.301595445141,[ 0.13845047 -2.14105606],[-0.25033191 -0.23881564],"[[ -0.10611316  -0.55818451  -0.11513554  -0.06265222]
 [ -6.19596887 -15.36980287   0.           0.        ]]"
5,-0.865518,"[ 0.90628382  1.80159823 -0.49396059 -2.06862098 -0.98813782 -0.54635257
 -0.83531562 -2.19044629  1.68274291 -0.43043203  0.        ]",[ 1.02542455 -2.24849521],-0.265965136999,[ 0.51896846 -1.86556864],[-0.25033191 -0.23881564],"[[ -0.23046946  -0.90225417  -0.11513554  -0.06265222]
 [ -6.23972903 -19.02497471   0.           0.        ]]"
6,-0.6635,"[ 0.8735267   1.26766772 -0.62216118 -2.73285072 -0.98813591 -0.54635187
 -0.57467518 -2.6735543   1.27240703 -0.58786572  0.        ]",[ 0.77171424 -2.1266205 ],-0.217854473852,[ 0.46542063 -1.59423256],[-0.25033191 -0.23881564],"[[ -0.31433889  -1.31871305  -0.11513554  -0.06265222]
 [ -2.16082748 -22.60892915   0.           0.        ]]"
7,-0.593215,"[ 0.86796135  0.57205319 -0.64049094 -2.74744103 -0.988134   -0.54635118
 -0.37691789 -3.14701644  0.88872668 -0.45380149  0.        ]",[ 0.77846619  0.03523035],-0.163659543646,[ 0.27813715 -1.3523016 ],[-0.25033191 -0.23881564],"[[ -0.3265045   -1.80613435  -0.11513554  -0.06265222]
 [  0.93398245 -26.12144068   0.           0.        ]]"
8,-0.383387,"[ 0.88927421 -0.07561548 -0.56563572 -1.87385157 -0.98813208 -0.54635048
 -0.18132736 -3.05849367  0.63752701 -0.10000524  0.        ]",[-0.91267498 -0.94676667],-0.119069313759,[ 0.06927501 -1.27417505],[-0.25033191 -0.23881564],"[[ -0.27711711  -2.32197728  -0.11513554  -0.06265222]
 [  3.99488452 -25.4649806    0.           0.        ]]"
9,-0.371175,"[ 0.90500355 -0.47801215 -0.49984382 -0.22225808 -0.98813017 -0.54634979
 -0.41735684 -3.49583178  0.53005865  0.38434069  0.        ]",[-1.26015192 -1.64932562],-0.108207600926,[ 0.24120297 -1.31166303],[-0.25033191 -0.23881564],"[[ -0.23427974  -2.86383132  -0.11513554  -0.06265222]
 [  0.30112393 -28.70965628   0.           0.        ]]"
