timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.80873722  2.02311122 -0.4732742   0.41296497 -1.39339829 -0.81541512
 -0.52690585  0.35859437  2.75236517  0.81162571  0.        ]",-0.88837,[ -2.56174475 -10.99234104],-0.378226398989,[ -2.0174458 -10.7417202],[-0.95189989 -0.01746934],"[[-0.05024459 -0.06844772 -0.16143514 -0.09393601]
 [-0.00378429 -0.00194121  0.          0.        ]]"
1,"[ 0.80405496  2.01854651 -0.54237737  0.26172316 -1.39339773 -0.81541493
 -0.67189346 -0.16787484  2.73850647  0.68864495  0.        ]",-0.911504,[ -1.7788461  -10.65129018],-0.374268907973,[ -1.31369746 -10.38292503],[-0.95189989 -0.01746934],"[[-0.08999468 -0.10819857 -0.16143514 -0.09393601]
 [-3.95806879 -3.95995726  0.          0.        ]]"
2,"[ 0.77460342  1.9929646  -0.74572469 -0.18294543 -1.39339716 -0.81541475
 -0.81401803 -0.68392282  2.65645646  0.33413337  0.        ]",-0.946228,[-0.9408983 -9.4856443],-0.360078684931,[-0.39293057 -9.85536385],[-0.95189989 -0.01746934],"[[-0.20804675 -0.22632371 -0.16143514 -0.09393601]
 [-7.8342703  -7.83962651  0.          0.        ]]"
3,"[ 0.67780306  1.91236209 -1.06525706 -0.88781025 -1.3933966  -0.81541456
 -0.94477499 -1.18975981  2.40025557 -0.17957054  0.        ]",-0.991654,[ 1.15182757 -8.23151662],-0.32942204532,[ 0.90687025 -8.68228531],[-0.95189989 -0.01746934],"[[ -0.40051143  -0.42127219  -0.16143514  -0.09393601]
 [-11.40044163 -11.64253069   0.           0.        ]]"
4,"[ 0.52982758  1.72713937 -1.35040316 -1.76184059 -1.39339604 -0.81541437
 -0.79143816 -1.68594998  1.96572006 -0.58122067  0.        ]",-0.787452,[ 0.46931013 -9.99216345],-0.284397793577,[ 0.95963824 -8.73850822],[-0.95189989 -0.01746934],"[[ -0.58656041  -0.69155107  -0.16143514  -0.09393601]
 [ -7.2184557  -15.37291371   0.           0.        ]]"
5,"[ 0.4036366   1.38832136 -1.52293356 -2.61168949 -1.39339548 -0.81541419
 -0.71813968 -2.17220997  1.47677083 -0.70702248  0.        ]",-0.583604,[  1.4271709  -10.80083015],-0.232065956348,[ 0.97262377 -8.70123291],[-0.95189989 -0.01746934],"[[ -0.71087073  -1.03568867  -0.16143514  -0.09393601]
 [ -5.21937365 -19.02864833   0.           0.        ]]"
6,"[ 0.33126104  0.8786005  -1.60465364 -3.11882849 -1.39339491 -0.815414
 -0.56931707 -2.64889946  1.04061333 -0.54642509  0.        ]",-0.413232,[ 0.9601841  -8.32685333],-0.17744419088,[ 0.82545727 -8.7899456 ],[-0.95189989 -0.01746934],"[[ -0.77453436  -1.45221947  -0.16143514  -0.09393601]
 [ -1.16050363 -22.61244247   0.           0.        ]]"
7,"[ 0.34891299  0.25529897 -1.58566767 -2.88864437 -1.39339435 -0.81541382
 -0.42920452 -3.11609808  0.77919005 -0.14445946  0.        ]",-0.180156,[ 0.4957488  -9.11083102],-0.136341163914,[ 0.81700808 -8.54597282],[-0.95189989 -0.01746934],"[[ -0.75940504  -1.93971067  -0.16143514  -0.09393601]
 [  2.66081537 -26.12489927   0.           0.        ]]"
8,"[ 0.42940879 -0.31553534 -1.49114637 -1.62180239 -1.39339379 -0.81541363
 -0.3592458  -3.57397635  0.73146745  0.41378598  0.        ]",-0.128576,[ 0.99050054 -9.24784197],-0.1335533604,[ 1.1125493  -7.72646999],[-0.95189989 -0.01746934],"[[ -0.68704628  -2.49674781  -0.16143514  -0.09393601]
 [  4.56881335 -29.56730566   0.           0.        ]]"
9,"[ 0.55650432 -0.57663872 -1.30743691  0.59918566 -1.39339323 -0.81541344
 -0.21879676 -3.18973981  0.92359419  1.02149213  0.        ]",-0.574065,[ 0.68509942 -4.35456563],-0.180367850348,[ 1.26350701 -6.45576048],[-0.95189989 -0.01746934],"[[ -0.5572432   -3.12194708  -0.16143514  -0.09393601]
 [  8.3993099  -26.67862501   0.           0.        ]]"
10,"[ 0.70088293 -0.56330424 -1.00571657  1.22470208 -1.39339266 -0.81541326
 -0.12539051  0.64090575  0.98783074  1.17545183  0.        ]",-0.457028,[-0.39815479 -6.61891628],-0.195558844228,[-0.72700793 -7.38035202],[-0.95189989 -0.01746934],"[[ -0.36369351  -3.28620524  -0.16143514  -0.09393601]
 [ 10.946798     2.12047608   0.           0.        ]]"
11,"[ 0.78864145 -0.57497589 -0.66812835  0.88129697 -1.3933921  -0.81541307
 -0.19113045  1.04708375  0.93144853  1.06393769  0.        ]",-0.347725,[-0.95266108 -6.8299961 ],-0.183532226421,[-1.23735881 -7.46680117],[-0.95189989 -0.01746934],"[[-0.1627459  -3.19582871 -0.16143514 -0.09393601]
 [ 9.15385817  5.17415684  0.          0.        ]]"
12,"[ 0.81054371 -0.57611256 -0.4194292   0.54225105 -1.39339154 -0.81541288
 -0.33607707  0.82743554  0.92030049  0.95303973  0.        ]",-0.277836,[-1.26265823 -7.35257618],-0.176343847163,[-1.05651748 -7.29761505],[-0.95189989 -0.01746934],"[[-0.01933194 -3.1070368  -0.16143514 -0.09393601]
 [ 5.20069749  3.52282554  0.          0.        ]]"
13,"[ 0.80923612 -0.57188759 -0.30921235  0.33965414 -1.39339098 -0.8154127
 -0.48502675  0.61069468  0.92751963  0.88964283  0.        ]",-0.278785,[ 0.09644434 -8.17959459],-0.173862676749,[-0.67297393 -7.10853052],[-0.95189989 -0.01746934],"[[ 0.04392319 -3.05389369 -0.16143514 -0.09393601]
 [ 1.1383603   1.89335146  0.          0.        ]]"
14,"[ 0.80670522 -0.56832135 -0.2633267   0.23663908 -1.39339041 -0.81541251
 -0.47185364  0.48084281  0.9340243   0.85861325  0.        ]",-0.30068,[-0.32214661 -6.93028855],-0.173040083004,[-0.71349734 -7.08874989],[-0.95189989 -0.01746934],"[[ 0.07029503 -3.02678584 -0.16143514 -0.09393601]
 [ 1.49763092  0.91711552  0.          0.        ]]"
15,"[ 0.80447611 -0.56631287 -0.23403781  0.18823902 -1.39338985 -0.81541232
 -0.51970798  0.41457656  0.93832003  0.84389418  0.        ]",-0.312952,[-0.65518251 -6.16832437],-0.172798828818,[-0.58760053 -7.03391218],[-0.95189989 -0.01746934],"[[ 0.08715269 -3.01402155 -0.16143514 -0.09393601]
 [ 0.19248765  0.41892119  0.          0.        ]]"
16,"[ 0.8073135  -0.56534311 -0.27264335  0.16654447 -1.39338929 -0.81541214
 -0.61496179  0.38336583  0.93661398  0.83963965  0.        ]",-0.283641,[-0.38168945 -7.32023461],-0.172418106626,[-0.21930641 -6.87827539],[-0.95189989 -0.01746934],"[[ 0.06493707 -3.0082935  -0.16143514 -0.09393601]
 [-2.40539118  0.18427696  0.          0.        ]]"
17,"[ 0.81085309 -0.56490841 -0.38200132  0.15712145 -1.39338873 -0.81541195
 -0.66862626  0.36935775  0.92909065  0.84224401  0.        ]",-0.335778,[-0.21280703 -5.82047031],-0.171740769373,[ 0.10873529 -6.7072897 ],[-0.95189989 -0.01746934],"[[  2.14441075e-03  -3.00580417e+00  -1.61435138e-01  -9.39360135e-02]
 [ -3.86899642e+00   7.89635894e-02   0.00000000e+00   0.00000000e+00]]"
18,"[ 0.80507988 -0.56472129 -0.5300907   0.15311995 -1.39338816 -0.81541177
 -0.69671136  0.36326935  0.91881818  0.84907908  0.        ]",-0.338199,[ 0.32000657 -6.218778  ],-0.170976202505,[ 0.40257433 -6.53291225],[-0.95189989 -0.01746934],"[[-0.08292079 -3.00474682 -0.16143514 -0.09393601]
 [-4.63497045  0.03319095  0.          0.        ]]"
