timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.691951,"[ 0.84901423  2.4084689  -0.31547483  0.5437581   1.5530494   1.52567909
 -0.53359032  0.37581571 -0.0145488  -1.53097769  0.        ]",[ 2.72610732  1.84667428],-0.176164217357,[ 1.7304132   1.91756952],[-0.72928077 -0.02878851],"[[ 0.0448473  -0.0622215   0.17870029  0.17595463]
 [-0.00140404  0.00253451  0.          0.        ]]"
1,-0.632123,"[ 0.8447888   2.41091459 -0.24811326  0.70816879  1.55304839  1.52567813
 -0.37994449  0.89317069 -0.01810689 -1.41197889  0.        ]",[ 1.80366388  1.06473476],-0.163613064896,[ 1.47240102  1.78289378],[-0.72928077 -0.02878851],"[[ 0.08449457 -0.02245889  0.17870029  0.17595463]
 [ 3.95296864  3.96053993  0.          0.        ]]"
2,-0.50797,"[ 0.81699339  2.40462345 -0.04945885  1.19650028  1.55304738  1.52567716
 -0.22933566  1.40028559 -0.06802513 -1.06330609  0.        ]",[ 1.14434418  1.7382914 ],-0.125931011324,[ 0.67351347  1.22793972],[-0.72928077 -0.02878851],"[[ 0.20244491  0.09567787  0.17870029  0.17595463]
 [ 7.82917872  7.84020753  0.          0.        ]]"
3,-0.270247,"[ 0.72231426  2.35025173  0.26678052  1.98713537  1.55304638  1.5256762
 -0.08169406  1.89735558 -0.27240161 -0.53693159  0.        ]",[-0.43013918  0.01825491],-0.0674644077004,[-0.67506665 -0.28567821],[-0.72928077 -0.02878851],"[[  0.39715252   0.29063716   0.17870029   0.17595463]
 [ 11.62902115  11.6430343    0.           0.        ]]"
4,-0.249844,"[ 0.55291048  2.21755241  0.58410662  2.86446719  1.55304537  1.52567523
 -0.15672078  1.87674032 -0.65566306 -0.08274385  0.        ]",[-0.77122562 -0.12958547],-0.0535523753422,[-1.62680542 -1.27132797],[-0.72928077 -0.02878851],"[[  0.61035876   0.5219157    0.17870029   0.17595463]
 [  9.69806261  11.48533039   0.           0.        ]]"
5,-0.29424,"[ 0.38341205  2.02659034  0.7956826   3.60465273  1.55304436  1.52567427
 -0.28268548  1.78007333 -1.05785506  0.12997271  0.        ]",[-2.2457628  -1.25047756],-0.101076798138,[-1.9865272  -1.84414053],[-0.72928077 -0.02878851],"[[  0.77179299   0.74420234   0.17870029   0.17595463]
 [  6.45611651  10.74579348   0.           0.        ]]"
6,-0.355404,"[ 0.27755247  1.84086726  0.8985136   4.08704821  1.55304335  1.5256733
 -0.44130394  1.23486352 -1.33402468  0.16627142  0.        ]",[-1.90951896 -2.2425987 ],-0.13621074973,[-1.81081545 -1.73892212],[-0.72928077 -0.02878851],"[[ 0.85995728  0.91726819  0.17870029  0.17595463]
 [ 2.3737623   6.57468635  0.          0.        ]]"
7,-0.400819,"[ 0.26837575  1.73287313  0.90661076  4.30094012  1.55304235  1.52567234
 -0.59681129  0.70044108 -1.42052651  0.14524728  0.        ]",[-1.18943791 -0.32402097],-0.147058852313,[-1.38608444 -1.44736648],[-0.72928077 -0.02878851],"[[ 0.86727721  1.00773997  0.17870029  0.17595463]
 [-1.62852217  2.4861043   0.          0.        ]]"
8,-0.394278,"[ 0.3560107   1.6876211   0.82407701  4.3789307   1.55304134  1.52567137
 -0.74928248  0.52644494 -1.3489507   0.1101423   0.        ]",[-0.04848596 -1.69571615],-0.137904260686,[-0.87373656 -1.23188066],[-0.72928077 -0.02878851],"[[ 0.79533482  1.04410643  0.17870029  0.17595463]
 [-5.55266658  1.15495291  0.          0.        ]]"
9,-0.353138,"[ 0.48025591  1.70872157  0.68341654  4.34333312  1.55304033  1.52567041
 -0.75242305  0.00588246 -1.18012565  0.05955273  0.        ]",[-0.2550117   0.68875935],-0.116569348439,[-0.42637581 -0.72649217],[-0.72928077 -0.02878851],"[[ 0.68347014  1.02724729  0.17870029  0.17595463]
 [-5.63350111 -2.8275945   0.          0.        ]]"
10,-0.313355,"[ 0.59720835  1.7440569   0.51521161  4.28060193  1.55303932  1.52566944
 -0.787325    0.36969084 -0.99404181 -0.02310844  0.        ]",[ 0.63207929 -1.48375028],-0.093789115604,[-0.11080943 -0.74434459],[-0.72928077 -0.02878851],"[[ 0.56178769  0.99862128  0.17870029  0.17595463]
 [-6.53177577 -0.04428952  0.          0.        ]]"
11,-0.266185,"[ 0.68103606  1.79307546  0.3603592   4.18672956  1.55303832  1.52566848
 -0.6850836  -0.14786923 -0.8287218  -0.12081555  0.        ]",[ 0.07911554  0.04595919],-0.0755961420999,[ 0.16927204 -0.23902684],[-0.72928077 -0.02878851],"[[ 0.45755331  0.9580076   0.17870029  0.17595463]
 [-3.90040277 -4.00386589  0.          0.        ]]"
12,-0.222333,"[ 0.7309042   1.88267173  0.24521937  3.99237102  1.55303731  1.52566751
 -0.6699201  -0.11374288 -0.67690253 -0.22004536  0.        ]",[-1.14183015  0.19008321],-0.0625778861077,[ 0.39245486  0.00314987],[-0.72928077 -0.02878851],"[[ 0.38346089  0.88054979  0.17870029  0.17595463]
 [-3.51014577 -3.74278363  0.          0.        ]]"
13,-0.248237,"[ 0.78903765  1.95523139  0.06933051  3.81005384  1.5530363   1.52566654
 -0.82095294 -0.00553063 -0.50842904 -0.38661733  0.        ]",[ 0.49380775  0.94469432],-0.0602549592239,[ 1.04449189  0.39175737],[-0.72928077 -0.02878851],"[[ 0.2742571   0.81400064  0.17870029  0.17595463]
 [-7.3972708  -2.91490972  0.          0.        ]]"
14,-0.254041,"[ 0.8327951   1.97639033 -0.14179369  3.75204242  1.55303529  1.52566558
 -0.73940222  0.49084525 -0.37910323 -0.58307946  0.        ]",[ 0.75907215  1.03204773],-0.0739060171561,[ 1.19421089  0.18030107],[-0.72928077 -0.02878851],"[[ 0.14737047  0.79380391  0.17870029  0.17595463]
 [-5.29841302  0.88259629  0.          0.        ]]"
15,-0.238479,"[ 0.84632941  1.91541417 -0.26835247  3.91307816  1.55303429  1.52566461
 -0.61869095  1.00598692 -0.36035067 -0.66366185  0.        ]",[ 1.17065821 -1.34471402],-0.0819332727721,[ 1.02715349 -0.39969105],[-0.72928077 -0.02878851],"[[ 0.07257272  0.85099772  0.17870029  0.17595463]
 [-2.19168292  4.82367077  0.          0.        ]]"
16,-0.254336,"[ 0.84675907  1.85292813 -0.27461816  4.06031919  1.55303328  1.52566365
 -0.463228    0.47578036 -0.39693188 -0.63581358  0.        ]",[ 0.91550958  1.06267467],-0.0798747192528,[ 0.87874192 -0.27015275],[-0.72928077 -0.02878851],"[[ 0.06888359  0.9067726   0.17870029  0.17595463]
 [ 1.80944881  0.76734671  0.          0.        ]]"
17,-0.22395,"[ 0.83429329  1.78868449 -0.15245151  4.19537795  1.55303227  1.52566268
 -0.32391828  0.99120864 -0.49790131 -0.50205557  0.        ]",[ 0.36843793 -0.18098357],-0.0704656373994,[ 0.18968917 -1.07387626],[-0.72928077 -0.02878851],"[[ 0.14104532  0.96168368  0.17870029  0.17595463]
 [ 5.39484696  4.71061325  0.          0.        ]]"
18,-0.204707,"[ 0.79417643  1.68299975  0.05003336  4.38637082  1.55303126  1.52566172
 -0.27140405  0.88527947 -0.68517027 -0.31425419  0.        ]",[-0.60594135 -1.32930216],-0.0693154724485,[-0.31380802 -1.41593909],[-0.72928077 -0.02878851],"[[ 0.26250275  1.04776495  0.17870029  0.17595463]
 [ 6.74639843  3.90020864  0.          0.        ]]"
19,-0.235554,"[ 0.73784383  1.63521918  0.22715852  4.46135106  1.55303026  1.52566075
 -0.36969995  0.35770006 -0.83748358 -0.18842775  0.        ]",[-0.37459165 -1.68628171],-0.0791245630061,[-0.33196312 -1.12370682],[-0.72928077 -0.02878851],"[[ 0.37204872  1.08527224  0.17870029  0.17595463]
 [ 4.21656583 -0.136016    0.          0.        ]]"
20,-0.257804,"[ 0.69311314  1.68917788  0.33448302  4.37614301  1.55302925  1.52565979
 -0.43048944 -0.1594597  -0.88153004 -0.12657423  0.        ]",[ 0.10837767 -1.70685558],-0.0821678940895,[-0.27398533 -0.64472681],[-0.72928077 -0.02878851],"[[ 0.44068255  1.04285489  0.17870029  0.17595463]
 [ 2.6520314  -4.09252568  0.          0.        ]]"
21,-0.267533,"[ 0.65075146  1.83526697  0.42077946  4.09892267  1.55302824  1.52565882
 -0.41582236 -0.66644914 -0.84668776 -0.08687139  0.        ]",[-0.02769394 -0.0028154 ],-0.0767700537386,[-0.29356694 -0.04258937],[-0.72928077 -0.02878851],"[[ 0.49751038  0.9220881   0.17870029  0.17595463]
 [ 3.02951388 -7.9712282   0.          0.        ]]"
22,-0.236629,"[ 0.60191818  2.00670567  0.50743546  3.66456173  1.55302723  1.52565786
 -0.42240797 -0.64727476 -0.78580613 -0.05949456  0.        ]",[-0.42700782 -2.11004635],-0.0685735032072,[-0.38609451  0.28759134],[-0.72928077 -0.02878851],"[[ 0.55640005  0.76413532  0.17870029  0.17595463]
 [ 2.86001845 -7.82453677  0.          0.        ]]"
