timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.04119222  1.24257315 -0.09236041  0.23961572  0.32229702  1.47108916
  0.12169048  0.1608401   0.7865925  -1.2786679   0.        ]",-0.729697,[-0.33794656 -1.67811018],-0.252962530004,[-0.01520209 -0.32455835],[ 0.00060868 -0.06180237],"[[-0.09806859 -0.04427703  0.04020604  0.16354409]
 [ 0.00220758  0.00302171  0.          0.        ]]"
1,"[  1.03922389e+00   1.23939735e+00  -1.12851786e-01   1.68654265e-01
   3.22292373e-01   1.47102832e+00   6.20461764e-04  -3.81230245e-01
   7.79642830e-01  -1.32764721e+00   0.00000000e+00]",-0.687098,[-0.4310418   0.34347856],-0.257561216066,[-0.01540035 -0.3246325 ],[ 0.00060868 -0.06180237],"[[-0.11142273 -0.08393983  0.04020604  0.16354409]
 [-1.3331824  -3.95610784  0.          0.        ]]"
2,"[ 1.03116822  1.23009979 -0.17939281  0.05348566  0.32228772  1.47096748
 -0.15163404 -0.18419953  0.75784884 -1.43739465  0.        ]",-0.738408,[-1.17443762 -1.59613493],-0.267651108158,[-0.01485623 -0.32466614],[ 0.00060868 -0.06180237],"[[-0.15493582 -0.14862393  0.04020604  0.16354409]
 [-3.01253456 -2.51710028  0.          0.        ]]"
3,"[ 1.00311144  1.20883281 -0.32940169 -0.10403002  0.32228307  1.47090666
 -0.50475517 -0.71930583  0.69552921 -1.63722502  0.        ]",-0.794199,[ 1.8421702   0.12263793],-0.285484418635,[-0.01461721 -0.32498977],[ 0.00060868 -0.06180237],"[[-0.25426469 -0.23817854  0.04020604  0.16354409]
 [-6.90741558 -6.42533639  0.          0.        ]]"
4,"[ 0.96287315  1.16430018 -0.4723407  -0.31354368  0.32227842  1.47084584
 -0.13372771 -0.63559542  0.59300704 -1.83899215  0.        ]",-0.751159,[ 0.98567325  1.1731073 ],-0.302597262469,[-0.0138429  -0.32409438],[ 0.00060868 -0.06180237],"[[-0.35135462 -0.36055207  0.04020604  0.16354409]
 [-2.81518548 -5.8140491   0.          0.        ]]"
5,"[ 0.95471251  1.12819373 -0.49636328 -0.43813723  0.32227377  1.47078503
  0.22471939 -0.07787441  0.54624998 -1.90062542  0.        ]",-0.803604,[-1.82224572 -2.91647274],-0.307315050715,[-0.01306668 -0.32337087],[ 0.00060868 -0.06180237],"[[-0.36799227 -0.43596505  0.04020604  0.16354409]
 [ 1.13829235 -1.74081624  0.          0.        ]]"
6,"[ 0.94593233  1.08647437 -0.52094765 -0.5565027   0.32226912  1.47072423
 -0.13588393 -0.61511143  0.49565    -1.95744368  0.        ]",-0.738271,[-1.95892955 -0.66797894],-0.311518013519,[-0.01345772 -0.32365975],[ 0.00060868 -0.06180237],"[[-0.38513039 -0.51014875  0.04020604  0.16354409]
 [-2.83890376 -5.66448451  0.          0.        ]]"
7,"[ 0.89000957  0.99282948 -0.65520994 -0.76438824  0.32226447  1.47066343
 -0.48943083 -0.96169383  0.33541187 -2.11210946  0.        ]",-0.751104,[ 0.35968719  0.42168889],-0.323667168075,[-0.01396577 -0.32365951],[ 0.00060868 -0.06180237],"[[-0.48103131 -0.64883623  0.04020604  0.16354409]
 [-6.73829054 -8.19582564  0.          0.        ]]"
8,"[ 0.80482676  0.87430228 -0.81276017 -0.96010036  0.32225982  1.47060264
 -0.34840466 -0.71089159  0.12600989 -2.24381842  0.        ]",-0.82253,[ 0.44541971 -2.3715667 ],-0.334050043301,[-0.01368252 -0.32293418],[ 0.00060868 -0.06180237],"[[-0.60019257 -0.79437613  0.04020604  0.16354409]
 [-5.18297243 -6.36426788  0.          0.        ]]"
9,"[ 0.73409562  0.71721578 -0.91763477 -1.14983607  0.32225517  1.47054186
 -0.17924982 -1.23584393 -0.07571108 -2.30042504  0.        ]",-0.695192,[-1.28473791  1.29906728],-0.337768599077,[-0.0147467  -0.32176694],[ 0.00060868 -0.06180237],"[[ -0.68513382  -0.96013038   0.04020604   0.16354409]
 [ -3.31741576 -10.19837529   0.           0.        ]]"
10,"[ 0.63560377  0.54469399 -1.03790653 -1.29654306  0.32225053  1.47048109
 -0.53221308 -0.66585009 -0.29754356 -2.31218807  0.        ]",-0.793899,[ 0.43997757 -1.96600354],-0.338310369325,[-0.01445739 -0.32187724],[ 0.00060868 -0.06180237],"[[-0.79054012 -1.12233228  0.04020604  0.16354409]
 [-7.21024383 -6.03568383  0.          0.        ]]"
11,"[ 0.50450762  0.36162898 -1.16493863 -1.39932145  0.32224588  1.47042033
 -0.36138553 -1.19166829 -0.52705741 -2.26843194  0.        ]",-0.770389,[-0.69794601 -1.76109243],-0.334831039831,[-0.01569633 -0.3206234 ],[ 0.00060868 -0.06180237],"[[-0.9158423  -1.28157799  0.04020604  0.16354409]
 [-5.32631275 -9.8760904   0.          0.        ]]"
12,"[ 0.35066926  0.07627338 -1.27887502 -1.47111968  0.32224123  1.47035957
 -0.60230267 -1.7068778  -0.76765758 -2.11705519  0.        ]",-0.690527,[-0.7020061  0.5236598],-0.320946416781,[-0.01720988 -0.31958729],[ 0.00060868 -0.06180237],"[[ -1.04902543  -1.51685837   0.04020604   0.16354409]
 [ -7.98338135 -13.63940306   0.           0.        ]]"
13,"[ 0.11596984 -0.22969785 -1.39796976 -1.43957476  0.32223658  1.47029882
 -0.84006944 -1.38583769 -0.97545755 -1.86221552  0.        ]",-0.707778,[-0.09959492 -1.01456589],-0.297019496695,[-0.01770951 -0.31897205],[ 0.00060868 -0.06180237],"[[ -1.23500439  -1.76612548   0.04020604   0.16354409]
 [-10.60577258 -11.29511242   0.           0.        ]]"
14,"[-0.17306889 -0.53653274 -1.472658   -1.28828146  0.32223193  1.47023808
 -0.85689715 -1.89719038 -1.07272245 -1.53712342  0.        ]",-0.699472,[ 1.29164109 -0.1029823 ],-0.262043190277,[-0.01951469 -0.31708714],[ 0.00060868 -0.06180237],"[[ -1.44898262  -2.02950695   0.04020604   0.16354409]
 [-10.79156859 -15.0305915    0.           0.        ]]"
15,"[-0.41438971 -0.84056702 -1.48193068 -0.97973219  0.32222728  1.47017734
 -0.47873272 -1.91215055 -1.00569502 -1.23984726  0.        ]",-0.671064,[-0.26255526  0.45695942],-0.219866749226,[-0.02043132 -0.31496894],[ 0.00060868 -0.06180237],"[[ -1.62297282  -2.33122345   0.04020604   0.16354409]
 [ -6.62113899 -15.14070603   0.           0.        ]]"
16,"[-0.60943018 -1.05549353 -1.45510649 -0.58508104  0.32222264  1.47011661
 -0.56118841 -1.62329068 -0.84804922 -1.06143171  0.        ]",-0.659302,[ 0.2075548  -0.67974402],-0.184500269066,[-0.02038087 -0.31418985],[ 0.00060868 -0.06180237],"[[ -1.76452129  -2.6128746    0.04020604   0.16354409]
 [ -7.53058307 -13.03144647   0.           0.        ]]"
17,"[-0.7982362  -1.18747628 -1.39833995 -0.11326483  0.32221799  1.47005589
 -0.47321517 -1.95632157 -0.64626486 -0.99673196  0.        ]",-0.647917,[-0.16026811 -0.8751244 ],-0.161289910274,[-0.02120822 -0.31348288],[ 0.00060868 -0.06180237],"[[ -1.90540023  -2.89791853   0.04020604   0.16354409]
 [ -6.56048884 -15.4648461    0.           0.        ]]"
18,"[-0.97229585 -1.22387728 -1.31594189  0.31308565  0.32221334  1.46999518
 -0.5189362  -0.29275197 -0.47072252 -1.04286816  0.        ]",-0.65512,[-0.72140652 -0.81519909],-0.158956668097,[-0.01926943 -0.31411853],[ 0.00060868 -0.06180237],"[[-2.04167314 -3.13812138  0.04020604  0.16354409]
 [-7.06479475 -3.31351177  0.          0.        ]]"
19,"[-1.17106933 -1.22370695 -1.17899131  0.29250562  0.32220869  1.46993448
 -0.76521865  0.49849177 -0.47410759 -1.04034814  0.        ]",-0.690568,[ 0.03599691 -2.94313254],-0.158726486876,[-0.01877137 -0.31494591],[ 0.00060868 -0.06180237],"[[-2.21022013 -3.12664481  0.04020604  0.16354409]
 [-9.78094352  2.46603311  0.          0.        ]]"
20,"[-1.36879671 -1.22115575 -0.98023084  0.20186679  0.32220405  1.46987378
 -0.73472198  0.46904818 -0.48970685 -1.01905966  0.        ]",-0.663732,[ 0.96595887 -1.346577  ],-0.156325457811,[-0.01910274 -0.31484252],[ 0.00060868 -0.06180237],"[[-2.40246617 -3.07604756  0.04020604  0.16354409]
 [-9.44479462  2.25102493  0.          0.        ]]"
21,"[-1.49604611 -1.21745951 -0.79986082  0.13825207  0.3221994   1.46981309
 -0.37095604  0.34207032 -0.49436799 -1.00085548  0.        ]",-0.661152,[ 1.06982951 -1.49874253],-0.153967554509,[-0.01963406 -0.31452703],[ 0.00060868 -0.06180237],"[[-2.55111375 -3.04044344  0.04020604  0.16354409]
 [-5.43333324  1.32359494  0.          0.        ]]"
22,"[-1.54578392 -1.21477769 -0.71095322  0.1037421   0.32219475  1.46975241
 -0.00217061  0.25255541 -0.49614559 -0.98989443  0.        ]",-0.656074,[-0.33977447 -0.41988625],-0.152512942778,[-0.02048349 -0.31431159],[ 0.00060868 -0.06180237],"[[-2.6189766  -3.02107817  0.04020604  0.16354409]
 [-1.36650334  0.66979702  0.          0.        ]]"
23,"[-1.5728447  -1.2131855  -0.65609633  0.08585698  0.32219011  1.46969173
 -0.12170911  0.2096547  -0.4960049  -0.98408637  0.        ]",-0.674849,[-0.88626634 -2.77849446],-0.151700395765,[-0.0203858  -0.31428659],[ 0.00060868 -0.06180237],"[[-2.65953288 -3.01102487  0.04020604  0.16354409]
 [-2.68473057  0.35647175  0.          0.        ]]"
24,"[-1.62481623 -1.2124152  -0.53263635  0.07790148  0.32218546  1.46963106
 -0.43509114  0.17854569 -0.48833672 -0.98239708  0.        ]",-0.660297,[-1.20745097 -1.9668905 ],-0.151156134475,[-0.02022017 -0.31421086],[ 0.00060868 -0.06180237],"[[-2.74790115 -3.00654919  0.04020604  0.16354409]
 [-6.14057725  0.12927241  0.          0.        ]]"
25,"[-1.69368257 -1.21210481 -0.29606485  0.07501604  0.32218082  1.4695704
 -0.78309778  0.16726778 -0.47187574 -0.98570626  0.        ]",-0.652007,[-1.43789612 -0.3337478 ],-0.150986245705,[-0.02042755 -0.31396163],[ 0.00060868 -0.06180237],"[[-2.9092179  -3.00492558  0.04020604  0.16354409]
 [-9.97830841  0.04691718  0.          0.        ]]"
26,"[-1.73092145 -1.21184686  0.06690112  0.072713    0.32217617  1.46950975
 -1.12419935  0.16985987 -0.4486376  -0.99657191  0.        ]",-0.631895,[-0.71607724 -0.93062944],-0.151701689885,[-0.02093715 -0.31373766],[ 0.00060868 -0.06180237],"[[ -3.14652695  -3.00362952   0.04020604   0.16354409]
 [-13.74006126   0.06586575   0.           0.        ]]"
27,"[-1.66654001 -1.21172991  0.52332466  0.07189816  0.32217152  1.46944911
 -1.35658811  0.16062164 -0.42341578 -1.01935636  0.        ]",-0.631494,[-1.03010766 -2.31466575],-0.154158448162,[-0.02170534 -0.31338936],[ 0.00060868 -0.06180237],"[[ -3.44704515e+00  -3.00317126e+00   4.02060368e-02   1.63544095e-01]
 [ -1.63032164e+01  -1.59100861e-03   0.00000000e+00   0.00000000e+00]]"
28,"[-1.4321568  -1.21173017  1.01507855  0.07230789  0.32216688  1.46938847
 -1.68627897  0.15875974 -0.40286466 -1.05698171  0.        ]",-0.569618,[ 0.48551852 -0.08718125],-0.158982216114,[-0.02239123 -0.31285194],[ 0.00060868 -0.06180237],"[[ -3.80959611e+00  -3.00340249e+00   4.02060368e-02   1.63544095e-01]
 [ -1.99397609e+01  -1.51739042e-02   0.00000000e+00   0.00000000e+00]]"
29,"[-1.0404508  -1.21157208  1.39274149  0.0710661   0.32216223  1.46932784
 -1.47610406  0.16849432 -0.39516545 -1.10142416  0.        ]",-0.552768,[ 0.19967087  1.84465657],-0.16515848375,[-0.02283502 -0.31267563],[ 0.00060868 -0.06180237],"[[ -4.18514362  -3.00270381   0.04020604   0.16354409]
 [-17.62271232   0.05593839   0.           0.        ]]"
30,"[ -5.98607626e-01  -1.20354190e+00   1.57554701e+00  -1.23198492e-03
   3.22157590e-01   1.46926722e+00  -1.37271011e+00   7.10522933e-01
  -3.75388249e-01  -1.13172192e+00   0.00000000e+00]",-0.515748,[ 0.0186849   0.01198704],-0.169101982307,[-0.02255037 -0.31351167],[ 0.00060868 -0.06180237],"[[ -4.52616367  -2.96186595   0.04020604   0.16354409]
 [-16.48307813   4.01465832   0.           0.        ]]"
